year,text,fallacy,speaker,complete_date,component_id,component_span,component_text,source_filename,component_type,speech_turn
2004,The president did nothing.,Ad Hominem,KERRY,30 9 2004,T713,58729 58754,The president did nothing,29_2004,Claim,"With respect to Iran, the British, French, and Germans were the ones who initiated an effort without the United States, regrettably, to begin to try to move to curb the nuclear possibilities in Iran. I believe we could have done better. I think the United States should have offered the opportunity to provide the nuclear fuel, test them, see whether or not they were actually looking for it for peaceful purposes. If they weren't willing to work a deal, then we could have put sanctions together. The president did nothing. With respect to North Korea, the real story: We had inspectors and television cameras in the nuclear reactor in North Korea. Secretary Bill Perry negotiated that under President Clinton. And we knew where the fuel rods were. And we knew the limits on their nuclear power. Colin Powell, our secretary of state, announced one day that we were going to continue the dialog of working with the North Koreans. The president reversed it publicly while the president of South Korea was here. And the president of South Korea went back to South Korea bewildered and embarrassed because it went against his policy. And for two years, this administration didn't talk at all to North Korea. While they didn't talk at all, the fuel rods came out, the inspectors were kicked out, the television cameras were kicked out. And today, there are four to seven nuclear weapons in the hands of North Korea. That happened on this president's watch. Now, that, I think, is one of the most serious, sort of, reversals or mixed messages that you could possibly send."
2004,But the president made a mistake in invading Iraq.,Ad Hominem,KERRY,30 9 2004,T312,25916 25961,the president made a mistake in invading Iraq,29_2004,Claim,"Well, you know, when I talked about the $87 billion, I made a mistake in how I talk about the war. But the president made a mistake in invading Iraq. Which is worse? I believe that when you know something's going wrong, you make it right. That's what I learned in Vietnam. When I came back from that war I saw that it was wrong. Some people don't like the fact that I stood up to say no, but I did. And that's what I did with that vote. And I'm going to lead those troops to victory."
2004,I think what is misleading is to say you can lead and succeed in Iraq if you keep changing your positions on this war. And he has.,Ad Hominem,BUSH,30 9 2004,T477,37846 37963,I think what is misleading is to say you can lead and succeed in Iraq if you keep changing your positions on this war,29_2004,Claim,"My opponent just said something amazing. He said Osama bin Laden uses the invasion of Iraq as an excuse to spread hatred for America. Osama bin Laden isn't going to determine how we defend ourselves. Osama bin Laden doesn't get to decide. The American people decide. I decided the right action was in Iraq. My opponent calls it a mistake. It wasn't a mistake. He said I misled on Iraq. I don't think he was misleading when he called Iraq a grave threat in the fall of 2002. I don't think he was misleading when he said that it was right to disarm Iraq in the spring of 2003. I don't think he misled you when he said that, you know, anyone who doubted whether the world was better off without Saddam Hussein in power didn't have the judgment to be president. I don't think he was misleading. I think what is misleading is to say you can lead and succeed in Iraq if you keep changing your positions on this war. And he has. As the politics change, his positions change. And that's not how a commander in chief acts. Let me finish. The intelligence I looked at was the same intelligence my opponent looked at, the very same intelligence. And when I stood up there and spoke to the Congress, I was speaking off the same intelligence he looked at to make his decisions to support the authorization of force."
2004,"As well, help is on the way, but it's certainly hard to tell it when he voted against the $87-billion supplemental to provide equipment for our troops, and then said he actually did vote for it before he voted against it.",Ad Hominem,BUSH,30 9 2004,T309,25512 25629,it's certainly hard to tell it when he voted against the $87-billion supplemental to provide equipment for our troops,29_2004,Premise,"My opponent says help is on the way, but what kind of message does it say to our troops in harm's way, ""wrong war, wrong place, wrong time""? Not a message a commander in chief gives, or this is a ""great diversion."" As well, help is on the way, but it's certainly hard to tell it when he voted against the $87-billion supplemental to provide equipment for our troops, and then said he actually did vote for it before he voted against it. Not what a commander in chief does when you're trying to lead troops."
2004,"First of all, he made the misjudgment of saying to America that he was going to build a true alliance, that he would exhaust the remedies of the United Nations and go through the inspections.  In fact, he first didn't even want to do that.",Ad Hominem,KERRY,30 9 2004,T93,8520 8696,"he made the misjudgment of saying to America that he was going to build a true alliance, that he would exhaust the remedies of the United Nations and go through the inspections",29_2004,Claim,"Well, where do you want me to begin? First of all, he made the misjudgment of saying to America that he was going to build a true alliance, that he would exhaust the remedies of the United Nations and go through the inspections. In fact, he first didn't even want to do that. And it wasn't until former Secretary of State Jim Baker and General Scowcroft and others pushed publicly and said you've got to go to the U.N., that the president finally changed his mind -- his campaign has a word for that -- and went to the United Nations. Now, once there, we could have continued those inspections. We had Saddam Hussein trapped. He also promised America that he would go to war as a last resort. Those words mean something to me, as somebody who has been in combat. ""Last resort."" You've got to be able to look in the eyes of families and say to those parents, ""I tried to do everything in my power to prevent the loss of your son and daughter."" I don't believe the United States did that. And we pushed our allies aside. And so, today, we are 90 percent of the casualties and 90 percent of the cost: $200 billion -- $200 billion that could have been used for health care, for schools, for construction, for prescription drugs for seniors, and it's in Iraq. And Iraq is not even the center of the focus of the war on terror. The center is Afghanistan, where, incidentally, there were more Americans killed last year than the year before; where the opium production is 75 percent of the world's opium production; where 40 to 60 percent of the economy of Afghanistan is based on opium; where the elections have been postponed three times. The president moved the troops, so he's got 10 times the number of troops in Iraq than he has in Afghanistan, where Osama bin Laden is. Does that mean that Saddam Hussein was 10 times more important than Osama bin Laden -- than, excuse me, Saddam Hussein more important than Osama bin Laden? I don't think so."
2004,The president just talked about Iraq as a center of the war on terror. Iraq was not even close to the center of the war on terror before the president invaded it.,Ad Hominem,KERRY,30 9 2004,T160,14136 14226,Iraq was not even close to the center of the war on terror before the president invaded it,29_2004,Claim,"The president just talked about Iraq as a center of the war on terror. Iraq was not even close to the center of the war on terror before the president invaded it. The president made the judgment to divert forces from under General Tommy Franks from Afghanistan before the Congress even approved it to begin to prepare to go to war in Iraq. And he rushed the war in Iraq without a plan to win the peace. Now, that is not the judgment that a president of the United States ought to make. You don't take America to war unless have the plan to win the peace. You don't send troops to war without the body armor that they need. I've met kids in Ohio, parents in Wisconsin places, Iowa, where they're going out on the Internet to get the state-of-the-art body gear to send to their kids. Some of them got it for a birthday present. I think that's wrong. Humvees -- 10,000 out of 12,000 Humvees that are over there aren't armored. And you go visit some of those kids in the hospitals today who were maimed because they don't have the armament. This president just -- I don't know if he sees what's really happened over there. But it's getting worse by the day. More soldiers killed in June than before. More in July than June. More in August than July. More in September than in August. And now we see beheadings. And we got weapons of mass destruction crossing the border every single day, and they're blowing people up. And we don't have enough troops there."
2004,"As the politics change, his positions change.",Ad Hominem,BUSH,30 9 2004,T478,37977 38021,"As the politics change, his positions change",29_2004,Claim,"My opponent just said something amazing. He said Osama bin Laden uses the invasion of Iraq as an excuse to spread hatred for America. Osama bin Laden isn't going to determine how we defend ourselves. Osama bin Laden doesn't get to decide. The American people decide. I decided the right action was in Iraq. My opponent calls it a mistake. It wasn't a mistake. He said I misled on Iraq. I don't think he was misleading when he called Iraq a grave threat in the fall of 2002. I don't think he was misleading when he said that it was right to disarm Iraq in the spring of 2003. I don't think he misled you when he said that, you know, anyone who doubted whether the world was better off without Saddam Hussein in power didn't have the judgment to be president. I don't think he was misleading. I think what is misleading is to say you can lead and succeed in Iraq if you keep changing your positions on this war. And he has. As the politics change, his positions change. And that's not how a commander in chief acts. Let me finish. The intelligence I looked at was the same intelligence my opponent looked at, the very same intelligence. And when I stood up there and spoke to the Congress, I was speaking off the same intelligence he looked at to make his decisions to support the authorization of force."
2004,"Right now the president is spending hundreds of millions of dollars to research bunker-busting nuclear weapons. The United States is pursuing a new set of nuclear weapons. It doesn't make sense.  You talk about mixed messages. We're telling other people, ""You can't have nuclear weapons,"" but we're pursuing a new nuclear weapon that we might even contemplate using.",Ad Hominem,KERRY,30 9 2004,T800,70218 70328,Right now the president is spending hundreds of millions of dollars to research bunker-busting nuclear weapons,29_2004,Claim,"Nuclear proliferation. Nuclear proliferation. There's some 600-plus tons of unsecured material still in the former Soviet Union and Russia. At the rate that the president is currently securing it, it'll take 13 years to get it. I did a lot of work on this. I wrote a book about it several years ago -- six, seven years ago -- called ""The New War,"" which saw the difficulties of this international criminal network. And back then, we intercepted a suitcase in a Middle Eastern country with nuclear materials in it. And the black market sale price was about $250 million. Now, there are terrorists trying to get their hands on that stuff today. And this president, I regret to say, has secured less nuclear material in the last two years since 9/11 than we did in the two years preceding 9/11. We have to do this job. And to do the job, you can't cut the money for it. The president actually cut the money for it. You have to put the money into it and the funding and the leadership. And part of that leadership is sending the right message to places like North Korea. Right now the president is spending hundreds of millions of dollars to research bunker-busting nuclear weapons. The United States is pursuing a new set of nuclear weapons. It doesn't make sense. You talk about mixed messages. We're telling other people, ""You can't have nuclear weapons,"" but we're pursuing a new nuclear weapon that we might even contemplate using. Not this president. I'm going to shut that program down, and we're going to make it clear to the world we're serious about containing nuclear proliferation. And we're going to get the job of containing all of that nuclear material in Russia done in four years. And we're going to build the strongest international network to prevent nuclear proliferation. This is the scale of what President Kennedy set out to do with the nuclear test ban treaty. It's our generation's equivalent. And I intend to get it done."
2004,"And meanwhile, North Korea has got nuclear weapons. Talk about mixed messages. The president is the one that said, ""We can't allow countries to get nuclear weapons."" They have.",Ad Hominem,KERRY,30 9 2004,T422,34424 34470,"meanwhile, North Korea has got nuclear weapons",29_2004,Claim,"What I think troubles a lot of people in our country is that the president has just sort of described one kind of mistake. But what he has said is that, even knowing there were no weapons of mass destruction, even knowing there was no imminent threat, even knowing there was no connection with Al Qaida, he would still have done everything the same way. Those are his words. Now, I would not. So what I'm trying to do is just talk the truth to the American people and to the world. The truth is what good policy is based on. It's what leadership is based on. The president says that I'm denigrating these troops. I have nothing but respect for the British, Tony Blair, and for what they've been willing to do. But you can't tell me that when the most troops any other country has on the ground is Great Britain, with 8,300, and below that the four others are below 4,000, and below that, there isn't anybody out of the hundreds, that we have a genuine coalition to get this job done. You can't tell me that on the day that we went into that war and it started -- it was principally the United States, the America and Great Britain and one or two others. That's it. And today, we are 90 percent of the casualties and 90 percent of the costs. And meanwhile, North Korea has got nuclear weapons. Talk about mixed messages. The president is the one that said, ""We can't allow countries to get nuclear weapons."" They have. I'll change that."
2004,"First of all, what my opponent wants you to forget is that he voted to authorize the use of force and now says it's the wrong war at the wrong time at the wrong place.",Ad Hominem,BUSH,30 9 2004,T180,15663 15741,my opponent wants you to forget is that he voted to authorize the use of force,29_2004,Claim,"Thank you, sir. First of all, what my opponent wants you to forget is that he voted to authorize the use of force and now says it's the wrong war at the wrong time at the wrong place. I don't see how you can lead this country to succeed in Iraq if you say wrong war, wrong time, wrong place. What message does that send our troops? What message does that send to our allies? What message does that send the Iraqis? No, the way to win this is to be steadfast and resolved and to follow through on the plan that I've just outlined."
