year,text,fallacy,speaker,complete_date,component_id,component_span,component_text,source_filename,component_type
1996,It seems to me that you have a selective memory.,Ad Hominem,DOLE,6 10 1996,T296,24650 24677,you have a selective memory,22_1996,Claim
1996,"He talks about a smaller government. There are actually more people in government except for people in defense related jobs. They're gone. The government's bigger than it was when President Kennedy was around, even though he says it's not.",Ad Hominem,DOLE,6 10 1996,T1101,88230 88265,He talks about a smaller government,22_1996,Premise
1996,I strongly supported it. And members of Senator Dole's own party in the Senate killed it. And he was not out there urging them to vote for the McCain-Feingold bill.,Ad Hominem,CLINTON,6 10 1996,T305,25558 25581,I strongly supported it,22_1996,Claim
1996,"Stop scaring the seniors, Mr. President. You've already spent $45 million scaring seniors and tearing me apart. I think it's time to have a truce.",Ad Hominem,DOLE,6 10 1996,T179,14481 14514,I think it's time to have a truce,22_1996,Claim
1996,"So Congress passes the law, the President signs it, like he does a lot of things. But he, like welfare reform, I'm going to sign it but I'm going to try to change it next year.",Ad Hominem,DOLE,6 10 1996,T553,44359 44448,"he, like welfare reform, I'm going to sign it but I'm going to try to change it next year",22_1996,Claim
1996,"Senator Dole remembers well that we actually offered not to even put in a healthcare bill in 1994, uh '93, but instead to work with the Senate Republicans and write a joint bill. And they said no because they got a memo from one of their political advisers saying that instead they should characterize whatever we did as big government and make sure nothing was done to aid healthcare before the '94 elections so they could make that claim.",Ad Hominem,CLINTON,6 10 1996,T586,47487 47631,"we actually offered not to even put in a healthcare bill in 1994, uh '93, but instead to work with the Senate Republicans and write a joint bill",22_1996,Premise
1996,"So it seems to me that we can talk about what we call Kenny, the great exaggerator. He just liked to make it sound exager, a little better, made him feel better.",Ad Hominem,DOLE,6 10 1996,T367,14318 14324,we can,22_1996,Claim
1996,"Again, well it's, you are very selective, Mr. President.",Ad Hominem,DOLE,6 10 1996,T342,28495 28532,"you are very selective, Mr. President",22_1996,Claim
1996,"Secondly, Senator Dole had some pretty harsh comments about special interest money, but it wasn't me who opposed what we tried to do to save the lives of children who were subject to tobacco and then went to the tobacco growers and bragged about standing up for the Federal government when we tried to stop the advertising, marketing, and sales of tobacco to children. And it wasn't me that let the polluters actually come into the halls of Congress, into the rooms, and rewrite the environmental laws. That's what Speaker Gingrich and Senator Dole did, not me.",Ad Hominem,CLINTON,6 10 1996,T262,22423 22472,That's what Speaker Gingrich and Senator Dole did,22_1996,Claim
1996,"You're not going to have the opportunities; there are going to be more deficits, more drugs, more crime, and less confidence in the American people.",Appeal to Emotion,DOLE,6 10 1996,T76,91878 91920,You're not going to have the opportunities,22_1996,Claim
1996,"Everybody who's looked at it, 500 economists, seven Nobel prize winners, say it's bad for the economy.",Appeal to Authority,CLINTON,6 10 1996,T972,78632 78656,it's bad for the economy,22_1996,Claim
1996,And you folks out there are going to have to choose who you think is right.,Appeal to Authority,CLINTON,6 10 1996,T1046,84605 84675,you folks out there are going to have to choose who you think is right,22_1996,Claim
1996,"The American people can make up their mind about whether that's a liberal record or a record that's good for America. Liberal, conservative, you put whatever label you want on it.",Appeal to Authority,CLINTON,6 10 1996,T882,71024 71140,The American people can make up their mind about whether that's a liberal record or a record that's good for America,22_1996,Claim
1996,"We ask the people that are viewing tonight, are you better off than you were four years ago.",Appeal to Authority,DOLE,6 10 1996,T153,10894 10986,"We ask the people that are viewing tonight, are you better off than you were four years ago.",22_1996,Premise
1996,"Well, here's the problem with it: It sounds very good, but there's a reason that 500 economists, including seven Nobel prize winners and business periodicals like Business Week, and even Senator Dole's friends, Senator Warren Rudman, former Republican senator from New Hampshire, says it's not a practical program.",Appeal to Authority,CLINTON,6 10 1996,T216,16862 16881,It sounds very good,22_1996,Premise
1996,"So I think the American people, including the Perot supporters, know that I have had a consistent record in favor of campaign finance reform, and I will continue to have.",Appeal to Authority,CLINTON,6 10 1996,T297,25726 25863,"I think the American people, including the Perot supporters, know that I have had a consistent record in favor of campaign finance reform",22_1996,Claim
1996,"They know the Republican Party hasn't done it. They know the Democratic party won't do it. We ought to agree that somebody else should do it. And we have to vote it up or down, Mr. President.",Appeal to Authority,DOLE,6 10 1996,T310,26402 26447,They know the Republican Party hasn't done it,22_1996,Premise
1996,"And everybody knows, including the Wall Street Journal, hardly a friend of the Democratic party of this administration, that the '82 tax increase he sponsored in inflation-adjusted dollars was the biggest tax increase in American history.",Appeal to Authority,CLINTON,6 10 1996,T563,45296 45529,"everybody knows, including the Wall Street Journal, hardly a friend of the Democratic party of this administration, that the '82 tax increase he sponsored in inflation-adjusted dollars was the biggest tax increase in American history",22_1996,Premise
1996,"In fact, I used to go home, my mother would tell me, Bob, all I've got is my Social Security and my Medicare, don't cut it. I wouldn't violate anything my mother said. In fact, we had a conversation about our mothers one day, a very poignant conversation in the White House. I'm concerned about healthcare.",Appeal to Authority,DOLE,6 10 1996,T168,13548 13661,"I used to go home, my mother would tell me, Bob, all I've got is my Social Security and my Medicare, don't cut it",22_1996,Premise
1996,"Now, remember, folks, even Senator Dole's campaign co-chair here, Senator D'Amato, says he's got to cut Medicare to pay for this.",Appeal to Authority,CLINTON,6 10 1996,T986,78447 78553,"even Senator Dole's campaign co-chair here, Senator D'Amato, says he's got to cut Medicare to pay for this",22_1996,Premise
1996,"I remember one day on the floor I said now, gentlemen, let me tax your memories, and Kennedy jumped up and said, why haven't we thought of that before. You know, so one of your liberal friends.",Appeal to Authority,DOLE,6 10 1996,T1004,81229 81379,"I remember one day on the floor I said now, gentlemen, let me tax your memories, and Kennedy jumped up and said, why haven't we thought of that before",22_1996,Premise
1996,"Go back to the time he was, what, Texas director for George McGovern. George McGovern is a friend of mine, so I don't mean, but he was a liberal, proud liberal.",Appeal to Authority,DOLE,6 10 1996,T922,73708 73776,"Go back to the time he was, what, Texas director for George McGovern",22_1996,Premise
1996,"You're putting a lot of business people out of business. Small businessmen and businesswomen who paid 70 percent of your ninteen , your$265 billion tax increase, the largest tax increase in the history of America. I said that one day and Pat Moynihan, a Democrat, say, no, he said, in the history of the world. So I modified it, the largest tax increase in the history of the world.",Appeal to Authority,DOLE,6 10 1996,T253,21182 21237,You're putting a lot of business people out of business,22_1996,Claim
1996,"It's his trustees, the President's trustees, not mine, who says it's going to go broke.",Appeal to Authority,DOLE,6 10 1996,T175,13969 14055,"It's his trustees, the President's trustees, not mine, who says it's going to go broke",22_1996,Claim
1996,His running mate Jack Kemp once said that Bob Dole never met a tax he didn't hike.,Appeal to Authority,CLINTON,6 10 1996,T562,45209 45290,His running mate Jack Kemp once said that Bob Dole never met a tax he didn't hike,22_1996,Premise
1996,"Well, the president's own CIA director says Saddam is stronger now than he was.",Appeal to Authority,DOLE,6 10 1996,T678,50902 50974,the president's own CIA director says Saddam is stronger now than he was,22_1996,Premise
2020,"Close your eyes, remember what those people look like coming out of the fields, carrying torches, their veins bulging, spewing–just spewing anti-Semitic bile and accompanied by the Ku Klux Klan.",Appeal to Emotion,BIDEN,29 9 2020,T196,11366 11369,yes,22_1996,Claim
1996,"First of all, remember that in this campaign season, since Senator Dole's been a candidate, he has bragged about the fact that he voted against Medicare in the beginning, in 1965, one of only 12 members.",Appeal to Emotion,CLINTON,6 10 1996,T155,11818 11992,"in this campaign season, since Senator Dole's been a candidate, he has bragged about the fact that he voted against Medicare in the beginning, in 1965, one of only 12 members",22_1996,Premise
1996,"I used to sign welfare checks for my grandparents. I know all about poverty and all about need and all about taking care of people, and that's been my career in the United States Senate.",Appeal to Emotion,DOLE,6 10 1996,T1024,82835 82884,I used to sign welfare checks for my grandparents,22_1996,Premise
