year,text,fallacy,speaker,complete_date,component_id,component_span,component_text,source_filename,component_type,speech_turn
2020,He has the ability to lock himself up.,Ad Hominem,TRUMP,22 10 2020,,10139 10177,He has the ability to lock himself up.,46_2020,unknown,"I did not say over soon. I say we're learning to live with it. We have no choice. We can't lock ourselves up in a basement like Joe does. He has the ability to lock himself up. I don't know, he's obviously made a lot of money, someplace, but he has this thing about living in a basement. People can't do that. By the way, I, as the president, couldn't do that. I'd love to put myself in the basement or in a beautiful room in the White House and go away for a year and a half until it disappears. I can't do that. And Kristen -- every, every meeting I had -- every meeting I had -- and I'd meet a lot of families, including Gold Star families and military families, every meeting I had -- and I had to meet them, I had to, it would be horrible to have canceled everything. I said, you know, this is dangerous. And you catch it. And you know, I caught it. I learned a lot. I learned a lot, great doctors, great hospitals. And now, I recovered. 99.9 of young people recover. 99% of people recover. We have to recover. We can't close up our nation, we have to open our school, and we can't close up our nation, or you're not going to have a nation."
2020,he has this thing about living in a basement.,Ad Hominem,TRUMP,22 10 2020,,10178 10288,"I don't know, he's obviously made a lot of money, someplace, but he has this thing about living in a basement.",46_2020,unknown,"I did not say over soon. I say we're learning to live with it. We have no choice. We can't lock ourselves up in a basement like Joe does. He has the ability to lock himself up. I don't know, he's obviously made a lot of money, someplace, but he has this thing about living in a basement. People can't do that. By the way, I, as the president, couldn't do that. I'd love to put myself in the basement or in a beautiful room in the White House and go away for a year and a half until it disappears. I can't do that. And Kristen -- every, every meeting I had -- every meeting I had -- and I'd meet a lot of families, including Gold Star families and military families, every meeting I had -- and I had to meet them, I had to, it would be horrible to have canceled everything. I said, you know, this is dangerous. And you catch it. And you know, I caught it. I learned a lot. I learned a lot, great doctors, great hospitals. And now, I recovered. 99.9 of young people recover. 99% of people recover. We have to recover. We can't close up our nation, we have to open our school, and we can't close up our nation, or you're not going to have a nation."
2020,you’re the one that takes the money from Wall Street,Ad Hominem,TRUMP,22 10 2020,,23551 23620,"Because you're the one that takes the money from Wall Street, not me.",46_2020,unknown,"I don't know, somebody went to Wall Street. You're the one that takes all the money from Wall Street. I don't take it. You have raised a lot of money, tremendous amounts of money. And every time you raise money, deals are made, Joe. I could raise so much more money. As president and as somebody that knows most of those people, I could call the heads of Wall Street, the heads of every company in America, I would blow away every record. But I don't want to do that because it puts me in a bad position. And then you bring up Wall Street? You shouldn't be bringing up Wall Street. Because you're the one that takes the money from Wall Street, not me. I could blow away your records like you wouldn't believe. We don't need money. We have plenty of money. In fact, we beat Hillary Clinton with a tiny fraction of the money that she was able to get. Don't tell me about Wall Street."
2020,while he was selling pillows and sheets,Ad Hominem,TRUMP,22 10 2020,,27847 27931,I sold -- while he was selling pillows and sheets -- I sold tank busters to Ukraine.,46_2020,unknown,"Well, let me respond to the first part, as Joe answered. Joe got three and a half million dollars from Russia. And it came through Putin, because he was very friendly with the former mayor of Moscow and it was the mayor of Moscow's wife. You got three and a half million dollars. Your family got three and a half million dollars and you know someday, you're gonna have to explain -- why did you get three and a half? I never got any money from Russia. I don't get money from Russia. Now, about your thing last night, I knew all about that, and through John -- who is John Radcliffe, who is fantastic, DNI -- he said, the one thing that's common to both of them, they both want you to lose. Because there has been nobody tougher to Russia. Between the sanctions, nobody tougher than me on Russia. Between the sanctions between all of what I've done with NATO. You know, I've got the NATO countries to put up an extra 130 billion, going to $420 billion a year, that's to guard against Russia. I sold -- while he was selling pillows and sheets -- I sold tank busters to Ukraine. There has been nobody tougher on Russia than Donald Trump. And I'll tell you, they were so bad. They took over the, the submarine port. You remember that very well during your term, during you and Barack Obama. They took over a big part of what should have been Ukraine. You handed it to them. But you were getting a lot of money from Russia. They were paying you a lot of money and they probably still are, but now, with what came out today, it's even worse. All of the emails, the emails are horrible. The emails of the kind of money that you were raking in, you and your family. And Joe, you were vice president when some of this was happening. And it should have never happened. And I think you owe an explanation to the American people. Why is it, somebody just had a news conference a little while ago, who was essentially supposed to work with you and your family, but what he said was damning. And regardless of me, I think you have to clean it up and talk to the American people. Maybe you can do it right now."
2020,100% dishonest,Ad Hominem,,22 10 2020,T88,35555 35577,That's 100% dishonest.,46_2020,Claim,"His son didn't have a job for a long time, was sadly no longer in the military service, I won't get into that. And he didn't have a job. As soon as he became vice president, Burisma -- not the best, not the best reputation in the world -- I hear they paid him 183,000 a month. Listen to this, 183, and they gave him a $3 million upfront payment, and he had no energy experience. That's 100% dishonest."
2020,you did a poor job,Ad Hominem,TRUMP,22 10 2020,T249,77531 77549,you did a poor job,46_2020,Premise,"You know, Joe, I ran because of you. I ran because of Barack Obama, because you did a poor job. If I thought you did a good job, I would have never run. I would've never run. I ran because of you. I'm looking at you now, you're a politician. I ran because of you."
2020,This guy has a dog whistle about as big as a fog horn,Ad Hominem,,22 10 2020,,81801 81855,This guy has a dog whistle about as big as a fog horn.,46_2020,unknown,"Abraham Lincoln here is one of the most racist presidents we've had in modern history. He pours fuel on every single racist fire, every single one. He started off his campaign coming down the escalator saying he's gonna get rid of those Mexican rapists. He's banned Muslims because they're Muslims. He has moved around and made everything worse across the board. He says to them about the 'Poor Boys', last time we were on stage here. He said, 'I told him to stand down and stand ready'. Come on. This guy has a dog whistle about as big as a fog horn."
2020,you’re all talk and no action,Ad Hominem,,22 10 2020,,84329 84416,"Now, you're saying you're gonna get it done because you're all talk and no action, Joe.",46_2020,unknown,"But why didn't he get it done? See, it's all talk, no action with these politicians. Why didn't he get it done? 'That's what I'm gonna do when I become president'. You were vice president, along with Obama as your President, your leader, for eight years. Why didn't you get it done? You had eight years to get it done? Now, you're saying you're gonna get it done because you're all talk and no action, Joe."
2020,he’s flat lying,Ad Hominem,,22 10 2020,,93359 93401,The fact of the matter is he's flat lying.,46_2020,unknown,Put it on the website. The fact of the matter is he's flat lying.
2020,xenophobic,Ad Hominem,TRUMP,22 10 2020,T9,9016 9032,he is xenophobic,46_2020,Claim,"My responses is, he is xenophobic but not because he shut down access from China. And he did it late, after 40 countries had already done that. In addition to that, what he did, he made sure that we had 44 people that were in there, in China, trying to get to Wuhan to determine what exactly the source was. What did the President say in January? He said no, he said, this is -- he's being transparent, the president of China is being transparent. We owe him a debt of gratitude. We have to thank him. And then what happened was, we started talking about using the Defense Act, to make sure we go out and get whatever is needed out there to protect people. And again, I go back to this, he had nothing. He did virtually nothing. And then he gets out of the hospital, and he talks about we're, this is, 'Oh, don't worry. This is all going to be over soon.' Come on, there's not another serious scientist in the world who thinks it's going to be over soon."
