year,text,fallacy,speaker,complete_date,component_id,component_span,component_text,source_filename,component_type,speech_turn
1984,"Well, the other day, Vice President Bush disclosed his tax returns to the American people. He's one of the wealthiest Americans, and he's our Vice President. In 1981 I think he paid about 40 percent in taxes. In 1983, as a result of these tax preferences, he paid a little over 12 percent, 12.8 percent in taxes. That meant that he paid a lower percent in taxes than the janitor who cleaned up his office or the chauffeur who drives him to work.",Ad Hominem,MONDALE,7 10 1984,T404,52941 52991,In 1981 I think he paid about 40 percent in taxes.,10_1984,Claim,"In my opinion, as we deal with this deficit, people from about $70,000 a year on down have to be dealt with very, very carefully, because they are the ones who didn't get any relief the first time around. Under the 1981 tax bill, people making $200,000 a year got $60,000 in tax relief over 3 years, while people making $30,000 a year, all taxes considered, got no relief at all or their taxes actually went up. That's why my proposal protects everybody from $25,000 a year or less against any tax increases, and treats those $70,000 and under in a way that is more beneficial than the way the President proposes with a sales tax or a flat tax. What does this mean in real life? Well, the other day, Vice President Bush disclosed his tax returns to the American people. He's one of the wealthiest Americans, and he's our Vice President. In 1981 I think he paid about 40 percent in taxes. In 1983, as a result of these tax preferences, he paid a little over 12 percent, 12.8 percent in taxes. That meant that he paid a lower percent in taxes than the janitor who cleaned up his office or the chauffeur who drives him to work. I believe we need some fairness. And that's why I've proposed what I think is a fair and a responsible proposal that helps protect these people who've already got no relief or actually got a tax increase."
1984,"America is a fair society, and it is not right that Vice President Bush pays less in taxes than the janitor who helps him.",Ad Hominem,MONDALE,7 10 1984,T649,84011 84036,America is a fair society,10_1984,Claim,"I want to thank the League of Women Voters and the city of Louisville for hosting this evening's debate. I want to thank President Reagan for agreeing to debate. He didn't have to, and he did, and we all appreciate it. The President's favorite question is: Are you better off? Well, if you're wealthy, you're better off. If you're middle income, you're about where you were. And if you're modest income, you're worse off. That's what the economists tell us. But is that really the question that should be asked? Isn't the real question is will we be better off? Will our children be better off? Are we building the future that this nation needs? I believe that if we ask those questions that bear on our future, not just congratulate ourselves but challenge us to solve those problems, you'll see that we need new leadership. Are we better of with this arms race? Will we be better off if we start this star wars escalation into the heavens? Are we better off when we deemphasize our values in human rights? Are we better off when we load our children with this fantastic debt? Would fathers and mothers feel proud of themselves if they loaded their children with debts like this nation is now -- over a trillion dollars on the shoulders of our children? Can we say, really say that we will be better off when we pull away from sort of that basic American instinct of decency and fairness? I would rather lose a campaign about decency than win a campaign about self-interest. I don't think this nation is composed of people who care only for themselves. And when we sought to assault Social Security and Medicare, as the record shows we did, I think that was mean-spirited. When we terminated 400,000 desperate, hopeless, defenseless Americans who were on disability -- confused and unable to defend themselves, and just laid them out on the street, as we did for 4 years, I don't think that's what America is all about. America is a fair society, and it is not right that Vice President Bush pays less in taxes than the janitor who helps him. I believe there's fundamental fairness crying out that needs to be achieved in our tax system. I believe that we will be better off if we protect this environment. And contrary to what the President says, I think their record on the environment is inexcusable and often shameful. These laws are not being enforced, have not been enforced, and the public health and the air and the water are paying the price. That's not fair for our future. I think our future requires a President to lead us in an all-out search to advance our education, our learning, and our science and training, because this world is more complex and we're being pressed harder all the time. I believe in opening doors. We won the Olympics, in part, because we've had civil rights laws and the laws that prohibit discrimination against women. I have been for those efforts all my life. The President's record is quite different. The question is our future. President Kennedy once said in response to similar arguments, ""We are great, but we can be greater.'' We can be better if we face our future, rejoice in our strengths, face our problems, and by solving them, build a better society for our children. Thank you."
1984,they know that people's lives and health are being risked,Appeal to Emotion,MONDALE,7 10 1984,T258,32708 32765,they know that people's lives and health are being risked,10_1984,Claim,"My answer is that this campaign isn't over yet. And when people vote, I think you're going to see a very strong verdict by the American people that they favor the approach that I'm talking about. The American people want arms control. They don't want this arms race. And they don't want this deadly new effort to bring weapons into the heavens. And they want an American foreign policy that leads toward a safer world. The American people see this debt, and they know it's got to come down. And if it won't come down, the economy's going to slow down, maybe go into a recession. They see this tremendous influx and swamping of cheap foreign imports in this country that has cost over 3 million jobs, given farmers the worst year in American history. And they know this debt must come down as well, because it's unfair to our children. The American people want this environment protected. They know that these toxic waste dumps should have been cleaned up a long time ago, and they know that people's lives and health are being risked, because we've had an administration that has been totally insensitive to the law and the demand for the protection of the environment. The American people want their children educated. They want to get our edge back in science, and they want a policy headed by the President that helps close this gap that's widening between the United States and Europe and Japan. The American people want to keep opening doors. They want those civil rights laws enforced. They want the equal rights amendment ratified. They want equal pay for comparable effort for women. And they want it because they've understood from the beginning that when we open doors, we're all stronger, just as we were at the Olympics. I think as you make the case, the American people will increasingly come to our cause."
1984,"And when people vote, I think you're going to see a very strong verdict by the American people that they favor the approach that I'm talking about.",Appeal to Authority,MONDALE,7 10 1984,T268,31802 31926,I think you're going to see a very strong verdict by the American people that they favor the approach that I'm talking about,10_1984,Claim,"My answer is that this campaign isn't over yet. And when people vote, I think you're going to see a very strong verdict by the American people that they favor the approach that I'm talking about. The American people want arms control. They don't want this arms race. And they don't want this deadly new effort to bring weapons into the heavens. And they want an American foreign policy that leads toward a safer world. The American people see this debt, and they know it's got to come down. And if it won't come down, the economy's going to slow down, maybe go into a recession. They see this tremendous influx and swamping of cheap foreign imports in this country that has cost over 3 million jobs, given farmers the worst year in American history. And they know this debt must come down as well, because it's unfair to our children. The American people want this environment protected. They know that these toxic waste dumps should have been cleaned up a long time ago, and they know that people's lives and health are being risked, because we've had an administration that has been totally insensitive to the law and the demand for the protection of the environment. The American people want their children educated. They want to get our edge back in science, and they want a policy headed by the President that helps close this gap that's widening between the United States and Europe and Japan. The American people want to keep opening doors. They want those civil rights laws enforced. They want the equal rights amendment ratified. They want equal pay for comparable effort for women. And they want it because they've understood from the beginning that when we open doors, we're all stronger, just as we were at the Olympics. I think as you make the case, the American people will increasingly come to our cause."
1984,The American people want arms control.,Appeal to Authority,MONDALE,7 10 1984,T250,31928 31966,The American people want arms control.,10_1984,Claim,"My answer is that this campaign isn't over yet. And when people vote, I think you're going to see a very strong verdict by the American people that they favor the approach that I'm talking about. The American people want arms control. They don't want this arms race. And they don't want this deadly new effort to bring weapons into the heavens. And they want an American foreign policy that leads toward a safer world. The American people see this debt, and they know it's got to come down. And if it won't come down, the economy's going to slow down, maybe go into a recession. They see this tremendous influx and swamping of cheap foreign imports in this country that has cost over 3 million jobs, given farmers the worst year in American history. And they know this debt must come down as well, because it's unfair to our children. The American people want this environment protected. They know that these toxic waste dumps should have been cleaned up a long time ago, and they know that people's lives and health are being risked, because we've had an administration that has been totally insensitive to the law and the demand for the protection of the environment. The American people want their children educated. They want to get our edge back in science, and they want a policy headed by the President that helps close this gap that's widening between the United States and Europe and Japan. The American people want to keep opening doors. They want those civil rights laws enforced. They want the equal rights amendment ratified. They want equal pay for comparable effort for women. And they want it because they've understood from the beginning that when we open doors, we're all stronger, just as we were at the Olympics. I think as you make the case, the American people will increasingly come to our cause."
1984,"The American people see this debt, and they know it's got to come down.",Appeal to Authority,MONDALE,7 10 1984,T270,32190 32221,they know it's got to come down,10_1984,Claim,"My answer is that this campaign isn't over yet. And when people vote, I think you're going to see a very strong verdict by the American people that they favor the approach that I'm talking about. The American people want arms control. They don't want this arms race. And they don't want this deadly new effort to bring weapons into the heavens. And they want an American foreign policy that leads toward a safer world. The American people see this debt, and they know it's got to come down. And if it won't come down, the economy's going to slow down, maybe go into a recession. They see this tremendous influx and swamping of cheap foreign imports in this country that has cost over 3 million jobs, given farmers the worst year in American history. And they know this debt must come down as well, because it's unfair to our children. The American people want this environment protected. They know that these toxic waste dumps should have been cleaned up a long time ago, and they know that people's lives and health are being risked, because we've had an administration that has been totally insensitive to the law and the demand for the protection of the environment. The American people want their children educated. They want to get our edge back in science, and they want a policy headed by the President that helps close this gap that's widening between the United States and Europe and Japan. The American people want to keep opening doors. They want those civil rights laws enforced. They want the equal rights amendment ratified. They want equal pay for comparable effort for women. And they want it because they've understood from the beginning that when we open doors, we're all stronger, just as we were at the Olympics. I think as you make the case, the American people will increasingly come to our cause."
1984,"In mine, I happen to believe in the people and believe that the people are supposed to be dominant in our society -- that they, not government, are to have control of their own affairs to the greatest extent possible, with an orderly society.",Appeal to Authority,REAGAN,7 10 1984,T129,17059 17092,I happen to believe in the people,10_1984,Claim,"Well, whether he does or not, let me suggest my own idea about the leadership factor, since you've asked it. And, incidentally, I might say that with regard to the 25-percent cut in Social Security -- before I get to the answer to your question -- the only 25-percent cut that I know of was accompanying that huge 1977 tax increase, was a cut of 25 percent in the benefits for every American who was born after 1916. Now, leadership. First of all, I think you must have some principles you believe in. In mine, I happen to believe in the people and believe that the people are supposed to be dominant in our society -- that they, not government, are to have control of their own affairs to the greatest extent possible, with an orderly society. Now, having that, I think also that in leadership -- well, I believe that you find people, positions such as I'm in who have the talent and ability to do the things that are needed in the various departments of government. I don't believe that a leader should be spending his time in the Oval Office deciding who's going to play tennis on the White House court. And you let those people go with the guidelines of overall policy, not looking over their shoulder and nitpicking the manner in which they go at the job. You are ultimately responsible, however, for that job. But I also believe something else about that. I believe that -- and when I became Governor of California, I started this, and I continue it in this office -- that any issue that comes before me, I have instructed Cabinet members and staff they are not to bring up any of the political ramifications that might surround the issue. I don't want to hear them. I want to hear only arguments as to whether it is good or bad for the people -- is it morally right? And on that basis and that basis alone, we make a decision on every issue. Now, with regard to my feeling about why I thought that his record bespoke his possible taking us back to the same things that we knew under the previous administration, his record is that he spoke in praise of deficits several times, said they weren't to be abhorred -- that, as a matter of fact, he at one time said he wished the deficit could be doubled, because they stimulate the economy and helped reduce unemployment."
1984,"Everybody -- every economist, every businessman -- believes that. Your own Council of Economic Advisers -- Mr. Feldstein in his report told you that. Every chairman of the Finance and Ways and Means Committee, Republican leaders in the Senate and the House are telling you that. That deficit is ruining the long-term hopes for this economy.",Appeal to Authority,MONDALE,7 10 1984,T536,70783 70838,deficit is ruining the long-term hopes for this economy,10_1984,Claim,"Mr. President, if I heard you correctly, you said that these deficits don't have anything to do with interest rates. I will grant you that interest rates were too high in 1980, and we can have another debate as to why -- energy prices and so on. There's no way of glossing around that. But when these huge deficits went in place in 1981, what's called the real interest rates -- the spread between inflation and what a loan costs you doubled -- and that's still the case today. And the result is interest costs that have never been seen before in terms of real charges, and it's attributable to the deficit. Everybody -- every economist, every businessman -- believes that. Your own Council of Economic Advisers -- Mr. Feldstein in his report told you that. Every chairman of the Finance and Ways and Means Committee, Republican leaders in the Senate and the House are telling you that. That deficit is ruining the long-term hopes for this economy. It's causing high interest rates. It's ruining us in trade. It's given us the highest small business failure in 50 years. The economy is starting downhill with housing failure -- --"
1984,That's what the economists tell us.,Appeal to Authority,MONDALE,7 10 1984,T643,82512 82546,That's what the economists tell us,10_1984,Claim,"I want to thank the League of Women Voters and the city of Louisville for hosting this evening's debate. I want to thank President Reagan for agreeing to debate. He didn't have to, and he did, and we all appreciate it. The President's favorite question is: Are you better off? Well, if you're wealthy, you're better off. If you're middle income, you're about where you were. And if you're modest income, you're worse off. That's what the economists tell us. But is that really the question that should be asked? Isn't the real question is will we be better off? Will our children be better off? Are we building the future that this nation needs? I believe that if we ask those questions that bear on our future, not just congratulate ourselves but challenge us to solve those problems, you'll see that we need new leadership. Are we better of with this arms race? Will we be better off if we start this star wars escalation into the heavens? Are we better off when we deemphasize our values in human rights? Are we better off when we load our children with this fantastic debt? Would fathers and mothers feel proud of themselves if they loaded their children with debts like this nation is now -- over a trillion dollars on the shoulders of our children? Can we say, really say that we will be better off when we pull away from sort of that basic American instinct of decency and fairness? I would rather lose a campaign about decency than win a campaign about self-interest. I don't think this nation is composed of people who care only for themselves. And when we sought to assault Social Security and Medicare, as the record shows we did, I think that was mean-spirited. When we terminated 400,000 desperate, hopeless, defenseless Americans who were on disability -- confused and unable to defend themselves, and just laid them out on the street, as we did for 4 years, I don't think that's what America is all about. America is a fair society, and it is not right that Vice President Bush pays less in taxes than the janitor who helps him. I believe there's fundamental fairness crying out that needs to be achieved in our tax system. I believe that we will be better off if we protect this environment. And contrary to what the President says, I think their record on the environment is inexcusable and often shameful. These laws are not being enforced, have not been enforced, and the public health and the air and the water are paying the price. That's not fair for our future. I think our future requires a President to lead us in an all-out search to advance our education, our learning, and our science and training, because this world is more complex and we're being pressed harder all the time. I believe in opening doors. We won the Olympics, in part, because we've had civil rights laws and the laws that prohibit discrimination against women. I have been for those efforts all my life. The President's record is quite different. The question is our future. President Kennedy once said in response to similar arguments, ""We are great, but we can be greater.'' We can be better if we face our future, rejoice in our strengths, face our problems, and by solving them, build a better society for our children. Thank you."
1984,"In California, sometime ago, a man beat a woman so savagely that her unborn child was born dead with a fractured skull, and the California State Legislature unanimously passed a law that was signed by the then-Democratic Governor -- signed a law that said that any man who so abuses a pregnant woman that he causes the death of her unborn child shall be charged with murder.",Appeal to Emotion,REAGAN,7 10 1984,T362,43249 43367,"In California, sometime ago, a man beat a woman so savagely that her unborn child was born dead with a fractured skull",10_1984,Premise,"I have believed that in the appointment of judges that all that was specified in the party platform was that they respect the sanctity of human life. Now, that I would want to see in any judge and with regard to any issue having to do with human life. But with regard to abortion, and I have a feeling that this is -- there's been some reference without naming it here in the remarks of Mr. Mondale tied to injecting religion into government. With me, abortion is not a problem of religion, it's a problem of the Constitution. I believe that until and unless someone can establish that the unborn child is not a living human being, then that child is already protected by the Constitution, which guarantees life, liberty, and the pursuit of happiness to all of us. And I think that this is what we should concentrate on, is trying -- I know there were weeks and weeks of testimony before a Senate committee, there were medical authorities, there were religious -- there were clerics there -- everyone talking about this matter of prolife. And at the end of all of that, not one shred of evidence was introduced that the unborn child was not alive. We have seen premature births that are now grown-up, happy people going around. Also, there is a strange dichotomy in this whole position about our courts ruling that abortion is not the taking of a human life. In California, sometime ago, a man beat a woman so savagely that her unborn child was born dead with a fractured skull, and the California State Legislature unanimously passed a law that was signed by the then-Democratic Governor -- signed a law that said that any man who so abuses a pregnant woman that he causes the death of her unborn child shall be charged with murder. Now, isn't it strange that that same woman could have taken the life of her unborn child, and it was abortion and not murder, but if somebody else does it, that's murder? And it used the term ""death of the unborn child.'' So, this has been my feeling about abortion, that we have a problem now to determine -- and all the evidence so far comes down on the side of the unborn child being a living human being."
