year,text,fallacy,speaker,complete_date,component_id,component_span,component_text,source_filename,component_type,speech_turn
2016,"What we all saw and heard on Friday was Donald talking about women, what he thinks about women, what he does to women.",Ad Hominem,CLINTON,9 10 2016,T94,9163 9280,"What we all saw and heard on Friday was Donald talking about women, what he thinks about women, what he does to women",42_2016,Premise,"Well, like everyone else, I've spent a lot of time thinking over the last 48 hours about what we heard and saw. You know, with prior Republican nominees for president, I disagreed with them on politics, policies, principles, but I never questioned their fitness to serve. Donald Trump is different. I said starting back in June that he was not fit to be president and commander-in-chief. And many Republicans and independents have said the same thing. What we all saw and heard on Friday was Donald talking about women, what he thinks about women, what he does to women. And he has said that the video doesn't represent who he is. But I think it's clear to anyone who heard it that it represents exactly who he is. Because we've seen this throughout the campaign. We have seen him insult women. We've seen him rate women on their appearance, ranking them from one to ten. We've seen him embarrass women on TV and on Twitter. We saw him after the first debate spend nearly a week denigrating a former Miss Universe in the harshest, most personal terms. So, yes, this is who Donald Trump is. But it's not only women, and it's not only this video that raises questions about his fitness to be our president, because he has also targeted immigrants, African-Americans, Latinos, people with disabilities, POWs, Muslims, and so many others. So this is who Donald Trump is. And the question for us, the question our country must answer is that this is not who we are. That's why—to go back to your question—I want to send a message—we all should—to every boy and girl and, indeed, to the entire world that America already is great, but we are great because we are good, and we will respect one another, and we will work with one another, and we will celebrate our diversity. These are very important values to me, because this is the America that I know and love. And I can pledge to you tonight that this is the America that I will serve if I'm so fortunate enough to become your president."
2016,We have seen him insult women.,Ad Hominem,CLINTON,9 10 2016,T96,9426 9504,Because we've seen this throughout the campaign. We have seen him insult women,42_2016,Premise,"Well, like everyone else, I've spent a lot of time thinking over the last 48 hours about what we heard and saw. You know, with prior Republican nominees for president, I disagreed with them on politics, policies, principles, but I never questioned their fitness to serve. Donald Trump is different. I said starting back in June that he was not fit to be president and commander-in-chief. And many Republicans and independents have said the same thing. What we all saw and heard on Friday was Donald talking about women, what he thinks about women, what he does to women. And he has said that the video doesn't represent who he is. But I think it's clear to anyone who heard it that it represents exactly who he is. Because we've seen this throughout the campaign. We have seen him insult women. We've seen him rate women on their appearance, ranking them from one to ten. We've seen him embarrass women on TV and on Twitter. We saw him after the first debate spend nearly a week denigrating a former Miss Universe in the harshest, most personal terms. So, yes, this is who Donald Trump is. But it's not only women, and it's not only this video that raises questions about his fitness to be our president, because he has also targeted immigrants, African-Americans, Latinos, people with disabilities, POWs, Muslims, and so many others. So this is who Donald Trump is. And the question for us, the question our country must answer is that this is not who we are. That's why—to go back to your question—I want to send a message—we all should—to every boy and girl and, indeed, to the entire world that America already is great, but we are great because we are good, and we will respect one another, and we will work with one another, and we will celebrate our diversity. These are very important values to me, because this is the America that I know and love. And I can pledge to you tonight that this is the America that I will serve if I'm so fortunate enough to become your president."
2016,"We’ve seen him rate women on their appearance, ranking them from one to ten.",Ad Hominem,CLINTON,9 10 2016,T97,9506 9581,"We've seen him rate women on their appearance, ranking them from one to ten",42_2016,Premise,"Well, like everyone else, I've spent a lot of time thinking over the last 48 hours about what we heard and saw. You know, with prior Republican nominees for president, I disagreed with them on politics, policies, principles, but I never questioned their fitness to serve. Donald Trump is different. I said starting back in June that he was not fit to be president and commander-in-chief. And many Republicans and independents have said the same thing. What we all saw and heard on Friday was Donald talking about women, what he thinks about women, what he does to women. And he has said that the video doesn't represent who he is. But I think it's clear to anyone who heard it that it represents exactly who he is. Because we've seen this throughout the campaign. We have seen him insult women. We've seen him rate women on their appearance, ranking them from one to ten. We've seen him embarrass women on TV and on Twitter. We saw him after the first debate spend nearly a week denigrating a former Miss Universe in the harshest, most personal terms. So, yes, this is who Donald Trump is. But it's not only women, and it's not only this video that raises questions about his fitness to be our president, because he has also targeted immigrants, African-Americans, Latinos, people with disabilities, POWs, Muslims, and so many others. So this is who Donald Trump is. And the question for us, the question our country must answer is that this is not who we are. That's why—to go back to your question—I want to send a message—we all should—to every boy and girl and, indeed, to the entire world that America already is great, but we are great because we are good, and we will respect one another, and we will work with one another, and we will celebrate our diversity. These are very important values to me, because this is the America that I know and love. And I can pledge to you tonight that this is the America that I will serve if I'm so fortunate enough to become your president."
2016,We’ve seen him embarrass women on TV and on Twitter.,Ad Hominem,CLINTON,9 10 2016,T98,9583 9635,We've seen him embarrass women on TV and on Twitter.,42_2016,Premise,"Well, like everyone else, I've spent a lot of time thinking over the last 48 hours about what we heard and saw. You know, with prior Republican nominees for president, I disagreed with them on politics, policies, principles, but I never questioned their fitness to serve. Donald Trump is different. I said starting back in June that he was not fit to be president and commander-in-chief. And many Republicans and independents have said the same thing. What we all saw and heard on Friday was Donald talking about women, what he thinks about women, what he does to women. And he has said that the video doesn't represent who he is. But I think it's clear to anyone who heard it that it represents exactly who he is. Because we've seen this throughout the campaign. We have seen him insult women. We've seen him rate women on their appearance, ranking them from one to ten. We've seen him embarrass women on TV and on Twitter. We saw him after the first debate spend nearly a week denigrating a former Miss Universe in the harshest, most personal terms. So, yes, this is who Donald Trump is. But it's not only women, and it's not only this video that raises questions about his fitness to be our president, because he has also targeted immigrants, African-Americans, Latinos, people with disabilities, POWs, Muslims, and so many others. So this is who Donald Trump is. And the question for us, the question our country must answer is that this is not who we are. That's why—to go back to your question—I want to send a message—we all should—to every boy and girl and, indeed, to the entire world that America already is great, but we are great because we are good, and we will respect one another, and we will work with one another, and we will celebrate our diversity. These are very important values to me, because this is the America that I know and love. And I can pledge to you tonight that this is the America that I will serve if I'm so fortunate enough to become your president."
2016,"We saw him after the first debate spend nearly a week denigrating a former Miss Universe in the harshest, most personal terms.So",Ad Hominem,CLINTON,9 10 2016,T99,9636 9761,"We saw him after the first debate spend nearly a week denigrating a former Miss Universe in the harshest, most personal terms",42_2016,Premise,"Well, like everyone else, I've spent a lot of time thinking over the last 48 hours about what we heard and saw. You know, with prior Republican nominees for president, I disagreed with them on politics, policies, principles, but I never questioned their fitness to serve. Donald Trump is different. I said starting back in June that he was not fit to be president and commander-in-chief. And many Republicans and independents have said the same thing. What we all saw and heard on Friday was Donald talking about women, what he thinks about women, what he does to women. And he has said that the video doesn't represent who he is. But I think it's clear to anyone who heard it that it represents exactly who he is. Because we've seen this throughout the campaign. We have seen him insult women. We've seen him rate women on their appearance, ranking them from one to ten. We've seen him embarrass women on TV and on Twitter. We saw him after the first debate spend nearly a week denigrating a former Miss Universe in the harshest, most personal terms. So, yes, this is who Donald Trump is. But it's not only women, and it's not only this video that raises questions about his fitness to be our president, because he has also targeted immigrants, African-Americans, Latinos, people with disabilities, POWs, Muslims, and so many others. So this is who Donald Trump is. And the question for us, the question our country must answer is that this is not who we are. That's why—to go back to your question—I want to send a message—we all should—to every boy and girl and, indeed, to the entire world that America already is great, but we are great because we are good, and we will respect one another, and we will work with one another, and we will celebrate our diversity. These are very important values to me, because this is the America that I know and love. And I can pledge to you tonight that this is the America that I will serve if I'm so fortunate enough to become your president."
2016,"But it’s not only women, and it’s not only this video that raises questions about his fitness to be our president, because he has also targeted immigrants, African-Americans, Latinos, people with disabilities, POWs, Muslims, and so many others.So",Ad Hominem,CLINTON,9 10 2016,T101,9801 9914,"But it's not only women, and it's not only this video that raises questions about his fitness to be our president",42_2016,Premise,"Well, like everyone else, I've spent a lot of time thinking over the last 48 hours about what we heard and saw. You know, with prior Republican nominees for president, I disagreed with them on politics, policies, principles, but I never questioned their fitness to serve. Donald Trump is different. I said starting back in June that he was not fit to be president and commander-in-chief. And many Republicans and independents have said the same thing. What we all saw and heard on Friday was Donald talking about women, what he thinks about women, what he does to women. And he has said that the video doesn't represent who he is. But I think it's clear to anyone who heard it that it represents exactly who he is. Because we've seen this throughout the campaign. We have seen him insult women. We've seen him rate women on their appearance, ranking them from one to ten. We've seen him embarrass women on TV and on Twitter. We saw him after the first debate spend nearly a week denigrating a former Miss Universe in the harshest, most personal terms. So, yes, this is who Donald Trump is. But it's not only women, and it's not only this video that raises questions about his fitness to be our president, because he has also targeted immigrants, African-Americans, Latinos, people with disabilities, POWs, Muslims, and so many others. So this is who Donald Trump is. And the question for us, the question our country must answer is that this is not who we are. That's why—to go back to your question—I want to send a message—we all should—to every boy and girl and, indeed, to the entire world that America already is great, but we are great because we are good, and we will respect one another, and we will work with one another, and we will celebrate our diversity. These are very important values to me, because this is the America that I know and love. And I can pledge to you tonight that this is the America that I will serve if I'm so fortunate enough to become your president."
2016,"So you can say any way you want to say it, but Bill Clinton was abusive to women.Hillary Clinton attacked those same women and attacked them viciously.",Ad Hominem,TRUMP,9 10 2016,T126,13018 13098,"o you can say any way you want to say it, but Bill Clinton was abusive to women.",42_2016,Claim,"It was locker room talk, as I told you. That was locker room talk. I'm not proud of it. I am a person who has great respect for people, for my family, for the people of this country. And certainly, I'm not proud of it. But that was something that happened. If you look at Bill Clinton, far worse. Mine are words, and his was action. His was what he's done to women. There's never been anybody in the history of politics in this nation that's been so abusive to women. So you can say any way you want to say it, but Bill Clinton was abusive to women. Hillary Clinton attacked those same women and attacked them viciously. Four of them here tonight. One of the women, who is a wonderful woman, at 12 years old, was raped at 12. Her client she represented got him off, and she's seen laughing on two separate occasions, laughing at the girl who was raped. Kathy Shelton, that young woman is here with us tonight. So don't tell me about words. I am absolutely—I apologize for those words. But it is things that people say. But what President Clinton did, he was impeached, he lost his license to practice law. He had to pay an $850,000 fine to one of the women. Paula Jones, who's also here tonight. And I will tell you that when Hillary brings up a point like that and she talks about words that I said 11 years ago, I think it's disgraceful, and I think she should be ashamed of herself, if you want to know the truth. [applause]"
2016,Donald insulted and attacked them for weeks over their religion.He,Ad Hominem,CLINTON,9 10 2016,T134,14989 15053,Donald insulted and attacked them for weeks over their religion.,42_2016,Premise,"Well, first, let me start by saying that so much of what he's just said is not right, but he gets to run his campaign any way he chooses. He gets to decide what he wants to talk about. Instead of answering people's questions, talking about our agenda, laying out the plans that we have that we think can make a better life and a better country, that's his choice. When I hear something like that, I am reminded of what my friend, Michelle Obama, advised us all: When they go low, you go high. [applause] And, look, if this were just about one video, maybe what he's saying tonight would be understandable, but everyone can draw their own conclusions at this point about whether or not the man in the video or the man on the stage respects women. But he never apologizes for anything to anyone. He never apologized to Mr. and Mrs. Khan, the Gold Star family whose son, Captain Khan, died in the line of duty in Iraq. And Donald insulted and attacked them for weeks over their religion. He never apologized to the distinguished federal judge who was born in Indiana, but Donald said he couldn't be trusted to be a judge because his parents were, quote, “Mexican.” He never apologized to the reporter that he mimicked and mocked on national television and our children were watching. And he never apologized for the racist lie that President Obama was not born in the United States of America. He owes the president an apology, he owes our country an apology, and he needs to take responsibility for his actions and his words."
2016,she’s lying again,Ad Hominem,TRUMP,9 10 2016,T159,21158 21175,she's lying again,42_2016,Claim,"And yet she didn't know the word—the letter C on a document. Right? She didn't even know what that word—what that letter meant. You know, it's amazing. I'm watching Hillary go over facts. And she's going after fact after fact, and she's lying again, because she said she—you know, what she did with the e-mails was fine. You think it was fine to delete 33,000 e-mails? I don't think so. She said the 33,000 e-mails had to do with her daughter's wedding, number one, and a yoga class. Well, maybe we'll give three or three or four or five or something. 33,000 e-mails deleted, and now she's saying there wasn't anything wrong. And more importantly, that was after getting a subpoena. That wasn't before. That was after. She got it from the United States Congress. And I'll be honest, I am so disappointed in congressmen, including Republicans, for allowing this to happen. Our Justice Department, where her husband goes onto the back of an airplane for 39 minutes, talks to the attorney general days before a ruling is going to be made on her case. But for you to say that there was nothing wrong with you deleting 39,000 e-mails, again, you should be ashamed of yourself. What you did—and this is after getting a subpoena from the United States Congress."
2016,"when Bernie Sanders said she had bad judgment, she has really bad judgment",Ad Hominem,TRUMP,9 10 2016,T357,41330 41373;41374 41598,"They're murderers and some very bad people. And I will tell you very strongly, when Bernie Sanders said she had bad judgment, she has really bad judgment, because we are letting people into this country that are going to cause problems and crime like you've never seen",42_2016,Claim,"Hillary Clinton, in terms of having people come into our country, we have many criminal illegal aliens. When we want to send them back to their country, their country says we don't want them. In some cases, they're murderers, drug lords, drug problems. And they don't want them. And Hillary Clinton, when she was secretary of state, said that's OK, we can't force it into their country. Let me tell you, I'm going to force them right back into their country. They're murderers and some very bad people. And I will tell you very strongly, when Bernie Sanders said she had bad judgment, she has really bad judgment, because we are letting people into this country that are going to cause problems and crime like you've never seen. We're also letting drugs pour through our southern border at a record clip. At a record clip. And it shouldn't be allowed to happen. ICE just endorsed me. They've never endorsed a presidential candidate. The Border Patrol agents, 16,500, just recently endorsed me, and they endorsed me because I understand the border. She doesn't. She wants amnesty for everybody. Come right in. Come right over. It's a horrible thing she's doing. She's got bad judgment, and honestly, so bad that she should never be president of the United States. That I can tell you."
