year,text,fallacy,speaker,complete_date,component_id,component_span,component_text,source_filename,component_type
1980,He wants to put all our eggs in one basket and give that basket to the major oil companies.,Ad Hominem,CARTER,28 10 1980,T380,58826 58916,He wants to put all our eggs in one basket and give that basket to the major oil companies,9_1980,Claim
1980,"Mr. Carter had also promised that he would not use unemployment as a tool to fight against inflation. And yet, his 1980 economic message stated that we would reduce productivity and gross national product and increase unemployment in order to get a handle on inflation, because in January, at the beginning of the year, it was more than 18%.",Ad Hominem,REAGAN,28 10 1980,T128,17811 17911,Mr. Carter had also promised that he would not use unemployment as a tool to fight against inflation,9_1980,Claim
1980,"Now, as to why I should be and he shouldn't be, when he was a candidate in 1976, President Carter invented a thing he called the misery index. He added the rate of unemployment and the rate of inflation, and it came, at that time, to 12.5% under President Ford. He said that no man with that size misery index has a right to seek reelection to the Presidency. Today, by his own decision, the misery index is in excess of 20%, and I think this must suggest something.",Ad Hominem,REAGAN,28 10 1980,T488,74822 74915,"when he was a candidate in 1976, President Carter invented a thing he called the misery index",9_1980,Premise
1980,"The American people now are facing, next Tuesday, a lonely decision. Those listening to my voice will have to make a judgment about the future of this country.",Appeal to Authority,CARTER,28 10 1980,T583,82887 82954,"The American people now are facing, next Tuesday, a lonely decision",9_1980,Claim
1980,"I wish he could have been with me when I sat with a group of teenagers who were black, and who were telling me about their unemployment problems, and that it was the minimum wage that had done away with the jobs that they once could get.",Appeal to Authority,REAGAN,28 10 1980,T210,31301 31537,"I wish he could have been with me when I sat with a group of teenagers who were black, and who were telling me about their unemployment problems, and that it was the minimum wage that had done away with the jobs that they once could get",9_1980,Premise
1980,"This, to me, is a very important difference between him and me in this election, and I believe the American people will judge accordingly.",Appeal to Authority,CARTER,28 10 1980,T217,32586 32665,"This, to me, is a very important difference between him and me in this election",9_1980,Claim
1980,"But I believe that all of us together, and I believe the Presidency is what Teddy Roosevelt said it was. It's a bully pulpit.",Appeal to Authority,REAGAN,28 10 1980,T186,26303 26363,I believe the Presidency is what Teddy Roosevelt said it was,9_1980,Claim
1980,"I had a discussion with my daughter, Amy, the other day, before I came here, to ask her what the most important issue was. She said she thought nuclear weaponry - and the control of nuclear arms. This is a formidable force.",Appeal to Authority,CARTER,28 10 1980,T325,52074 52100,This is a formidable force,9_1980,Claim
1980,"Mr. Stone, I have submitted an economic plan that I have worked out in concert with a number of fine economists in this country, all of whom approve it, and believe that over a five year projection, this plan can permit the extra spending for needed refurbishing of our defensive posture, that it can provide for a balanced budget by 1983 if not earlier, and that we can afford - along with the cuts that I have proposed in Government. spending",Appeal to Authority,REAGAN,28 10 1980,T24,4837 4977,"I have submitted an economic plan that I have worked out in concert with a number of fine economists in this country, all of whom approve it",9_1980,Premise
1980,"I have been talking to a number of Congressmen who have much the same idea that I have, and that is that in the inner city areas, that in cooperation with the local government and the national Government, and using tax incentives and with cooperating with the private sector, that we have development zones.",Appeal to Authority,REAGAN,28 10 1980,T166,23465 23551,I have been talking to a number of Congressmen who have much the same idea that I have,9_1980,Claim
1980,"I notice that Governor Reagan recently mentioned the Reagan-Kemp-Roth proposal. which his own running mate, George Bush, described as voodoo economics, and said that it would result in a 30% inflation rate. And Business Week, which is not a Democratic publication, said that this Reagan-Kemp-Roth proposal - and I quote them, I think - was completely irresponsible and would result in inflationary pressures which would destroy this nation.",Appeal to Authority,CARTER,28 10 1980,T94,14013 14241,"Business Week, which is not a Democratic publication, said that this Reagan-Kemp-Roth proposal - and I quote them, I think - was completely irresponsible and would result in inflationary pressures which would destroy this nation",9_1980,Premise
1980,"As a matter of fact, one of the secretaries of HEW under Mr. Carter testified that he thought there was $7 billion worth of fraud and waste in welfare and in the medical programs associated with it. We've had the Central Accounting. Office estimate that there is probably tens of billions of dollars that is lost in fraud alone, and they have added that waste adds even more to that.",Appeal to Authority,REAGAN,28 10 1980,T136,20065 20241,one of the secretaries of HEW under Mr. Carter testified that he thought there was $7 billion worth of fraud and waste in welfare and in the medical programs associated with it,9_1980,Premise
1980,"I would like to say that President Ford, who was within 90% of a treaty that we could be in agreement with when he left office, is emphatically against this SALT treaty. I would like to point out also that senators like Henry Jackson and Hollings of South Carolina - they are taking the lead in the fight against this particular treaty.",Appeal to Authority,SMITH,28 10 1980,T330,48566 48731,I would like to point out also that senators like Henry Jackson and Hollings of South Carolina - they are taking the lead in the fight against this particular treaty,9_1980,Premise
2020,"I, you know, I thought about my mother, who came to the United States at the age of 19, gave birth to me at the age of 25 at Kaiser Hospital in Oakland, California. And the thought that I’d be sitting here right now I know would make her proud and she must be looking down on this. You know Joe and I were raised in a very similar way. We were raised with values that are about hard work, about the value and the dignity of public service and about the importance of fighting for the dignity of all people.",Appeal to Emotion,HARRIS,7 10 2020,T582,26135 26141,I know,9_1980,Claim
1980,"I have seen four wars in my lifetime. I'm a father of sons; I have a grandson. I don't ever want to see another generation of young Americans bleed their lives into sandy beachheads in the Pacific, or rice paddies and jungles in the in Asia or the muddy battlefields of Europe.",Appeal to Emotion,REAGAN,28 10 1980,T14,4040 4237,"I don't ever want to see another generation of young Americans bleed their lives into sandy beachheads in the Pacific, or rice paddies and jungles in the in Asia or the muddy battlefields of Europe",9_1980,Claim
1980,"Mr. President, the voluntary thing that I suggested many years ago was that with a young man orphaned and raised by an aunt who died, his aunt was ineligible for Social Security insurance because she was not his mother.",Appeal to Emotion,REAGAN,28 10 1980,T436,66556 66759,"the voluntary thing that I suggested many years ago was that with a young man orphaned and raised by an aunt who died, his aunt was ineligible for Social Security insurance because she was not his mother",9_1980,Premise
1980,"I would like to make a change in the regulation that discriminates against a wife who works and finds that she then is faced with a choice between her father's or her husband's benefits, if he dies first, or what she has paid in; but it does not recognize that she has also been paying in herself, and she is entitled to more than she presently can get.",Appeal to Emotion,REAGAN,28 10 1980,T440,67177 67529,"I would like to make a change in the regulation that discriminates against a wife who works and finds that she then is faced with a choice between her father's or her husband's benefits, if he dies first, or what she has paid in; but it does not recognize that she has also been paying in herself, and she is entitled to more than she presently can get",9_1980,Premise
1980,"I talked to a man just briefly there who asked me one simple question: ""Do I have reason to hope that I can someday take care of my family again? Nothing has been done.""",Appeal to Emotion,REAGAN,28 10 1980,T223,25297 25441,"I talked to a man just briefly there who asked me one simple question: ""Do I have reason to hope that I can someday take care of my family again",9_1980,Claim
1980,"The United States must be a nation strong; the United States must be a nation secure. We must have a society that's just and fair. And we must extend the benefits of our own commitment to peace, to create a peaceful world.",Appeal to Emotion,CARTER,28 10 1980,T537,81818 81859,The United States must be a nation strong,9_1980,Claim
1980,"I would like to have a crusade today, and I would like to lead that crusade with your help. And it would be one to take Government off the backs of the great people of this country, and turn you loose again to do those things that I know you can do so well, because you did them and made this country great.",Appeal to Emotion,REAGAN,28 10 1980,T579,86206 86296,"I would like to have a crusade today, and I would like to lead that crusade with your help",9_1980,Claim
1980,"In addition to that, I believe that this element of discrimination is something that the South has seen so vividly as a blight on our region of the country which has now been corrected - not only racial discrimination but discrimination against people that have to work for a living - because we have been trying to pick ourselves up by our bootstraps, since the long depression years, and lead a full and useful life in the affairs of this country. We have made remarkable success.",Appeal to Emotion,CARTER,28 10 1980,T520,78995 79256,I believe that this element of discrimination is something that the South has seen so vividly as a blight on our region of the country which has now been corrected - not only racial discrimination but discrimination against people that have to work for a living,9_1980,Claim
