year,text,fallacy,speaker,complete_date,component_id,component_span,component_text,source_filename,component_type,speech_turn
2004,I'm wishy-washy,Ad Hominem,KERRY,8 10 2004,T214,69711 69863,"the president's been very busy running around the country using what I just described to you as a reason to say I'm wishy-washy, that I'm a flip-flopper",31_2004,Premise,"Former Governor Racicot, as chairman of the Republican Party, said he thought that the Patriot Act has to be changed and fixed. Congressman Jim Sensenbrenner, he is the chairman of the House Judiciary Committee, said over his dead body before it gets renewed without being thoroughly rechecked. A whole bunch of folks in America are concerned about the way the Patriot Act has been applied. In fact, the inspector general of the Justice Department found that John Ashcroft had twice applied it in ways that were inappropriate. People's rights have been abused. I met a man who spent eight months in prison, wasn't even allowed to call his lawyer, wasn't allowed to get -- finally, Senator Dick Durbin of Illinois intervened and was able to get him out. This is in our country, folks, the United States of America. They've got sneak-and-peek searches that are allowed. They've got people allowed to go into churches now and political meetings without any showing of potential criminal activity or otherwise. Now, I voted for the Patriot Act. Ninety-nine United States senators voted for it. And the president's been very busy running around the country using what I just described to you as a reason to say I'm wishy-washy, that I'm a flip-flopper. Now that's not a flip-flop. I believe in the Patriot Act. We need the things in it that coordinate the FBI and the CIA. We need to be stronger on terrorism. But you know what we also need to do as Americans is never let the terrorists change the Constitution of the United States in a way that disadvantages our rights."
2004,I'm a flip-flopper,Ad Hominem,KERRY,8 10 2004,T214,69711 69863,"the president's been very busy running around the country using what I just described to you as a reason to say I'm wishy-washy, that I'm a flip-flopper",31_2004,Premise,"Former Governor Racicot, as chairman of the Republican Party, said he thought that the Patriot Act has to be changed and fixed. Congressman Jim Sensenbrenner, he is the chairman of the House Judiciary Committee, said over his dead body before it gets renewed without being thoroughly rechecked. A whole bunch of folks in America are concerned about the way the Patriot Act has been applied. In fact, the inspector general of the Justice Department found that John Ashcroft had twice applied it in ways that were inappropriate. People's rights have been abused. I met a man who spent eight months in prison, wasn't even allowed to call his lawyer, wasn't allowed to get -- finally, Senator Dick Durbin of Illinois intervened and was able to get him out. This is in our country, folks, the United States of America. They've got sneak-and-peek searches that are allowed. They've got people allowed to go into churches now and political meetings without any showing of potential criminal activity or otherwise. Now, I voted for the Patriot Act. Ninety-nine United States senators voted for it. And the president's been very busy running around the country using what I just described to you as a reason to say I'm wishy-washy, that I'm a flip-flopper. Now that's not a flip-flop. I believe in the Patriot Act. We need the things in it that coordinate the FBI and the CIA. We need to be stronger on terrorism. But you know what we also need to do as Americans is never let the terrorists change the Constitution of the United States in a way that disadvantages our rights."
2020,I’m not sure he knows what it represents or means,Ad Hominem,TRUMP,22 10 2020,T334,38111 38118,I'm not,31_2004,Claim,"John, you heard the president just say that he thought he might try to be for it. Four years ago, right here in this forum, he was asked the same question: Can't people be able to import drugs from Canada? You know what he said? ""I think that makes sense. I think that's a good idea"" -- four years ago. Now, the president said, ""I'm not blocking that."" Ladies and gentlemen, the president just didn't level with you right now again. He did block it, because we passed it in the United States Senate. We sent it over to the House, that you could import drugs. We took care of the safety issues. We're not talking about third-world drugs. We're talking about drugs made right here in the United States of America that have American brand names on them and American bottles. And we're asking to be able to allow you to get them. The president blocked it. The president also took Medicare, which belongs to you. And he could have lowered the cost of Medicare and lowered your taxes and lowered the costs to seniors. You know what he did? He made it illegal, illegal for Medicare to do what the V.A. does, which is bulk purchase drugs so that you can lower the price and get them out to you lower. He put $139 billion of windfall profit into the pockets of the drug companies right out of your pockets. That's the difference between us. The president sides with the power companies, the oil companies, the drug companies. And I'm fighting to let you get those drugs from Canada, and I'm fighting to let Medicare survive. I'm fighting for the middle class. That is the difference."
2004,"Ladies and gentlemen, that's just not true what he said. The Wall Street Journal said 96 percent of small businesses are not affected at all by my plan.  And you know why he gets that count? The president got $84 from a timber company that owns, and he's counted as a small business. Dick Cheney's counted as a small business. That's how they do things.",Ad Hominem,KERRY,8 10 2004,T170,65941 65974,that's just not true what he said,31_2004,Claim,"You can't stop all outsourcing, Charlie. I've never promised that. I'm not going to, because that would be pandering. You can't. But what you can do is create a fair playing field, and that's what I'm talking about. But let me just address what the president just said. Ladies and gentlemen, that's just not true what he said. The Wall Street Journal said 96 percent of small businesses are not affected at all by my plan. And you know why he gets that count? The president got $84 from a timber company that owns, and he's counted as a small business. Dick Cheney's counted as a small business. That's how they do things. That's just not right."
2004,"But you're absolutely correct, it is a threat, it's a huge threat.",Appeal to Emotion,KERRY,8 10 2004,T664,21868 21882,it is a threat,31_2004,Claim,"I don't think you can just rely on U.N. sanctions, Randee. But you're absolutely correct, it is a threat, it's a huge threat. And what's interesting is, it's a threat that has grown while the president has been preoccupied with Iraq, where there wasn't a threat. If he'd let the inspectors do their job and go on, we wouldn't have 10 times the numbers of forces in Iraq that we have in Afghanistan chasing Osama bin Laden. Meanwhile, while Iran is moving toward nuclear weapons, some 37 tons of what they called yellow cake, the stuff they use to make enriched uranium, while they're doing that, North Korea has moved from one bomb maybe, maybe, to four to seven bombs. For two years, the president didn't even engage with North Korea, did nothing at all, while it was growing more dangerous, despite the warnings of former Secretary of Defense William Perry, who negotiated getting television cameras and inspectors into that reactor. We were safer before President Bush came to office. Now they have the bombs and we're less safe. So what do we do? We've got to join with the British and the French, with the Germans, who've been involved, in their initiative. We've got to lead the world now to crack down on proliferation as a whole. But the president's been slow to do that, even in Russia. At his pace, it's going to take 13 years to reduce and get ahold of all the loose nuclear material in the former Soviet Union. I've proposed a plan that can capture it and contain it and clean it within four years. And the president is moving to the creation of our own bunker- busting nuclear weapon. It's very hard to get other countries to give up their weapons when you're busy developing a new one. I'm going to lead the world in the greatest counterproliferation effort. And if we have to get tough with Iran, believe me, we will get tough."
2004,We were safer before President Bush came to office. Now they have the bombs and we're less safe.,Appeal to Emotion,KERRY,8 10 2004,T671,22714 22764,We were safer before President Bush came to office,31_2004,Claim,"I don't think you can just rely on U.N. sanctions, Randee. But you're absolutely correct, it is a threat, it's a huge threat. And what's interesting is, it's a threat that has grown while the president has been preoccupied with Iraq, where there wasn't a threat. If he'd let the inspectors do their job and go on, we wouldn't have 10 times the numbers of forces in Iraq that we have in Afghanistan chasing Osama bin Laden. Meanwhile, while Iran is moving toward nuclear weapons, some 37 tons of what they called yellow cake, the stuff they use to make enriched uranium, while they're doing that, North Korea has moved from one bomb maybe, maybe, to four to seven bombs. For two years, the president didn't even engage with North Korea, did nothing at all, while it was growing more dangerous, despite the warnings of former Secretary of Defense William Perry, who negotiated getting television cameras and inspectors into that reactor. We were safer before President Bush came to office. Now they have the bombs and we're less safe. So what do we do? We've got to join with the British and the French, with the Germans, who've been involved, in their initiative. We've got to lead the world now to crack down on proliferation as a whole. But the president's been slow to do that, even in Russia. At his pace, it's going to take 13 years to reduce and get ahold of all the loose nuclear material in the former Soviet Union. I've proposed a plan that can capture it and contain it and clean it within four years. And the president is moving to the creation of our own bunker- busting nuclear weapon. It's very hard to get other countries to give up their weapons when you're busy developing a new one. I'm going to lead the world in the greatest counterproliferation effort. And if we have to get tough with Iran, believe me, we will get tough."
2004,"I think if you raise taxes during a recession, you head to depression.",Appeal to Emotion,BUSH,8 10 2004,T980,47044 47113,"I think if you raise taxes during a recession, you head to depression",31_2004,Claim,"Right, thank you for that. We have a deficit. We have a deficit because this country went into a recession. You might remember the stock market started to decline dramatically six months before I came to office, and then the bubble of the 1990s popped. And that cost us revenue. That cost us revenue. Secondly, we're at war. And I'm going to spend what it takes to win the war, more than just $120 billion for Iraq and Afghanistan. We've got to pay our troops more. We have. We've increased money for ammunition and weapons and pay and homeland security. I just told this lady over here we spent -- went from $10 billion to $30 billion to protect the homeland. I think we have an obligation to spend that kind of money. And plus, we cut taxes for everybody. Everybody got tax relief, so that they get out of the recession. I think if you raise taxes during a recession, you head to depression. I come from the school of thought that says when people have more money in their pocket during economic times, it increases demand or investment. Small businesses begin to grow, and jobs are added. We found out today that over the past 13 months, we've added 1.9 million new jobs in the last 13 months. I proposed a plan, detailed budget, that shows us cutting the deficit in half by five years. And you're right, I haven't vetoed any spending bills, because we work together. Non-homeland, non-defense discretionary spending was raising at 15 percent a year when I got into office. And today it's less than 1 percent, because we're working together to try to bring this deficit under control. Like you, I'm concerned about the deficit. But I am not going to shortchange our troops in harm's way. And I'm not going to run up taxes, which will cost this economy jobs. Thank you for your question."
2004,"And if Iraq were to fail, it'd be a haven for terrorists, and there would be money and the world would be much more dangerous.",Appeal to Emotion,BUSH,8 10 2004,T809,33520 33572,"if Iraq were to fail, it'd be a haven for terrorists",31_2004,Claim,"That's an odd thing to say, since we've tripled the homeland security budget from $10 billion to $30 billion. Listen, we'll do everything we can to protect the homeland. My opponent's right, we need good intelligence. It's also a curious thing for him to say since right after 1993 he voted to cut the intelligence budget by $7.5 billion. The best way to defend America in this world we live in is to stay on the offense. We got to be right 100 percent of the time here at home, and they got to be right once. And that's the reality. And there's a lot of good people working hard. We're doing the best we possibly can to share information. That's why the Patriot Act was important. The Patriot Act is vital, by the way. It's a tool that law enforcement now uses to be able to talk between each other. My opponent says he hadn't changed his position on it. No, but he's for weakening it. I don't think my opponent has got the right view about the world to make us safe; I really don't. First of all, I don't think he can succeed in Iraq. And if Iraq were to fail, it'd be a haven for terrorists, and there would be money and the world would be much more dangerous. I don't see how you can win in Iraq if you don't believe we should be there in the first place. I don't see how you can lead troops if you say it's the wrong war at the wrong place at the wrong time. I don't see how the Iraqis are going to have confidence in the American president if all they hear is that it was a mistake to be there in the first place. This war is a long, long war, and it requires steadfast determination and it requires a complete understanding that we not only chase down Al Qaida but we disrupt terrorist safe havens as well as people who could provide the terrorists with support."
2004,"These terrorists are serious, they're deadly, and they know nothing except trying to kill.",Appeal to Emotion,KERRY,8 10 2004,T830,34669 34697,These terrorists are serious,31_2004,Premise,"Well, the president and his experts have told America that it's not a question of if; it's a question of when. And I accept what the president has said. These terrorists are serious, they're deadly, and they know nothing except trying to kill. I understand that. That's why I will never stop at anything to hunt down and kill the terrorists. But you heard the president just say to you that we've added money. Folks, the test is not if you've added money; the test is that you've done everything possible to make America secure. He chose a tax cut for wealthy Americans over the things that I listed to you."
2004,"But yes, I'm worried. I'm worried. I'm worried about our country.",Appeal to Emotion,BUSH,8 10 2004,T833,35232 35243,I'm worried,31_2004,Claim,"Well, we'll talk about the tax cut for middle class here in a minute. But yes, I'm worried. I'm worried. I'm worried about our country. And all I can tell you is every day I know that there's people working overtime, doing the very best they can. And the reason I'm worried is because there's a vicious enemy that has an ideology of hate. And the way to defeat them long-term, by the way, is to spread freedom. Liberty can change habits. And that's what's happening in Afghanistan and Iraq."
