year,text,fallacy,speaker,complete_date,component_id,component_span,component_text,source_filename,component_type,speech_turn
2000,"First of all, let me say he's not for a government-run health care system? I thought that's exactly what he and Mrs. Clinton and them fought for in 1993 was a government-run health care system.",Ad Hominem,BUSH,11 10 2000,T734,62358 62465,that's exactly what he and Mrs. Clinton and them fought for in 1993 was a government-run health care system,27_2000,Premise,"First of all, let me say he's not for a government-run health care system? I thought that's exactly what he and Mrs. Clinton and them fought for in 1993 was a government-run health care system. It was fortunately stopped in its tracks. Secondly, we spend $4.7 billion a year on the uninsured in the State of Texas. Our rate of uninsured, the percentage of uninsured in Texas has gone down, while the percentage of uninsured in America has gone up. Our CHIPS program got a late start because our government meets only four months out of every two years, Mr. Vice President. It may come as a shock for somebody who has been in Washington for so long. But actually limited government can work in the second largest state in the union. And therefore Congress passes the bill after our session in 1997 ended, we passed an enabling legislation in 1999. We've signed up over 110,000 children to the CHIPS program. For comparable states our size, we're signing them up as fast as any other state. You can quote all the numbers you want, but I'm telling you we care about our people in Texas. We spent a lot of money to make sure people get health care in the State of Texas, and we're doing a better job than they are at the national level for reducing uninsured."
2020,thugs,Ad Hominem,BIDEN,22 10 2020,T556,46621 46711,in this case we can't enhance the penalty any more than putting those three thugs to death,27_2000,Premise,"I would support the Orrin Hatch version of it, not the Senator Kennedy version. But let me say to you, Mr. Vice President, we're happy with our laws on our books. That bill did -- there was another bill that did die in committee. But I want to repeat, if you have a state that fully supports the law like we do in Texas, we're going to go after all crime. And we're going to make sure people get punished for the crime. And in this case we can't enhance the penalty any more than putting those three thugs to death. And that's what's gonna happen in the State of Texas."
2020,thug,Appeal to Emotion,BIDEN,22 10 2020,T556,46621 46711,in this case we can't enhance the penalty any more than putting those three thugs to death,27_2000,Premise,"I would support the Orrin Hatch version of it, not the Senator Kennedy version. But let me say to you, Mr. Vice President, we're happy with our laws on our books. That bill did -- there was another bill that did die in committee. But I want to repeat, if you have a state that fully supports the law like we do in Texas, we're going to go after all crime. And we're going to make sure people get punished for the crime. And in this case we can't enhance the penalty any more than putting those three thugs to death. And that's what's gonna happen in the State of Texas."
2000,We don't know whether he's developing weapons of mass destruction.,Appeal to Emotion,BUSH,11 10 2000,T154,10447 10512,We don't know whether he's developing weapons of mass destruction,27_2000,Premise,"Well, I think during the campaign, particularly now during this difficult period, we ought to be speaking with one voice, and I appreciate the way the administration has worked hard to calm the tensions. Like the vice president, I call on Chairman Arafat to have his people pull back to make the peace. I think credibility is going to be very important in the future in the Middle East. I want everybody to know should I be the president Israel's going to be our friend. I'm going to stand by Israel. Secondly, that I think it's important to reach out to moderate Arab nations, like Jordan and Egypt, Saudi Arabia and Kuwait. It's important to be friends with people when you don't need each other so that when you do there's a strong bond of friendship. And that's going to be particularly important in dealing not only with situations such as now occurring in Israel, but with Saddam Hussein. The coalition against Saddam has fallen apart or it's unraveling, let's put it that way. The sanctions are being violated. We don't know whether he's developing weapons of mass destruction. He better not be or there's going to be a consequence should I be the president. But it's important to have credibility and credibility is formed by being strong with your friends and resolute in your determination. One of the reasons why I think it's important for this nation to develop an anti-ballistic missile system that we can share with our allies in the Middle East if need be to keep the peace to be able to say to the Saddam Hussein's of the world or the Iranians, don't dare threaten our friends. It's also important to keep strong ties in the Middle East, credible ties, because of the energy crisis we're now in. After all, a lot of the energy is produced from the Middle East, and so I appreciate what the administration is doing. I hope to get a sense of should I be fortunate to be the president how my administration will react to the Middle East."
2000,He is a danger.,Appeal to Emotion,BUSH,11 10 2000,T183,13461 13475,He is a danger,27_2000,Premise,"I would like to, of course, and I presume this administration would as well. We don't know -- there are no inspectors now in Iraq, the coalition that was in place isn't as strong as it used to be. He is a danger. We don't want him fishing in troubled waters in the Middle East. And it's going to be hard, it's going to be important to rebuild that coalition to keep the pressure on him."
2000,We don't know whether he's developing weapons of mass destruction,Appeal to Emotion,BUSH,11 10 2000,T154,10447 10512,We don't know whether he's developing weapons of mass destruction,27_2000,Premise,"Well, I think during the campaign, particularly now during this difficult period, we ought to be speaking with one voice, and I appreciate the way the administration has worked hard to calm the tensions. Like the vice president, I call on Chairman Arafat to have his people pull back to make the peace. I think credibility is going to be very important in the future in the Middle East. I want everybody to know should I be the president Israel's going to be our friend. I'm going to stand by Israel. Secondly, that I think it's important to reach out to moderate Arab nations, like Jordan and Egypt, Saudi Arabia and Kuwait. It's important to be friends with people when you don't need each other so that when you do there's a strong bond of friendship. And that's going to be particularly important in dealing not only with situations such as now occurring in Israel, but with Saddam Hussein. The coalition against Saddam has fallen apart or it's unraveling, let's put it that way. The sanctions are being violated. We don't know whether he's developing weapons of mass destruction. He better not be or there's going to be a consequence should I be the president. But it's important to have credibility and credibility is formed by being strong with your friends and resolute in your determination. One of the reasons why I think it's important for this nation to develop an anti-ballistic missile system that we can share with our allies in the Middle East if need be to keep the peace to be able to say to the Saddam Hussein's of the world or the Iranians, don't dare threaten our friends. It's also important to keep strong ties in the Middle East, credible ties, because of the energy crisis we're now in. After all, a lot of the energy is produced from the Middle East, and so I appreciate what the administration is doing. I hope to get a sense of should I be fortunate to be the president how my administration will react to the Middle East."
2000,"Look, this is the year -- this is in the aftermath of Columbine, and Paducah, and all the places in our country where the nation has been shocked by these weapons in the hands of the wrong people.",Appeal to Emotion,GORE,11 10 2000,T646,54664 54833,"this is in the aftermath of Columbine, and Paducah, and all the places in our country where the nation has been shocked by these weapons in the hands of the wrong people",27_2000,Premise,"The state. The state. I think states should do that for new handguns, because too many criminals are getting guns. There was a recent investigation of the number in Texas who got -- who were given concealed weapons permits in spite of the fact that they had records. And the ""Los Angeles Times"" spent a lot of ink going into that. But I am not for doing anything that would affect hunters or sportsmen, rifles, shotguns, existing handguns. I do think that sensible gun safety measures are warranted now. Look, this is the year -- this is in the aftermath of Columbine, and Paducah, and all the places in our country where the nation has been shocked by these weapons in the hands of the wrong people. The woman who bought the guns for the two boys who did that killing at Columbine said that if she had had to give her name and fill out a form there, she would not have bought those guns. That conceivably could have prevented that tragedy."
2000,Let me just tell you who the jury is. The people of Texas.,Appeal to Authority,BUSH,11 10 2000,T767,65810 65829,The people of Texas,27_2000,Premise,"If he's trying to allege that I'm a hard-hearted person and I don't care about children, he's absolutely wrong. We've spent $4.7 billion a year in the State of Texas for uninsured people. And they get health care. Now, it's not the most efficient way to get people health care. But I want to remind you, the number of uninsured in America during their watch has increased. He can make any excuse he wants, but the facts are that we're reducing the number of uninsured percentage of our population. And as the percentage of the population is increasing nationally, somehow the allegation that we don't care and we're going to give money for this interest or that interest and not for children in the State of Texas is totally absurd. Let me just tell you who the jury is. The people of Texas. There's only been one governor ever elected to back-to-back four-year terms, and that was me. And I was able to do so with a lot of Democrat votes, nearly 50% of the Hispanic vote, about 27% of the African-American vote, because people know I'm a conservative person and a compassionate person. So he can throw all the kinds of numbers around. I'm just telling you our state comes together to do what is right. We come together both Republicans and Democrats."
2000,"My friend, Phyllis Hunter, is here. She had one of the greatest lines of all lines. She said, reading is the new civil right. She's right.",Appeal to Authority,BUSH,11 10 2000,T513,42274 42308,"My friend, Phyllis Hunter, is here",27_2000,Premise,"Let me tell you where the biggest discrimination comes. In public education when we just move children through the schools. My friend, Phyllis Hunter, is here. She had one of the greatest lines of all lines. She said, reading is the new civil right. She's right. And to make sure our society is as hopeful as it possibly can be, every single child in America must be educated. I mean every child. It starts with making sure every child learns to read. K-2 diagnostic testing so we know whether or not there's a deficiency. Curriculum that works and phonics needs to be an integral part of our reading curriculum. Intensive reading laboratories, teacher retraining. I mean, there needs to be a wholesale effort against racial profiling, which is illiterate children. We can do better in our public schools. We can close an achievement gap, and it starts with making sure we have strong accountability, Jim. One of the cornerstones of reform, and good reform, is to measure. Because when you measure you can ask the question, do they know? Is anybody being profiled? Is anybody being discriminated against? It becomes a tool, a corrective tool. And I believe the federal government must say that if you receive any money, any money from the federal government for disadvantaged children, for example, you must show us whether or not the children are learning. And if they are, fine. And if they're not, there has to be a consequence. And so to make sure we end up getting rid of basic structural prejudice is education. There is nothing more prejudiced than not educating a child."
2000,"I know the governor's not necessarily saying that but, you know, all of these flights that have come in, all of them have been in accordance with the sanctions regime, I'm told, except for three where they notified, and they're trying to break out of the box, there's no question about it.",Appeal to Authority,GORE,11 10 2000,T196,15005 15154,"all of these flights that have come in, all of them have been in accordance with the sanctions regime, I'm told, except for three where they notified",27_2000,Premise,"Well, when I got to be a part of the current administration, it was right after -- I was one of the few members of my political party to support former President Bush in the Persian Gulf War resolution, and at the end of that war, for whatever reason, it was not finished in a way that removed Saddam Hussein from power. I know there are all kinds of circumstances and explanations. But the fact is that that's the situation that was left when I got there. And we have maintained the sanctions. Now I want to go further. I want to give robust support to the groups that are trying to overthrow Saddam Hussein, and I know there are allegations that they're too weak to do it, but that's what they said about the forces that were opposing Milosevic in Serbia, and you know, the policy of enforcing sanctions against Serbia has just resulted in a spectacular victory for democracy just in the past week, and it seems to me that having taken so long to see the sanctions work there, building upon the policy of containment that was successful over a much longer period of time against the former Soviet Union in the communist block, seems a little early to declare that we should give up on the sanctions. I know the governor's not necessarily saying that but, you know, all of these flights that have come in, all of them have been in accordance with the sanctions regime, I'm told, except for three where they notified, and they're trying to break out of the box, there's no question about it. I don't think they should be allowed to."
2000,Tipper and I have worked on the problem of violence in entertainment aimed at children. She's worked on it longer than I have.,Appeal to Authority,GORE,11 10 2000,T672,56725 56811,Tipper and I have worked on the problem of violence in entertainment aimed at children,27_2000,Premise,"I also believe in the Golden Rule. And I agree with a lot of the other things that the governor has said. We do have a serious problem in our culture. Tipper and I have worked on the problem of violence in entertainment aimed at children. She's worked on it longer than I have. But I feel very strongly about that. And if I'm elected president, I will do something about that. But I think that we -- I think we have to start with better parenting. But I don't think that we can ignore the role played by guns. I mean, the fact is that there -- even though no state wants them, there are guns in some schools. And the reason it's so difficult for schools to control that is because in recent years there has been a flood of cheap handguns that are so widely available that kids are finding ways to get ahold of them. And I think that if you look at the situation as it exists here in the United States compared to any other country in the world, it seems to me pretty obvious that while we respect the rights of hunters and sportsmen, we do need some common sense gun safety steps to stem this flood of guns that are getting into the wrong hands."
2000,"My wife Tipper, who is here, actually went on a military plane with General Sholicatchvieli on one of those flights.",Appeal to Authority,GORE,11 10 2000,T287,23038 23153,"My wife Tipper, who is here, actually went on a military plane with General Sholicatchvieli on one of those flights",27_2000,Premise,"I'd like to come back to the question of nation building, but let me address the question directly, first. Fine. We did, actually, send troops into Rwanda to help with the humanitarian relief measures. My wife Tipper, who is here, actually went on a military plane with General Sholicatchvieli on one of those flights. But I think in retrospect we were too late getting in there. We could have saved more lives if we had acted earlier. But I do not think that it was an example of a conflict where we should have put our troops in to try to separate the parties for this reason, Jim. One of the criteria that I think is important in deciding when and if we should ever get involved around the world is whether or not our national security interest is involved, if we can really make the difference with military forces. If we tried everything else, if we have allies. In the Balkans we have allies, NATO, ready, willing and able to go and carry a big part of the burden. In Africa we did not. Now, we have tried -- our country has tried to create an Africa crisis response team there, and we've met some resistance. We have had some luck with Nigeria, but in Sierra Leon, and now that Nigeria has become a democracy, and we hope it stays that way, then maybe we can build on that. But because we had no allies and because it was very unclear that we could actually accomplish what we would want to accomplish about putting military forces there, I think it was the right thing not to jump in, as heartbreaking as it was, but I think we should have come in much quicker with the humanitarian mission."
