year,text,fallacy,speaker,complete_date,component_id,component_span,component_text,source_filename,component_type,speech_turn
2008,"one of the greatest frauds in voter history in this country, maybe destroying the fabric of democracy",Ad Hominem,MCCAIN,15 10 2008,T309,34933 35080,"who is now on the verge of maybe perpetrating one of the greatest frauds in voter history in this country, maybe destroying the fabric of democracy",36_2008,Premise,"Yes, real quick. Mr. Ayers, I don't care about an old washed-up terrorist. But as Senator Clinton said in her debates with you, we need to know the full extent of that relationship. We need to know the full extent of Senator Obama's relationship with ACORN, who is now on the verge of maybe perpetrating one of the greatest frauds in voter history in this country, maybe destroying the fabric of democracy. The same front outfit organization that your campaign gave $832,000 for ""lighting and site selection."" So all of these things need to be examined, of course."
2008,"Now, Joe, you're rich, congratulations, and you will then fall into the category where you'll have to pay a fine if you don't provide health insurance that Senator Obama mandates, not the kind that you think is best for your family, your children, your employees, but the kind that he mandates for you.",Ad Hominem,MCCAIN,15 10 2008,T565,61473 61730,"you will then fall into the category where you'll have to pay a fine if you don't provide health insurance that Senator Obama mandates, not the kind that you think is best for your family, your children, your employees, but the kind that he mandates for you",36_2008,Claim,"Hey, Joe, you're rich, congratulations, because what Joe wanted to do was buy the business that he's been working for 10-12 hours a day, seven days a week, and you said that you wanted to spread the wealth, but -- in other words, take Joe's money and then you decide what to do with it. Now, Joe, you're rich, congratulations, and you will then fall into the category where you'll have to pay a fine if you don't provide health insurance that Senator Obama mandates, not the kind that you think is best for your family, your children, your employees, but the kind that he mandates for you. That's big government at its best. Now, 95 percent of the people in America will receive more money under my plan because they will receive not only their present benefits, which may be taxed, which will be taxed, but then you add $5,000 onto it, except for those people who have the gold-plated Cadillac insurance policies that have to do with cosmetic surgery and transplants and all of those kinds of things. And the good thing about this is they'll be able to go across America. The average cost of a health care insurance plan in America today is $5,800. I'm going to give them $5,000 to take with them wherever they want to go, and this will give them affordability. This will give them availability. This will give them a chance to choose their own futures, not have Senator Obama and government decide that for them. This really gets down to the fundamental difference in our philosophies. If you notice that in all of this proposal, Senator -- government wants -- Senator Obama wants government to do the job. Senator Obama wants government to do the job. I want, Joe, you to do the job."
2008,an old washed-up terrorist,Ad Hominem,MCCAIN,15 10 2008,T306,34703 34748,I don't care about an old washed-up terrorist,36_2008,Premise,"Yes, real quick. Mr. Ayers, I don't care about an old washed-up terrorist. But as Senator Clinton said in her debates with you, we need to know the full extent of that relationship. We need to know the full extent of Senator Obama's relationship with ACORN, who is now on the verge of maybe perpetrating one of the greatest frauds in voter history in this country, maybe destroying the fabric of democracy. The same front outfit organization that your campaign gave $832,000 for ""lighting and site selection."" So all of these things need to be examined, of course."
2020,buddy,Ad Hominem,BIDEN,22 10 2020,T529,57344 57392,"my old buddy, Joe, Joe the plumber, is out there",36_2008,Premise,"Well, it is a terribly painful situation for Americans. They're seeing their premiums, their co-pays go up. Forty-seven million Americans are without health insurance in America today. And it really is the cost, the escalating costs of health care that are inflicting such pain on working families and people across this country. And I am convinced we need to do a lot of things. We need to put health care records online. The V.A. does that. That will -- that will reduce costs. We need to have more community health centers. We need to have walk-in clinics. The rise of obesity amongst young Americans is one of the most alarming statistics that there is. We should have physical fitness programs and nutrition programs in schools. Every parent should know what's going on there. We -- we need to have -- we need to have employers reward employees who join health clubs and practice wellness and fitness. But I want to give every American family a $5,000 refundable tax credit. Take it and get anywhere in America the health care that you wish. Now, my old buddy, Joe, Joe the plumber, is out there. Now, Joe, Senator Obama's plan, if you're a small business and you are able -- and your -- the guy that sells to you will not have his capital gains tax increase, which Senator Obama wants, if you're out there, my friend, and you've got employees, and you've got kids, if you don't get -- adopt the health care plan that Senator Obama mandates, he's going to fine you."
2020,old buddy,Ad Hominem,,29 9 2020,T529,57344 57392,"my old buddy, Joe, Joe the plumber, is out there",36_2008,Premise,"Well, it is a terribly painful situation for Americans. They're seeing their premiums, their co-pays go up. Forty-seven million Americans are without health insurance in America today. And it really is the cost, the escalating costs of health care that are inflicting such pain on working families and people across this country. And I am convinced we need to do a lot of things. We need to put health care records online. The V.A. does that. That will -- that will reduce costs. We need to have more community health centers. We need to have walk-in clinics. The rise of obesity amongst young Americans is one of the most alarming statistics that there is. We should have physical fitness programs and nutrition programs in schools. Every parent should know what's going on there. We -- we need to have -- we need to have employers reward employees who join health clubs and practice wellness and fitness. But I want to give every American family a $5,000 refundable tax credit. Take it and get anywhere in America the health care that you wish. Now, my old buddy, Joe, Joe the plumber, is out there. Now, Joe, Senator Obama's plan, if you're a small business and you are able -- and your -- the guy that sells to you will not have his capital gains tax increase, which Senator Obama wants, if you're out there, my friend, and you've got employees, and you've got kids, if you don't get -- adopt the health care plan that Senator Obama mandates, he's going to fine you."
2008,"Senator Obama, as a member of the Illinois State Senate, voted in the Judiciary Committee against a law that would provide immediate medical attention to a child born of a failed abortion. He voted against that.  And then, on the floor of the State Senate, as he did 130 times as a state senator, he voted present.  Then there was another bill before the Senate Judiciary Committee in the state of Illinois not that long ago, where he voted against a ban on partial-birth abortion, one of the late-term abortion, a really -- one of the bad procedures, a terrible. And then, on the floor of the Illinois State Senate, he voted present.",Ad Hominem,MCCAIN,15 10 2008,T659,69013 69200,"Senator Obama, as a member of the Illinois State Senate, voted in the Judiciary Committee against a law that would provide immediate medical attention to a child born of a failed abortion",36_2008,Premise,"Obviously, that law waived the statute of limitations, which you could have gone back 20 or 30 years. It was a trial lawyer's dream. Let me talk to you about an important aspect of this issue. We have to change the culture of America. Those of us who are proudly pro-life understand that. And it's got to be courage and compassion that we show to a young woman who's facing this terribly difficult decision. Senator Obama, as a member of the Illinois State Senate, voted in the Judiciary Committee against a law that would provide immediate medical attention to a child born of a failed abortion. He voted against that. And then, on the floor of the State Senate, as he did 130 times as a state senator, he voted present. Then there was another bill before the Senate Judiciary Committee in the state of Illinois not that long ago, where he voted against a ban on partial-birth abortion, one of the late-term abortion, a really -- one of the bad procedures, a terrible. And then, on the floor of the Illinois State Senate, he voted present. I don't know how you vote ""present"" on some of that. I don't know how you align yourself with the extreme aspect of the pro- abortion movement in America. And that's his record, and that's a matter of his record. And he'll say it has something to do with Roe v. Wade, about the Illinois State Senate. It was clear-cut votes that Senator Obama voted, I think, in direct contradiction to the feelings and views of mainstream America."
2008,"And the last president of the United States that tried that was Herbert Hoover, and we went from a deep recession into a depression.",Appeal to Emotion,MCCAIN,15 10 2008,T488,53788 53862,the last president of the United States that tried that was Herbert Hoover,36_2008,Premise,"Well, let me just said that that this is -- he -- Senator Obama doesn't want a free trade agreement with our best ally in the region but wants to sit down across the table without precondition to -- with Hugo Chavez, the guy who has been helping FARC, the terrorist organization. Free trade between ourselves and Colombia, I just recited to you the benefits of concluding that agreement, a billion dollars of American dollars that could have gone to creating jobs and businesses in the United States, opening up those markets. So I don't -- I don't think there's any doubt that Senator Obama wants to restrict trade and he wants to raise taxes. And the last president of the United States that tried that was Herbert Hoover, and we went from a deep recession into a depression. We're not going to follow that path while I'm -- when I'm president of the United States."
2008,"All of these things and all the promises and commitments that Senator Obama and I made (inaudible) made to you tonight will base -- will be based on whether you can trust us or not to be careful stewards of your tax dollar, to make sure America is safe and secure and prosperous, to make sure we reform the institutions of government.",Appeal to Authority,MCCAIN,15 10 2008,T816,85090 85312,All of these things and all the promises and commitments that Senator Obama and I made (inaudible) made to you tonight will base -- will be based on whether you can trust us or not to be careful stewards of your tax dollar,36_2008,Premise,"Well, thank you again, Bob. Thanks to Hofstra. And it's great to be with you again. I think we've had a very healthy discussion. My friends, as I said in my opening remarks, these are very difficult times and challenges for America. And they were graphically demonstrated again today. America needs a new direction. We cannot be satisfied with what we've been doing for the last eight years. I have a record of reform, and taking on my party, the other party, the special interests, whether it be an HMO Patients' Bill of Rights, or trying to clean up the campaign finance system in -- in this country, or whether it be establishment of a 9/11 Commission, I have a long record of it. And I've been a careful steward of your tax dollars. We have to make health care affordable and available. We have to make quality education there for all of our citizens, not just the privileged few. We have to stop the spending. We have to stop the spending, which has mortgaged your children's futures. All of these things and all the promises and commitments that Senator Obama and I made (inaudible) made to you tonight will base -- will be based on whether you can trust us or not to be careful stewards of your tax dollar, to make sure America is safe and secure and prosperous, to make sure we reform the institutions of government. That's why I've asked you not only to examine my record, but my proposals for the future of this country. I've spent my entire life in the service of this nation and putting my country first. There's a long line of McCains that have served our country for a long time in war and in peace, it's been the great honor of my life, and I've been proud to serve. And I hope you'll give me an opportunity to serve again. I'd be honored and humbled."
2008,"In fact, what, Joe, if you want to do the right thing with your employees and you want to provide them health insurance, we'll give you a 50 percent credit so that you will actually be able to afford it.",Appeal to Authority,OBAMA,15 10 2008,T547,59320 59419,if you want to do the right thing with your employees and you want to provide them health insurance,36_2008,Premise,"Zero, because as I said in our last debate and I'll repeat, John, I exempt small businesses from the requirement for large businesses that can afford to provide health care to their employees, but are not doing it. I exempt small businesses from having to pay into a kitty. But large businesses that can afford it, we've got a choice. Either they provide health insurance to their employees or somebody has to. Right now, what happens is those employees get dumped into either the Medicaid system, which taxpayers pick up, or they're going to the emergency room for uncompensated care, which everybody picks up in their premiums. The average family is paying an additional $900 a year in higher premiums because of the uninsured. So here's what we do. We exempt small businesses. In fact, what, Joe, if you want to do the right thing with your employees and you want to provide them health insurance, we'll give you a 50 percent credit so that you will actually be able to afford it. If you don't have health insurance or you want to buy into a group plan, you will be able to buy into the plan that I just described. Now, what we haven't talked about is Senator McCain's plan. He says he's going to give you all a $5,000 tax credit. That sounds pretty good. And you can go out and buy your own insurance. Here's the problem -- that for about 20 million people, you may find yourselves no longer having employer-based health insurance. This is because younger people might be able to get health insurance for $5,000, young and healthy folks. Older folks, less healthy folks, what's going to end up happening is that you're going to be the only ones left in your employer-based system, your employers won't be able to afford it. And once you're out on your own with this $5,000 credit, Senator McCain, for the first time, is going to be taxing the health care benefits that you have from your employer. And this is your plan, John. For the first time in history, you will be taxing people's health care benefits. By the way, the average policy costs about $12,000. So if you've got $5,000 and it's going to cost you $12,000, that's a loss for you. Last point about Senator McCain's plan is that insurers right now, the main restrictions on what they do is primarily state law and, under Senator McCain's plan, those rules would be stripped away and you would start seeing a lot more insurance companies cherry-picking and excluding people from coverage. That, I think, is a mistake and I think that this is a fundamental difference in our campaign and how we would approach health care."
2008,"That, I think, is a mistake and I think that this is a fundamental difference in our campaign and how we would approach health care.",Appeal to Authority,OBAMA,15 10 2008,T563,60973 61000,"That, I think, is a mistake",36_2008,Claim,"Zero, because as I said in our last debate and I'll repeat, John, I exempt small businesses from the requirement for large businesses that can afford to provide health care to their employees, but are not doing it. I exempt small businesses from having to pay into a kitty. But large businesses that can afford it, we've got a choice. Either they provide health insurance to their employees or somebody has to. Right now, what happens is those employees get dumped into either the Medicaid system, which taxpayers pick up, or they're going to the emergency room for uncompensated care, which everybody picks up in their premiums. The average family is paying an additional $900 a year in higher premiums because of the uninsured. So here's what we do. We exempt small businesses. In fact, what, Joe, if you want to do the right thing with your employees and you want to provide them health insurance, we'll give you a 50 percent credit so that you will actually be able to afford it. If you don't have health insurance or you want to buy into a group plan, you will be able to buy into the plan that I just described. Now, what we haven't talked about is Senator McCain's plan. He says he's going to give you all a $5,000 tax credit. That sounds pretty good. And you can go out and buy your own insurance. Here's the problem -- that for about 20 million people, you may find yourselves no longer having employer-based health insurance. This is because younger people might be able to get health insurance for $5,000, young and healthy folks. Older folks, less healthy folks, what's going to end up happening is that you're going to be the only ones left in your employer-based system, your employers won't be able to afford it. And once you're out on your own with this $5,000 credit, Senator McCain, for the first time, is going to be taxing the health care benefits that you have from your employer. And this is your plan, John. For the first time in history, you will be taxing people's health care benefits. By the way, the average policy costs about $12,000. So if you've got $5,000 and it's going to cost you $12,000, that's a loss for you. Last point about Senator McCain's plan is that insurers right now, the main restrictions on what they do is primarily state law and, under Senator McCain's plan, those rules would be stripped away and you would start seeing a lot more insurance companies cherry-picking and excluding people from coverage. That, I think, is a mistake and I think that this is a fundamental difference in our campaign and how we would approach health care."
