year,text,fallacy,speaker,complete_date,component_id,component_span,component_text,source_filename,component_type
2020,"plagiarism, which is something Joe Biden knows a little bit about.",Ad Hominem,PENCE,7 10 2020,,6941 7160,"And quite frankly, when I look at their plan that talks about advancing testing, creating new PPE, developing a vaccine, umm, it looks a little bit like plagiarism, which is something Joe Biden knows a little bit about.",45_2020,unknown
2020,cheerleader,Ad Hominem,PENCE,7 10 2020,T75,43452 43542,Joe Biden has been a cheerleader for Communist China through over the last several decades,45_2020,Claim
2020,white supremacists,Ad Hominem,,7 10 2020,T117,73373 73502,the President of the United States took a debate stage in front of 70 million Americans and refused to condemn white supremacists,45_2020,Claim
2020,neo-Nazis,Ad Hominem,HARRIS,7 10 2020,,73823 74070,"He, on the issue of Charlottesville, where people were peacefully protesting the need for racial justice, where a young woman was killed and on the other side there were neo-Nazis carrying tiki torches shouting racial epithets, anti semitic slurs.",45_2020,unknown
2020,anti semitic slurs,Ad Hominem,HARRIS,7 10 2020,,73823 74070,"He, on the issue of Charlottesville, where people were peacefully protesting the need for racial justice, where a young woman was killed and on the other side there were neo-Nazis carrying tiki torches shouting racial epithets, anti semitic slurs.",45_2020,unknown
2020,neo-Nazis,Ad Hominem,PENCE,7 10 2020,,73823 74070,"He, on the issue of Charlottesville, where people were peacefully protesting the need for racial justice, where a young woman was killed and on the other side there were neo-Nazis carrying tiki torches shouting racial epithets, anti semitic slurs.",45_2020,unknown
2020,white supremacists,Ad Hominem,PENCE,7 10 2020,T117,73373 73502,the President of the United States took a debate stage in front of 70 million Americans and refused to condemn white supremacists,45_2020,Claim
2020,they’re coming for you.,Appeal to Emotion,HARRIS,7 10 2020,T57,33016 33039,they're coming for you.,45_2020,Claim
2020,they’re coming for you,Appeal to Emotion,HARRIS,7 10 2020,T57,33016 33039,they're coming for you.,45_2020,Claim
2020,they’re coming for you,Appeal to Emotion,,7 10 2020,T57,33016 33039,they're coming for you.,45_2020,Claim
2020,made America less safe,Appeal to Emotion,HARRIS,7 10 2020,,51169 51424,"We were in that deal, guys, we were in the Iran nuclear deal with friends, with allies around the country, and because of Donald Trump's unilateral approach to foreign policy, coupled with his isolationism, he pulled us out and has made America less safe.",45_2020,unknown
2020,the American people have witnessed what is the greatest failure of any presidential administration in the history of our country.,Appeal to Authority,HARRIS,7 10 2020,,2849 2984,"Well, the American people have witnessed what is the greatest failure of any presidential administration in the history of our country.",45_2020,unknown
2020,"I think the American people know that this is a president who has put the health of America first and the American people, I believe with my heart, can be proud of the sacrifices they have made.",Appeal to Authority,PENCE,7 10 2020,,7161 7355,"I think the American people know that this is a president who has put the health of America first and the American people, I believe with my heart, can be proud of the sacrifices they have made.",45_2020,unknown
2020,"when you say what the American people have done over these last eight months hasn’t worked, that’s a great disservice to the sacrifices the American people have made.",Appeal to Authority,,7 10 2020,T11,9187 9277,when you say what the American people have done over these last eight months hasn't worked,45_2020,Premise
2020,’m going to speak up on behalf of what the American people have done.,Appeal to Authority,,7 10 2020,,10557 10631,and I'm going to speak up on behalf of what the American people have done.,45_2020,unknown
2020,The American people who have had to sacrifice far too much because of the incompetence of this administration.,Appeal to Authority,HARRIS,7 10 2020,,13546 13656,The American people who have had to sacrifice far too much because of the incompetence of this administration.,45_2020,unknown
2020,But I think the American people know the answer.,Appeal to Authority,PENCE,7 10 2020,,68021 68069,But I think the American people know the answer.,45_2020,unknown
2020,We’re about freedom and respecting the freedom of the American people.,Appeal to Emotion,,7 10 2020,T15,12776 12845,We're about freedom and respecting the freedom of the American people,45_2020,Claim
2020,"I was elected the first woman of color, and black woman",Appeal to Emotion,HARRIS,7 10 2020,,19107 19353,"I was elected the first woman of color, and black woman, to be elected Attorney General of the state of California, where I ran the second largest Department of Justice in the United States, second only to the United States Department of Justice.",45_2020,unknown
2020,the second black woman,Appeal to Emotion,HARRIS,7 10 2020,,19546 19679,"And then, of course, now I serve in the United States Senate as only the second black woman ever elected to the United States Senate.",45_2020,unknown
2020,"our heart breaks for the loss of any innocent American life, and the family of Breonna Taylor has our sympathies.",Appeal to Emotion,PENCE,7 10 2020,,70717 70835,"Well our heart breaks for the loss of any innocent American life, and the family of Breonna Taylor has our sympathies.",45_2020,unknown
2020,"when the debate is over, we come together as Americans",Appeal to Emotion,PENCE,7 10 2020,T124,84705 84728,when the debate is over,45_2020,Premise
2020,"American lives that have been lost, families that are grieving that loss.",Appeal to Emotion,HARRIS,7 10 2020,,7553 7783,"Whatever the Vice President's claiming the administration has done, clearly it hasn't worked when you're looking at over 210,000 dead bodies in our country, American lives that have been lost, families that are grieving that loss.",45_2020,unknown
2020,how moved we’ve all been by the outpouring of prayers and concern for the President.,Appeal to Emotion,PENCE,7 10 2020,,20698 20852,"And let me, let me say on behalf of the President and the First Lady, how moved we've all been by the outpouring of prayers and concern for the President.",45_2020,unknown
2020,Breaks my heart to reflect on it,Appeal to Emotion,PENCE,7 10 2020,,53090 53185,"Breaks my heart to reflect on it, but the military came into the Oval Office, presented a plan.",45_2020,unknown
2020,with a heart that broke the heart of every American,Appeal to Emotion,PENCE,7 10 2020,,53374 53630,"And when Armed Forces finally went in, it was clear she'd been moved two days earlier, and her family says -- with a heart that broke the heart of every American -- that if President Donald Trump had been president, they believe Kayla would be alive today.",45_2020,unknown
2020,"you have to know Joe’s story to know that Joe has known pain, he has known suffering, and he has known love.",Appeal to Emotion,HARRIS,7 10 2020,,86239 86356,"You mean you have to know Joe's story to know that Joe has known pain, he has known suffering, and he has known love.",45_2020,unknown
2020,How calm were you when your children couldn’t see your parents because you were afraid they could kill them?,Appeal to Emotion,,7 10 2020,,8760 8868,How calm were you when your children couldn't see your parents because you were afraid they could kill them?,45_2020,unknown
2020,"the American people, I believe, deserve credit for the sacrifices that they have made, putting the health of their family and their neighbors first, our doctors, our nurses, our first responders",Appeal to Emotion,,7 10 2020,T14,10311 10505,"the American people, I believe, deserve credit for the sacrifices that they have made, putting the health of their family and their neighbors first, our doctors, our nurses, our first responders",45_2020,Claim
2020,the American people and their ability to take that information and put it into practice.,Appeal to Emotion,PENCE,7 10 2020,,11304 11439,President Trump and I have great confidence in the American people and their ability to take that information and put it into practice.,45_2020,unknown
2020,We told the American people what needed to be done and the American people made the sacrifices.,Appeal to Emotion,PENCE,7 10 2020,,11618 11713,We told the American people what needed to be done and the American people made the sacrifices.,45_2020,unknown
2020,President Trump and I trust the American people to make choices in the best interest of their health.,Appeal to Emotion,PENCE,7 10 2020,,12307 12520,"And it was an outdoor event, which all of our scientists regularly and routinely advise, the difference here is President Trump and I trust the American people to make choices in the best interest of their health.",45_2020,unknown
2020,"And people around our country, of every race, of every age, of every gender – perfect strangers to each other – marched shoulder to shoulder, arm and arm, fighting for us to finally achieve that ideal of equal justice under law.",Appeal to Emotion,HARRIS,7 10 2020,,69142 69574,"And it just, it brings me to, you know, the eight minutes and 46 seconds that America witnessed, during which an American man was tortured and killed under the knee of an armed, uniformed police officer. And people around our country, of every race, of every age, of every gender - perfect strangers to each other - marched shoulder to shoulder, arm and arm, fighting for us to finally achieve that ideal of equal justice under law.",45_2020,unknown
