year,text,fallacy,speaker,complete_date,component_id,component_span,component_text,source_filename,component_type,speech_turn
2004,"The problem we have is that, if you look at his record, he doesn't display the qualities of somebody who has conviction.",Ad Hominem,CHENEY,5 10 2004,T445,23300 23390,"if you look at his record, he doesn't display the qualities of somebody who has conviction",30_2004,Claim,"I'm saying specifically that I don't believe he has the qualities we need in a commander in chief because I don't think, based on his record, that he would pursue the kind of aggressive policies that need to be pursued if we're going to defeat these terrorists. We need to battle them overseas so we don't have to battle them here at home. I'm not challenging John Kerry's patriotism. I said in my acceptance speech in New York City at the Republican convention that we respected his service in Vietnam, and I got applause for that. We've never criticized his patriotism. What we've questioned is his judgment. And his judgment's flawed, and the record's there for anybody who wants to look at it. In 1984, when he ran for the Senate he opposed, or called for the elimination of a great many major weapons systems that were crucial to winning the Cold War and are important today to our overall forces. When Saddam Hussein invaded Kuwait and occupied it in 1990 and '91, he stood up on the floor of the Senate and voted against going in to liberate Kuwait and push Saddam Hussein back to Iraq. The problem we have is that, if you look at his record, he doesn't display the qualities of somebody who has conviction. And with respect to this particular operation, we've seen a situation in which, first, they voted to commit the troops, to send them to war, John Edwards and John Kerry, then they came back and when the question was whether or not you provide them with the resources they needed -- body armor, spare parts, ammunition -- they voted against it. I couldn't figure out why that happened initially. And then I looked and figured out that what was happening was Howard Dean was making major progress in the Democratic primaries, running away with the primaries based on an anti-war record. So they, in effect, decided they would cast an anti-war vote and they voted against the troops. Now if they couldn't stand up to the pressures that Howard Dean represented, how can we expect them to stand up to Al Qaida?"
2004,"Your rhetoric, Senator, would be a lot more credible if there was a record to back it up. There isn't.",Ad Hominem,CHENEY,5 10 2004,T186,21440 21528,"Your rhetoric, Senator, would be a lot more credible if there was a record to back it up",30_2004,Premise,"Your rhetoric, Senator, would be a lot more credible if there was a record to back it up. There isn't. And you cannot use ""talk tough"" during the course of a 90-minute debate in a presidential campaign to obscure a 30-year record in the United States Senate and, prior to that by John Kerry, who has consistently come down on the wrong side of all the major defense issues that he's faced as a public official."
2004,"When the vice president was CEO of Halliburton, they took advantage of every offshore loophole available.",Ad Hominem,EDWARDS,5 10 2004,T919,70888 70992,"When the vice president was CEO of Halliburton, they took advantage of every offshore loophole available",30_2004,Premise,"Well, first of all, I have paid all the taxes that I owe. When the vice president was CEO of Halliburton, they took advantage of every offshore loophole available. They had multiple offshore companies that were avoiding taxes. Those are the kind of things that ought to be closed. They ought to be closed. They ought to be closed for anybody. They ought to be closed whether they're personal, and they ought to be closed whether they apply to a corporation. But the reality is health care costs are going up every day for the American people, and I hope we're going to get a chance to talk more about health care."
2004,They were with the drug companies.,Ad Hominem,EDWARDS,5 10 2004,T392,94484 94517,They were with the drug companies,30_2004,Claim,"They had a choice on allowing prescription drugs into this country from Canada, of being with the American people or with the drug companies. They were with the drug companies. They had a choice on negotiating discounts in the Medicare prescription drug bill of being with the American people or with the drug companies. They were with the drug companies. They had a choice on the patients' bill of rights, allowing people to make their own health care decisions and not having insurance companies make them, be with the American people, be with the big insurance companies. They're with the insurance companies. John Kerry and I will always fight for the American people."
2004,They're with the insurance companies.,Ad Hominem,EDWARDS,5 10 2004,T393,94917 94953,They're with the insurance companies,30_2004,Claim,"They had a choice on allowing prescription drugs into this country from Canada, of being with the American people or with the drug companies. They were with the drug companies. They had a choice on negotiating discounts in the Medicare prescription drug bill of being with the American people or with the drug companies. They were with the drug companies. They had a choice on the patients' bill of rights, allowing people to make their own health care decisions and not having insurance companies make them, be with the American people, be with the big insurance companies. They're with the insurance companies. John Kerry and I will always fight for the American people."
2004,"This is relevant, because he was pushing for lifting sanctions when he was CEO of Halliburton.",Ad Hominem,EDWARDS,5 10 2004,T580,40166 40233,he was pushing for lifting sanctions when he was CEO of Halliburton,30_2004,Premise,"Well, the vice president talks about there being a member, or someone associated with Al Qaida, in Iraq. There are 60 countries who have members of Al Qaida in them. How many of those countries are we going to invade? Not only that, he talks about Iran. The reality about Iran is that Iran has moved forward with their nuclear weapons program on their watch. They ceded responsibility to dealing with it to the Europeans. Now, the vice president, as you pointed out, spoke out loudly for lifting the sanctions on Iraq. John Kerry and I believe we need to strengthen the sanctions on Iraq, including closing the loophole that allows companies to use a subsidiary, offshore subsidiaries to do business with Iran. I mentioned Halliburton a few minute ago in connection with the $87 billion, and you raised it in this question. This is relevant, because he was pushing for lifting sanctions when he was CEO of Halliburton. Here's why we didn't think Halliburton should have a no-bid contract. While he was CEO of Halliburton, they paid millions of dollars in fines for providing false information on their company, just like Enron and Ken Lay. They did business with Libya and Iran, two sworn enemies of the United States. They're now under investigation for having bribed foreign officials during that period of time. Not only that, they've gotten a $7.5 billion no-bid contract in Iraq, and instead of part of their money being withheld, which is the way it's normally done, because they're under investigation, they've continued to get their money."
2004,"While he was CEO of Halliburton, they paid millions of dollars in fines for providing false information on their company, just like Enron and Ken Lay.",Ad Hominem,EDWARDS,5 10 2004,T588,40305 40425,"While he was CEO of Halliburton, they paid millions of dollars in fines for providing false information on their company",30_2004,Premise,"Well, the vice president talks about there being a member, or someone associated with Al Qaida, in Iraq. There are 60 countries who have members of Al Qaida in them. How many of those countries are we going to invade? Not only that, he talks about Iran. The reality about Iran is that Iran has moved forward with their nuclear weapons program on their watch. They ceded responsibility to dealing with it to the Europeans. Now, the vice president, as you pointed out, spoke out loudly for lifting the sanctions on Iraq. John Kerry and I believe we need to strengthen the sanctions on Iraq, including closing the loophole that allows companies to use a subsidiary, offshore subsidiaries to do business with Iran. I mentioned Halliburton a few minute ago in connection with the $87 billion, and you raised it in this question. This is relevant, because he was pushing for lifting sanctions when he was CEO of Halliburton. Here's why we didn't think Halliburton should have a no-bid contract. While he was CEO of Halliburton, they paid millions of dollars in fines for providing false information on their company, just like Enron and Ken Lay. They did business with Libya and Iran, two sworn enemies of the United States. They're now under investigation for having bribed foreign officials during that period of time. Not only that, they've gotten a $7.5 billion no-bid contract in Iraq, and instead of part of their money being withheld, which is the way it's normally done, because they're under investigation, they've continued to get their money."
2004,The reason they keep trying to attack Halliburton is because they want to obscure their own record.,Ad Hominem,CHENEY,5 10 2004,T637,44639 44677,they keep trying to attack Halliburton,30_2004,Claim,"Gwen, I want to go back to the last comment, and then I'll come back to Israel-Palestine. The reason they keep trying to attack Halliburton is because they want to obscure their own record. And Senator, frankly, you have a record in the Senate that's not very distinguished. You've missed 33 out of 36 meetings in the Judiciary Committee, almost 70 percent of the meetings of the Intelligence Committee. You've missed a lot of key votes: on tax policy, on energy, on Medicare reform. Your hometown newspaper has taken to calling you ""Senator Gone."" You've got one of the worst attendance records in the United States Senate. Now, in my capacity as vice president, I am the president of Senate, the presiding officer. I'm up in the Senate most Tuesdays when they're in session. The first time I ever met you was when you walked on the stage tonight. In respect to Israel and Palestine, Gwen, the suicide bombers, in part, were generated by Saddam Hussein, who paid $25,000 to the families of suicide bombers. I personally think one of the reasons that we don't have as many suicide attacks today in Israel as we've had in the past is because Saddam is no longer in business. We've been strong supporters of Israel. The president stepped forward and put in place a policy basically that said we will support the establishment of two states. First president ever to say we'll establish and support a Palestinian state nextdoor to Israelis. But first, there has to be an interlocutor you can trust and deal with. And we won't have that, we don't have it now, in a Yasser Arafat. There has to be reform of the Palestinian system."
2004,"The vice president, I'm surprised to hear him talk about records.",Ad Hominem,EDWARDS,5 10 2004,T658,46359 46403,I'm surprised to hear him talk about records,30_2004,Claim,"That was a complete distortion of my record. I know that won't come as a shock. The vice president, I'm surprised to hear him talk about records. When he was one of 435 members of the United States House, he was one of 10 to vote against Head Start, one of four to vote against banning plastic weapons that can pass through metal detectors. He voted against the Department of Education. He voted against funding for Meals on Wheels for seniors. He voted against a holiday for Martin Luther King. He voted against a resolution calling for the release of Nelson Mandela in South Africa. It's amazing to hear him criticize either my record or John Kerry's."
2004,"And it's important for America to confront the situation in Iran, because Iran is an enormous threat to Israel and to the Israeli people.",Appeal to Emotion,EDWARDS,5 10 2004,T624,44357 44417,it's important for America to confront the situation in Iran,30_2004,Claim,"Well, first of all, I do agree that we've been largely absent, not entirely absent, but largely absent from the peace-making process over the last four years. And let me just say a couple of preliminary things and then talk about where we are now. First, the Israeli people not only have the right to defend themselves, they should defend themselves. They have an obligation to defend themselves. I mean, if I can, just for a moment, tell you a personal story. I was in Jerusalem a couple of years ago, actually three years ago, in August of 2001, staying at the King David Hotel. We left in the morning, headed to the airport to leave, and later in the day I found out that that same day, not far from where we were staying, the Sbarro Pizzeria was hit by a suicide bomber in Jerusalem. Fifteen people were killed. Six children were killed. What are the Israeli people supposed to do? How can they continue to watch Israeli children killed by suicide bombers, killed by terrorists? They have not only the right but the obligation to defend themselves. Now, we know that the prime minister has made a decision, a historic decision, to unilaterally withdraw from Gaza. It's important for America to participate in helping with that process. Now, if Gaza's being used as a platform for attacking the Israeli people, that has to be stopped. And Israel has a right to defend itself. They don't have a partner for peace right now. They certainly don't have a partner in Arafat, and they need a legitimate partner for peace. And I might add, it is very important for America to crack down on the Saudis who have not had a public prosecution for financing terrorism since 9/11. And it's important for America to confront the situation in Iran, because Iran is an enormous threat to Israel and to the Israeli people."
