year,text,fallacy,speaker,complete_date,component_id,component_span,component_text,source_filename,component_type,speech_turn
2012,"You know, just a couple of weeks ago, actually, probably about a month, I saw a mother, who I had met at the bedside of her son, who had been shot in that theater.  And her son had been shot through the head.",Appeal to Emotion,OBAMA,16 10 2012,T920,78656 78803,"a couple of weeks ago, actually, probably about a month, I saw a mother, who I had met at the bedside of her son, who had been shot in that theater",39_2012,Premise,"We're a nation that believes in the Second Amendment, and I believe in the Second Amendment. We've got a long tradition of hunting and sportsmen and people who want to make sure they can protect themselves. But there have been too many instances during the course of my presidency, where I've had to comfort families who have lost somebody. Most recently out in Aurora. You know, just a couple of weeks ago, actually, probably about a month, I saw a mother, who I had met at the bedside of her son, who had been shot in that theater. And her son had been shot through the head. And we spent some time, and we said a prayer and, remarkably, about two months later, this young man and his mom showed up, and he looked unbelievable, good as new. But there were a lot of families who didn't have that good fortune and whose sons or daughters or husbands didn't survive. So my belief is that, (A), we have to enforce the laws we've already got, make sure that we're keeping guns out of the hands of criminals, those who are mentally ill. We've done a much better job in terms of background checks, but we've got more to do when it comes to enforcement. But I also share your belief that weapons that were designed for soldiers in war theaters don't belong on our streets. And so what I'm trying to do is to get a broader conversation about how do we reduce the violence generally. Part of it is seeing if we can get an assault weapons ban reintroduced. But part of it is also looking at other sources of the violence. Because frankly, in my home town of Chicago, there's an awful lot of violence and they're not using AK-47s. They're using cheap hand guns. And so what can we do to intervene, to make sure that young people have opportunity; that our schools are working; that if there's violence on the streets, that working with faith groups and law enforcement, we can catch it before it gets out of control. And so what I want is a -- is a comprehensive strategy. Part of it is seeing if we can get automatic weapons that kill folks in amazing numbers out of the hands of criminals and the mentally ill. But part of it is also going deeper and seeing if we can get into these communities and making sure we catch violent impulses before they occur."
2012,"And Governor Romney's says he's got a five-point plan? Governor Romney doesn't have a five-point plan. He has a one-point plan. And that plan is to make sure that folks at the top play by a different set of rules. That's been his philosophy in the private sector, that's been his philosophy as governor, that's been his philosophy as a presidential candidate.",Appeal to Authority,OBAMA,16 10 2012,T89,9197 9243,Governor Romney doesn't have a five-point plan,39_2012,Claim,"Candy, what Governor Romney said just isn't true. He wanted to take them into bankruptcy without providing them any way to stay open. And we would have lost a million jobs. And that -- don't take my word for it, take the executives at GM and Chrysler, some of whom are Republicans, may even support Governor Romney. But they'll tell you his prescription wasn't going to work. And Governor Romney's says he's got a five-point plan? Governor Romney doesn't have a five-point plan. He has a one-point plan. And that plan is to make sure that folks at the top play by a different set of rules. That's been his philosophy in the private sector, that's been his philosophy as governor, that's been his philosophy as a presidential candidate. You can make a lot of money and pay lower tax rates than somebody who makes a lot less. You can ship jobs overseas and get tax breaks for it. You can invest in a company, bankrupt it, lay off the workers, strip away their pensions, and you still make money. That's exactly the philosophy that we've seen in place for the last decade. That's what's been squeezing middle class families. And we have fought back for four years to get out of that mess. The last thing we need to do is to go back to the very same policies that got us there."
2012,"Katherine, I just want to point out that when Governor Romney's campaign was asked about the Lilly Ledbetter bill, whether he supported it? He said, ""I'll get back to you."" And that's not the kind of advocacy that women need in any economy.",Appeal to Authority,OBAMA,16 10 2012,T564,42620 42682,that's not the kind of advocacy that women need in any economy,39_2012,Claim,"Katherine, I just want to point out that when Governor Romney's campaign was asked about the Lilly Ledbetter bill, whether he supported it? He said, ""I'll get back to you."" And that's not the kind of advocacy that women need in any economy. Now, there are some other issues that have a bearing on how women succeed in the workplace. For example, their healthcare. You know a major difference in this campaign is that Governor Romney feels comfortable having politicians in Washington decide the health care choices that women are making. I think that's a mistake. In my health care bill, I said insurance companies need to provide contraceptive coverage to everybody who is insured. Because this is not just a -- a health issue, it's an economic issue for women. It makes a difference. This is money out of that family's pocket. Governor Romney not only opposed it, he suggested that in fact employers should be able to make the decision as to whether or not a woman gets contraception through her insurance coverage. That's not the kind of advocacy that women need. When Governor Romney says that we should eliminate funding for Planned Parenthood, there are millions of women all across the country, who rely on Planned Parenthood for, not just contraceptive care, they rely on it for mammograms, for cervical cancer screenings. That's a pocketbook issue for women and families all across the country. And it makes a difference in terms of how well and effectively women are able to work. When we talk about child care, and the credits that we're providing. That makes a difference in whether they can go out there and -- and earn a living for their family. These are not just women's issues. These are family issues. These are economic issues. And one of the things that makes us grow as an economy is when everybody participates and women are getting the same fair deal as men are."
2012,But there were a lot of families who didn't have that good fortune and whose sons or daughters or husbands didn't survive.,Appeal to Emotion,OBAMA,16 10 2012,T918,79018 79135,there were a lot of families who didn't have that good fortune and whose sons or daughters or husbands didn't survive,39_2012,Claim,"We're a nation that believes in the Second Amendment, and I believe in the Second Amendment. We've got a long tradition of hunting and sportsmen and people who want to make sure they can protect themselves. But there have been too many instances during the course of my presidency, where I've had to comfort families who have lost somebody. Most recently out in Aurora. You know, just a couple of weeks ago, actually, probably about a month, I saw a mother, who I had met at the bedside of her son, who had been shot in that theater. And her son had been shot through the head. And we spent some time, and we said a prayer and, remarkably, about two months later, this young man and his mom showed up, and he looked unbelievable, good as new. But there were a lot of families who didn't have that good fortune and whose sons or daughters or husbands didn't survive. So my belief is that, (A), we have to enforce the laws we've already got, make sure that we're keeping guns out of the hands of criminals, those who are mentally ill. We've done a much better job in terms of background checks, but we've got more to do when it comes to enforcement. But I also share your belief that weapons that were designed for soldiers in war theaters don't belong on our streets. And so what I'm trying to do is to get a broader conversation about how do we reduce the violence generally. Part of it is seeing if we can get an assault weapons ban reintroduced. But part of it is also looking at other sources of the violence. Because frankly, in my home town of Chicago, there's an awful lot of violence and they're not using AK-47s. They're using cheap hand guns. And so what can we do to intervene, to make sure that young people have opportunity; that our schools are working; that if there's violence on the streets, that working with faith groups and law enforcement, we can catch it before it gets out of control. And so what I want is a -- is a comprehensive strategy. Part of it is seeing if we can get automatic weapons that kill folks in amazing numbers out of the hands of criminals and the mentally ill. But part of it is also going deeper and seeing if we can get into these communities and making sure we catch violent impulses before they occur."
2016,"In the audience tonight, we have four mothers of—I mean, these are unbelievable people that I've gotten to know over a period of years whose children have been killed, brutally killed by people that came into the country illegally .",Appeal to Emotion,CLINTON,19 10 2016,T851,2493 2500,we have,39_2012,Claim,"Thank you, Jeremy. I appreciate your -- your question, and thank you for being here this evening and to all of those from Nassau County that have come, thank you for your time. Thank you to Hofstra University and to Candy Crowley for organizing and leading this -- this event. Thank you, Mr. President, also for being part of this -- this debate. Your question -- your question is one that's being asked by college kids all over this country. I was in Pennsylvania with someone who had just graduated -- this was in Philadelphia -- and she said, ""I've got my degree. I can't find a job. I've got three part- time jobs. They're just barely enough to pay for my food and pay for an apartment. I can't begin to pay back my student loans."" So what we have to do is two things. We have to make sure that we make it easier for kids to afford college."
2016,"In the audience tonight, we have four mothers of—I mean, these are unbelievable people that I've gotten to know over a period of years whose children have been killed, brutally killed by people that came into the country illegally .",Appeal to Emotion,TRUMP,19 10 2016,T851,2493 2500,we have,39_2012,Claim,"Thank you, Jeremy. I appreciate your -- your question, and thank you for being here this evening and to all of those from Nassau County that have come, thank you for your time. Thank you to Hofstra University and to Candy Crowley for organizing and leading this -- this event. Thank you, Mr. President, also for being part of this -- this debate. Your question -- your question is one that's being asked by college kids all over this country. I was in Pennsylvania with someone who had just graduated -- this was in Philadelphia -- and she said, ""I've got my degree. I can't find a job. I've got three part- time jobs. They're just barely enough to pay for my food and pay for an apartment. I can't begin to pay back my student loans."" So what we have to do is two things. We have to make sure that we make it easier for kids to afford college."
2012,"And that's why the plan that I've put forward for manufacturing and education, and reducing our deficit in a sensible way, using the savings from ending wars, to rebuild America and putting people back to work.",Appeal to Emotion,OBAMA,16 10 2012,T670,52210 52404,"the plan that I've put forward for manufacturing and education, and reducing our deficit in a sensible way, using the savings from ending wars, to rebuild America and putting people back to work",39_2012,Claim,"I said that we would put in place health care reform to make sure that insurance companies can't jerk you around and if you don't have health insurance, that you'd have a chance to get affordable insurance, and I have. I committed that I would rein in the excesses of Wall Street, and we passed the toughest Wall Street reforms since the 1930s. We've created five million jobs, and gone from 800 jobs a month being lost, and we are making progress. We saved an auto industry that was on the brink of collapse. Now, does that mean you're not struggling? Absolutely not. A lot of us are. And that's why the plan that I've put forward for manufacturing and education, and reducing our deficit in a sensible way, using the savings from ending wars, to rebuild America and putting people back to work. Making sure that we are controlling our own energy, but not only the energy of today, but also the energy of the future. All of those things will make a difference, so the point is the commitments I've made, I've kept. And those that I haven't been able to keep, it's not for lack of trying and we're going to get it done in a second term. But, you should pay attention to this campaign, because Governor Romney has made some commitments as well. And I suspect he'll keep those too. You know when members of the Republican Congress say, ""We're going to sign a no tax pledge, so that we don't ask a dime for millionaires and billionaires to reduce our deficit so we can still invest in education, and helping kids go to college. He said, ""Me too."" When they said, ""We're going to cut Planned Parenthood funding."" He said, ""Me too."" When he said, ""We're going to repeal Obamacare. First thing I'm going to do,"" despite the fact that it's the same health care plan that he passed in Massachusetts and is working well. He said, ""Me too."" That is not the kind of leadership that you need, but you should expect that those are promises he's going to keep. (CROSSTALK)"
2012,I care about 100 percent of the American people. I want 100 percent of the American people to have a bright and prosperous future.,Appeal to Emotion,ROMNEY,16 10 2012,T196,96357 96404,I care about 100 percent of the American people,39_2012,Claim,"Thank you, and that's an opportunity for me, and I appreciate it. In the nature of a campaign, it seems that some campaigns are focused on attacking a person rather than prescribing their own future and the things they'd like to do. In the course of that, I think the president's campaign has tried to characterize me as -- as someone who's very different than who I am. I care about 100 percent of the American people. I want 100 percent of the American people to have a bright and prosperous future. I care about our kids. I understand what it takes to make a bright and prosperous future for America again. I spent my life in the private sector, not in government. I'm a guy who wants to help with the experience I have, the American people. My -- my passion probably flows from the fact that I believe in God. And I believe we're all children of the same God. I believe we have a responsibility to care for one another. I -- I served as a missionary for my church. I served as a pastor in my congregation for about 10 years. I've sat across the table from people who were out of work and worked with them to try and find new work or to help them through tough times. I went to the Olympics when they were in trouble to try and get them on track. And as governor of my state, I was able to get 100 percent of my people insured, all my kids, about 98 percent of the adults. I was able also to get our schools ranked number one in the nation, so 100 percent of our kids would have a bright opportunity for a future."
2012,"But first of all, this is a nation of immigrants. We welcome people coming to this country as immigrants.",Appeal to Emotion,ROMNEY,16 10 2012,T747,58629 58659,this is a nation of immigrants,39_2012,Premise,"Thank you. Lorraine? Did I get that right? Good. Thank you for your question. And let me step back and tell you what I would like to do with our immigration policy broadly and include an answer to your question. But first of all, this is a nation of immigrants. We welcome people coming to this country as immigrants. My dad was born in Mexico of American parents; Ann's dad was born in Wales and is a first-generation American. We welcome legal immigrants into this country. I want our legal system to work better. I want it to be streamlined. I want it to be clearer. I don't think you have to -- shouldn't have to hire a lawyer to figure out how to get into this country legally. I also think that we should give visas to people -- green cards, rather, to people who graduate with skills that we need. People around the world with accredited degrees in science and math get a green card stapled to their diploma, come to the U.S. of A. We should make sure our legal system works. Number two, we're going to have to stop illegal immigration. There are 4 million people who are waiting in line to get here legally. Those who've come here illegally take their place. So I will not grant amnesty to those who have come here illegally. What I will do is I'll put in place an employment verification system and make sure that employers that hire people who have come here illegally are sanctioned for doing so. I won't put in place magnets for people coming here illegally. So for instance, I would not give driver's licenses to those that have come here illegally as the president would. The kids of those that came here illegally, those kids, I think, should have a pathway to become a permanent resident of the United States and military service, for instance, is one way they would have that kind of pathway to become a permanent resident."
2012,"This is not just a women's issue, this is a family issue, this is a middle-class issue, and that's why we've got to fight for it.",Appeal to Emotion,OBAMA,16 10 2012,T533,38232 38257,we've got to fight for it,39_2012,Claim,"Well, Katherine, that's a great question. And, you know, I was raised by a single mom who had to put herself through school while looking after two kids. And she worked hard every day and made a lot of sacrifices to make sure we got everything we needed. My grandmother, she started off as a secretary in a bank. She never got a college education, even though she was smart as a whip. And she worked her way up to become a vice president of a local bank, but she hit the glass ceiling. She trained people who would end up becoming her bosses during the course of her career. She didn't complain. That's not what you did in that generation. And this is one of the reasons why one of the first -- the first bill I signed was something called the Lily Ledbetter bill. And it's named after this amazing woman who had been doing the same job as a man for years, found out that she was getting paid less, and the Supreme Court said that she couldn't bring suit because she should have found about it earlier, whereas she had no way of finding out about it. So we fixed that. And that's an example of the kind of advocacy that we need, because women are increasingly the breadwinners in the family. This is not just a women's issue, this is a family issue, this is a middle-class issue, and that's why we've got to fight for it. It also means that we've got to make sure that young people like yourself are able to afford a college education. Earlier, Governor Romney talked about he wants to make Pell Grants and other education accessible for young people. Well, the truth of the matter is, is that that's exactly what we've done. We've expanded Pell Grants for millions of people, including millions of young women, all across the country. We did it by taking $60 billion that was going to banks and lenders as middlemen for the student loan program, and we said, let's just cut out the middleman. Let's give the money directly to students. And as a consequence, we've seen millions of young people be able to afford college, and that's going to make sure that young women are going to be able to compete in that marketplace. But we've got to enforce the laws, which is what we are doing, and we've also got to make sure that in every walk of life we do not tolerate discrimination. That's been one of the hallmarks of my administration. I'm going to continue to push on this issue for the next four years."
