year,text,fallacy,speaker,complete_date,component_id,component_span,component_text,source_filename,component_type
1980,"It seems to totally belie the claim that I heard President Carter make a few days ago, that he was the first President that had come forth with a real urban strategy to meet the problems of urban America.",Ad Hominem,ANDERSON,21 9 1980,T195,29912 30115,"It seems to totally belie the claim that I heard President Carter make a few days ago, that he was the first President that had come forth with a real urban strategy to meet the problems of urban America",8_1980,Claim
1980,You are robbing the American people of their savings.,Appeal to Emotion,REAGAN,21 9 1980,T26,6488 6540,You are robbing the American people of their savings,8_1980,Premise
1980,It will come from the pockets of the people,Appeal to Emotion,REAGAN,21 9 1980,T198,32289 32332,It will come from the pockets of the people,8_1980,Claim
1980,It will come from the pockets of the people who are living in those very areas.,Appeal to Emotion,REAGAN,21 9 1980,T200,32334 32412,It will come from the pockets of the people who are living in those very areas,8_1980,Claim
1980,We believe that that's too much additional money to take out of the pockets of the people.,Appeal to Emotion,REAGAN,21 9 1980,T250,40809 40898,We believe that that's too much additional money to take out of the pockets of the people,8_1980,Claim
1980,"But whether I agree or disagree with some individual, or what he may say, or how he may say it, I don't think there's any way that we can suggest that because people believe in God and go to church, that they should not want reflected in those people and those causes they support, their own belief in morality, and in the high traditions and principles which we've abandoned so much in this country.",Appeal to Authority,REAGAN,21 9 1980,T320,44320 44623,"I don't think there's any way that we can suggest that because people believe in God and go to church, that they should not want reflected in those people and those causes they support, their own belief in morality, and in the high traditions and principles which we've abandoned so much in this country",8_1980,Claim
1980,"And one journal, the San Francisco Chronicle, a respected newspaper, said there was no question about the fact that Governor Reagan had prevented the State of California from going bankrupt.",Appeal to Authority,REAGAN,21 9 1980,T271,43168 43353,"one journal, the San Francisco Chronicle, a respected newspaper, said there was no question about the fact that Governor Reagan had prevented the State of California from going bankrupt",8_1980,Premise
1980,"With regard to the freedom of the individual for choice with regard to abortion, there's one individual who's not being considered at all. That's the one who is being aborted.",Appeal to Emotion,REAGAN,21 9 1980,T312,48613 48750,"With regard to the freedom of the individual for choice with regard to abortion, there's one individual who's not being considered at all",8_1980,Claim
1980,is an unborn child a human being?,Appeal to Emotion,REAGAN,21 9 1980,T311,49080 49153,"if we would determine once and for all, is an unborn child a human being?",8_1980,Premise
1980,"And as a result, the families of some of our young servicemen are on food stamps today.",Appeal to Emotion,ANDERSON,21 9 1980,T113,20404 20486,"as a result, the families of some of our young servicemen are on food stamps today",8_1980,Premise
1980,I would rather see us reduce the consumption of imported oil than have to send American boys to fight in the Persian Gulf.,Appeal to Emotion,ANDERSON,21 9 1980,T82,14446 14567,I would rather see us reduce the consumption of imported oil than have to send American boys to fight in the Persian Gulf,8_1980,Premise
1980,We came from 100 different corners of the earth.,Appeal to Emotion,REAGAN,21 9 1980,T358,51079 51127,We came from 100 different corners of the earth.,8_1980,Premise
1980,We spoke a multitude of tongues.,Appeal to Emotion,REAGAN,21 9 1980,T359,51128 51160,We spoke a multitude of tongues.,8_1980,Premise
1980,"We landed on this Eastern shore and then went out over the mountains and the prairies and the deserts and the far western mountains to the Pacific, building cities and towns and farms, and schools and churches.",Appeal to Emotion,REAGAN,21 9 1980,T360,51202 51371,"went out over the mountains and the prairies and the deserts and the far western mountains to the Pacific, building cities and towns and farms, and schools and churches.",8_1980,Premise
1980,"If wind, water or fire destroyed them, we built them again.",Appeal to Emotion,REAGAN,21 9 1980,T361,51372 51431,"If wind, water or fire destroyed them, we built them again.",8_1980,Premise
1980,"And in so doing, at the same time, we built a new breed of human called an American - a proud, an independent., and a most compassionate individual, for the most part.",Appeal to Emotion,REAGAN,21 9 1980,T362,51467 51598,"we built a new breed of human called an American - a proud, an independent., and a most compassionate individual, for the most part",8_1980,Claim
1980,"The living Americans today have fought harder, paid a higher price for freedom, and done more to advance the dignity of man than any people who ever lived on this earth.",Appeal to Emotion,REAGAN,21 9 1980,T341,52441 52609,"The living Americans today have fought harder, paid a higher price for freedom, and done more to advance the dignity of man than any people who ever lived on this earth",8_1980,Claim
1980,I would not leave this country go undefended.,Appeal to Emotion,ANDERSON,21 9 1980,T117,21112 21156,I would not leave this country go undefended,8_1980,Claim
1980,shameful,Appeal to Emotion,ANDERSON,21 9 1980,T115,20517 20530,it's shameful,8_1980,Claim
1980,for heaven's sakes,Appeal to Emotion,REAGAN,21 9 1980,T139,23181 23438,"recognizing that if we're going to have young men and women responsible for our security, dealing with this sophisticated equipment, then for heaven's sakes, let's go out and have a pay scale that is commensurate with the sacrifice that we're asking of them",8_1980,Claim
1980,boondoggle,Appeal to Emotion,ANDERSON,21 9 1980,T146,24467 24516,I do not support a boondoggle like the MX missile,8_1980,Claim
1980,brutal,Appeal to Emotion,ANDERSON,21 9 1980,T227,36964 37012,"He went so far as to call it ""brutal economics.""",8_1980,Premise
1980,a total misunderstanding,Appeal to Emotion,ANDERSON,21 9 1980,T77,13660 13893,"I simply cannot allow to go unpassed the statements that have just been made by Mr. Reagan, who once again, has demonstrated, I think, a total misunderstanding of the energy crisis that confronts, not only this country, but the world",8_1980,Claim
1980,"If we don't resolve that issue, all others become irrelevant.",Slippery Slope,ANDERSON,21 9 1980,T352,55231 55291,"If we don't resolve that issue, all others become irrelevant",8_1980,Claim
1980,separation of church and state,Slogans,ANDERSON,21 9 1980,T292,46210 46394,"to try to tell the parishioners of any church, of any denomination, how they should vote, or for whom they should vote, I think violates the principle of separation of church and state",8_1980,Claim
1980,freedom of choice,Slogans,ANDERSON,21 9 1980,T297,47144 47174,I believe in freedom of choice,8_1980,Claim
1980,First Amendment,Slogans,ANDERSON,21 9 1980,T318,49905 49948,if we really believe in the First Amendment,8_1980,Premise
1980,right of the individual,Slogans,ANDERSON,21 9 1980,T319,49950 50023,if we really believe in freedom of choice and the right of the individual,8_1980,Premise
