year,text,fallacy,speaker,complete_date,component_id,component_span,component_text,source_filename,component_type
1976,Governor Carter apparently doesn't know the facts.,Ad Hominem,FORD,6 10 1976,T501,40224 40273,Governor Carter apparently doesn't know the facts,6_1976,Premise
1976,"Obviously, this is another indication of trying to use the defense budget for political purposes, which he's trying to do tonight.",Ad Hominem,CARTER,6 10 1976,T255,11061 11146,this is another indication of trying to use the defense budget for political purposes,6_1976,Claim
1976,"We've seen, in this world, a development of a tremendous threat to us.",Appeal to Emotion,CARTER,6 10 1976,T545,46115 46184,"We've seen, in this world, a development of a tremendous threat to us",6_1976,Claim
1976,I also - know that as far as the human beings on this earth are concerned that the nonproliferation of atomic weapons is number one.,Appeal to Emotion,CARTER,6 10 1976,T532,46352 46404,the nonproliferation of atomic weapons is number one,6_1976,Claim
1976,"Will it be a nightmare world threatened with the proliferation of atomic bombs, not just in five major countries but dozens of smaller countries that have been permitted to develop atomic weapons because of a failure of our top leadership to stop proliferation? Will we have a world of hunger and - and hatred, and will we be living in an armed camp stripped of our friendship and allies hiding behind a tight defense that's been drawn in around us because we are fearful of the outside world?",Appeal to Emotion,CARTER,6 10 1976,T213,71475 71735,"Will it be a nightmare world threatened with the proliferation of atomic bombs, not just in five major countries but dozens of smaller countries that have been permitted to develop atomic weapons because of a failure of our top leadership to stop proliferation",6_1976,Premise
1976,"If we can just tap the intelligence and ability, the sound common sense and the good judgment of the American people, we can once again have a foreign policy to make us proud instead of ashamed.",Appeal to Authority,CARTER,6 10 1976,T315,13993 14186,"If we can just tap the intelligence and ability, the sound common sense and the good judgment of the American people, we can once again have a foreign policy to make us proud instead of ashamed",6_1976,Claim
1976,Even the Republican platform has criticized the lack of leadership in Mr. Ford and they've criticized the foreign policy of this administration. This is one instance where I agree with - with the Republican platform.,Appeal to Authority,CARTER,6 10 1976,T20,4424 4502,Even the Republican platform has criticized the lack of leadership in Mr. Ford,6_1976,Claim
1976,And we handled it responsibly and I think Captain Miller's testimony to that effect is the best evidence.,Appeal to Authority,FORD,6 10 1976,T130,64284 64309,we handled it responsibly,6_1976,Claim
1976,"We've lost in our foreign policy, the character of the American people.",Appeal to Emotion,CARTER,6 10 1976,T7,3180 3212;3212 3250,"We've lost in our foreign policy, the character of the American people",6_1976,Premise
1976,One of the uh - most embarrassing uh - failures,Appeal to Emotion,CARTER,6 10 1976,T173,69818 70147,"One of the uh - most embarrassing uh - failures of the Ford administration, and one that touches specifically on human rights, is his refusal to appoint a presidential commission to go to Vietnam, to go to Laos, to go to Cambodia and try to trade for the release of information about those who are missing in action in those wars",6_1976,Claim
1976,disarray,Appeal to Emotion,CARTER,6 10 1976,T555,49199 49272,with our economy in such terrible disarray and getting worse by the month,6_1976,Premise
1976,ridiculous,Appeal to Emotion,CARTER,6 10 1976,T243,10043 10145,That would obviously be a ridiculous thing for anyone to do who wanted to be president of this country,6_1976,Premise
1976,embarrassment,Appeal to Emotion,CARTER,6 10 1976,T290,15606 15714,"we've made agreements, like in Vietnam, uh - that have uh - been revealed later on to our uh - embarrassment",6_1976,Premise
1976,a bluffing statement,Appeal to Emotion,CARTER,6 10 1976,T303,16659 16694,before we made a bluffing statement,6_1976,Premise
1976,very damaging,Appeal to Emotion,CARTER,6 10 1976,T264,16875 16995,I think it's very damaging to our country for Mr. Ford to have turned over this responsibility to the secretary of state,6_1976,Claim
1976,an absolute disgrace,Appeal to Emotion,CARTER,6 10 1976,T170,66495 66519,is an absolute disgrace.,6_1976,Claim
1976,a disgrace,Appeal to Emotion,CARTER,6 10 1976,T153,67230 67390,I think it's a disgrace that so far Mr. Ford's administration has blocked the passage of legislation that would've revealed by law every instance of the boycott,6_1976,Claim
1976,a ridiculous thing,Appeal to Emotion,CARTER,6 10 1976,T243,10043 10145,That would obviously be a ridiculous thing for anyone to do who wanted to be president of this country,6_1976,Premise
1976,We've got two and a half million more Americans out of work now than we had when Mr. Ford took office.,False Cause,CARTER,6 10 1976,T557,49368 49469,We've got two and a half million more Americans out of work now than we had when Mr. Ford took office,6_1976,Premise
1976,This kind of confusion and absence of leadership has let us drift now for two years with a constantly increasing threat of atomic weapons throughout the world.,False Cause,CARTER,6 10 1976,T524,47289 47447,This kind of confusion and absence of leadership has let us drift now for two years with a constantly increasing threat of atomic weapons throughout the world,6_1976,Claim
1976,"We have been successful in Portugal, where a year ago it looked like there was a very great possibility that the uh - Communists would take over in Portugal. It didn't happen. We have a democracy in Portugal today.",False Cause,FORD,6 10 1976,T224,7910 7945,We have been successful in Portugal,6_1976,Premise
1976,"If the United States had not moved when we did in southern Africa, there's no doubt there would have been an acceleration of bloodshed in that tragic part of the world.",Slippery Slope,FORD,6 10 1976,T46,53362 53529,"If the United States had not moved when we did in southern Africa, there's no doubt there would have been an acceleration of bloodshed in that tragic part of the world",6_1976,Premise
1976,"If we had not taken our initiative, it's very, very possible that uh - the government of Rhodesia would have been overrun and that the Soviet Union and the Cubans would have dominated uh - southern Africa.",Slippery Slope,FORD,6 10 1976,T47,53531 53735,"If we had not taken our initiative, it's very, very possible that uh - the government of Rhodesia would have been overrun and that the Soviet Union and the Cubans would have dominated uh - southern Africa",6_1976,Premise
1976,If we continue under Mr. Ford's policy by 1985 or '90 we'll have twenty nations that have the capability of exploding atomic weapons. This has got to be stopped. That is one of the major challenges and major undertakings that I will assume as the next president.,Slippery Slope,CARTER,6 10 1976,T520,47679 47778,That is one of the major challenges and major undertakings that I will assume as the next president,6_1976,Claim
1976,And when we're weak at home - weaker than all our allies - that weakness weakens the whole free world.,Slippery Slope,CARTER,6 10 1976,T471,37154 37251,when we're weak at home - weaker than all our allies - that weakness weakens the whole free world,6_1976,Premise
1976,"Also, we'll never be strong again overseas, unless we're strong at home.",Slogans,CARTER,6 10 1976,T554,49128 49193,"we'll never be strong again overseas, unless we're strong at home",6_1976,Claim
