filename,date,complete_date,debate_id,context,text,fallacy,subcategory,component_id,component_span,component_text,component_type
1976_22Oct_1,"(1976, '22Oct', 1)",22 10 1976,7_1976," Mr. Kraft, I believe that the American people, in the next four years under a Ford administration, will be called upon to make those necessary sacrifices to preserve the peace which we have. Which means, of course, that uh - we will have to maintain an adequate military capability - which means, of course, that we will have to add a uh - I think uh - a few billion dollars to our defense appropriations to make certain that we have adequate uh -strategic forces - adequate conventional forces. I think the American people will be called upon to uh - uh - be in the forefront in giving leadership to the solution of those problems that must be solved in the Middle East, in southern Africa, and any problems that might arise in the Pacific. The American people will be called upon to tighten their belts a bit in meeting some of the problems that we face domestically. I don't think that uh - America can go on a big spending spree with a whole lot of new programs uh - that would add significantly to the federal budget. I believe that the American people, if given the leadership that I would expect to give, would be willing to give this thrust to preserve the peace and the necessary restraint at home to hold the lid on spending so that we could, I think, have a long overdue and totally justified tax decrease for the middle-income people. And then, with the economy that would be generated from a restraint on spending, and a tax uh reduction primarily for the middle-income people, then I think the American people would be willing to make those sacrifices for peace and prosperity in the next uh - four years. 
 Surely, surely, overlapping. Doesn't your policy really imply that we're going to have a fairly high rate of unemployment over a fairly long time, that growth is gonna be fairly slow, and that we're not gonna be able to do much - very much in the next four or five years to meet the basic agenda of our national needs in the cities, in health, uh in transit and a whole lot of things like that. 
 Not at all. overlapping, aren't those the real costs? 
 No, Mr. Kraft, we're spending very significant amounts of money now, some $200 billion a year, almost 50 percent of our total federal expenditure uh - by the federal government at the present time for human needs. Now we will probably need to increase that to same extent. But we don't have to have - growth in spending that will blow the lid off and add to the problems of inflation. I believe we can meet the problems within the cities of this country and still uh - give a tax reduction. I proposed, as you know, a reduction to increase the personal exemption from seven hundred and fifty to a thousand dollars. With the fiscal program that I have, and if you look at the projections, it shows that we will reduce unemployment, that we will continue to win the battle against inflation, and at the same time give the kind of quality of life that I believe is possible in America. Uh - a job, a home for all those that'll work and save for it, uh - safety in the streets, uh - health that is a - health care that is affordable. These things can be done if we have the right vision and the right restraint and the right leadership. 
 Well I might say first of all that I think in case of the Carter administration the sacrifices would be much less. Mr. Ford's own uh - environmental agency has projected a 10 percent unemployment rate by 1978 if he's uh - president. The American people are ready to make sacrifices if they are part of the process. If they know that they will be helping to make decisions and won't be excluded from being an involved party to the national purpose. The major effort we must put forward is to put our people back to work. And I think that this uh - is one example where uh - a lot of people have selfish, grasping ideas now. I remember 1973 in the depth of the uh - energy crisis when President Nixon called on the American people to make a sacrifice, to cut down on the waste of uh - gasoline, to cut down on the uh - speed of automobiles. It was a - a tremendous surge of patriotism, that ""I want to make a sacrifice for my country."" I think we uh - could call together, with strong leadership in the White House, business, industry and labor, and say let's have voluntary price restraints. Let's lay down some guidelines so we don't have continuing inflation. We can also have a- an end to the extremes. We now have one extreme for instance, of some welfare recipients, who by taking advantage of the welfare laws, the housing laws, the uh - Medicaid uh - laws, and the uh - food stamp laws, make over $10 thousand a year and uh - they don't have to pay any taxes on it. At the other extreme, uh - just 1 percent of the richest people in our country derive 25 percent of all the tax benefits. So both those extremes grasp for advantage and the person who has to pay that expense is the middle-income family who's still working for a living and they have to pay for the rich who have privilege, and for the poor who are not working. But I think uh - uh - a balanced approach, with everybody being part of it and a striving for unselfishness, could help as it did in 1973 to let people sacrifice for their own country. I know I'm ready for it. I think the American people are too.
",I know I'm ready for it. I think the American people are too.,AppealtoEmotion,Flag waving,T37,8146 8169,I know I'm ready for it,Claim
1976_22Oct_10,"(1976, '22Oct', 10)",22 10 1976,7_1976," I would not work hard to support any of those. Uh - we've always had, I think, a lot of constitutional amendments proposed, but the passage of them has been uh - fairly slow, and uh - few and far between. In the two-hundred-year history there's been a very uh - cautious approach to this. We - quite often we have a transient problem. I - I'm strongly against a- abortion. I think abortion's wrong. I don't think the government oughta do anything to encourage abortion. But I don't favor a constitutional amendment on the subject. But short of the constitutional amendment, and within the confines of the Supreme Court rulings, I'll do everything I can to minimize the need for abortions with better sex education, family planning, with better adoptive procedures. I personally don't believe that the federal government oughta finance abortions, but I - I draw the line and don't support a constitutional amendment. However, I honor the right of people who seek the constitutional amendments on school busing, on uh - prayer in the schools and an abortion. But among those you named, I won't actively work for the passage of any of them. 
 support the uh - Republican uh - platform, which calls for the constitutional amendment that would uh - outlaw abortions. I favor the particular constitutional amendment that would turn over to the states the uh - individual right to the voters in those states uh - the chance to make a decision by public referendum. Uh I call that the people amendment. I think if you really believe that the people of a state ought to make a decision on a matter of this kind that uh - we ought to have a federal constitutional amendment that would permit each one of the fifty states to make the choice. Uh - I think this is a responsible and a proper way to proceed. Uhh - I believe also that uh - there is some merit to a - an amendment that uh - uh - Senator Everett Dirksen uh - proposed very frequently, an amendment that would uh - change the court decision as far as voluntary prayer in public schools. Uh - it seems to me that there should have - be an opportunity, uh - as long as it's voluntary, as long as there is no uh - compulsion whatsoever, that uh - an individual ought to have that right. So in those two cases I think uh - such uh - a constitutional amendment would be proper, and I really don't think in either case they're trivial matters. I think they're matters of very deep conviction, as far as many, many people in this country believe. And therefore, they shouldn't be treated lightly. But they're matters that are ah - important. And in those two cases, I would favor them.
","Uhh - I believe also that uh - there is some merit to a - an amendment that uh - uh - Senator Everett Dirksen uh - proposed very frequently, an amendment that would uh - change the court decision as far as voluntary prayer in public schools.",AppealtoAuthority,Without Evidence,T66,45995 46229,"I believe also that uh - there is some merit to a - an amendment that uh - uh - Senator Everett Dirksen uh - proposed very frequently, an amendment that would uh - change the court decision as far as voluntary prayer in public schools",Claim
1976_22Oct_13,"(1976, '22Oct', 13)",22 10 1976,7_1976," Well, Mr. Kraft, uh - I violently disagree with your assessment. And I don't think the record justifies the conclusion that you come to. Uh - let me uh - talk about uh - the economic announcements that were made just this past week. Yes, it was announced that the uh - GNP real growth in the third quarter was at 4 percent. But do you realize that over the last ten years that's a higher figure than the average growth during that ten-year period? Now it's lower than the nine-point-point-two percent growth in the first quarter, and it's lower than the uh 5 percent growth in the second quarter. But every economist - liberal, conservative that I'm familiar with - recognizes that in the fourth quarter of this year and in the fifth quar- uh - the first quarter of next year that we'll have an increase in real GNP. But now let's talk about the pluses that came out this week. We had an 18 percent increase in housing starts. We had a substantial increase in new permits for housing. As a matter of fact, based on the announcement this week, there will be at an annual rate of a million, eight hundred and some thousand new houses built, which is a tremendous increase over last year and a substantial increase over the earlier part of this year. Now in addition, we had a very - some very good news in the reduction in the rate of inflation. And inflation hits everybody: those who are working and those who are on welfare. The rate of inflation, as announced just the other day, is under 5 percent; and the uh - 4.4 percent that was indicated at the time of the 4 percent GNP was less than the 5.4 percent. It means that the American buyer is getting a better bargain today because inflation is less. 
 With all due respect to President Ford, I think he ought to be ashamed of mentioning that statement, because we have the highest unemployment rate now than we had at any time between the Great Depression caused by Herbert Hoover and the time President Ford took office. We've got seven and a half million people out of jobs. Since he's been in office, two and a half million more American people have lost their jobs. In the last four months alone, five hundred thousand Americans have gone on the unemployment roll. In the last month, we've had a net loss of one hundred and sixty-three thousand jobs. Anybody who says that the inflation rate is in good shape now ought to talk to the housewives. One of the overwhelming results that I've seen in the polls is that people feel that you can't plan anymore. There's no way to make a prediction that my family might be able to own a home or to put my kid through college. Savings accounts are losing money instead of gaining money. Inflation is robbing us. Under the present administration - Nixon's and Ford's - we've had three times the inflation rate that we experienced under President Johnson and President Kennedy. The economic growth is less than half today what it was at the beginning of this year. And housing starts - he compares the housing starts with last year. I don't blame him, because in 1975 we had fewer housing starts in this country, fewer homes built, than any year since 1940. That's thirty-five years. And we've got a 35 percent unemployment rate in many areas of this country among construction workers. And Mr. Ford hasn't done anything about it. And I think this shows a callous indifference to the families that have suffered so much. He has vetoed bills passed by Congress within the congressional budget guidelines job opportunities for two million Americans. We'll never have a balanced budget, we'll never meet the needs of our people, we'll never control the inflationary spiral, as long as we have seven and a half or eight million people out of work, who are looking for jobs. And we've probably got two and a half more million people who are not looking for jobs any more, because they've given up hope. That is a very serious indictment of this administration. It's probably the worst one of all.
",I violently disagree with your assessment.,AppealtoEmotion,Loaded Language,T137,58028 58069,I violently disagree with your assessment,Claim
1976_22Oct_13,"(1976, '22Oct', 13)",22 10 1976,7_1976," Well, Mr. Kraft, uh - I violently disagree with your assessment. And I don't think the record justifies the conclusion that you come to. Uh - let me uh - talk about uh - the economic announcements that were made just this past week. Yes, it was announced that the uh - GNP real growth in the third quarter was at 4 percent. But do you realize that over the last ten years that's a higher figure than the average growth during that ten-year period? Now it's lower than the nine-point-point-two percent growth in the first quarter, and it's lower than the uh 5 percent growth in the second quarter. But every economist - liberal, conservative that I'm familiar with - recognizes that in the fourth quarter of this year and in the fifth quar- uh - the first quarter of next year that we'll have an increase in real GNP. But now let's talk about the pluses that came out this week. We had an 18 percent increase in housing starts. We had a substantial increase in new permits for housing. As a matter of fact, based on the announcement this week, there will be at an annual rate of a million, eight hundred and some thousand new houses built, which is a tremendous increase over last year and a substantial increase over the earlier part of this year. Now in addition, we had a very - some very good news in the reduction in the rate of inflation. And inflation hits everybody: those who are working and those who are on welfare. The rate of inflation, as announced just the other day, is under 5 percent; and the uh - 4.4 percent that was indicated at the time of the 4 percent GNP was less than the 5.4 percent. It means that the American buyer is getting a better bargain today because inflation is less. 
 With all due respect to President Ford, I think he ought to be ashamed of mentioning that statement, because we have the highest unemployment rate now than we had at any time between the Great Depression caused by Herbert Hoover and the time President Ford took office. We've got seven and a half million people out of jobs. Since he's been in office, two and a half million more American people have lost their jobs. In the last four months alone, five hundred thousand Americans have gone on the unemployment roll. In the last month, we've had a net loss of one hundred and sixty-three thousand jobs. Anybody who says that the inflation rate is in good shape now ought to talk to the housewives. One of the overwhelming results that I've seen in the polls is that people feel that you can't plan anymore. There's no way to make a prediction that my family might be able to own a home or to put my kid through college. Savings accounts are losing money instead of gaining money. Inflation is robbing us. Under the present administration - Nixon's and Ford's - we've had three times the inflation rate that we experienced under President Johnson and President Kennedy. The economic growth is less than half today what it was at the beginning of this year. And housing starts - he compares the housing starts with last year. I don't blame him, because in 1975 we had fewer housing starts in this country, fewer homes built, than any year since 1940. That's thirty-five years. And we've got a 35 percent unemployment rate in many areas of this country among construction workers. And Mr. Ford hasn't done anything about it. And I think this shows a callous indifference to the families that have suffered so much. He has vetoed bills passed by Congress within the congressional budget guidelines job opportunities for two million Americans. We'll never have a balanced budget, we'll never meet the needs of our people, we'll never control the inflationary spiral, as long as we have seven and a half or eight million people out of work, who are looking for jobs. And we've probably got two and a half more million people who are not looking for jobs any more, because they've given up hope. That is a very serious indictment of this administration. It's probably the worst one of all.
",a tremendous increase,AppealtoEmotion,Loaded Language,T151,59145 59252,which is a tremendous increase over last year and a substantial increase over the earlier part of this year,Premise
1976_22Oct_13,"(1976, '22Oct', 13)",22 10 1976,7_1976," Well, Mr. Kraft, uh - I violently disagree with your assessment. And I don't think the record justifies the conclusion that you come to. Uh - let me uh - talk about uh - the economic announcements that were made just this past week. Yes, it was announced that the uh - GNP real growth in the third quarter was at 4 percent. But do you realize that over the last ten years that's a higher figure than the average growth during that ten-year period? Now it's lower than the nine-point-point-two percent growth in the first quarter, and it's lower than the uh 5 percent growth in the second quarter. But every economist - liberal, conservative that I'm familiar with - recognizes that in the fourth quarter of this year and in the fifth quar- uh - the first quarter of next year that we'll have an increase in real GNP. But now let's talk about the pluses that came out this week. We had an 18 percent increase in housing starts. We had a substantial increase in new permits for housing. As a matter of fact, based on the announcement this week, there will be at an annual rate of a million, eight hundred and some thousand new houses built, which is a tremendous increase over last year and a substantial increase over the earlier part of this year. Now in addition, we had a very - some very good news in the reduction in the rate of inflation. And inflation hits everybody: those who are working and those who are on welfare. The rate of inflation, as announced just the other day, is under 5 percent; and the uh - 4.4 percent that was indicated at the time of the 4 percent GNP was less than the 5.4 percent. It means that the American buyer is getting a better bargain today because inflation is less. 
 With all due respect to President Ford, I think he ought to be ashamed of mentioning that statement, because we have the highest unemployment rate now than we had at any time between the Great Depression caused by Herbert Hoover and the time President Ford took office. We've got seven and a half million people out of jobs. Since he's been in office, two and a half million more American people have lost their jobs. In the last four months alone, five hundred thousand Americans have gone on the unemployment roll. In the last month, we've had a net loss of one hundred and sixty-three thousand jobs. Anybody who says that the inflation rate is in good shape now ought to talk to the housewives. One of the overwhelming results that I've seen in the polls is that people feel that you can't plan anymore. There's no way to make a prediction that my family might be able to own a home or to put my kid through college. Savings accounts are losing money instead of gaining money. Inflation is robbing us. Under the present administration - Nixon's and Ford's - we've had three times the inflation rate that we experienced under President Johnson and President Kennedy. The economic growth is less than half today what it was at the beginning of this year. And housing starts - he compares the housing starts with last year. I don't blame him, because in 1975 we had fewer housing starts in this country, fewer homes built, than any year since 1940. That's thirty-five years. And we've got a 35 percent unemployment rate in many areas of this country among construction workers. And Mr. Ford hasn't done anything about it. And I think this shows a callous indifference to the families that have suffered so much. He has vetoed bills passed by Congress within the congressional budget guidelines job opportunities for two million Americans. We'll never have a balanced budget, we'll never meet the needs of our people, we'll never control the inflationary spiral, as long as we have seven and a half or eight million people out of work, who are looking for jobs. And we've probably got two and a half more million people who are not looking for jobs any more, because they've given up hope. That is a very serious indictment of this administration. It's probably the worst one of all.
","With all due respect to President Ford, I think he ought to be ashamed of mentioning that statement, because we have the highest unemployment rate now than we had at any time between the Great Depression caused by Herbert Hoover and the time President Ford took office.",AppealtoEmotion,Appeal to pity,T173,61849 61908,I think he ought to be ashamed of mentioning that statement,Claim
1976_22Oct_13,"(1976, '22Oct', 13)",22 10 1976,7_1976," Well, Mr. Kraft, uh - I violently disagree with your assessment. And I don't think the record justifies the conclusion that you come to. Uh - let me uh - talk about uh - the economic announcements that were made just this past week. Yes, it was announced that the uh - GNP real growth in the third quarter was at 4 percent. But do you realize that over the last ten years that's a higher figure than the average growth during that ten-year period? Now it's lower than the nine-point-point-two percent growth in the first quarter, and it's lower than the uh 5 percent growth in the second quarter. But every economist - liberal, conservative that I'm familiar with - recognizes that in the fourth quarter of this year and in the fifth quar- uh - the first quarter of next year that we'll have an increase in real GNP. But now let's talk about the pluses that came out this week. We had an 18 percent increase in housing starts. We had a substantial increase in new permits for housing. As a matter of fact, based on the announcement this week, there will be at an annual rate of a million, eight hundred and some thousand new houses built, which is a tremendous increase over last year and a substantial increase over the earlier part of this year. Now in addition, we had a very - some very good news in the reduction in the rate of inflation. And inflation hits everybody: those who are working and those who are on welfare. The rate of inflation, as announced just the other day, is under 5 percent; and the uh - 4.4 percent that was indicated at the time of the 4 percent GNP was less than the 5.4 percent. It means that the American buyer is getting a better bargain today because inflation is less. 
 With all due respect to President Ford, I think he ought to be ashamed of mentioning that statement, because we have the highest unemployment rate now than we had at any time between the Great Depression caused by Herbert Hoover and the time President Ford took office. We've got seven and a half million people out of jobs. Since he's been in office, two and a half million more American people have lost their jobs. In the last four months alone, five hundred thousand Americans have gone on the unemployment roll. In the last month, we've had a net loss of one hundred and sixty-three thousand jobs. Anybody who says that the inflation rate is in good shape now ought to talk to the housewives. One of the overwhelming results that I've seen in the polls is that people feel that you can't plan anymore. There's no way to make a prediction that my family might be able to own a home or to put my kid through college. Savings accounts are losing money instead of gaining money. Inflation is robbing us. Under the present administration - Nixon's and Ford's - we've had three times the inflation rate that we experienced under President Johnson and President Kennedy. The economic growth is less than half today what it was at the beginning of this year. And housing starts - he compares the housing starts with last year. I don't blame him, because in 1975 we had fewer housing starts in this country, fewer homes built, than any year since 1940. That's thirty-five years. And we've got a 35 percent unemployment rate in many areas of this country among construction workers. And Mr. Ford hasn't done anything about it. And I think this shows a callous indifference to the families that have suffered so much. He has vetoed bills passed by Congress within the congressional budget guidelines job opportunities for two million Americans. We'll never have a balanced budget, we'll never meet the needs of our people, we'll never control the inflationary spiral, as long as we have seven and a half or eight million people out of work, who are looking for jobs. And we've probably got two and a half more million people who are not looking for jobs any more, because they've given up hope. That is a very serious indictment of this administration. It's probably the worst one of all.
",And I think this shows a callous indifference to the families that have suffered so much.,AppealtoEmotion,Appeal to pity,T184,63435 63519,I think this shows a callous indifference to the families that have suffered so much,Claim
1976_22Oct_13,"(1976, '22Oct', 13)",22 10 1976,7_1976," Well, Mr. Kraft, uh - I violently disagree with your assessment. And I don't think the record justifies the conclusion that you come to. Uh - let me uh - talk about uh - the economic announcements that were made just this past week. Yes, it was announced that the uh - GNP real growth in the third quarter was at 4 percent. But do you realize that over the last ten years that's a higher figure than the average growth during that ten-year period? Now it's lower than the nine-point-point-two percent growth in the first quarter, and it's lower than the uh 5 percent growth in the second quarter. But every economist - liberal, conservative that I'm familiar with - recognizes that in the fourth quarter of this year and in the fifth quar- uh - the first quarter of next year that we'll have an increase in real GNP. But now let's talk about the pluses that came out this week. We had an 18 percent increase in housing starts. We had a substantial increase in new permits for housing. As a matter of fact, based on the announcement this week, there will be at an annual rate of a million, eight hundred and some thousand new houses built, which is a tremendous increase over last year and a substantial increase over the earlier part of this year. Now in addition, we had a very - some very good news in the reduction in the rate of inflation. And inflation hits everybody: those who are working and those who are on welfare. The rate of inflation, as announced just the other day, is under 5 percent; and the uh - 4.4 percent that was indicated at the time of the 4 percent GNP was less than the 5.4 percent. It means that the American buyer is getting a better bargain today because inflation is less. 
 With all due respect to President Ford, I think he ought to be ashamed of mentioning that statement, because we have the highest unemployment rate now than we had at any time between the Great Depression caused by Herbert Hoover and the time President Ford took office. We've got seven and a half million people out of jobs. Since he's been in office, two and a half million more American people have lost their jobs. In the last four months alone, five hundred thousand Americans have gone on the unemployment roll. In the last month, we've had a net loss of one hundred and sixty-three thousand jobs. Anybody who says that the inflation rate is in good shape now ought to talk to the housewives. One of the overwhelming results that I've seen in the polls is that people feel that you can't plan anymore. There's no way to make a prediction that my family might be able to own a home or to put my kid through college. Savings accounts are losing money instead of gaining money. Inflation is robbing us. Under the present administration - Nixon's and Ford's - we've had three times the inflation rate that we experienced under President Johnson and President Kennedy. The economic growth is less than half today what it was at the beginning of this year. And housing starts - he compares the housing starts with last year. I don't blame him, because in 1975 we had fewer housing starts in this country, fewer homes built, than any year since 1940. That's thirty-five years. And we've got a 35 percent unemployment rate in many areas of this country among construction workers. And Mr. Ford hasn't done anything about it. And I think this shows a callous indifference to the families that have suffered so much. He has vetoed bills passed by Congress within the congressional budget guidelines job opportunities for two million Americans. We'll never have a balanced budget, we'll never meet the needs of our people, we'll never control the inflationary spiral, as long as we have seven and a half or eight million people out of work, who are looking for jobs. And we've probably got two and a half more million people who are not looking for jobs any more, because they've given up hope. That is a very serious indictment of this administration. It's probably the worst one of all.
",That is a very serious indictment of this administration. It's probably the worst one of all.,AppealtoEmotion,Appeal to pity,T194,63998 64054,That is a very serious indictment of this administration,Claim
1976_22Oct_13,"(1976, '22Oct', 13)",22 10 1976,7_1976," Well, Mr. Kraft, uh - I violently disagree with your assessment. And I don't think the record justifies the conclusion that you come to. Uh - let me uh - talk about uh - the economic announcements that were made just this past week. Yes, it was announced that the uh - GNP real growth in the third quarter was at 4 percent. But do you realize that over the last ten years that's a higher figure than the average growth during that ten-year period? Now it's lower than the nine-point-point-two percent growth in the first quarter, and it's lower than the uh 5 percent growth in the second quarter. But every economist - liberal, conservative that I'm familiar with - recognizes that in the fourth quarter of this year and in the fifth quar- uh - the first quarter of next year that we'll have an increase in real GNP. But now let's talk about the pluses that came out this week. We had an 18 percent increase in housing starts. We had a substantial increase in new permits for housing. As a matter of fact, based on the announcement this week, there will be at an annual rate of a million, eight hundred and some thousand new houses built, which is a tremendous increase over last year and a substantial increase over the earlier part of this year. Now in addition, we had a very - some very good news in the reduction in the rate of inflation. And inflation hits everybody: those who are working and those who are on welfare. The rate of inflation, as announced just the other day, is under 5 percent; and the uh - 4.4 percent that was indicated at the time of the 4 percent GNP was less than the 5.4 percent. It means that the American buyer is getting a better bargain today because inflation is less. 
 With all due respect to President Ford, I think he ought to be ashamed of mentioning that statement, because we have the highest unemployment rate now than we had at any time between the Great Depression caused by Herbert Hoover and the time President Ford took office. We've got seven and a half million people out of jobs. Since he's been in office, two and a half million more American people have lost their jobs. In the last four months alone, five hundred thousand Americans have gone on the unemployment roll. In the last month, we've had a net loss of one hundred and sixty-three thousand jobs. Anybody who says that the inflation rate is in good shape now ought to talk to the housewives. One of the overwhelming results that I've seen in the polls is that people feel that you can't plan anymore. There's no way to make a prediction that my family might be able to own a home or to put my kid through college. Savings accounts are losing money instead of gaining money. Inflation is robbing us. Under the present administration - Nixon's and Ford's - we've had three times the inflation rate that we experienced under President Johnson and President Kennedy. The economic growth is less than half today what it was at the beginning of this year. And housing starts - he compares the housing starts with last year. I don't blame him, because in 1975 we had fewer housing starts in this country, fewer homes built, than any year since 1940. That's thirty-five years. And we've got a 35 percent unemployment rate in many areas of this country among construction workers. And Mr. Ford hasn't done anything about it. And I think this shows a callous indifference to the families that have suffered so much. He has vetoed bills passed by Congress within the congressional budget guidelines job opportunities for two million Americans. We'll never have a balanced budget, we'll never meet the needs of our people, we'll never control the inflationary spiral, as long as we have seven and a half or eight million people out of work, who are looking for jobs. And we've probably got two and a half more million people who are not looking for jobs any more, because they've given up hope. That is a very serious indictment of this administration. It's probably the worst one of all.
",Under the present administration - Nixon's and Ford's - we've had three times the inflation rate that we experienced under President Johnson and President Kennedy. The economic growth is less than half today what it was at the beginning of this year. And housing starts - he compares the housing starts with last year.,FalseCause,False cause,T199,62814 62976,Under the present administration - Nixon's and Ford's - we've had three times the inflation rate that we experienced under President Johnson and President Kennedy,Premise
1976_22Oct_14,"(1976, '22Oct', 14)",22 10 1976,7_1976," Well, that's not exactly an accurate description of what happened. When I was that far ahead, it was immediately following the Democratic Convention, and before the Republican Convention. At that time, uh - 25 or 30 percent of the Reagan supporters said that they would not support President Ford. But as occurred at the end of the con- Democratic Convention, the Republican Party unified itself. And I think immediately following the Republican Convention, there was about a ten-point spread. I believe that to be accurate, I had 49 percent; President Ford, 39 percent. Uh - the polls uh - are good indications of fluctuations, but they vary widely one from another. And the only poll I've ever followed is the one that uh - you know, is taken on election day. I was in uh - thirty primaries in the spring, and uh - at first it was obvious that I didn't have any standing in the poll. As a matter of fact, I think when Gallup ran their first poll in December of 1975 they didn't put my name on the list. They had thirty-five people on the list. My name wasn't even there. And at the beginning of the year I had about 2 percent. So the polls to me are interesting, but they don't determine, you know, my hopes or - or my despair. I campaign among people. I've never depended on powerful political figures to put me in office. I have a direct relationship with hundreds of people around - hundreds of thousands around the country who actively campaign for me. In Georgia alone, for instance, I got 84 percent of the vote, and I think there were fourteen people uh - in addition to myself on the ballot, and Governor Wallace had been very strong in Georgia. That's an overwhelming support from my own people who know me best. And today, we have about five hundred Georgians at their own expense - just working people who believe in me - spread around the country uh - involved in the political campaign. So, the polls are interesting, but uh - I don't know how to explain the fluctuation. I think a lot of it uh - depends on current events - uh - sometimes foreign affairs, sometimes domestic affairs. But I think our hold uh - of support among those who uh - are crucial to the election has been fairly steady. And my success in the primary season was, I think, notable for a newcomer, from someone who's from outside Washington, who - who never has been a part of the Washington establishment. And I think that we'll have good results uh - on November the second for myself and I hope for the country. 
 I think uh - the uh - increase and the uh - prospects as far as I'm concerned and the I - less favorable prospects for Governor Carter, reflect that Governor Carter uh - is inconsistent in many of the positions that he takes. He tends to distort on a number of occasions. Uh - just a moment ago, for example, uh - he uh - was indicating that uh - uh - in the 1950s, for example, uh - unemployment was very low. He fails to point out that uh - in the 1950s we were engaged in the war in Vietnam. We - I mean in Korea - we had uh - three million five hundred thousand young men uh - in the Army, Navy, Air Force and Marines. That's not the way to end unemployment or to reduce unemployment. At the present time we're at peace. We have reduced the number of people in the Army, Navy, Air Force and Marines from three million, one hundred - three million, five hundred thousand to two mil- lion one hundred thousand. We are not at war. We have reduced the military manpower by a million four hundred thousand. If we had that many more people in the Army, the Navy, the Air Force, and Marines, our unemployment figure would be considerably less. But this administration doesn't believe the way to reduce unemployment is to go to war, or to increase the number of people in the military. So you cannot compare unemployment, as you sought to, uh - with the present time with the 1950s, because the then administration had people in the military - they were at war, they were fighting overseas, and this administration has reduced the size of the military by a million four hundred thousand. They're in the civilian labor market and they're not fighting anywhere around the world today.
",I've never depended on powerful political figures to put me in office. I have a direct relationship with hundreds of people around - hundreds of thousands around the country who actively campaign for me.,AppealtoAuthority,Appeal to popular opinion,T215,65806 65875,I've never depended on powerful political figures to put me in office,Claim
1976_22Oct_14,"(1976, '22Oct', 14)",22 10 1976,7_1976," Well, that's not exactly an accurate description of what happened. When I was that far ahead, it was immediately following the Democratic Convention, and before the Republican Convention. At that time, uh - 25 or 30 percent of the Reagan supporters said that they would not support President Ford. But as occurred at the end of the con- Democratic Convention, the Republican Party unified itself. And I think immediately following the Republican Convention, there was about a ten-point spread. I believe that to be accurate, I had 49 percent; President Ford, 39 percent. Uh - the polls uh - are good indications of fluctuations, but they vary widely one from another. And the only poll I've ever followed is the one that uh - you know, is taken on election day. I was in uh - thirty primaries in the spring, and uh - at first it was obvious that I didn't have any standing in the poll. As a matter of fact, I think when Gallup ran their first poll in December of 1975 they didn't put my name on the list. They had thirty-five people on the list. My name wasn't even there. And at the beginning of the year I had about 2 percent. So the polls to me are interesting, but they don't determine, you know, my hopes or - or my despair. I campaign among people. I've never depended on powerful political figures to put me in office. I have a direct relationship with hundreds of people around - hundreds of thousands around the country who actively campaign for me. In Georgia alone, for instance, I got 84 percent of the vote, and I think there were fourteen people uh - in addition to myself on the ballot, and Governor Wallace had been very strong in Georgia. That's an overwhelming support from my own people who know me best. And today, we have about five hundred Georgians at their own expense - just working people who believe in me - spread around the country uh - involved in the political campaign. So, the polls are interesting, but uh - I don't know how to explain the fluctuation. I think a lot of it uh - depends on current events - uh - sometimes foreign affairs, sometimes domestic affairs. But I think our hold uh - of support among those who uh - are crucial to the election has been fairly steady. And my success in the primary season was, I think, notable for a newcomer, from someone who's from outside Washington, who - who never has been a part of the Washington establishment. And I think that we'll have good results uh - on November the second for myself and I hope for the country. 
 I think uh - the uh - increase and the uh - prospects as far as I'm concerned and the I - less favorable prospects for Governor Carter, reflect that Governor Carter uh - is inconsistent in many of the positions that he takes. He tends to distort on a number of occasions. Uh - just a moment ago, for example, uh - he uh - was indicating that uh - uh - in the 1950s, for example, uh - unemployment was very low. He fails to point out that uh - in the 1950s we were engaged in the war in Vietnam. We - I mean in Korea - we had uh - three million five hundred thousand young men uh - in the Army, Navy, Air Force and Marines. That's not the way to end unemployment or to reduce unemployment. At the present time we're at peace. We have reduced the number of people in the Army, Navy, Air Force and Marines from three million, one hundred - three million, five hundred thousand to two mil- lion one hundred thousand. We are not at war. We have reduced the military manpower by a million four hundred thousand. If we had that many more people in the Army, the Navy, the Air Force, and Marines, our unemployment figure would be considerably less. But this administration doesn't believe the way to reduce unemployment is to go to war, or to increase the number of people in the military. So you cannot compare unemployment, as you sought to, uh - with the present time with the 1950s, because the then administration had people in the military - they were at war, they were fighting overseas, and this administration has reduced the size of the military by a million four hundred thousand. They're in the civilian labor market and they're not fighting anywhere around the world today.
","I think uh - the uh - increase and the uh - prospects as far as I'm concerned and the I - less favorable prospects for Governor Carter, reflect that Governor Carter uh - is inconsistent in many of the positions that he takes. He tends to distort on a number of occasions.",AppealtoAuthority,False Authority,T227,67099 67323,"I think uh - the uh - increase and the uh - prospects as far as I'm concerned and the I - less favorable prospects for Governor Carter, reflect that Governor Carter uh - is inconsistent in many of the positions that he takes",Claim
