year,text,fallacy,speaker,complete_date,component_id,component_span,component_text,source_filename,component_type
2004,"The president has denied 9. 2 million women $3,800 a year, but he doesn't hesitate to fight for $136,000 to a millionaire.",Ad Hominem,KERRY,13 10 2004,T60,54024 54081,"The president has denied 9. 2 million women $3,800 a year",32_2004,Premise
2004,My opponent talks about fiscal sanity. His record in the United States Senate does not match his rhetoric.  He voted to increase taxes 98 times and to bust the budget 277 times.,Ad Hominem,BUSH,13 10 2004,T435,13206 13241,He voted to increase taxes 98 times,32_2004,Premise
2004,The president has never said whether or not he would do that. But we know from the people he's tried to appoint to the court he wants to.,Ad Hominem,KERRY,13 10 2004,T618,26907 26967,The president has never said whether or not he would do that,32_2004,Premise
2004,He forgot to tell you he voted to tax Social Security benefits more than one time. I didn't hear any plan to fix Social Security.,Ad Hominem,BUSH,13 10 2004,T832,46316 46397,He forgot to tell you he voted to tax Social Security benefits more than one time,32_2004,Claim
2004,"One, he clearly has a litmus test for his judges, which I disagree with.",Ad Hominem,BUSH,13 10 2004,T116,59095 59138,he clearly has a litmus test for his judges,32_2004,Claim
2004,"I was hunting in Iowa last year with a sheriff from one of the counties there, and he pointed to a house in back of us, and said, ""See the house over? We just did a drug bust a week earlier, and the guy we arrested had an AK-47 lying on the bed right beside him. """,Appeal to Emotion,KERRY,13 10 2004,T211,66956 67217,"I was hunting in Iowa last year with a sheriff from one of the counties there, and he pointed to a house in back of us, and said, ""See the house over? We just did a drug bust a week earlier, and the guy we arrested had an AK-47 lying on the bed right beside him",32_2004,Premise
2004,"But I want to warn my fellow citizens: The cost of doing nothing, the cost of saying the current system is OK, far exceeds the costs of trying to make sure we save the system for our children.",Appeal to Emotion,BUSH,13 10 2004,T787,42026 42178,"The cost of doing nothing, the cost of saying the current system is OK, far exceeds the costs of trying to make sure we save the system for our children",32_2004,Claim
2004,"I think people understand what she's saying.  But they see a compassionate, strong, great first lady in Laura Bush.",Appeal to Authority,BUSH,13 10 2004,T312,79918 79961,I think people understand what she's saying,32_2004,Claim
2004,"But I disagree with them, as do many.",Appeal to Authority,KERRY,13 10 2004,T117,26471 26486,I disagree with,32_2004,Premise
2004,"But I think it makes sense, I think most Americans in their guts know, that we ought to pass a sort of truth standard.",Appeal to Authority,KERRY,13 10 2004,T174,64394 64483,"I think most Americans in their guts know, that we ought to pass a sort of truth standard",32_2004,Claim
2004,"But I pledge this to you, America: I will do it in the way that Franklin Roosevelt and Ronald Reagan and John Kennedy and others did, where we build the strongest alliances, where the world joins together, where we have the best intelligence and where we are able, ultimately, to be more safe and secure.",Appeal to Authority,KERRY,13 10 2004,T11,3464 3561,I will do it in the way that Franklin Roosevelt and Ronald Reagan and John Kennedy and others did,32_2004,Claim
