argument_id,role,text,original_label,T_id,start_char,end_char,speaker,date,embedding
ARG-15_1988-T651,Claim,I don't think that you make an exception based on medical knowledge at the time,Claim,T651,38652,38731,BUSH,1988-10-13,"[-0.045821, 0.017842, 0.02255, -0.034901, 0.069379, 0.031972, 0.011347, 0.102384, 0.034856, -0.00763, 0.016049, 0.039127, 0.042866, -0.059805, -0.000692, 0.051463, 0.002895, -0.02728, -0.057685, 0.063671, 0.004309, 0.051825, 0.05333, 0.015158, 0.077947, 0.01584, 0.027382, 0.032173, -0.010499, 0.040911, 0.088988, -0.041348, -0.030275, -0.00524, -0.027659, 0.052599, 0.026797, 0.022934, -0.058091, 0.03799, 0.02374, 0.025719, 0.00981, 0.017602, 0.002901, -0.064023, -0.103046, 0.007916, 0.029666, -0.012784, -0.121736, -0.03875, -0.00313, 0.010255, -0.040488, 0.026377, -0.010882, -0.039987, -0.060572, -0.033128, 0.017897, -0.005535, 0.01805, -0.038898, -0.062408, 0.00815, 0.091616, -0.105195, 0.070523, 0.011093, 0.058952, 0.043009, -0.02103, 0.124468, -0.135919, 0.003487, 0.109113, -0.022897, -0.007087, 0.002552, -0.042958, 0.029501, 0.038199, -0.004357, -0.077451, -0.055072, -0.011542, 0.010394, -0.011937, 0.067146, -0.025895, -0.050917, 0.073722, 0.047268, 0.069092, 0.006109, -0.00377, -0.014338, -0.080519, -0.022367, -0.06037, -0.040812, 0.00579, 0.001679, 0.053333, -0.006429, -0.125233, -0.001524, -0.019892, -0.01628, 0.006248, 0.014255, 0.001514, 0.048687, -0.024847, 0.019903, -0.006595, -0.085761, -0.001285, -0.053851, -0.019969, 0.051007, 0.016578, 0.063463, -0.003157, -0.065089, 0.052987, 0.0, -0.016409, -0.056312, 0.063595, 0.003747, -0.129269, 0.114245, -0.106494, -0.071435, -0.020015, -0.032063, -0.00896, -0.090997, 0.09361, -0.050486, -0.103553, 0.019568, -0.092176, -0.01064, 0.033846, 0.026964, 0.004778, 0.025146, -0.016364, -0.035883, 0.033647, -0.023167, 0.026479, 0.062241, -0.062465, -0.008681, -0.055936, 0.022491, 0.087138, -0.08351, -0.008888, -0.036357, 0.020314, 0.031364, -0.001869, -0.017182, -0.107892, -0.001252, 0.010558, 0.042065, 0.022662, -0.045569, 0.042052, -0.115662, -0.097927, -0.00467, 0.021188, 0.020855, 0.000492, -0.040978, -0.055964, 0.034539, -0.029251, 0.081017, 0.01238, 0.028072, 0.11343, -0.100209, 0.017272, -0.009793, -0.029659, -0.030461, 0.007625, -0.047528, -0.008512, -0.095671, 0.05546, -0.013456, 0.012555, -0.021751, -0.019188, -0.032136, 0.060979, -0.039903, 0.032061, -0.054583, 0.026787, 0.083549, 0.041531, 0.035103, 0.040379, -0.045355, 0.007229, 0.030172, -0.093625, -0.010279, -0.024092, 0.078125, 0.055473, -0.064843, 0.026867, -0.0, 0.02045, -0.059964, 0.093335, -0.047065, 0.008627, -0.067278, -0.055744, 0.009061, -0.006497, -0.074968, 0.048351, 0.037583, -0.004484, -0.009283, -0.120557, -0.036255, -0.037408, -0.044777, -0.033916, -0.015103, 0.022759, 0.060202, -0.130382, 0.02616, 0.035351, 0.014473, -0.023986, 0.019971, 0.014576, -0.098434, 0.007359, 0.074757, 0.025445, 0.061962, 0.056986, -0.04429, 0.010412, 0.031305, -0.029525, -0.012736, 0.025415, 0.00965, -0.041765, -0.041125, -0.008962, 0.02771, 0.146939, 0.041669, 0.05578, 0.050773, -0.017574, -0.035301, -0.031279, 0.079343, 0.047969, 0.02631, -0.039256, -0.094045, 0.029047, -0.067618, 0.050125, -0.037599, -0.010978, -0.053807, -0.027501, 0.032195, -0.000634, -0.019663, 0.017867, -0.006622, 0.012265, 0.003155, -0.0729, -0.121088, 0.115163, 0.001447, -0.042495, 0.016258, -0.052322, -0.041035, 0.049686, -0.080761, 0.062404, -0.062653, 0.022149, -0.021193, -0.058856, -0.035479, 0.062446, -0.026902, -0.033783, 0.000194, -0.033316, -0.041842, -0.09158, -0.0, 0.147077, 0.079227, -0.008467, -0.005225, -0.031009, -0.059518, 0.018718, -0.058264, -0.007739, 0.064725, -0.035733, 0.061761, -0.063162, -0.012235, -0.016395, -0.017515, -0.040019, -0.013416, 0.040984, 0.035308, -0.064682, 0.045801, 0.024432, 0.052789, 0.021411, -0.005121, -0.020512, 0.045171, -0.051481, 0.020649, -0.003025, 0.01339, -0.062976, 0.084105, -0.011145, -0.15154, 0.013864, 0.08726, -0.007116, -0.023319, 0.123346, 0.033503, 0.051105, 0.039461, 0.034763, -0.053481, 0.018209, 0.028628, 0.018372, 0.039312, -0.015806, -0.039072, 0.025001, 0.001696, 0.11163, 0.07458, 0.007338, 0.006586, -0.071544, 0.053512, 0.058829, -0.006085, -0.001645, 0.016942]"
ARG-15_1988-T651,Premise,"Barb and I lost a child, you know that we lost a daughter, Robin",Premise,T646,37976,38040,BUSH,1988-10-13,
ARG-15_1988-T651,Premise,"I was over running records in west Texas, and I got a call from her, come home; went to the doctor; the doctor said, beautiful child, your child has a few weeks to live",Premise,T647,38042,38210,BUSH,1988-10-13,
ARG-15_1988-T651,Premise,"He said, no, she has leukemia, acute leukemia, a few weeks to live",Premise,T648,38249,38315,BUSH,1988-10-13,
ARG-15_1988-T651,Premise,"We took the child to New York. Thanks to the miraculous sacrifice of doctors and nurses, the child stayed alive for six months and then died",Premise,T649,38317,38457,BUSH,1988-10-13,
ARG-15_1988-T651,Premise,"If that child were here today, and I was told the same thing, my granddaughter, Noel for example that child could stay alive for ten or fifteen years, or maybe for the rest of her life",Premise,T650,38459,38643,BUSH,1988-10-13,
ARG-15_1988-T651,Premise,this hasn't been an easy decision for me to meet,Premise,T653,38787,38835,BUSH,1988-10-13,
ARG-15_1988-T651,Premise,"when I was in that little church across the river from Washington and saw our grandchild christened in our faith, I was very pleased indeed that the mother had not aborted that child, and put the child up for adoption",Premise,T654,38873,39090,BUSH,1988-10-13,
ARG-15_1988-T651,Premise,I just feel this is where I'm coming from,Premise,T655,39099,39140,BUSH,1988-10-13,
ARG-15_1988-T651,Premise,it is personal,Premise,T656,39146,39160,BUSH,1988-10-13,
