argument_id,role,text,original_label,T_id,start_char,end_char,speaker,date,embedding
ARG-4_1960-T370,Claim,Senator Kennedy has got to be consistent here,Claim,T370,46547,46592,NIXON,1960-10-21,"[-0.040358, 0.017301, 0.026337, -0.0308, 0.010744, -0.011803, 0.001323, 0.018062, -0.037396, 0.074955, -0.006528, 0.078712, 0.073136, -0.017695, 0.06525, 0.068143, -0.081794, 0.069931, -0.020103, 0.121888, 0.055508, 0.046693, -0.015614, 0.017338, -0.050807, 0.061643, 0.080864, 0.053928, -0.046848, -0.013929, -0.017585, 0.005045, -0.077034, 0.047184, 0.023221, -0.025896, -0.024915, 0.051548, 0.081001, -0.044837, -0.058274, -0.092132, 0.016733, 0.034187, -0.0279, 0.005176, -0.02369, -0.008023, 0.027226, -0.047397, -0.036842, 0.041327, -0.02617, -0.045772, -0.030018, -0.066154, -0.044197, 0.025187, 0.088832, 0.009233, 0.011811, -0.04345, -0.02049, 0.011791, -0.032279, -0.003999, -0.009425, -0.077691, -0.074628, 0.087823, 0.021136, 0.061851, 0.02488, -0.044081, 0.012922, -0.003468, 0.005786, 0.128892, 0.076197, 0.012189, 0.058804, 0.08222, -0.059972, -0.027886, 0.023602, -0.028284, -0.01832, -0.046519, 0.080153, 0.033089, 0.020979, -0.044819, -0.010932, 0.020626, 0.032792, -0.039096, -0.072723, 0.014784, -0.000851, 0.015787, 0.03608, 0.032784, -0.10471, -0.058891, -0.047152, -0.027457, 0.031819, -0.028941, 0.039101, 0.035966, -0.032979, -0.10325, -0.059523, -0.023136, -0.039334, -0.003591, 0.05118, -0.019134, 0.034731, -0.05673, 0.029877, 0.004181, 0.00636, -0.033072, 0.022671, -0.034298, 0.006022, 0.0, 0.051442, -0.02743, 0.007196, 0.025923, 0.027181, 7.1e-05, -0.031362, -0.110938, 0.04457, 0.032748, -0.043623, -0.050519, -0.03623, 0.028985, 0.013312, 0.084234, -0.010917, 0.028144, -0.080106, 0.003617, 0.074708, 0.027631, 0.062013, -0.011054, 0.06626, -0.02477, -0.045312, 0.007533, -0.073454, 0.037299, -0.056459, -0.042864, -0.045676, 0.06064, -0.012198, -0.093715, 0.029839, -0.037304, -0.030612, -0.071043, -0.008562, 0.058429, 0.019964, 0.075213, 0.061715, -0.06837, 0.051146, 0.08152, -0.034278, -0.004592, 0.059551, 0.031058, 0.012206, -0.024862, -0.000623, -0.073058, -0.106827, 0.03312, 0.017815, 0.038594, 0.053624, 0.010835, -0.014853, -0.016373, -0.032879, 0.057508, -0.152457, 0.037781, -0.061265, -0.051062, 0.030161, -0.071776, 0.033253, -0.037611, -0.050038, -0.064519, 0.043286, 0.091279, 0.049715, -0.089103, -0.063753, -0.011599, 0.073759, 0.049464, -0.035082, -0.044091, 0.001674, -0.031373, 0.050642, 0.026275, -0.063394, 0.005542, -0.018698, -0.014357, -0.012009, -0.0, -0.087249, -0.015852, 0.010335, 0.017529, -0.06049, -0.057612, -0.006975, -0.053523, -0.007011, -0.126299, -0.098181, -0.02099, -0.026351, -0.005031, -0.039336, 0.044169, -0.000837, 0.008566, -0.011075, -0.005413, 0.071135, 0.084969, 0.008112, 0.039025, -0.002092, -0.03218, 0.049568, -0.022762, 0.055221, 0.004069, -0.024228, -0.006127, -0.003697, -0.003015, 0.000604, -0.036847, 0.049687, -0.018942, 0.009111, 0.045189, 0.075123, -0.032487, -0.021866, -0.004688, -0.047506, -0.035379, 0.028216, 0.006855, -0.055953, -0.074073, -0.039145, 0.094996, -0.023679, 0.074148, -0.006403, 0.030225, -0.064449, 0.031373, 0.07378, -0.032677, -0.06198, -0.046113, -0.072908, -0.085558, 0.132843, 0.130836, 0.000954, -2.2e-05, 0.076369, 0.050763, -0.026777, -0.111366, -0.089115, 0.020962, 0.151928, 0.036881, -0.068241, -0.073905, -0.056979, 0.107898, -0.027375, -0.084108, -0.113309, -0.020048, 0.062722, 0.003371, 0.024545, -0.091766, -0.028705, 0.016203, 0.015755, -0.021984, -0.043747, 0.078322, 0.011937, -0.0, 0.081584, 0.052686, -0.065672, 0.051005, 0.000425, -0.033713, 0.031372, -0.064779, -0.004019, 0.000526, 0.098006, 0.006785, 0.052229, -0.039123, 0.028744, -0.03771, 0.054164, -0.009848, -0.096681, 0.023056, -0.010475, -0.047164, -0.080311, -0.011627, 0.015522, 0.031528, 0.030912, 0.082405, -0.067476, 0.064023, -0.064662, 0.034123, -0.098938, 0.02161, -0.025349, -0.008743, 0.030885, -0.014005, 0.05351, 0.027799, -0.071563, 0.054949, 0.023253, 0.066868, 0.011576, 0.101468, -0.080527, 0.076442, -0.030916, -0.028133, -0.051317, 0.072679, -0.008381, 0.001467, 0.042335, 0.08108, 0.051223, -0.019898, -0.06917, 0.009064, 0.015022, 0.020139, -0.035355, -0.01208]"
ARG-4_1960-T370,Premise,he voted for the resolution in 1955 which gave the president the power to use the forces of the United States to defend Formosa and the offshore islands,Premise,T366,45998,46150,NIXON,1960-10-21,
ARG-4_1960-T370,Premise,"he also voted then for an amendment - which was lost, fortunately - an amendment which would have drawn a line and left out those islands and denied the p- right to the president to defend those islands if he thought that it was an attack on Formosa",Premise,T367,46156,46405,NIXON,1960-10-21,
ARG-4_1960-T370,Premise,"He repeated that error in 1959, in the speech that he made",Premise,T368,46407,46465,NIXON,1960-10-21,
ARG-4_1960-T370,Premise,He repeated it again in a television debate that we had,Premise,T369,46467,46522,NIXON,1960-10-21,
ARG-4_1960-T370,Premise,"Either he's for the President and he's against the position that those who opposed the President in fifty-five and fifty-nine - and the Senator's position itself, stated the other day in our debate - either he is for the President and against that position or we simply have a disagreement here that must continue to be debated",Premise,T371,46594,46921,NIXON,1960-10-21,
ARG-4_1960-T370,Premise,I would hope that Senator Kennedy in his answer today would clear it up,Premise,T378,47653,47724,NIXON,1960-10-21,
ARG-4_1960-T370,Premise,It's very simple for him to clear it up,Premise,T382,48061,48100,NIXON,1960-10-21,
ARG-4_1960-T370,Premise,He can say now that he no longer believes that a line should be drawn leaving these islands out of the perimeter of defense,Premise,T383,48102,48225,NIXON,1960-10-21,
ARG-4_1960-T370,Premise,"The resolution commits the president in the United States, which I supported, to defend uh - Formosa, the Pescadores, and if it was his military judgment, these islands",Premise,T386,48377,48545,KENNEDY,1960-10-21,
