argument_id,role,text,original_label,T_id,start_char,end_char,speaker,date,embedding
ARG-7_1976-T379,Claim,I think the matter is settled once and for all,Claim,T379,15289,15335,FORD,1976-10-22,"[-0.02524, -0.009635, 0.047975, -0.016316, 0.088832, -0.04731, 0.009753, 0.012526, 0.02004, -0.034311, -0.017839, -0.005773, -0.040971, -0.022668, -0.016325, 0.009254, -0.04254, -0.063997, -0.055034, 0.103005, 0.024268, -0.037737, -0.001463, 0.006353, -0.035868, 0.086596, -0.050968, -0.066505, 0.000131, -0.036193, 0.02504, -0.018512, 0.043194, 0.028457, 0.05981, -0.080365, 0.07063, 0.012642, 0.066294, -0.018229, 0.019953, -0.068691, -0.004143, -0.023833, -0.042522, -0.02001, 0.073886, 0.041698, -0.024234, -0.013815, -0.037227, 0.046691, -0.018971, 0.006761, -0.066198, 0.025619, 0.039467, -0.008886, 0.08808, -0.01095, -0.016265, 0.005331, 0.03019, 0.058184, -0.073726, 0.053757, 0.061995, -0.077214, 0.126039, 0.018633, 0.048281, 0.021925, 0.015318, -0.026167, -0.01074, -0.016013, 0.059877, 0.072501, 0.097487, -0.09166, -0.026223, 0.011604, -0.025228, 0.029781, -0.023099, -0.057519, -0.034761, -0.00155, -0.004955, 0.021793, 0.010838, -0.129226, -0.05433, -0.049859, 0.05686, 0.01251, -0.020672, 0.041473, 0.010619, 0.011491, -0.049528, 0.015685, -0.151126, -0.151222, -0.063775, 0.031514, 0.023492, -0.026042, 0.023312, 0.008705, 0.009748, -0.005416, 0.052807, 0.060413, 0.05485, -0.01696, 0.058955, 0.025856, -0.037176, 0.027001, 0.069843, 0.024589, 0.048645, 0.048834, -0.026648, -0.022493, -0.012919, 0.0, 0.090752, -0.011224, -0.064623, -0.040181, -0.01751, 0.094135, -0.01422, -0.016062, 0.046776, 0.039668, 0.040114, -0.014393, -0.021824, -0.063688, -0.065264, 0.086873, -0.031685, -0.0257, -0.037881, -0.024433, 0.039192, -0.003611, 0.017673, 0.047989, -0.005876, -0.064901, -0.000467, 0.009316, -0.009179, 0.013038, -0.019409, -0.060815, 0.091086, 0.081513, 0.030609, 0.044097, -0.001613, -0.013565, 0.000849, -0.015742, -0.002294, 0.018503, 0.011106, -0.036816, -0.032108, -0.062807, -0.076047, 0.059891, -0.054277, -0.049792, -0.034012, 0.02145, 0.034215, 0.010103, -0.083386, 0.008882, -0.062097, -0.004214, 0.006488, 0.077634, 0.028113, 0.059644, -0.133949, 0.076302, -0.106708, -0.005922, -0.071472, -0.014526, -0.033777, -0.00558, 0.001715, -0.124488, 0.015619, 0.007712, -0.07516, -0.042094, 0.035055, 0.040671, 0.023596, 0.012868, -0.027096, 0.017443, 0.092306, 0.009857, -0.041367, -0.041147, -0.0525, -0.003226, 0.03892, 0.008241, -0.07452, 0.003011, 0.075398, -0.012813, -0.060403, -0.0, -0.074668, -0.052064, 0.027342, 0.043802, -0.026152, 0.064972, -0.048382, -0.052149, -0.0107, -0.041057, -0.003035, 0.045162, -0.007815, -0.018405, -0.035721, 0.012928, 0.047313, 0.007776, 0.05088, -0.005584, 0.090738, 0.119996, 0.005261, 0.017559, -0.012432, -0.044706, 0.098048, -0.004133, 0.025014, 0.056973, -0.025423, 0.035825, -0.030725, 0.026755, 0.028142, 0.011834, 0.134342, -0.045568, -0.10791, -0.035634, 0.050115, 0.026765, -0.044768, -0.041279, -0.033534, -0.047201, -0.077617, 0.062105, -0.026825, -0.030407, -0.043928, -0.028601, 0.021641, 0.000973, -0.050259, 0.016422, 0.027813, 0.039185, 0.054482, 0.011917, -0.076304, 0.023494, -0.060711, -0.025607, 0.034554, 0.034187, 0.041447, -0.040375, 0.042198, -0.024988, -0.060079, -0.136667, 0.012075, 0.034813, 0.076117, 0.058395, -0.13003, -0.092186, -0.076447, -0.004212, 0.045158, -0.062899, 0.011168, 0.002198, 0.042845, 0.060736, 0.029026, 0.013471, 0.027796, 0.107164, -0.028573, -0.092082, 0.034473, -0.017147, 0.04004, -0.0, 0.110156, -0.004044, 0.025487, 0.100173, -0.019198, -0.099508, -0.0248, -0.07968, -0.082751, -0.089294, 0.100037, -0.010584, 0.000913, -0.086903, 0.060737, -0.031063, 0.01221, -0.021013, -0.026805, -0.01546, 0.009592, -0.044997, -0.068499, 0.085428, 0.065366, -0.029534, -0.000883, 0.023064, -0.101514, 0.029455, -0.050835, -0.006749, 0.009363, 0.055604, -0.024813, 0.023464, -0.059682, -0.048478, 0.00371, -0.015186, -0.027503, 0.033597, 0.066088, -0.003149, 0.043085, -0.016221, -0.072762, -0.01131, 0.081472, -0.050448, -0.02681, -0.02564, -0.011391, 0.058945, 0.090835, 0.071463, 0.024217, -0.033415, -0.030162, -0.099698, 0.122236, 0.043683, -0.05511, -0.106191]"
ARG-7_1976-T379,Premise,"I testified before two committees, House and Senate, on precisely the questions that you have asked",Premise,T381,13775,13874,FORD,1976-10-22,
ARG-7_1976-T379,Premise,"the testimony under oath was to the effect that I did not talk to Mr. Nixon, to Mr. Haldeman, to Mr. Ehrlichman, or to any of the people at the White House",Premise,T382,13880,14035,FORD,1976-10-22,
ARG-7_1976-T379,Premise,I said I had no recollection whatsoever of talking with any of the White House legislative liaison people,Premise,T383,14037,14142,FORD,1976-10-22,
ARG-7_1976-T379,Premise,I indicated under oath that the initiative that I took was at the request of the ranking members of the House Banking and Currency Committee on the Republican side,Premise,T384,14144,14307,FORD,1976-10-22,
ARG-7_1976-T379,Premise,which was a legitimate request and a proper response by me,Premise,T385,14309,14367,FORD,1976-10-22,
ARG-7_1976-T379,Premise,"following that investigation, both committees overwhelmingly approved me",Premise,T387,14429,14501,FORD,1976-10-22,
ARG-7_1976-T379,Premise,the House and the Senate did likewise,Premise,T388,14507,14544,FORD,1976-10-22,
ARG-7_1976-T379,Premise,"in the meantime, the special prosecutor, within the last few days, after an investigation himself, said there was no reason for him to get involved because he found nothing that would justify it",Premise,T389,14551,14745,FORD,1976-10-22,
ARG-7_1976-T379,Premise,"after all of those investigations by objective, responsible people",Premise,T391,14898,14964,FORD,1976-10-22,
ARG-7_1976-T379,Premise,"I have given every bit of evidence, answered every question that's as- been asked me by any senator or any member of the House",Premise,T397,15930,16056,FORD,1976-10-22,
