argument_id,role,text,original_label,T_id,start_char,end_char,speaker,date,embedding
ARG-25_2000-T770,Claim,"Here are the key ingredients. High expectations, strong accountabily",Claim,T770,53486,53554,BUSH,2000-10-03,"[0.109824, 0.009858, 0.02925, 0.059395, -0.002427, 0.035189, -0.025773, -0.01737, -0.018982, 0.007512, 0.122666, 0.069381, 0.004081, -0.069387, -0.027565, 0.034653, 0.002495, -0.011254, -0.038774, -0.036114, 0.021242, 0.03576, -0.028596, 0.085574, -0.065448, 0.048282, 0.009244, -0.069991, -0.093673, -0.055716, -0.001291, -0.106472, 0.092365, 0.009913, 0.007546, 0.083001, 0.103544, -0.03967, -0.024892, -0.030312, -0.01998, -0.028901, -0.034091, 0.071268, -0.02605, -0.095312, 0.031327, -0.064956, -0.028356, -0.089962, -0.041654, -0.062428, 0.058994, -0.031739, -0.056631, 0.077746, -0.02093, 0.014689, 0.002774, 0.010071, -0.058583, -0.040177, -0.061484, 0.012593, -0.000537, -0.044855, -0.017649, 0.037433, 0.019077, 0.015348, 0.013396, 0.043214, 0.037146, 0.089582, 0.059648, 0.052476, -0.041636, 0.048142, 0.06139, -0.044996, 0.046195, -0.028719, -0.053685, -0.055001, -0.002532, -0.004525, -0.01394, -0.012969, -0.022086, 0.019656, -0.02718, -0.02975, -0.003086, 0.019961, 0.041683, 0.023329, -0.067993, -0.058846, -0.092968, 0.034862, -0.036367, 0.032709, 0.006969, -0.042596, 0.042595, -0.049904, 0.015211, -0.036873, -0.069445, -0.039238, 0.045158, -0.040674, -0.049704, 0.071915, 0.096955, 0.00594, 0.078211, 0.000298, -0.063746, -0.071828, -0.050653, 0.002223, -0.049086, -0.007771, 0.007629, -0.097282, -0.04309, 0.0, 0.049752, 0.047529, -0.010693, 0.051425, -0.008608, -0.061156, 0.042607, -0.02241, -0.015118, 0.032871, 0.105694, 0.049024, 0.020721, 0.086418, 0.058606, 0.018101, -0.155565, 0.015645, 0.006424, 0.018198, 0.03181, 0.000704, -0.036303, -0.123577, -0.030673, 0.000134, -0.011351, -0.004783, 0.081671, 0.003174, 0.006004, -0.018789, -0.010128, -0.018981, 0.020027, -0.048711, 0.057979, 0.050636, 0.008863, 0.043495, -0.033874, -0.008979, 0.036436, 0.058099, 0.072793, 0.058594, 0.022521, -0.027353, -0.077366, 0.015998, -0.037498, -0.05685, 0.027182, -0.050673, 0.006006, 0.039292, 0.03801, 0.115743, -0.013389, -0.097171, 0.006906, 0.016646, -0.065931, 0.007773, -0.026758, 0.000204, -0.002898, 0.010769, 0.06147, -0.054989, 0.003778, -0.024952, -0.104324, 0.053899, -0.022538, -0.026178, -0.042159, -0.027472, 0.079321, -0.022589, -0.002133, 0.005641, -0.004134, -0.043343, -0.003546, 0.046589, 0.047096, -0.041577, 0.051965, 0.086814, -0.020689, 0.029927, -0.015032, 0.070515, 0.033145, -0.0, 0.062496, 0.038341, 0.011301, 0.034343, 0.00393, 0.039542, -0.034758, 0.006081, 0.076953, -0.041111, -0.069038, -0.035249, 0.042473, 0.032746, 0.000517, -0.116679, 0.02938, 0.033051, -0.017977, -0.068301, 0.020129, 0.128883, -0.085076, 0.086595, 0.031729, -0.079644, -0.078671, 0.021659, -0.049551, 0.041255, 0.008252, -0.039035, 0.087361, 0.083189, -0.103328, 0.014258, 0.016638, -0.014622, -0.023954, 0.039331, -0.030349, -0.091813, -0.078907, -0.098841, -0.023607, 0.068767, 0.104371, -0.011934, -0.086542, 0.049548, -0.045748, -0.022446, -0.099887, 0.037737, 0.033614, -0.004869, 0.076741, -0.046228, 0.013611, 0.049139, 3.5e-05, 0.01279, -0.020834, -0.008193, 0.055701, -0.166164, -0.044319, 0.009161, 0.032032, -0.030305, 0.038333, -0.001541, -0.033445, -0.037287, -0.008982, 0.086576, -0.038192, 0.019983, -0.012577, 0.043351, 0.083149, -0.06503, -0.032968, -0.023811, 0.086044, 0.097795, 0.05256, -0.011884, 0.030133, 0.069478, -0.002051, 0.03522, -0.014528, 0.011454, -0.040776, -0.0, 0.030879, -0.037496, 0.002379, 0.067011, 0.010043, 0.062271, -0.039204, -0.010427, -0.003254, 0.065309, -0.077953, -0.001604, -0.047222, -0.044473, -0.014044, -0.008888, -0.015291, 0.110385, -0.030151, 0.031461, 0.012824, 0.021588, 0.027739, -0.03417, -0.018013, -0.034307, 0.004139, 0.019671, -0.081495, 0.062655, -0.009301, -0.021348, -0.077077, -0.021882, -0.043901, 0.023165, -0.0684, 0.040054, 0.09916, 0.020758, -0.039619, -0.044003, 0.071476, -0.025109, -0.015182, -0.011641, -0.096236, 0.06188, 0.029947, 0.098489, -0.034104, -0.14315, -0.005626, -0.081673, 0.079866, -0.063595, 0.005934, 0.024489, -0.05534, -0.027767, 0.054126, 0.03436, 0.017086, 0.049665]"
ARG-25_2000-T770,Premise,Let me give you a story about public education,Premise,T759,52969,53015,BUSH,2000-10-03,
ARG-25_2000-T770,Premise,"It's about Kipp Academy in Houston, Texas",Premise,T760,53029,53070,BUSH,2000-10-03,
ARG-25_2000-T770,Premise,A charter school run by some people from Teach For America,Premise,T761,53072,53130,BUSH,2000-10-03,
ARG-25_2000-T770,Premise,Young folks saying I'm going to do something good for my country,Premise,T762,53132,53196,BUSH,2000-10-03,
ARG-25_2000-T770,Premise,I want to teach,Premise,T763,53198,53213,BUSH,2000-10-03,
ARG-25_2000-T770,Premise,A guy named Michael runs the school,Premise,T764,53215,53250,BUSH,2000-10-03,
ARG-25_2000-T770,Premise,It is a school full of so-called at-risk children,Premise,T765,53252,53301,BUSH,2000-10-03,
ARG-25_2000-T770,Premise,It's how we unfortunately label certain children,Premise,T766,53303,53351,BUSH,2000-10-03,
ARG-25_2000-T770,Premise,Basically it means they can't learn,Premise,T767,53353,53388,BUSH,2000-10-03,
ARG-25_2000-T770,Premise,It's a school of strong discipline and high standards,Premise,T768,53390,53443,BUSH,2000-10-03,
ARG-25_2000-T770,Premise,It's one of the best schools in Houston,Premise,T769,53445,53484,BUSH,2000-10-03,
ARG-25_2000-T770,Premise,"What Michael says, don't put all these rules on us, just let us teach and hold us accountable for every grade. That's what we do",Premise,T772,53556,53684,BUSH,2000-10-03,
ARG-25_2000-T770,Premise,"as a result, these mainly Hispanic youngsters are some of the best learners in Houston, Texas",Premise,T773,53690,53783,BUSH,2000-10-03,
