relation_type,source_argument_id,target_argument_id
Attack,ARG-33_2008-T177,ARG-33_2008-T170
Attack,ARG-33_2008-T183,ARG-33_2008-T177
Attack,ARG-33_2008-T191,ARG-33_2008-T190
Attack,ARG-33_2008-T192,ARG-33_2008-T191
Attack,ARG-33_2008-T198,ARG-33_2008-T197
Attack,ARG-33_2008-T269,ARG-33_2008-T264
Attack,ARG-33_2008-T329,ARG-33_2008-T198
Attack,ARG-33_2008-T387,ARG-33_2008-T390
Attack,ARG-33_2008-T407,ARG-33_2008-T406
Attack,ARG-33_2008-T444,ARG-33_2008-T443
Attack,ARG-33_2008-T521,ARG-33_2008-T506
Attack,ARG-33_2008-T672,ARG-33_2008-T662
Attack,ARG-33_2008-T706,ARG-33_2008-T704
Attack,ARG-33_2008-T707,ARG-33_2008-T704
Attack,ARG-33_2008-T731,ARG-33_2008-T730
Attack,ARG-33_2008-T735,ARG-33_2008-T730
Attack,ARG-33_2008-T792,ARG-33_2008-T767
Attack,ARG-33_2008-T9,ARG-33_2008-T11
Attack,ARG-33_2008-T902,ARG-33_2008-T908
Attack,ARG-33_2008-T909,ARG-33_2008-T908
Attack,ARG-33_2008-T910,ARG-33_2008-T908
Attack,ARG-33_2008-T914,ARG-33_2008-T908
Attack,ARG-33_2008-T922,ARG-33_2008-T908
Attack,ARG-33_2008-T930,ARG-33_2008-T929
Support,ARG-33_2008-T100,ARG-33_2008-T91
Support,ARG-33_2008-T11,ARG-33_2008-T10
Support,ARG-33_2008-T114,ARG-33_2008-T116
Support,ARG-33_2008-T115,ARG-33_2008-T122
Support,ARG-33_2008-T117,ARG-33_2008-T121
Support,ARG-33_2008-T118,ARG-33_2008-T117
Support,ARG-33_2008-T120,ARG-33_2008-T117
Support,ARG-33_2008-T121,ARG-33_2008-T122
Support,ARG-33_2008-T135,ARG-33_2008-T143
Support,ARG-33_2008-T137,ARG-33_2008-T138
Support,ARG-33_2008-T146,ARG-33_2008-T147
Support,ARG-33_2008-T150,ARG-33_2008-T153
Support,ARG-33_2008-T151,ARG-33_2008-T150
Support,ARG-33_2008-T163,ARG-33_2008-T162
Support,ARG-33_2008-T166,ARG-33_2008-T167
Support,ARG-33_2008-T167,ARG-33_2008-T168
Support,ARG-33_2008-T168,ARG-33_2008-T170
Support,ARG-33_2008-T173,ARG-33_2008-T174
Support,ARG-33_2008-T178,ARG-33_2008-T177
Support,ARG-33_2008-T179,ARG-33_2008-T177
Support,ARG-33_2008-T182,ARG-33_2008-T178
Support,ARG-33_2008-T182,ARG-33_2008-T179
Support,ARG-33_2008-T190,ARG-33_2008-T189
Support,ARG-33_2008-T2,ARG-33_2008-T1
Support,ARG-33_2008-T200,ARG-33_2008-T199
Support,ARG-33_2008-T203,ARG-33_2008-T206
Support,ARG-33_2008-T204,ARG-33_2008-T206
Support,ARG-33_2008-T205,ARG-33_2008-T206
Support,ARG-33_2008-T209,ARG-33_2008-T206
Support,ARG-33_2008-T210,ARG-33_2008-T206
Support,ARG-33_2008-T213,ARG-33_2008-T210
Support,ARG-33_2008-T214,ARG-33_2008-T206
Support,ARG-33_2008-T218,ARG-33_2008-T214
Support,ARG-33_2008-T219,ARG-33_2008-T206
Support,ARG-33_2008-T220,ARG-33_2008-T206
Support,ARG-33_2008-T222,ARG-33_2008-T206
Support,ARG-33_2008-T222,ARG-33_2008-T219
Support,ARG-33_2008-T222,ARG-33_2008-T220
Support,ARG-33_2008-T23,ARG-33_2008-T24
Support,ARG-33_2008-T230,ARG-33_2008-T233
Support,ARG-33_2008-T230,ARG-33_2008-T235
Support,ARG-33_2008-T243,ARG-33_2008-T242
Support,ARG-33_2008-T249,ARG-33_2008-T248
Support,ARG-33_2008-T266,ARG-33_2008-T267
Support,ARG-33_2008-T266,ARG-33_2008-T269
Support,ARG-33_2008-T269,ARG-33_2008-T266
Support,ARG-33_2008-T27,ARG-33_2008-T22
Support,ARG-33_2008-T279,ARG-33_2008-T277
Support,ARG-33_2008-T280,ARG-33_2008-T281
Support,ARG-33_2008-T281,ARG-33_2008-T277
Support,ARG-33_2008-T29,ARG-33_2008-T22
Support,ARG-33_2008-T294,ARG-33_2008-T287
Support,ARG-33_2008-T295,ARG-33_2008-T297
Support,ARG-33_2008-T296,ARG-33_2008-T297
Support,ARG-33_2008-T297,ARG-33_2008-T294
Support,ARG-33_2008-T300,ARG-33_2008-T299
Support,ARG-33_2008-T301,ARG-33_2008-T299
Support,ARG-33_2008-T306,ARG-33_2008-T308
Support,ARG-33_2008-T307,ARG-33_2008-T308
Support,ARG-33_2008-T317,ARG-33_2008-T318
Support,ARG-33_2008-T327,ARG-33_2008-T102
Support,ARG-33_2008-T333,ARG-33_2008-T331
Support,ARG-33_2008-T337,ARG-33_2008-T340
Support,ARG-33_2008-T339,ARG-33_2008-T340
Support,ARG-33_2008-T34,ARG-33_2008-T33
Support,ARG-33_2008-T345,ARG-33_2008-T344
Support,ARG-33_2008-T349,ARG-33_2008-T358
Support,ARG-33_2008-T35,ARG-33_2008-T34
Support,ARG-33_2008-T358,ARG-33_2008-T359
Support,ARG-33_2008-T36,ARG-33_2008-T33
Support,ARG-33_2008-T360,ARG-33_2008-T361
Support,ARG-33_2008-T363,ARG-33_2008-T362
Support,ARG-33_2008-T369,ARG-33_2008-T368
Support,ARG-33_2008-T37,ARG-33_2008-T33
Support,ARG-33_2008-T38,ARG-33_2008-T33
Support,ARG-33_2008-T4,ARG-33_2008-T3
Support,ARG-33_2008-T404,ARG-33_2008-T406
Support,ARG-33_2008-T405,ARG-33_2008-T404
Support,ARG-33_2008-T411,ARG-33_2008-T410
Support,ARG-33_2008-T415,ARG-33_2008-T411
Support,ARG-33_2008-T421,ARG-33_2008-T420
Support,ARG-33_2008-T423,ARG-33_2008-T431
Support,ARG-33_2008-T424,ARG-33_2008-T425
Support,ARG-33_2008-T436,ARG-33_2008-T435
Support,ARG-33_2008-T437,ARG-33_2008-T429
Support,ARG-33_2008-T439,ARG-33_2008-T440
Support,ARG-33_2008-T445,ARG-33_2008-T444
Support,ARG-33_2008-T45,ARG-33_2008-T39
Support,ARG-33_2008-T453,ARG-33_2008-T452
Support,ARG-33_2008-T46,ARG-33_2008-T40
Support,ARG-33_2008-T461,ARG-33_2008-T460
Support,ARG-33_2008-T465,ARG-33_2008-T460
Support,ARG-33_2008-T467,ARG-33_2008-T463
Support,ARG-33_2008-T468,ARG-33_2008-T472
Support,ARG-33_2008-T47,ARG-33_2008-T40
Support,ARG-33_2008-T477,ARG-33_2008-T476
Support,ARG-33_2008-T477,ARG-33_2008-T484
Support,ARG-33_2008-T479,ARG-33_2008-T484
Support,ARG-33_2008-T480,ARG-33_2008-T484
Support,ARG-33_2008-T482,ARG-33_2008-T480
Support,ARG-33_2008-T483,ARG-33_2008-T482
Support,ARG-33_2008-T485,ARG-33_2008-T515
Support,ARG-33_2008-T49,ARG-33_2008-T47
Support,ARG-33_2008-T491,ARG-33_2008-T489
Support,ARG-33_2008-T496,ARG-33_2008-T495
Support,ARG-33_2008-T511,ARG-33_2008-T499
Support,ARG-33_2008-T512,ARG-33_2008-T511
Support,ARG-33_2008-T513,ARG-33_2008-T511
Support,ARG-33_2008-T516,ARG-33_2008-T515
Support,ARG-33_2008-T52,ARG-33_2008-T59
Support,ARG-33_2008-T527,ARG-33_2008-T526
Support,ARG-33_2008-T529,ARG-33_2008-T528
Support,ARG-33_2008-T532,ARG-33_2008-T528
Support,ARG-33_2008-T541,ARG-33_2008-T543
Support,ARG-33_2008-T543,ARG-33_2008-T557
Support,ARG-33_2008-T545,ARG-33_2008-T543
Support,ARG-33_2008-T549,ARG-33_2008-T557
Support,ARG-33_2008-T550,ARG-33_2008-T557
Support,ARG-33_2008-T552,ARG-33_2008-T550
Support,ARG-33_2008-T553,ARG-33_2008-T557
Support,ARG-33_2008-T558,ARG-33_2008-T612
Support,ARG-33_2008-T567,ARG-33_2008-T570
Support,ARG-33_2008-T568,ARG-33_2008-T570
Support,ARG-33_2008-T575,ARG-33_2008-T574
Support,ARG-33_2008-T583,ARG-33_2008-T584
Support,ARG-33_2008-T592,ARG-33_2008-T587
Support,ARG-33_2008-T593,ARG-33_2008-T584
Support,ARG-33_2008-T595,ARG-33_2008-T593
Support,ARG-33_2008-T596,ARG-33_2008-T593
