relation_type,source_argument_id,target_argument_id
Attack,ARG-30_2004-T104,ARG-30_2004-T210
Attack,ARG-30_2004-T118,ARG-30_2004-T211
Attack,ARG-30_2004-T13,ARG-30_2004-T9
Attack,ARG-30_2004-T159,ARG-30_2004-T145
Attack,ARG-30_2004-T162,ARG-30_2004-T155
Attack,ARG-30_2004-T164,ARG-30_2004-T139
Attack,ARG-30_2004-T174,ARG-30_2004-T171
Attack,ARG-30_2004-T187,ARG-30_2004-T174
Attack,ARG-30_2004-T211,ARG-30_2004-T94
Attack,ARG-30_2004-T216,ARG-30_2004-T145
Attack,ARG-30_2004-T256,ARG-30_2004-T250
Attack,ARG-30_2004-T29,ARG-30_2004-T13
Attack,ARG-30_2004-T32,ARG-30_2004-T28
Attack,ARG-30_2004-T336,ARG-30_2004-T329
Attack,ARG-30_2004-T339,ARG-30_2004-T331
Attack,ARG-30_2004-T37,ARG-30_2004-T41
Attack,ARG-30_2004-T384,ARG-30_2004-T375
Attack,ARG-30_2004-T387,ARG-30_2004-T392
Attack,ARG-30_2004-T387,ARG-30_2004-T393
Attack,ARG-30_2004-T509,ARG-30_2004-T486
Attack,ARG-30_2004-T528,ARG-30_2004-T523
Attack,ARG-30_2004-T533,ARG-30_2004-T528
Attack,ARG-30_2004-T540,ARG-30_2004-T541
Attack,ARG-30_2004-T545,ARG-30_2004-T542
Attack,ARG-30_2004-T55,ARG-30_2004-T67
Attack,ARG-30_2004-T596,ARG-30_2004-T581
Attack,ARG-30_2004-T601,ARG-30_2004-T597
Attack,ARG-30_2004-T602,ARG-30_2004-T601
Attack,ARG-30_2004-T607,ARG-30_2004-T539
Attack,ARG-30_2004-T648,ARG-30_2004-T637
Attack,ARG-30_2004-T656,ARG-30_2004-T665
Attack,ARG-30_2004-T658,ARG-30_2004-T637
Attack,ARG-30_2004-T69,ARG-30_2004-T67
Attack,ARG-30_2004-T697,ARG-30_2004-T681
Attack,ARG-30_2004-T699,ARG-30_2004-T701
Attack,ARG-30_2004-T714,ARG-30_2004-T697
Attack,ARG-30_2004-T716,ARG-30_2004-T714
Attack,ARG-30_2004-T754,ARG-30_2004-T753
Attack,ARG-30_2004-T805,ARG-30_2004-T781
Attack,ARG-30_2004-T813,ARG-30_2004-T809
Attack,ARG-30_2004-T814,ARG-30_2004-T809
Attack,ARG-30_2004-T840,ARG-30_2004-T828
Attack,ARG-30_2004-T940,ARG-30_2004-T935
Equivalent,ARG-30_2004-T630,ARG-30_2004-T629
Equivalent,ARG-30_2004-T632,ARG-30_2004-T661
Equivalent,ARG-30_2004-T661,ARG-30_2004-T630
Equivalent,ARG-30_2004-T665,ARG-30_2004-T658
Equivalent,ARG-30_2004-T723,ARG-30_2004-T667
Equivalent,ARG-30_2004-T784,ARG-30_2004-T781
Equivalent,ARG-30_2004-T797,ARG-30_2004-T796
Equivalent,ARG-30_2004-T843,ARG-30_2004-T849
Equivalent,ARG-30_2004-T875,ARG-30_2004-T890
Equivalent,ARG-30_2004-T894,ARG-30_2004-T900
Equivalent,ARG-30_2004-T922,ARG-30_2004-T921
Equivalent,ARG-30_2004-T923,ARG-30_2004-T922
Equivalent,ARG-30_2004-T927,ARG-30_2004-T930
Equivalent,ARG-30_2004-T94,ARG-30_2004-T102
Support,ARG-30_2004-T100,ARG-30_2004-T94
Support,ARG-30_2004-T102,ARG-30_2004-T93
Support,ARG-30_2004-T103,ARG-30_2004-T93
Support,ARG-30_2004-T113,ARG-30_2004-T211
Support,ARG-30_2004-T114,ARG-30_2004-T211
Support,ARG-30_2004-T117,ARG-30_2004-T211
Support,ARG-30_2004-T120,ARG-30_2004-T122
Support,ARG-30_2004-T122,ARG-30_2004-T118
Support,ARG-30_2004-T122,ARG-30_2004-T119
Support,ARG-30_2004-T127,ARG-30_2004-T120
Support,ARG-30_2004-T13,ARG-30_2004-T22
Support,ARG-30_2004-T136,ARG-30_2004-T134
Support,ARG-30_2004-T137,ARG-30_2004-T138
Support,ARG-30_2004-T142,ARG-30_2004-T139
Support,ARG-30_2004-T153,ARG-30_2004-T145
Support,ARG-30_2004-T155,ARG-30_2004-T215
Support,ARG-30_2004-T157,ARG-30_2004-T162
Support,ARG-30_2004-T157,ARG-30_2004-T164
Support,ARG-30_2004-T159,ARG-30_2004-T171
Support,ARG-30_2004-T159,ARG-30_2004-T216
Support,ARG-30_2004-T162,ARG-30_2004-T164
Support,ARG-30_2004-T171,ARG-30_2004-T159
Support,ARG-30_2004-T176,ARG-30_2004-T174
Support,ARG-30_2004-T181,ARG-30_2004-T185
Support,ARG-30_2004-T185,ARG-30_2004-T176
Support,ARG-30_2004-T19,ARG-30_2004-T13
Support,ARG-30_2004-T197,ARG-30_2004-T9
Support,ARG-30_2004-T199,ARG-30_2004-T9
Support,ARG-30_2004-T2,ARG-30_2004-T1
Support,ARG-30_2004-T209,ARG-30_2004-T210
Support,ARG-30_2004-T21,ARG-30_2004-T22
Support,ARG-30_2004-T211,ARG-30_2004-T117
Support,ARG-30_2004-T218,ARG-30_2004-T217
Support,ARG-30_2004-T218,ARG-30_2004-T225
Support,ARG-30_2004-T218,ARG-30_2004-T228
Support,ARG-30_2004-T219,ARG-30_2004-T217
Support,ARG-30_2004-T219,ARG-30_2004-T226
Support,ARG-30_2004-T22,ARG-30_2004-T20
Support,ARG-30_2004-T220,ARG-30_2004-T217
Support,ARG-30_2004-T220,ARG-30_2004-T221
Support,ARG-30_2004-T229,ARG-30_2004-T228
Support,ARG-30_2004-T230,ARG-30_2004-T228
Support,ARG-30_2004-T232,ARG-30_2004-T230
Support,ARG-30_2004-T236,ARG-30_2004-T226
Support,ARG-30_2004-T238,ARG-30_2004-T242
Support,ARG-30_2004-T240,ARG-30_2004-T238
Support,ARG-30_2004-T242,ARG-30_2004-T241
Support,ARG-30_2004-T244,ARG-30_2004-T245
Support,ARG-30_2004-T245,ARG-30_2004-T237
Support,ARG-30_2004-T247,ARG-30_2004-T250
Support,ARG-30_2004-T249,ARG-30_2004-T247
Support,ARG-30_2004-T255,ARG-30_2004-T247
Support,ARG-30_2004-T257,ARG-30_2004-T256
Support,ARG-30_2004-T261,ARG-30_2004-T257
Support,ARG-30_2004-T267,ARG-30_2004-T264
Support,ARG-30_2004-T270,ARG-30_2004-T263
Support,ARG-30_2004-T271,ARG-30_2004-T272
Support,ARG-30_2004-T275,ARG-30_2004-T274
Support,ARG-30_2004-T277,ARG-30_2004-T273
Support,ARG-30_2004-T278,ARG-30_2004-T277
Support,ARG-30_2004-T279,ARG-30_2004-T277
Support,ARG-30_2004-T28,ARG-30_2004-T22
Support,ARG-30_2004-T282,ARG-30_2004-T281
Support,ARG-30_2004-T284,ARG-30_2004-T285
Support,ARG-30_2004-T286,ARG-30_2004-T285
Support,ARG-30_2004-T289,ARG-30_2004-T290
Support,ARG-30_2004-T291,ARG-30_2004-T284
Support,ARG-30_2004-T292,ARG-30_2004-T284
Support,ARG-30_2004-T293,ARG-30_2004-T284
Support,ARG-30_2004-T297,ARG-30_2004-T281
Support,ARG-30_2004-T3,ARG-30_2004-T1
Support,ARG-30_2004-T301,ARG-30_2004-T300
Support,ARG-30_2004-T312,ARG-30_2004-T307
Support,ARG-30_2004-T314,ARG-30_2004-T307
Support,ARG-30_2004-T321,ARG-30_2004-T328
Support,ARG-30_2004-T324,ARG-30_2004-T326
Support,ARG-30_2004-T329,ARG-30_2004-T331
Support,ARG-30_2004-T330,ARG-30_2004-T331
Support,ARG-30_2004-T332,ARG-30_2004-T331
Support,ARG-30_2004-T335,ARG-30_2004-T334
Support,ARG-30_2004-T336,ARG-30_2004-T338
Support,ARG-30_2004-T337,ARG-30_2004-T336
Support,ARG-30_2004-T348,ARG-30_2004-T349
Support,ARG-30_2004-T35,ARG-30_2004-T29
Support,ARG-30_2004-T35,ARG-30_2004-T32
Support,ARG-30_2004-T356,ARG-30_2004-T347
Support,ARG-30_2004-T361,ARG-30_2004-T364
Support,ARG-30_2004-T362,ARG-30_2004-T364
