relation_type,source_argument_id,target_argument_id
Attack,ARG-29_2004-T101,ARG-29_2004-T98
Attack,ARG-29_2004-T116,ARG-29_2004-T112
Attack,ARG-29_2004-T121,ARG-29_2004-T93
Attack,ARG-29_2004-T122,ARG-29_2004-T93
Attack,ARG-29_2004-T138,ARG-29_2004-T105
Attack,ARG-29_2004-T144,ARG-29_2004-T143
Attack,ARG-29_2004-T160,ARG-29_2004-T260
Attack,ARG-29_2004-T180,ARG-29_2004-T181
Attack,ARG-29_2004-T189,ARG-29_2004-T180
Attack,ARG-29_2004-T192,ARG-29_2004-T191
Attack,ARG-29_2004-T207,ARG-29_2004-T200
Attack,ARG-29_2004-T208,ARG-29_2004-T200
Attack,ARG-29_2004-T215,ARG-29_2004-T204
Attack,ARG-29_2004-T225,ARG-29_2004-T224
Attack,ARG-29_2004-T237,ARG-29_2004-T228
Attack,ARG-29_2004-T238,ARG-29_2004-T224
Attack,ARG-29_2004-T255,ARG-29_2004-T129
Attack,ARG-29_2004-T255,ARG-29_2004-T93
Attack,ARG-29_2004-T260,ARG-29_2004-T105
Attack,ARG-29_2004-T278,ARG-29_2004-T277
Attack,ARG-29_2004-T342,ARG-29_2004-T337
Attack,ARG-29_2004-T363,ARG-29_2004-T362
Attack,ARG-29_2004-T369,ARG-29_2004-T349
Attack,ARG-29_2004-T378,ARG-29_2004-T376
Attack,ARG-29_2004-T379,ARG-29_2004-T372
Attack,ARG-29_2004-T393,ARG-29_2004-T392
Attack,ARG-29_2004-T394,ARG-29_2004-T392
Attack,ARG-29_2004-T410,ARG-29_2004-T388
Attack,ARG-29_2004-T414,ARG-29_2004-T412
Attack,ARG-29_2004-T415,ARG-29_2004-T354
Attack,ARG-29_2004-T416,ARG-29_2004-T415
Attack,ARG-29_2004-T433,ARG-29_2004-T426
Attack,ARG-29_2004-T467,ARG-29_2004-T460
Attack,ARG-29_2004-T472,ARG-29_2004-T471
Attack,ARG-29_2004-T477,ARG-29_2004-T640
Attack,ARG-29_2004-T479,ARG-29_2004-T478
Attack,ARG-29_2004-T481,ARG-29_2004-T477
Attack,ARG-29_2004-T485,ARG-29_2004-T476
Attack,ARG-29_2004-T525,ARG-29_2004-T517
Attack,ARG-29_2004-T526,ARG-29_2004-T521
Attack,ARG-29_2004-T538,ARG-29_2004-T539
Attack,ARG-29_2004-T558,ARG-29_2004-T557
Attack,ARG-29_2004-T562,ARG-29_2004-T558
Attack,ARG-29_2004-T567,ARG-29_2004-T550
Attack,ARG-29_2004-T577,ARG-29_2004-T572
Attack,ARG-29_2004-T582,ARG-29_2004-T577
Attack,ARG-29_2004-T596,ARG-29_2004-T592
Attack,ARG-29_2004-T602,ARG-29_2004-T598
Attack,ARG-29_2004-T603,ARG-29_2004-T604
Attack,ARG-29_2004-T627,ARG-29_2004-T625
Attack,ARG-29_2004-T634,ARG-29_2004-T632
Attack,ARG-29_2004-T653,ARG-29_2004-T642
Attack,ARG-29_2004-T657,ARG-29_2004-T658
Attack,ARG-29_2004-T668,ARG-29_2004-T685
Attack,ARG-29_2004-T671,ARG-29_2004-T676
Attack,ARG-29_2004-T672,ARG-29_2004-T667
Attack,ARG-29_2004-T672,ARG-29_2004-T670
Attack,ARG-29_2004-T679,ARG-29_2004-T676
Attack,ARG-29_2004-T680,ARG-29_2004-T676
Attack,ARG-29_2004-T685,ARG-29_2004-T682
Attack,ARG-29_2004-T690,ARG-29_2004-T689
Attack,ARG-29_2004-T703,ARG-29_2004-T702
Attack,ARG-29_2004-T710,ARG-29_2004-T706
Attack,ARG-29_2004-T710,ARG-29_2004-T713
Attack,ARG-29_2004-T726,ARG-29_2004-T872
Attack,ARG-29_2004-T733,ARG-29_2004-T732
Attack,ARG-29_2004-T736,ARG-29_2004-T710
Attack,ARG-29_2004-T738,ARG-29_2004-T733
Attack,ARG-29_2004-T742,ARG-29_2004-T743
Attack,ARG-29_2004-T744,ARG-29_2004-T743
Attack,ARG-29_2004-T778,ARG-29_2004-T776
Attack,ARG-29_2004-T780,ARG-29_2004-T779
