relation_type,source_argument_id,target_argument_id
Attack,ARG-26_2000-T108,ARG-26_2000-T103
Attack,ARG-26_2000-T112,ARG-26_2000-T107
Attack,ARG-26_2000-T12,ARG-26_2000-T5
Attack,ARG-26_2000-T145,ARG-26_2000-T146
Attack,ARG-26_2000-T169,ARG-26_2000-T168
Attack,ARG-26_2000-T205,ARG-26_2000-T199
Attack,ARG-26_2000-T300,ARG-26_2000-T282
Attack,ARG-26_2000-T364,ARG-26_2000-T351
Attack,ARG-26_2000-T383,ARG-26_2000-T365
Attack,ARG-26_2000-T395,ARG-26_2000-T389
Attack,ARG-26_2000-T396,ARG-26_2000-T389
Attack,ARG-26_2000-T409,ARG-26_2000-T407
Attack,ARG-26_2000-T415,ARG-26_2000-T400
Attack,ARG-26_2000-T415,ARG-26_2000-T416
Attack,ARG-26_2000-T498,ARG-26_2000-T485
Attack,ARG-26_2000-T498,ARG-26_2000-T489
Attack,ARG-26_2000-T500,ARG-26_2000-T485
Attack,ARG-26_2000-T500,ARG-26_2000-T489
Attack,ARG-26_2000-T505,ARG-26_2000-T485
Attack,ARG-26_2000-T508,ARG-26_2000-T497
Attack,ARG-26_2000-T510,ARG-26_2000-T497
Attack,ARG-26_2000-T516,ARG-26_2000-T500
Attack,ARG-26_2000-T517,ARG-26_2000-T562
Attack,ARG-26_2000-T527,ARG-26_2000-T508
Attack,ARG-26_2000-T534,ARG-26_2000-T562
Attack,ARG-26_2000-T550,ARG-26_2000-T533
Attack,ARG-26_2000-T553,ARG-26_2000-T532
Attack,ARG-26_2000-T563,ARG-26_2000-T500
Attack,ARG-26_2000-T615,ARG-26_2000-T610
Attack,ARG-26_2000-T615,ARG-26_2000-T614
Attack,ARG-26_2000-T642,ARG-26_2000-T641
Attack,ARG-26_2000-T645,ARG-26_2000-T646
Attack,ARG-26_2000-T650,ARG-26_2000-T659
Attack,ARG-26_2000-T661,ARG-26_2000-T642
Attack,ARG-26_2000-T661,ARG-26_2000-T650
Attack,ARG-26_2000-T681,ARG-26_2000-T682
Attack,ARG-26_2000-T686,ARG-26_2000-T685
Attack,ARG-26_2000-T710,ARG-26_2000-T695
Attack,ARG-26_2000-T718,ARG-26_2000-T706
Attack,ARG-26_2000-T746,ARG-26_2000-T745
Attack,ARG-26_2000-T753,ARG-26_2000-T745
Attack,ARG-26_2000-T754,ARG-26_2000-T745
Attack,ARG-26_2000-T757,ARG-26_2000-T750
Attack,ARG-26_2000-T775,ARG-26_2000-T746
Attack,ARG-26_2000-T88,ARG-26_2000-T64
Attack,ARG-26_2000-T94,ARG-26_2000-T89
Equivalent,ARG-26_2000-T170,ARG-26_2000-T178
Equivalent,ARG-26_2000-T277,ARG-26_2000-T274
Equivalent,ARG-26_2000-T367,ARG-26_2000-T369
Equivalent,ARG-26_2000-T431,ARG-26_2000-T400
Equivalent,ARG-26_2000-T96,ARG-26_2000-T94
Support,ARG-26_2000-T1,ARG-26_2000-T56
Support,ARG-26_2000-T103,ARG-26_2000-T94
Support,ARG-26_2000-T107,ARG-26_2000-T108
Support,ARG-26_2000-T120,ARG-26_2000-T119
Support,ARG-26_2000-T121,ARG-26_2000-T119
Support,ARG-26_2000-T122,ARG-26_2000-T119
Support,ARG-26_2000-T123,ARG-26_2000-T119
Support,ARG-26_2000-T125,ARG-26_2000-T144
Support,ARG-26_2000-T127,ARG-26_2000-T129
Support,ARG-26_2000-T129,ARG-26_2000-T131
Support,ARG-26_2000-T129,ARG-26_2000-T144
Support,ARG-26_2000-T132,ARG-26_2000-T134
Support,ARG-26_2000-T134,ARG-26_2000-T119
Support,ARG-26_2000-T137,ARG-26_2000-T136
Support,ARG-26_2000-T138,ARG-26_2000-T136
Support,ARG-26_2000-T142,ARG-26_2000-T136
Support,ARG-26_2000-T144,ARG-26_2000-T118
Support,ARG-26_2000-T151,ARG-26_2000-T154
Support,ARG-26_2000-T157,ARG-26_2000-T154
Support,ARG-26_2000-T163,ARG-26_2000-T164
Support,ARG-26_2000-T167,ARG-26_2000-T165
Support,ARG-26_2000-T186,ARG-26_2000-T185
Support,ARG-26_2000-T196,ARG-26_2000-T199
Support,ARG-26_2000-T198,ARG-26_2000-T199
Support,ARG-26_2000-T2,ARG-26_2000-T56
Support,ARG-26_2000-T204,ARG-26_2000-T196
Support,ARG-26_2000-T209,ARG-26_2000-T208
Support,ARG-26_2000-T211,ARG-26_2000-T208
Support,ARG-26_2000-T212,ARG-26_2000-T208
Support,ARG-26_2000-T213,ARG-26_2000-T208
Support,ARG-26_2000-T216,ARG-26_2000-T215
Support,ARG-26_2000-T241,ARG-26_2000-T251
Support,ARG-26_2000-T242,ARG-26_2000-T247
Support,ARG-26_2000-T243,ARG-26_2000-T272
Support,ARG-26_2000-T244,ARG-26_2000-T240
Support,ARG-26_2000-T246,ARG-26_2000-T240
Support,ARG-26_2000-T248,ARG-26_2000-T247
Support,ARG-26_2000-T249,ARG-26_2000-T247
Support,ARG-26_2000-T250,ARG-26_2000-T247
Support,ARG-26_2000-T251,ARG-26_2000-T247
Support,ARG-26_2000-T253,ARG-26_2000-T241
Support,ARG-26_2000-T256,ARG-26_2000-T250
Support,ARG-26_2000-T258,ARG-26_2000-T256
Support,ARG-26_2000-T259,ARG-26_2000-T251
Support,ARG-26_2000-T261,ARG-26_2000-T242
Support,ARG-26_2000-T262,ARG-26_2000-T242
Support,ARG-26_2000-T264,ARG-26_2000-T267
Support,ARG-26_2000-T265,ARG-26_2000-T267
Support,ARG-26_2000-T266,ARG-26_2000-T267
Support,ARG-26_2000-T267,ARG-26_2000-T272
Support,ARG-26_2000-T274,ARG-26_2000-T275
Support,ARG-26_2000-T275,ARG-26_2000-T282
Support,ARG-26_2000-T282,ARG-26_2000-T286
Support,ARG-26_2000-T285,ARG-26_2000-T286
Support,ARG-26_2000-T289,ARG-26_2000-T287
Support,ARG-26_2000-T291,ARG-26_2000-T287
Support,ARG-26_2000-T292,ARG-26_2000-T291
Support,ARG-26_2000-T294,ARG-26_2000-T287
Support,ARG-26_2000-T295,ARG-26_2000-T294
Support,ARG-26_2000-T296,ARG-26_2000-T294
Support,ARG-26_2000-T297,ARG-26_2000-T294
Support,ARG-26_2000-T298,ARG-26_2000-T287
Support,ARG-26_2000-T3,ARG-26_2000-T56
Support,ARG-26_2000-T300,ARG-26_2000-T299
Support,ARG-26_2000-T303,ARG-26_2000-T304
Support,ARG-26_2000-T305,ARG-26_2000-T304
Support,ARG-26_2000-T306,ARG-26_2000-T299
Support,ARG-26_2000-T306,ARG-26_2000-T304
Support,ARG-26_2000-T308,ARG-26_2000-T304
Support,ARG-26_2000-T324,ARG-26_2000-T322
Support,ARG-26_2000-T325,ARG-26_2000-T324
Support,ARG-26_2000-T328,ARG-26_2000-T322
Support,ARG-26_2000-T331,ARG-26_2000-T328
Support,ARG-26_2000-T336,ARG-26_2000-T335
Support,ARG-26_2000-T337,ARG-26_2000-T335
Support,ARG-26_2000-T341,ARG-26_2000-T343
Support,ARG-26_2000-T343,ARG-26_2000-T344
Support,ARG-26_2000-T346,ARG-26_2000-T349
Support,ARG-26_2000-T347,ARG-26_2000-T349
Support,ARG-26_2000-T355,ARG-26_2000-T358
Support,ARG-26_2000-T361,ARG-26_2000-T358
Support,ARG-26_2000-T367,ARG-26_2000-T373
Support,ARG-26_2000-T373,ARG-26_2000-T376
Support,ARG-26_2000-T374,ARG-26_2000-T365
Support,ARG-26_2000-T377,ARG-26_2000-T365
Support,ARG-26_2000-T379,ARG-26_2000-T349
Support,ARG-26_2000-T389,ARG-26_2000-T388
