relation_type,source_argument_id,target_argument_id
Attack,ARG-45_2020-T15,ARG-45_2020-T16
Attack,ARG-45_2020-T32,ARG-45_2020-T31
Attack,ARG-45_2020-T6,ARG-45_2020-T8
Attack,ARG-45_2020-T73,ARG-45_2020-T76
Attack,ARG-45_2020-T88,ARG-45_2020-T90
Attack,ARG-45_2020-T88,ARG-45_2020-T91
Attack,ARG-45_2020-T88,ARG-45_2020-T92
Equivalent,ARG-45_2020-T26,ARG-45_2020-T27
Equivalent,ARG-45_2020-T37,ARG-45_2020-T38
Equivalent,ARG-45_2020-T59,ARG-45_2020-T60
Equivalent,ARG-45_2020-T68,ARG-45_2020-T69
Equivalent,ARG-45_2020-T85,ARG-45_2020-T86
Equivalent,ARG-45_2020-T87,ARG-45_2020-T88
Support,ARG-45_2020-T101,ARG-45_2020-T103
Support,ARG-45_2020-T106,ARG-45_2020-T104
Support,ARG-45_2020-T106,ARG-45_2020-T105
Support,ARG-45_2020-T107,ARG-45_2020-T108
Support,ARG-45_2020-T109,ARG-45_2020-T110
Support,ARG-45_2020-T111,ARG-45_2020-T112
Support,ARG-45_2020-T113,ARG-45_2020-T114
Support,ARG-45_2020-T117,ARG-45_2020-T118
Support,ARG-45_2020-T117,ARG-45_2020-T119
Support,ARG-45_2020-T118,ARG-45_2020-T119
Support,ARG-45_2020-T126,ARG-45_2020-T127
Support,ARG-45_2020-T13,ARG-45_2020-T14
Support,ARG-45_2020-T25,ARG-45_2020-T26
Support,ARG-45_2020-T25,ARG-45_2020-T27
Support,ARG-45_2020-T3,ARG-45_2020-T5
Support,ARG-45_2020-T36,ARG-45_2020-T39
Support,ARG-45_2020-T50,ARG-45_2020-T51
Support,ARG-45_2020-T58,ARG-45_2020-T59
Support,ARG-45_2020-T6,ARG-45_2020-T7
Support,ARG-45_2020-T65,ARG-45_2020-T66
Support,ARG-45_2020-T65,ARG-45_2020-T67
Support,ARG-45_2020-T68,ARG-45_2020-T71
Support,ARG-45_2020-T68,ARG-45_2020-T72
Support,ARG-45_2020-T74,ARG-45_2020-T75
Support,ARG-45_2020-T76,ARG-45_2020-T77
Support,ARG-45_2020-T79,ARG-45_2020-T78
Support,ARG-45_2020-T88,ARG-45_2020-T89
Support,ARG-45_2020-T99,ARG-45_2020-T100
