relation_type,source_argument_id,target_argument_id
Attack,ARG-2_1960-T100,ARG-2_1960-T76
Attack,ARG-2_1960-T117,ARG-2_1960-T115
Attack,ARG-2_1960-T117,ARG-2_1960-T153
Attack,ARG-2_1960-T125,ARG-2_1960-T115
Attack,ARG-2_1960-T125,ARG-2_1960-T116
Attack,ARG-2_1960-T134,ARG-2_1960-T153
Attack,ARG-2_1960-T17,ARG-2_1960-T16
Attack,ARG-2_1960-T182,ARG-2_1960-T167
Attack,ARG-2_1960-T19,ARG-2_1960-T9
Attack,ARG-2_1960-T215,ARG-2_1960-T216
Attack,ARG-2_1960-T218,ARG-2_1960-T235
Attack,ARG-2_1960-T221,ARG-2_1960-T210
Attack,ARG-2_1960-T225,ARG-2_1960-T208
Attack,ARG-2_1960-T226,ARG-2_1960-T210
Attack,ARG-2_1960-T23,ARG-2_1960-T9
Attack,ARG-2_1960-T245,ARG-2_1960-T243
Attack,ARG-2_1960-T249,ARG-2_1960-T248
Attack,ARG-2_1960-T260,ARG-2_1960-T254
Attack,ARG-2_1960-T263,ARG-2_1960-T248
Attack,ARG-2_1960-T264,ARG-2_1960-T237
Attack,ARG-2_1960-T27,ARG-2_1960-T1
Attack,ARG-2_1960-T276,ARG-2_1960-T275
Attack,ARG-2_1960-T303,ARG-2_1960-T302
Attack,ARG-2_1960-T304,ARG-2_1960-T309
Attack,ARG-2_1960-T305,ARG-2_1960-T309
Attack,ARG-2_1960-T311,ARG-2_1960-T309
Attack,ARG-2_1960-T346,ARG-2_1960-T319
Attack,ARG-2_1960-T378,ARG-2_1960-T393
Attack,ARG-2_1960-T386,ARG-2_1960-T382
Attack,ARG-2_1960-T400,ARG-2_1960-T401
Attack,ARG-2_1960-T403,ARG-2_1960-T406
Attack,ARG-2_1960-T403,ARG-2_1960-T408
Attack,ARG-2_1960-T406,ARG-2_1960-T407
Attack,ARG-2_1960-T408,ARG-2_1960-T407
Attack,ARG-2_1960-T412,ARG-2_1960-T399
Attack,ARG-2_1960-T412,ARG-2_1960-T413
Attack,ARG-2_1960-T419,ARG-2_1960-T412
Attack,ARG-2_1960-T421,ARG-2_1960-T417
Attack,ARG-2_1960-T426,ARG-2_1960-T402
Attack,ARG-2_1960-T462,ARG-2_1960-T439
Attack,ARG-2_1960-T467,ARG-2_1960-T448
Attack,ARG-2_1960-T469,ARG-2_1960-T448
Attack,ARG-2_1960-T470,ARG-2_1960-T469
Attack,ARG-2_1960-T472,ARG-2_1960-T469
Attack,ARG-2_1960-T508,ARG-2_1960-T507
Attack,ARG-2_1960-T57,ARG-2_1960-T58
Attack,ARG-2_1960-T59,ARG-2_1960-T58
Attack,ARG-2_1960-T71,ARG-2_1960-T31
Attack,ARG-2_1960-T75,ARG-2_1960-T97
Attack,ARG-2_1960-T85,ARG-2_1960-T84
Attack,ARG-2_1960-T89,ARG-2_1960-T93
Equivalent,ARG-2_1960-T115,ARG-2_1960-T123
Equivalent,ARG-2_1960-T122,ARG-2_1960-T114
Equivalent,ARG-2_1960-T122,ARG-2_1960-T115
Equivalent,ARG-2_1960-T123,ARG-2_1960-T114
Equivalent,ARG-2_1960-T123,ARG-2_1960-T122
Equivalent,ARG-2_1960-T127,ARG-2_1960-T128
Equivalent,ARG-2_1960-T130,ARG-2_1960-T132
Equivalent,ARG-2_1960-T140,ARG-2_1960-T142
Equivalent,ARG-2_1960-T141,ARG-2_1960-T134
Equivalent,ARG-2_1960-T15,ARG-2_1960-T21
Equivalent,ARG-2_1960-T162,ARG-2_1960-T163
Equivalent,ARG-2_1960-T162,ARG-2_1960-T164
Equivalent,ARG-2_1960-T162,ARG-2_1960-T165
Equivalent,ARG-2_1960-T163,ARG-2_1960-T164
Equivalent,ARG-2_1960-T163,ARG-2_1960-T165
Equivalent,ARG-2_1960-T164,ARG-2_1960-T165
Equivalent,ARG-2_1960-T167,ARG-2_1960-T162
Equivalent,ARG-2_1960-T167,ARG-2_1960-T163
Equivalent,ARG-2_1960-T170,ARG-2_1960-T171
Equivalent,ARG-2_1960-T170,ARG-2_1960-T197
Equivalent,ARG-2_1960-T173,ARG-2_1960-T172
Equivalent,ARG-2_1960-T187,ARG-2_1960-T186
Equivalent,ARG-2_1960-T188,ARG-2_1960-T186
Equivalent,ARG-2_1960-T188,ARG-2_1960-T187
Equivalent,ARG-2_1960-T190,ARG-2_1960-T186
Equivalent,ARG-2_1960-T190,ARG-2_1960-T187
Equivalent,ARG-2_1960-T190,ARG-2_1960-T188
Equivalent,ARG-2_1960-T194,ARG-2_1960-T186
Equivalent,ARG-2_1960-T195,ARG-2_1960-T194
Equivalent,ARG-2_1960-T2,ARG-2_1960-T11
Equivalent,ARG-2_1960-T210,ARG-2_1960-T208
Equivalent,ARG-2_1960-T216,ARG-2_1960-T208
Equivalent,ARG-2_1960-T246,ARG-2_1960-T245
Equivalent,ARG-2_1960-T247,ARG-2_1960-T245
Equivalent,ARG-2_1960-T247,ARG-2_1960-T246
Equivalent,ARG-2_1960-T251,ARG-2_1960-T253
Equivalent,ARG-2_1960-T266,ARG-2_1960-T267
Equivalent,ARG-2_1960-T295,ARG-2_1960-T289
Equivalent,ARG-2_1960-T304,ARG-2_1960-T303
Equivalent,ARG-2_1960-T304,ARG-2_1960-T305
Equivalent,ARG-2_1960-T308,ARG-2_1960-T306
Equivalent,ARG-2_1960-T331,ARG-2_1960-T340
Equivalent,ARG-2_1960-T337,ARG-2_1960-T341
Equivalent,ARG-2_1960-T343,ARG-2_1960-T342
Equivalent,ARG-2_1960-T355,ARG-2_1960-T357
Equivalent,ARG-2_1960-T368,ARG-2_1960-T367
Equivalent,ARG-2_1960-T381,ARG-2_1960-T380
Equivalent,ARG-2_1960-T383,ARG-2_1960-T380
Equivalent,ARG-2_1960-T391,ARG-2_1960-T390
Equivalent,ARG-2_1960-T400,ARG-2_1960-T408
Equivalent,ARG-2_1960-T405,ARG-2_1960-T404
Equivalent,ARG-2_1960-T406,ARG-2_1960-T408
Equivalent,ARG-2_1960-T413,ARG-2_1960-T399
Equivalent,ARG-2_1960-T44,ARG-2_1960-T48
Equivalent,ARG-2_1960-T440,ARG-2_1960-T441
Equivalent,ARG-2_1960-T442,ARG-2_1960-T447
Equivalent,ARG-2_1960-T450,ARG-2_1960-T449
Equivalent,ARG-2_1960-T453,ARG-2_1960-T450
Equivalent,ARG-2_1960-T472,ARG-2_1960-T470
Equivalent,ARG-2_1960-T489,ARG-2_1960-T490
Equivalent,ARG-2_1960-T5,ARG-2_1960-T11
Equivalent,ARG-2_1960-T5,ARG-2_1960-T2
Equivalent,ARG-2_1960-T500,ARG-2_1960-T499
Equivalent,ARG-2_1960-T505,ARG-2_1960-T495
Equivalent,ARG-2_1960-T506,ARG-2_1960-T494
Equivalent,ARG-2_1960-T511,ARG-2_1960-T495
Equivalent,ARG-2_1960-T67,ARG-2_1960-T71
Equivalent,ARG-2_1960-T7,ARG-2_1960-T8
Equivalent,ARG-2_1960-T78,ARG-2_1960-T82
Equivalent,ARG-2_1960-T82,ARG-2_1960-T83
Equivalent,ARG-2_1960-T85,ARG-2_1960-T96
Equivalent,ARG-2_1960-T89,ARG-2_1960-T88
Equivalent,ARG-2_1960-T97,ARG-2_1960-T84
Equivalent,ARG-2_1960-T99,ARG-2_1960-T98
Support,ARG-2_1960-T10,ARG-2_1960-T9
Support,ARG-2_1960-T100,ARG-2_1960-T98
Support,ARG-2_1960-T100,ARG-2_1960-T99
Support,ARG-2_1960-T11,ARG-2_1960-T2
Support,ARG-2_1960-T114,ARG-2_1960-T115
Support,ARG-2_1960-T115,ARG-2_1960-T116
Support,ARG-2_1960-T126,ARG-2_1960-T125
Support,ARG-2_1960-T127,ARG-2_1960-T128
Support,ARG-2_1960-T127,ARG-2_1960-T154
Support,ARG-2_1960-T133,ARG-2_1960-T125
Support,ARG-2_1960-T143,ARG-2_1960-T142
Support,ARG-2_1960-T144,ARG-2_1960-T142
Support,ARG-2_1960-T155,ARG-2_1960-T148
Support,ARG-2_1960-T158,ARG-2_1960-T126
Support,ARG-2_1960-T159,ARG-2_1960-T154
Support,ARG-2_1960-T167,ARG-2_1960-T176
Support,ARG-2_1960-T172,ARG-2_1960-T171
Support,ARG-2_1960-T175,ARG-2_1960-T167
Support,ARG-2_1960-T182,ARG-2_1960-T186
Support,ARG-2_1960-T186,ARG-2_1960-T182
Support,ARG-2_1960-T186,ARG-2_1960-T187
Support,ARG-2_1960-T186,ARG-2_1960-T188
Support,ARG-2_1960-T186,ARG-2_1960-T192
Support,ARG-2_1960-T187,ARG-2_1960-T186
Support,ARG-2_1960-T187,ARG-2_1960-T188
Support,ARG-2_1960-T188,ARG-2_1960-T186
Support,ARG-2_1960-T188,ARG-2_1960-T187
Support,ARG-2_1960-T188,ARG-2_1960-T192
Support,ARG-2_1960-T190,ARG-2_1960-T192
Support,ARG-2_1960-T191,ARG-2_1960-T182
Support,ARG-2_1960-T194,ARG-2_1960-T182
Support,ARG-2_1960-T194,ARG-2_1960-T192
Support,ARG-2_1960-T195,ARG-2_1960-T192
Support,ARG-2_1960-T197,ARG-2_1960-T167
Support,ARG-2_1960-T2,ARG-2_1960-T1
Support,ARG-2_1960-T208,ARG-2_1960-T209
Support,ARG-2_1960-T209,ARG-2_1960-T210
Support,ARG-2_1960-T211,ARG-2_1960-T210
Support,ARG-2_1960-T212,ARG-2_1960-T210
Support,ARG-2_1960-T214,ARG-2_1960-T215
Support,ARG-2_1960-T219,ARG-2_1960-T235
Support,ARG-2_1960-T22,ARG-2_1960-T19
Support,ARG-2_1960-T222,ARG-2_1960-T224
Support,ARG-2_1960-T223,ARG-2_1960-T224
Support,ARG-2_1960-T238,ARG-2_1960-T237
Support,ARG-2_1960-T240,ARG-2_1960-T237
Support,ARG-2_1960-T241,ARG-2_1960-T248
Support,ARG-2_1960-T242,ARG-2_1960-T253
Support,ARG-2_1960-T243,ARG-2_1960-T253
Support,ARG-2_1960-T244,ARG-2_1960-T253
Support,ARG-2_1960-T246,ARG-2_1960-T243
Support,ARG-2_1960-T247,ARG-2_1960-T243
Support,ARG-2_1960-T253,ARG-2_1960-T254
Support,ARG-2_1960-T256,ARG-2_1960-T255
Support,ARG-2_1960-T257,ARG-2_1960-T255
Support,ARG-2_1960-T268,ARG-2_1960-T255
Support,ARG-2_1960-T269,ARG-2_1960-T255
Support,ARG-2_1960-T275,ARG-2_1960-T274
Support,ARG-2_1960-T277,ARG-2_1960-T274
Support,ARG-2_1960-T281,ARG-2_1960-T274
Support,ARG-2_1960-T283,ARG-2_1960-T274
Support,ARG-2_1960-T285,ARG-2_1960-T282
Support,ARG-2_1960-T289,ARG-2_1960-T295
Support,ARG-2_1960-T291,ARG-2_1960-T295
Support,ARG-2_1960-T293,ARG-2_1960-T274
Support,ARG-2_1960-T295,ARG-2_1960-T289
Support,ARG-2_1960-T298,ARG-2_1960-T297
Support,ARG-2_1960-T30,ARG-2_1960-T10
Support,ARG-2_1960-T300,ARG-2_1960-T301
Support,ARG-2_1960-T301,ARG-2_1960-T297
Support,ARG-2_1960-T302,ARG-2_1960-T297
Support,ARG-2_1960-T306,ARG-2_1960-T314
Support,ARG-2_1960-T308,ARG-2_1960-T314
Support,ARG-2_1960-T31,ARG-2_1960-T36
Support,ARG-2_1960-T324,ARG-2_1960-T323
Support,ARG-2_1960-T326,ARG-2_1960-T330
Support,ARG-2_1960-T327,ARG-2_1960-T330
Support,ARG-2_1960-T328,ARG-2_1960-T330
Support,ARG-2_1960-T329,ARG-2_1960-T330
Support,ARG-2_1960-T336,ARG-2_1960-T335
Support,ARG-2_1960-T348,ARG-2_1960-T345
Support,ARG-2_1960-T350,ARG-2_1960-T318
Support,ARG-2_1960-T351,ARG-2_1960-T336
Support,ARG-2_1960-T354,ARG-2_1960-T356
Support,ARG-2_1960-T357,ARG-2_1960-T392
Support,ARG-2_1960-T360,ARG-2_1960-T357
Support,ARG-2_1960-T361,ARG-2_1960-T362
Support,ARG-2_1960-T363,ARG-2_1960-T366
Support,ARG-2_1960-T365,ARG-2_1960-T364
Support,ARG-2_1960-T366,ARG-2_1960-T362
Support,ARG-2_1960-T366,ARG-2_1960-T367
Support,ARG-2_1960-T369,ARG-2_1960-T370
Support,ARG-2_1960-T370,ARG-2_1960-T372
Support,ARG-2_1960-T371,ARG-2_1960-T372
Support,ARG-2_1960-T379,ARG-2_1960-T388
Support,ARG-2_1960-T381,ARG-2_1960-T383
Support,ARG-2_1960-T385,ARG-2_1960-T388
Support,ARG-2_1960-T387,ARG-2_1960-T388
Support,ARG-2_1960-T388,ARG-2_1960-T378
Support,ARG-2_1960-T391,ARG-2_1960-T382
Support,ARG-2_1960-T392,ARG-2_1960-T362
Support,ARG-2_1960-T393,ARG-2_1960-T390
Support,ARG-2_1960-T396,ARG-2_1960-T382
Support,ARG-2_1960-T4,ARG-2_1960-T2
Support,ARG-2_1960-T401,ARG-2_1960-T403
Support,ARG-2_1960-T402,ARG-2_1960-T403
Support,ARG-2_1960-T404,ARG-2_1960-T403
Support,ARG-2_1960-T405,ARG-2_1960-T403
Support,ARG-2_1960-T409,ARG-2_1960-T417
