relation_type,source_argument_id,target_argument_id
Attack,ARG-19_1992-T118,ARG-19_1992-T116
Attack,ARG-19_1992-T123,ARG-19_1992-T118
Attack,ARG-19_1992-T154,ARG-19_1992-T153
Attack,ARG-19_1992-T159,ARG-19_1992-T153
Attack,ARG-19_1992-T205,ARG-19_1992-T204
Attack,ARG-19_1992-T214,ARG-19_1992-T204
Attack,ARG-19_1992-T228,ARG-19_1992-T227
Attack,ARG-19_1992-T233,ARG-19_1992-T232
Attack,ARG-19_1992-T238,ARG-19_1992-T225
Attack,ARG-19_1992-T238,ARG-19_1992-T237
Attack,ARG-19_1992-T251,ARG-19_1992-T317
Attack,ARG-19_1992-T262,ARG-19_1992-T261
Attack,ARG-19_1992-T272,ARG-19_1992-T265
Attack,ARG-19_1992-T275,ARG-19_1992-T274
Attack,ARG-19_1992-T35,ARG-19_1992-T36
Attack,ARG-19_1992-T361,ARG-19_1992-T251
Attack,ARG-19_1992-T363,ARG-19_1992-T251
Attack,ARG-19_1992-T42,ARG-19_1992-T41
Attack,ARG-19_1992-T421,ARG-19_1992-T408
Attack,ARG-19_1992-T422,ARG-19_1992-T409
Attack,ARG-19_1992-T45,ARG-19_1992-T9
Attack,ARG-19_1992-T471,ARG-19_1992-T452
Attack,ARG-19_1992-T515,ARG-19_1992-T488
Attack,ARG-19_1992-T52,ARG-19_1992-T25
Attack,ARG-19_1992-T532,ARG-19_1992-T529
Attack,ARG-19_1992-T567,ARG-19_1992-T563
Attack,ARG-19_1992-T578,ARG-19_1992-T567
Attack,ARG-19_1992-T581,ARG-19_1992-T529
Attack,ARG-19_1992-T619,ARG-19_1992-T603
Attack,ARG-19_1992-T619,ARG-19_1992-T615
Attack,ARG-19_1992-T622,ARG-19_1992-T615
Attack,ARG-19_1992-T765,ARG-19_1992-T746
Attack,ARG-19_1992-T767,ARG-19_1992-T728
Attack,ARG-19_1992-T812,ARG-19_1992-T793
Attack,ARG-19_1992-T815,ARG-19_1992-T772
Attack,ARG-19_1992-T83,ARG-19_1992-T78
Attack,ARG-19_1992-T83,ARG-19_1992-T79
Attack,ARG-19_1992-T91,ARG-19_1992-T76
Attack,ARG-19_1992-T94,ARG-19_1992-T75
Attack,ARG-19_1992-T99,ARG-19_1992-T100
Equivalent,ARG-19_1992-T129,ARG-19_1992-T338
Equivalent,ARG-19_1992-T133,ARG-19_1992-T131
Equivalent,ARG-19_1992-T15,ARG-19_1992-T20
Equivalent,ARG-19_1992-T176,ARG-19_1992-T1
Equivalent,ARG-19_1992-T208,ARG-19_1992-T205
Equivalent,ARG-19_1992-T209,ARG-19_1992-T208
Equivalent,ARG-19_1992-T294,ARG-19_1992-T370
Equivalent,ARG-19_1992-T302,ARG-19_1992-T305
Equivalent,ARG-19_1992-T331,ARG-19_1992-T42
Equivalent,ARG-19_1992-T338,ARG-19_1992-T123
Equivalent,ARG-19_1992-T384,ARG-19_1992-T378
Equivalent,ARG-19_1992-T442,ARG-19_1992-T425
Equivalent,ARG-19_1992-T448,ARG-19_1992-T444
Equivalent,ARG-19_1992-T479,ARG-19_1992-T471
Equivalent,ARG-19_1992-T483,ARG-19_1992-T448
Equivalent,ARG-19_1992-T484,ARG-19_1992-T483
Equivalent,ARG-19_1992-T50,ARG-19_1992-T33
Equivalent,ARG-19_1992-T559,ARG-19_1992-T552
Equivalent,ARG-19_1992-T571,ARG-19_1992-T572
Equivalent,ARG-19_1992-T578,ARG-19_1992-T563
Equivalent,ARG-19_1992-T652,ARG-19_1992-T643
Equivalent,ARG-19_1992-T725,ARG-19_1992-T679
Equivalent,ARG-19_1992-T734,ARG-19_1992-T741
Equivalent,ARG-19_1992-T738,ARG-19_1992-T740
Equivalent,ARG-19_1992-T742,ARG-19_1992-T745
Equivalent,ARG-19_1992-T746,ARG-19_1992-T747
Equivalent,ARG-19_1992-T780,ARG-19_1992-T772
Equivalent,ARG-19_1992-T796,ARG-19_1992-T777
Equivalent,ARG-19_1992-T801,ARG-19_1992-T772
Equivalent,ARG-19_1992-T87,ARG-19_1992-T93
Equivalent,ARG-19_1992-T93,ARG-19_1992-T98
Support,ARG-19_1992-T10,ARG-19_1992-T8
Support,ARG-19_1992-T101,ARG-19_1992-T104
Support,ARG-19_1992-T101,ARG-19_1992-T89
Support,ARG-19_1992-T104,ARG-19_1992-T101
Support,ARG-19_1992-T11,ARG-19_1992-T8
Support,ARG-19_1992-T124,ARG-19_1992-T123
Support,ARG-19_1992-T128,ARG-19_1992-T123
Support,ARG-19_1992-T13,ARG-19_1992-T8
Support,ARG-19_1992-T130,ARG-19_1992-T128
Support,ARG-19_1992-T134,ARG-19_1992-T131
Support,ARG-19_1992-T14,ARG-19_1992-T8
Support,ARG-19_1992-T140,ARG-19_1992-T139
Support,ARG-19_1992-T141,ARG-19_1992-T139
