relation_type,source_argument_id,target_argument_id
Attack,ARG-6_1976-T102,ARG-6_1976-T95
Attack,ARG-6_1976-T112,ARG-6_1976-T114
Attack,ARG-6_1976-T113,ARG-6_1976-T114
Attack,ARG-6_1976-T13,ARG-6_1976-T15
Attack,ARG-6_1976-T138,ARG-6_1976-T135
Attack,ARG-6_1976-T14,ARG-6_1976-T15
Attack,ARG-6_1976-T143,ARG-6_1976-T132
Attack,ARG-6_1976-T143,ARG-6_1976-T140
Attack,ARG-6_1976-T149,ARG-6_1976-T147
Attack,ARG-6_1976-T149,ARG-6_1976-T168
Attack,ARG-6_1976-T149,ARG-6_1976-T169
Attack,ARG-6_1976-T149,ARG-6_1976-T170
Attack,ARG-6_1976-T153,ARG-6_1976-T147
Attack,ARG-6_1976-T154,ARG-6_1976-T153
Attack,ARG-6_1976-T16,ARG-6_1976-T19
Attack,ARG-6_1976-T161,ARG-6_1976-T153
Attack,ARG-6_1976-T179,ARG-6_1976-T178
Attack,ARG-6_1976-T179,ARG-6_1976-T181
Attack,ARG-6_1976-T183,ARG-6_1976-T174
Attack,ARG-6_1976-T183,ARG-6_1976-T177
Attack,ARG-6_1976-T183,ARG-6_1976-T181
Attack,ARG-6_1976-T193,ARG-6_1976-T192
Attack,ARG-6_1976-T199,ARG-6_1976-T200
Attack,ARG-6_1976-T22,ARG-6_1976-T37
Attack,ARG-6_1976-T231,ARG-6_1976-T226
Attack,ARG-6_1976-T258,ARG-6_1976-T226
Attack,ARG-6_1976-T281,ARG-6_1976-T284
Attack,ARG-6_1976-T288,ARG-6_1976-T284
Attack,ARG-6_1976-T305,ARG-6_1976-T264
Attack,ARG-6_1976-T306,ARG-6_1976-T288
Attack,ARG-6_1976-T31,ARG-6_1976-T30
Attack,ARG-6_1976-T319,ARG-6_1976-T265
Attack,ARG-6_1976-T325,ARG-6_1976-T284
Attack,ARG-6_1976-T333,ARG-6_1976-T371
Attack,ARG-6_1976-T334,ARG-6_1976-T371
Attack,ARG-6_1976-T335,ARG-6_1976-T333
Attack,ARG-6_1976-T338,ARG-6_1976-T371
Attack,ARG-6_1976-T340,ARG-6_1976-T372
Attack,ARG-6_1976-T341,ARG-6_1976-T372
Attack,ARG-6_1976-T344,ARG-6_1976-T372
Attack,ARG-6_1976-T346,ARG-6_1976-T335
Attack,ARG-6_1976-T369,ARG-6_1976-T372
Attack,ARG-6_1976-T373,ARG-6_1976-T344
Attack,ARG-6_1976-T385,ARG-6_1976-T389
Attack,ARG-6_1976-T385,ARG-6_1976-T390
Attack,ARG-6_1976-T39,ARG-6_1976-T30
Attack,ARG-6_1976-T396,ARG-6_1976-T399
Attack,ARG-6_1976-T399,ARG-6_1976-T397
Attack,ARG-6_1976-T399,ARG-6_1976-T398
Attack,ARG-6_1976-T404,ARG-6_1976-T432
Attack,ARG-6_1976-T415,ARG-6_1976-T389
Attack,ARG-6_1976-T416,ARG-6_1976-T389
Attack,ARG-6_1976-T417,ARG-6_1976-T396
Attack,ARG-6_1976-T417,ARG-6_1976-T399
Attack,ARG-6_1976-T472,ARG-6_1976-T463
Attack,ARG-6_1976-T473,ARG-6_1976-T461
Attack,ARG-6_1976-T473,ARG-6_1976-T502
Attack,ARG-6_1976-T479,ARG-6_1976-T477
Attack,ARG-6_1976-T480,ARG-6_1976-T479
Attack,ARG-6_1976-T483,ARG-6_1976-T484
Attack,ARG-6_1976-T489,ARG-6_1976-T487
Attack,ARG-6_1976-T492,ARG-6_1976-T487
Attack,ARG-6_1976-T516,ARG-6_1976-T509
Attack,ARG-6_1976-T519,ARG-6_1976-T542
Attack,ARG-6_1976-T520,ARG-6_1976-T522
Attack,ARG-6_1976-T520,ARG-6_1976-T524
Attack,ARG-6_1976-T523,ARG-6_1976-T522
Attack,ARG-6_1976-T524,ARG-6_1976-T525
Attack,ARG-6_1976-T526,ARG-6_1976-T525
Attack,ARG-6_1976-T531,ARG-6_1976-T538
Attack,ARG-6_1976-T532,ARG-6_1976-T527
Attack,ARG-6_1976-T534,ARG-6_1976-T508
Attack,ARG-6_1976-T535,ARG-6_1976-T509
Attack,ARG-6_1976-T542,ARG-6_1976-T509
Attack,ARG-6_1976-T546,ARG-6_1976-T547
Attack,ARG-6_1976-T553,ARG-6_1976-T547
Attack,ARG-6_1976-T565,ARG-6_1976-T566
Attack,ARG-6_1976-T565,ARG-6_1976-T567
Attack,ARG-6_1976-T70,ARG-6_1976-T91
Attack,ARG-6_1976-T77,ARG-6_1976-T79
Attack,ARG-6_1976-T81,ARG-6_1976-T60
Attack,ARG-6_1976-T90,ARG-6_1976-T77
Attack,ARG-6_1976-T96,ARG-6_1976-T95
Attack,ARG-6_1976-T98,ARG-6_1976-T95
Equivalent,ARG-6_1976-T165,ARG-6_1976-T161
Equivalent,ARG-6_1976-T255,ARG-6_1976-T246
Equivalent,ARG-6_1976-T380,ARG-6_1976-T375
Support,ARG-6_1976-T1,ARG-6_1976-T2
Support,ARG-6_1976-T100,ARG-6_1976-T96
Support,ARG-6_1976-T102,ARG-6_1976-T100
Support,ARG-6_1976-T102,ARG-6_1976-T110
Support,ARG-6_1976-T103,ARG-6_1976-T104
Support,ARG-6_1976-T103,ARG-6_1976-T109
Support,ARG-6_1976-T104,ARG-6_1976-T105
Support,ARG-6_1976-T104,ARG-6_1976-T109
Support,ARG-6_1976-T105,ARG-6_1976-T103
Support,ARG-6_1976-T105,ARG-6_1976-T109
Support,ARG-6_1976-T107,ARG-6_1976-T108
Support,ARG-6_1976-T108,ARG-6_1976-T109
Support,ARG-6_1976-T11,ARG-6_1976-T13
Support,ARG-6_1976-T110,ARG-6_1976-T100
Support,ARG-6_1976-T111,ARG-6_1976-T95
Support,ARG-6_1976-T112,ARG-6_1976-T113
Support,ARG-6_1976-T120,ARG-6_1976-T118
Support,ARG-6_1976-T122,ARG-6_1976-T125
Support,ARG-6_1976-T125,ARG-6_1976-T127
Support,ARG-6_1976-T125,ARG-6_1976-T130
Support,ARG-6_1976-T129,ARG-6_1976-T127
Support,ARG-6_1976-T132,ARG-6_1976-T135
Support,ARG-6_1976-T135,ARG-6_1976-T132
Support,ARG-6_1976-T137,ARG-6_1976-T135
Support,ARG-6_1976-T140,ARG-6_1976-T132
Support,ARG-6_1976-T140,ARG-6_1976-T141
Support,ARG-6_1976-T141,ARG-6_1976-T140
Support,ARG-6_1976-T147,ARG-6_1976-T170
Support,ARG-6_1976-T148,ARG-6_1976-T149
Support,ARG-6_1976-T148,ARG-6_1976-T166
Support,ARG-6_1976-T149,ARG-6_1976-T152
Support,ARG-6_1976-T153,ARG-6_1976-T162
Support,ARG-6_1976-T157,ARG-6_1976-T154
Support,ARG-6_1976-T16,ARG-6_1976-T37
Support,ARG-6_1976-T161,ARG-6_1976-T163
Support,ARG-6_1976-T161,ARG-6_1976-T165
Support,ARG-6_1976-T163,ARG-6_1976-T161
Support,ARG-6_1976-T163,ARG-6_1976-T165
Support,ARG-6_1976-T165,ARG-6_1976-T161
Support,ARG-6_1976-T166,ARG-6_1976-T149
Support,ARG-6_1976-T166,ARG-6_1976-T167
Support,ARG-6_1976-T167,ARG-6_1976-T149
Support,ARG-6_1976-T167,ARG-6_1976-T170
Support,ARG-6_1976-T168,ARG-6_1976-T170
Support,ARG-6_1976-T169,ARG-6_1976-T170
Support,ARG-6_1976-T170,ARG-6_1976-T148
Support,ARG-6_1976-T171,ARG-6_1976-T172
Support,ARG-6_1976-T171,ARG-6_1976-T182
Support,ARG-6_1976-T172,ARG-6_1976-T182
Support,ARG-6_1976-T173,ARG-6_1976-T183
Support,ARG-6_1976-T174,ARG-6_1976-T181
Support,ARG-6_1976-T177,ARG-6_1976-T181
Support,ARG-6_1976-T178,ARG-6_1976-T171
Support,ARG-6_1976-T179,ARG-6_1976-T183
Support,ARG-6_1976-T183,ARG-6_1976-T179
Support,ARG-6_1976-T184,ARG-6_1976-T188
Support,ARG-6_1976-T19,ARG-6_1976-T18
Support,ARG-6_1976-T190,ARG-6_1976-T192
Support,ARG-6_1976-T193,ARG-6_1976-T195
Support,ARG-6_1976-T195,ARG-6_1976-T199
Support,ARG-6_1976-T198,ARG-6_1976-T199
Support,ARG-6_1976-T2,ARG-6_1976-T40
Support,ARG-6_1976-T20,ARG-6_1976-T21
Support,ARG-6_1976-T20,ARG-6_1976-T38
Support,ARG-6_1976-T201,ARG-6_1976-T199
Support,ARG-6_1976-T202,ARG-6_1976-T199
Support,ARG-6_1976-T203,ARG-6_1976-T199
Support,ARG-6_1976-T204,ARG-6_1976-T205
Support,ARG-6_1976-T204,ARG-6_1976-T206
Support,ARG-6_1976-T204,ARG-6_1976-T210
Support,ARG-6_1976-T204,ARG-6_1976-T211
Support,ARG-6_1976-T204,ARG-6_1976-T212
Support,ARG-6_1976-T205,ARG-6_1976-T204
Support,ARG-6_1976-T205,ARG-6_1976-T206
Support,ARG-6_1976-T205,ARG-6_1976-T210
Support,ARG-6_1976-T205,ARG-6_1976-T211
Support,ARG-6_1976-T205,ARG-6_1976-T212
Support,ARG-6_1976-T206,ARG-6_1976-T204
Support,ARG-6_1976-T206,ARG-6_1976-T205
Support,ARG-6_1976-T206,ARG-6_1976-T210
Support,ARG-6_1976-T206,ARG-6_1976-T211
Support,ARG-6_1976-T206,ARG-6_1976-T212
Support,ARG-6_1976-T21,ARG-6_1976-T20
Support,ARG-6_1976-T21,ARG-6_1976-T38
Support,ARG-6_1976-T210,ARG-6_1976-T204
Support,ARG-6_1976-T210,ARG-6_1976-T205
Support,ARG-6_1976-T210,ARG-6_1976-T206
Support,ARG-6_1976-T210,ARG-6_1976-T211
Support,ARG-6_1976-T210,ARG-6_1976-T212
Support,ARG-6_1976-T211,ARG-6_1976-T204
Support,ARG-6_1976-T211,ARG-6_1976-T205
Support,ARG-6_1976-T211,ARG-6_1976-T206
Support,ARG-6_1976-T211,ARG-6_1976-T210
Support,ARG-6_1976-T211,ARG-6_1976-T212
Support,ARG-6_1976-T212,ARG-6_1976-T204
Support,ARG-6_1976-T212,ARG-6_1976-T205
Support,ARG-6_1976-T212,ARG-6_1976-T206
Support,ARG-6_1976-T212,ARG-6_1976-T210
Support,ARG-6_1976-T212,ARG-6_1976-T211
Support,ARG-6_1976-T222,ARG-6_1976-T221
