relation_type,source_argument_id,target_argument_id
Attack,ARG-5_1976-T171,ARG-5_1976-T169
Attack,ARG-5_1976-T18,ARG-5_1976-T10
Attack,ARG-5_1976-T187,ARG-5_1976-T185
Attack,ARG-5_1976-T202,ARG-5_1976-T187
Attack,ARG-5_1976-T214,ARG-5_1976-T209
Attack,ARG-5_1976-T248,ARG-5_1976-T235
Attack,ARG-5_1976-T248,ARG-5_1976-T237
Attack,ARG-5_1976-T257,ARG-5_1976-T256
Attack,ARG-5_1976-T295,ARG-5_1976-T265
Attack,ARG-5_1976-T295,ARG-5_1976-T270
Attack,ARG-5_1976-T35,ARG-5_1976-T20
Attack,ARG-5_1976-T356,ARG-5_1976-T314
Attack,ARG-5_1976-T356,ARG-5_1976-T336
Attack,ARG-5_1976-T460,ARG-5_1976-T424
Attack,ARG-5_1976-T561,ARG-5_1976-T555
Attack,ARG-5_1976-T61,ARG-5_1976-T60
Attack,ARG-5_1976-T77,ARG-5_1976-T75
Equivalent,ARG-5_1976-T107,ARG-5_1976-T106
Equivalent,ARG-5_1976-T155,ARG-5_1976-T156
Equivalent,ARG-5_1976-T274,ARG-5_1976-T261
Equivalent,ARG-5_1976-T284,ARG-5_1976-T279
Equivalent,ARG-5_1976-T324,ARG-5_1976-T306
Support,ARG-5_1976-T1,ARG-5_1976-T12
Support,ARG-5_1976-T10,ARG-5_1976-T1
Support,ARG-5_1976-T100,ARG-5_1976-T101
Support,ARG-5_1976-T109,ARG-5_1976-T107
Support,ARG-5_1976-T110,ARG-5_1976-T107
Support,ARG-5_1976-T110,ARG-5_1976-T112
Support,ARG-5_1976-T114,ARG-5_1976-T113
Support,ARG-5_1976-T117,ARG-5_1976-T115
Support,ARG-5_1976-T118,ARG-5_1976-T117
Support,ARG-5_1976-T118,ARG-5_1976-T120
Support,ARG-5_1976-T118,ARG-5_1976-T122
Support,ARG-5_1976-T120,ARG-5_1976-T118
Support,ARG-5_1976-T121,ARG-5_1976-T155
Support,ARG-5_1976-T123,ARG-5_1976-T155
Support,ARG-5_1976-T125,ARG-5_1976-T110
Support,ARG-5_1976-T126,ARG-5_1976-T125
Support,ARG-5_1976-T131,ARG-5_1976-T127
Support,ARG-5_1976-T134,ARG-5_1976-T143
Support,ARG-5_1976-T140,ARG-5_1976-T141
Support,ARG-5_1976-T150,ARG-5_1976-T110
Support,ARG-5_1976-T150,ARG-5_1976-T168
Support,ARG-5_1976-T151,ARG-5_1976-T168
Support,ARG-5_1976-T152,ARG-5_1976-T168
Support,ARG-5_1976-T159,ARG-5_1976-T158
Support,ARG-5_1976-T164,ARG-5_1976-T167
Support,ARG-5_1976-T165,ARG-5_1976-T162
Support,ARG-5_1976-T173,ARG-5_1976-T171
Support,ARG-5_1976-T176,ARG-5_1976-T171
Support,ARG-5_1976-T18,ARG-5_1976-T1
Support,ARG-5_1976-T185,ARG-5_1976-T188
Support,ARG-5_1976-T188,ARG-5_1976-T185
Support,ARG-5_1976-T193,ARG-5_1976-T206
Support,ARG-5_1976-T194,ARG-5_1976-T193
Support,ARG-5_1976-T201,ARG-5_1976-T194
Support,ARG-5_1976-T201,ARG-5_1976-T202
Support,ARG-5_1976-T218,ARG-5_1976-T214
Support,ARG-5_1976-T220,ARG-5_1976-T224
Support,ARG-5_1976-T222,ARG-5_1976-T221
Support,ARG-5_1976-T229,ARG-5_1976-T231
Support,ARG-5_1976-T23,ARG-5_1976-T26
Support,ARG-5_1976-T23,ARG-5_1976-T35
Support,ARG-5_1976-T231,ARG-5_1976-T235
Support,ARG-5_1976-T232,ARG-5_1976-T231
Support,ARG-5_1976-T232,ARG-5_1976-T235
Support,ARG-5_1976-T235,ARG-5_1976-T237
Support,ARG-5_1976-T235,ARG-5_1976-T239
Support,ARG-5_1976-T237,ARG-5_1976-T235
Support,ARG-5_1976-T240,ARG-5_1976-T220
Support,ARG-5_1976-T241,ARG-5_1976-T244
Support,ARG-5_1976-T243,ARG-5_1976-T241
Support,ARG-5_1976-T26,ARG-5_1976-T35
Support,ARG-5_1976-T265,ARG-5_1976-T270
Support,ARG-5_1976-T270,ARG-5_1976-T265
Support,ARG-5_1976-T276,ARG-5_1976-T277
Support,ARG-5_1976-T277,ARG-5_1976-T274
Support,ARG-5_1976-T279,ARG-5_1976-T278
Support,ARG-5_1976-T28,ARG-5_1976-T26
Support,ARG-5_1976-T280,ARG-5_1976-T279
Support,ARG-5_1976-T286,ARG-5_1976-T284
Support,ARG-5_1976-T290,ARG-5_1976-T287
Support,ARG-5_1976-T290,ARG-5_1976-T293
Support,ARG-5_1976-T291,ARG-5_1976-T290
Support,ARG-5_1976-T292,ARG-5_1976-T290
Support,ARG-5_1976-T293,ARG-5_1976-T286
Support,ARG-5_1976-T297,ARG-5_1976-T306
Support,ARG-5_1976-T303,ARG-5_1976-T306
Support,ARG-5_1976-T309,ARG-5_1976-T326
Support,ARG-5_1976-T31,ARG-5_1976-T35
Support,ARG-5_1976-T313,ARG-5_1976-T309
Support,ARG-5_1976-T314,ARG-5_1976-T309
Support,ARG-5_1976-T320,ARG-5_1976-T309
Support,ARG-5_1976-T326,ARG-5_1976-T324
Support,ARG-5_1976-T33,ARG-5_1976-T35
Support,ARG-5_1976-T331,ARG-5_1976-T327
Support,ARG-5_1976-T335,ARG-5_1976-T338
Support,ARG-5_1976-T338,ARG-5_1976-T335
Support,ARG-5_1976-T342,ARG-5_1976-T363
Support,ARG-5_1976-T343,ARG-5_1976-T363
Support,ARG-5_1976-T35,ARG-5_1976-T36
Support,ARG-5_1976-T361,ARG-5_1976-T356
Support,ARG-5_1976-T363,ARG-5_1976-T338
Support,ARG-5_1976-T367,ARG-5_1976-T369
Support,ARG-5_1976-T368,ARG-5_1976-T367
Support,ARG-5_1976-T376,ARG-5_1976-T374
Support,ARG-5_1976-T381,ARG-5_1976-T385
Support,ARG-5_1976-T397,ARG-5_1976-T390
Support,ARG-5_1976-T401,ARG-5_1976-T400
Support,ARG-5_1976-T41,ARG-5_1976-T39
Support,ARG-5_1976-T417,ARG-5_1976-T401
Support,ARG-5_1976-T417,ARG-5_1976-T407
Support,ARG-5_1976-T423,ARG-5_1976-T424
Support,ARG-5_1976-T425,ARG-5_1976-T424
Support,ARG-5_1976-T430,ARG-5_1976-T434
Support,ARG-5_1976-T431,ARG-5_1976-T430
Support,ARG-5_1976-T431,ARG-5_1976-T437
Support,ARG-5_1976-T431,ARG-5_1976-T438
Support,ARG-5_1976-T435,ARG-5_1976-T434
Support,ARG-5_1976-T438,ARG-5_1976-T441
Support,ARG-5_1976-T439,ARG-5_1976-T438
Support,ARG-5_1976-T44,ARG-5_1976-T41
Support,ARG-5_1976-T47,ARG-5_1976-T44
Support,ARG-5_1976-T472,ARG-5_1976-T429
Support,ARG-5_1976-T48,ARG-5_1976-T41
Support,ARG-5_1976-T481,ARG-5_1976-T480
Support,ARG-5_1976-T482,ARG-5_1976-T480
Support,ARG-5_1976-T49,ARG-5_1976-T41
Support,ARG-5_1976-T503,ARG-5_1976-T504
Support,ARG-5_1976-T515,ARG-5_1976-T517
Support,ARG-5_1976-T516,ARG-5_1976-T515
Support,ARG-5_1976-T517,ARG-5_1976-T518
Support,ARG-5_1976-T527,ARG-5_1976-T531
Support,ARG-5_1976-T53,ARG-5_1976-T49
Support,ARG-5_1976-T533,ARG-5_1976-T531
Support,ARG-5_1976-T534,ARG-5_1976-T531
Support,ARG-5_1976-T537,ARG-5_1976-T531
Support,ARG-5_1976-T54,ARG-5_1976-T53
Support,ARG-5_1976-T543,ARG-5_1976-T542
Support,ARG-5_1976-T55,ARG-5_1976-T54
Support,ARG-5_1976-T551,ARG-5_1976-T550
Support,ARG-5_1976-T552,ARG-5_1976-T551
Support,ARG-5_1976-T554,ARG-5_1976-T551
Support,ARG-5_1976-T555,ARG-5_1976-T554
Support,ARG-5_1976-T556,ARG-5_1976-T555
Support,ARG-5_1976-T559,ARG-5_1976-T556
Support,ARG-5_1976-T560,ARG-5_1976-T556
Support,ARG-5_1976-T564,ARG-5_1976-T568
Support,ARG-5_1976-T565,ARG-5_1976-T564
Support,ARG-5_1976-T59,ARG-5_1976-T60
Support,ARG-5_1976-T69,ARG-5_1976-T68
Support,ARG-5_1976-T73,ARG-5_1976-T74
Support,ARG-5_1976-T8,ARG-5_1976-T1
Support,ARG-5_1976-T81,ARG-5_1976-T80
Support,ARG-5_1976-T85,ARG-5_1976-T82
Support,ARG-5_1976-T86,ARG-5_1976-T85
Support,ARG-5_1976-T87,ARG-5_1976-T85
Support,ARG-5_1976-T94,ARG-5_1976-T90
Support,ARG-5_1976-T96,ARG-5_1976-T88
Support,ARG-5_1976-T99,ARG-5_1976-T100
