relation_type,source_argument_id,target_argument_id
Attack,ARG-13_1988-T106,ARG-13_1988-T105
Attack,ARG-13_1988-T111,ARG-13_1988-T106
Attack,ARG-13_1988-T111,ARG-13_1988-T109
Attack,ARG-13_1988-T113,ARG-13_1988-T122
Attack,ARG-13_1988-T125,ARG-13_1988-T111
Attack,ARG-13_1988-T130,ARG-13_1988-T128
Attack,ARG-13_1988-T132,ARG-13_1988-T133
Attack,ARG-13_1988-T132,ARG-13_1988-T158
Attack,ARG-13_1988-T143,ARG-13_1988-T141
Attack,ARG-13_1988-T144,ARG-13_1988-T141
Attack,ARG-13_1988-T146,ARG-13_1988-T141
Attack,ARG-13_1988-T150,ARG-13_1988-T147
Attack,ARG-13_1988-T151,ARG-13_1988-T153
Attack,ARG-13_1988-T155,ARG-13_1988-T131
Attack,ARG-13_1988-T190,ARG-13_1988-T189
Attack,ARG-13_1988-T193,ARG-13_1988-T192
Attack,ARG-13_1988-T209,ARG-13_1988-T199
Attack,ARG-13_1988-T220,ARG-13_1988-T217
Attack,ARG-13_1988-T223,ARG-13_1988-T221
Attack,ARG-13_1988-T247,ARG-13_1988-T248
Attack,ARG-13_1988-T248,ARG-13_1988-T243
Attack,ARG-13_1988-T248,ARG-13_1988-T250
Attack,ARG-13_1988-T249,ARG-13_1988-T250
Attack,ARG-13_1988-T251,ARG-13_1988-T252
Attack,ARG-13_1988-T252,ARG-13_1988-T243
Attack,ARG-13_1988-T254,ARG-13_1988-T256
Attack,ARG-13_1988-T264,ARG-13_1988-T265
Attack,ARG-13_1988-T268,ARG-13_1988-T269
Attack,ARG-13_1988-T312,ARG-13_1988-T313
Attack,ARG-13_1988-T324,ARG-13_1988-T388
Attack,ARG-13_1988-T327,ARG-13_1988-T388
Attack,ARG-13_1988-T351,ARG-13_1988-T353
Attack,ARG-13_1988-T358,ARG-13_1988-T360
Attack,ARG-13_1988-T36,ARG-13_1988-T31
Attack,ARG-13_1988-T378,ARG-13_1988-T379
Attack,ARG-13_1988-T38,ARG-13_1988-T31
Attack,ARG-13_1988-T387,ARG-13_1988-T388
Attack,ARG-13_1988-T389,ARG-13_1988-T331
Attack,ARG-13_1988-T398,ARG-13_1988-T396
Attack,ARG-13_1988-T410,ARG-13_1988-T411
Attack,ARG-13_1988-T417,ARG-13_1988-T410
Attack,ARG-13_1988-T42,ARG-13_1988-T96
Attack,ARG-13_1988-T427,ARG-13_1988-T433
Attack,ARG-13_1988-T427,ARG-13_1988-T476
Attack,ARG-13_1988-T435,ARG-13_1988-T436
Attack,ARG-13_1988-T439,ARG-13_1988-T435
Attack,ARG-13_1988-T452,ARG-13_1988-T451
Attack,ARG-13_1988-T462,ARG-13_1988-T461
Attack,ARG-13_1988-T472,ARG-13_1988-T471
Attack,ARG-13_1988-T48,ARG-13_1988-T93
Attack,ARG-13_1988-T481,ARG-13_1988-T479
Attack,ARG-13_1988-T492,ARG-13_1988-T494
Attack,ARG-13_1988-T492,ARG-13_1988-T511
Attack,ARG-13_1988-T494,ARG-13_1988-T491
Attack,ARG-13_1988-T494,ARG-13_1988-T506
Attack,ARG-13_1988-T505,ARG-13_1988-T506
Attack,ARG-13_1988-T508,ARG-13_1988-T511
Attack,ARG-13_1988-T516,ARG-13_1988-T489
Attack,ARG-13_1988-T516,ARG-13_1988-T511
Attack,ARG-13_1988-T520,ARG-13_1988-T518
Attack,ARG-13_1988-T526,ARG-13_1988-T490
Attack,ARG-13_1988-T526,ARG-13_1988-T498
Attack,ARG-13_1988-T527,ARG-13_1988-T490
Attack,ARG-13_1988-T531,ARG-13_1988-T501
Attack,ARG-13_1988-T531,ARG-13_1988-T502
Attack,ARG-13_1988-T539,ARG-13_1988-T490
Attack,ARG-13_1988-T543,ARG-13_1988-T479
Attack,ARG-13_1988-T543,ARG-13_1988-T542
Attack,ARG-13_1988-T578,ARG-13_1988-T563
Attack,ARG-13_1988-T592,ARG-13_1988-T593
Attack,ARG-13_1988-T6,ARG-13_1988-T1
Attack,ARG-13_1988-T6,ARG-13_1988-T5
Attack,ARG-13_1988-T609,ARG-13_1988-T605
Attack,ARG-13_1988-T617,ARG-13_1988-T618
Attack,ARG-13_1988-T631,ARG-13_1988-T609
Attack,ARG-13_1988-T635,ARG-13_1988-T621
