relation_type,source_argument_id,target_argument_id
Attack,ARG-37_2012-T117,ARG-37_2012-T118
Attack,ARG-37_2012-T125,ARG-37_2012-T120
Attack,ARG-37_2012-T126,ARG-37_2012-T125
Attack,ARG-37_2012-T17,ARG-37_2012-T22
Attack,ARG-37_2012-T191,ARG-37_2012-T189
Attack,ARG-37_2012-T207,ARG-37_2012-T206
Attack,ARG-37_2012-T24,ARG-37_2012-T23
Attack,ARG-37_2012-T244,ARG-37_2012-T242
Attack,ARG-37_2012-T247,ARG-37_2012-T249
Attack,ARG-37_2012-T267,ARG-37_2012-T266
Attack,ARG-37_2012-T278,ARG-37_2012-T275
Attack,ARG-37_2012-T307,ARG-37_2012-T305
Attack,ARG-37_2012-T317,ARG-37_2012-T315
Attack,ARG-37_2012-T348,ARG-37_2012-T350
Attack,ARG-37_2012-T359,ARG-37_2012-T365
Attack,ARG-37_2012-T376,ARG-37_2012-T380
Attack,ARG-37_2012-T381,ARG-37_2012-T380
Attack,ARG-37_2012-T383,ARG-37_2012-T380
Attack,ARG-37_2012-T431,ARG-37_2012-T720
Attack,ARG-37_2012-T433,ARG-37_2012-T720
Attack,ARG-37_2012-T436,ARG-37_2012-T434
Attack,ARG-37_2012-T448,ARG-37_2012-T444
Attack,ARG-37_2012-T456,ARG-37_2012-T455
Attack,ARG-37_2012-T458,ARG-37_2012-T456
Attack,ARG-37_2012-T459,ARG-37_2012-T460
Attack,ARG-37_2012-T464,ARG-37_2012-T462
Attack,ARG-37_2012-T469,ARG-37_2012-T468
Attack,ARG-37_2012-T489,ARG-37_2012-T487
Attack,ARG-37_2012-T505,ARG-37_2012-T504
Attack,ARG-37_2012-T516,ARG-37_2012-T515
Attack,ARG-37_2012-T533,ARG-37_2012-T535
Attack,ARG-37_2012-T543,ARG-37_2012-T724
Attack,ARG-37_2012-T547,ARG-37_2012-T546
Attack,ARG-37_2012-T563,ARG-37_2012-T570
Attack,ARG-37_2012-T574,ARG-37_2012-T573
Attack,ARG-37_2012-T627,ARG-37_2012-T625
Attack,ARG-37_2012-T632,ARG-37_2012-T634
Attack,ARG-37_2012-T644,ARG-37_2012-T646
Attack,ARG-37_2012-T652,ARG-37_2012-T650
Attack,ARG-37_2012-T667,ARG-37_2012-T658
Attack,ARG-37_2012-T668,ARG-37_2012-T667
Attack,ARG-37_2012-T67,ARG-37_2012-T63
Attack,ARG-37_2012-T673,ARG-37_2012-T672
Attack,ARG-37_2012-T675,ARG-37_2012-T667
Attack,ARG-37_2012-T679,ARG-37_2012-T677
Attack,ARG-37_2012-T681,ARG-37_2012-T679
Attack,ARG-37_2012-T718,ARG-37_2012-T716
Attack,ARG-37_2012-T720,ARG-37_2012-T426
Attack,ARG-37_2012-T784,ARG-37_2012-T783
Attack,ARG-37_2012-T816,ARG-37_2012-T808
Attack,ARG-37_2012-T825,ARG-37_2012-T826
Attack,ARG-37_2012-T855,ARG-37_2012-T844
Attack,ARG-37_2012-T872,ARG-37_2012-T873
Attack,ARG-37_2012-T899,ARG-37_2012-T897
Attack,ARG-37_2012-T902,ARG-37_2012-T900
Attack,ARG-37_2012-T906,ARG-37_2012-T905
Attack,ARG-37_2012-T907,ARG-37_2012-T903
Attack,ARG-37_2012-T914,ARG-37_2012-T912
Attack,ARG-37_2012-T918,ARG-37_2012-T915
Attack,ARG-37_2012-T94,ARG-37_2012-T92
Attack,ARG-37_2012-T98,ARG-37_2012-T95
Support,ARG-37_2012-T10,ARG-37_2012-T12
Support,ARG-37_2012-T100,ARG-37_2012-T103
Support,ARG-37_2012-T101,ARG-37_2012-T103
Support,ARG-37_2012-T104,ARG-37_2012-T105
Support,ARG-37_2012-T127,ARG-37_2012-T126
Support,ARG-37_2012-T128,ARG-37_2012-T126
Support,ARG-37_2012-T129,ARG-37_2012-T128
Support,ARG-37_2012-T13,ARG-37_2012-T12
Support,ARG-37_2012-T135,ARG-37_2012-T131
Support,ARG-37_2012-T139,ARG-37_2012-T140
Support,ARG-37_2012-T14,ARG-37_2012-T12
Support,ARG-37_2012-T145,ARG-37_2012-T146
Support,ARG-37_2012-T146,ARG-37_2012-T149
Support,ARG-37_2012-T149,ARG-37_2012-T151
Support,ARG-37_2012-T15,ARG-37_2012-T12
Support,ARG-37_2012-T151,ARG-37_2012-T152
Support,ARG-37_2012-T153,ARG-37_2012-T164
Support,ARG-37_2012-T16,ARG-37_2012-T12
Support,ARG-37_2012-T170,ARG-37_2012-T172
Support,ARG-37_2012-T174,ARG-37_2012-T173
Support,ARG-37_2012-T175,ARG-37_2012-T176
Support,ARG-37_2012-T176,ARG-37_2012-T178
Support,ARG-37_2012-T203,ARG-37_2012-T204
Support,ARG-37_2012-T205,ARG-37_2012-T206
Support,ARG-37_2012-T208,ARG-37_2012-T206
Support,ARG-37_2012-T210,ARG-37_2012-T211
Support,ARG-37_2012-T211,ARG-37_2012-T209
Support,ARG-37_2012-T229,ARG-37_2012-T230
Support,ARG-37_2012-T23,ARG-37_2012-T22
Support,ARG-37_2012-T230,ARG-37_2012-T231
Support,ARG-37_2012-T231,ARG-37_2012-T233
Support,ARG-37_2012-T237,ARG-37_2012-T253
Support,ARG-37_2012-T238,ARG-37_2012-T253
Support,ARG-37_2012-T239,ARG-37_2012-T253
Support,ARG-37_2012-T245,ARG-37_2012-T246
Support,ARG-37_2012-T246,ARG-37_2012-T247
Support,ARG-37_2012-T250,ARG-37_2012-T251
Support,ARG-37_2012-T251,ARG-37_2012-T253
Support,ARG-37_2012-T252,ARG-37_2012-T251
Support,ARG-37_2012-T27,ARG-37_2012-T25
Support,ARG-37_2012-T277,ARG-37_2012-T278
Support,ARG-37_2012-T282,ARG-37_2012-T279
Support,ARG-37_2012-T283,ARG-37_2012-T282
Support,ARG-37_2012-T284,ARG-37_2012-T283
Support,ARG-37_2012-T290,ARG-37_2012-T294
Support,ARG-37_2012-T300,ARG-37_2012-T303
Support,ARG-37_2012-T302,ARG-37_2012-T303
Support,ARG-37_2012-T303,ARG-37_2012-T305
Support,ARG-37_2012-T308,ARG-37_2012-T323
Support,ARG-37_2012-T315,ARG-37_2012-T321
Support,ARG-37_2012-T316,ARG-37_2012-T317
Support,ARG-37_2012-T323,ARG-37_2012-T324
Support,ARG-37_2012-T324,ARG-37_2012-T322
Support,ARG-37_2012-T330,ARG-37_2012-T322
Support,ARG-37_2012-T331,ARG-37_2012-T332
Support,ARG-37_2012-T334,ARG-37_2012-T332
Support,ARG-37_2012-T346,ARG-37_2012-T348
Support,ARG-37_2012-T358,ARG-37_2012-T357
Support,ARG-37_2012-T36,ARG-37_2012-T37
Support,ARG-37_2012-T37,ARG-37_2012-T38
Support,ARG-37_2012-T375,ARG-37_2012-T362
Support,ARG-37_2012-T391,ARG-37_2012-T390
Support,ARG-37_2012-T410,ARG-37_2012-T404
Support,ARG-37_2012-T411,ARG-37_2012-T413
Support,ARG-37_2012-T414,ARG-37_2012-T413
Support,ARG-37_2012-T422,ARG-37_2012-T423
Support,ARG-37_2012-T43,ARG-37_2012-T40
Support,ARG-37_2012-T435,ARG-37_2012-T436
Support,ARG-37_2012-T439,ARG-37_2012-T436
Support,ARG-37_2012-T45,ARG-37_2012-T40
Support,ARG-37_2012-T455,ARG-37_2012-T454
Support,ARG-37_2012-T461,ARG-37_2012-T462
Support,ARG-37_2012-T465,ARG-37_2012-T462
Support,ARG-37_2012-T466,ARG-37_2012-T468
Support,ARG-37_2012-T47,ARG-37_2012-T48
Support,ARG-37_2012-T472,ARG-37_2012-T473
Support,ARG-37_2012-T473,ARG-37_2012-T474
Support,ARG-37_2012-T474,ARG-37_2012-T475
Support,ARG-37_2012-T48,ARG-37_2012-T49
Support,ARG-37_2012-T485,ARG-37_2012-T489
Support,ARG-37_2012-T486,ARG-37_2012-T487
Support,ARG-37_2012-T497,ARG-37_2012-T498
Support,ARG-37_2012-T498,ARG-37_2012-T496
Support,ARG-37_2012-T5,ARG-37_2012-T1
Support,ARG-37_2012-T503,ARG-37_2012-T507
Support,ARG-37_2012-T504,ARG-37_2012-T503
