relation_type,source_argument_id,target_argument_id
Attack,ARG-36_2008-T196,ARG-36_2008-T190
Attack,ARG-36_2008-T207,ARG-36_2008-T199
Attack,ARG-36_2008-T251,ARG-36_2008-T250
Attack,ARG-36_2008-T252,ARG-36_2008-T251
Attack,ARG-36_2008-T253,ARG-36_2008-T233
Attack,ARG-36_2008-T325,ARG-36_2008-T308
Attack,ARG-36_2008-T332,ARG-36_2008-T335
Attack,ARG-36_2008-T334,ARG-36_2008-T325
Attack,ARG-36_2008-T357,ARG-36_2008-T332
Attack,ARG-36_2008-T400,ARG-36_2008-T358
Attack,ARG-36_2008-T468,ARG-36_2008-T458
Attack,ARG-36_2008-T838,ARG-36_2008-T837
Attack,ARG-36_2008-T839,ARG-36_2008-T837
Equivalent,ARG-36_2008-T635,ARG-36_2008-T631
Equivalent,ARG-36_2008-T810,ARG-36_2008-T843
Support,ARG-36_2008-T1,ARG-36_2008-T80
Support,ARG-36_2008-T102,ARG-36_2008-T101
Support,ARG-36_2008-T103,ARG-36_2008-T110
Support,ARG-36_2008-T109,ARG-36_2008-T103
Support,ARG-36_2008-T119,ARG-36_2008-T120
Support,ARG-36_2008-T126,ARG-36_2008-T129
Support,ARG-36_2008-T127,ARG-36_2008-T126
Support,ARG-36_2008-T131,ARG-36_2008-T130
Support,ARG-36_2008-T155,ARG-36_2008-T151
Support,ARG-36_2008-T158,ARG-36_2008-T155
Support,ARG-36_2008-T17,ARG-36_2008-T16
Support,ARG-36_2008-T171,ARG-36_2008-T173
Support,ARG-36_2008-T178,ARG-36_2008-T177
Support,ARG-36_2008-T184,ARG-36_2008-T223
Support,ARG-36_2008-T185,ARG-36_2008-T223
Support,ARG-36_2008-T186,ARG-36_2008-T223
Support,ARG-36_2008-T2,ARG-36_2008-T3
Support,ARG-36_2008-T204,ARG-36_2008-T206
Support,ARG-36_2008-T205,ARG-36_2008-T204
Support,ARG-36_2008-T208,ARG-36_2008-T207
Support,ARG-36_2008-T209,ARG-36_2008-T208
Support,ARG-36_2008-T21,ARG-36_2008-T95
