relation_type,source_argument_id,target_argument_id
Attack,ARG-12_1984-T123,ARG-12_1984-T122
Attack,ARG-12_1984-T139,ARG-12_1984-T169
Attack,ARG-12_1984-T159,ARG-12_1984-T169
Attack,ARG-12_1984-T168,ARG-12_1984-T120
Attack,ARG-12_1984-T179,ARG-12_1984-T107
Attack,ARG-12_1984-T188,ARG-12_1984-T139
Attack,ARG-12_1984-T232,ARG-12_1984-T244
Attack,ARG-12_1984-T232,ARG-12_1984-T266
Attack,ARG-12_1984-T234,ARG-12_1984-T244
Attack,ARG-12_1984-T242,ARG-12_1984-T234
Attack,ARG-12_1984-T247,ARG-12_1984-T232
Attack,ARG-12_1984-T40,ARG-12_1984-T85
Attack,ARG-12_1984-T400,ARG-12_1984-T397
Attack,ARG-12_1984-T439,ARG-12_1984-T433
Attack,ARG-12_1984-T480,ARG-12_1984-T475
Attack,ARG-12_1984-T484,ARG-12_1984-T475
Attack,ARG-12_1984-T505,ARG-12_1984-T446
Attack,ARG-12_1984-T55,ARG-12_1984-T21
Attack,ARG-12_1984-T564,ARG-12_1984-T561
Attack,ARG-12_1984-T89,ARG-12_1984-T151
Equivalent,ARG-12_1984-T107,ARG-12_1984-T106
Equivalent,ARG-12_1984-T177,ARG-12_1984-T175
Equivalent,ARG-12_1984-T264,ARG-12_1984-T272
Equivalent,ARG-12_1984-T74,ARG-12_1984-T45
Support,ARG-12_1984-T102,ARG-12_1984-T106
Support,ARG-12_1984-T104,ARG-12_1984-T106
Support,ARG-12_1984-T108,ARG-12_1984-T107
Support,ARG-12_1984-T109,ARG-12_1984-T108
Support,ARG-12_1984-T110,ARG-12_1984-T181
Support,ARG-12_1984-T118,ARG-12_1984-T119
Support,ARG-12_1984-T120,ARG-12_1984-T181
Support,ARG-12_1984-T124,ARG-12_1984-T125
Support,ARG-12_1984-T126,ARG-12_1984-T125
Support,ARG-12_1984-T127,ARG-12_1984-T169
Support,ARG-12_1984-T130,ARG-12_1984-T129
Support,ARG-12_1984-T131,ARG-12_1984-T130
Support,ARG-12_1984-T132,ARG-12_1984-T131
Support,ARG-12_1984-T146,ARG-12_1984-T154
Support,ARG-12_1984-T147,ARG-12_1984-T154
Support,ARG-12_1984-T148,ARG-12_1984-T154
Support,ARG-12_1984-T149,ARG-12_1984-T148
Support,ARG-12_1984-T154,ARG-12_1984-T148
Support,ARG-12_1984-T156,ARG-12_1984-T158
Support,ARG-12_1984-T157,ARG-12_1984-T158
Support,ARG-12_1984-T158,ARG-12_1984-T91
Support,ARG-12_1984-T165,ARG-12_1984-T102
Support,ARG-12_1984-T166,ARG-12_1984-T179
Support,ARG-12_1984-T167,ARG-12_1984-T119
Support,ARG-12_1984-T172,ARG-12_1984-T132
Support,ARG-12_1984-T173,ARG-12_1984-T177
Support,ARG-12_1984-T174,ARG-12_1984-T151
Support,ARG-12_1984-T175,ARG-12_1984-T100
Support,ARG-12_1984-T177,ARG-12_1984-T98
Support,ARG-12_1984-T183,ARG-12_1984-T172
Support,ARG-12_1984-T190,ARG-12_1984-T89
Support,ARG-12_1984-T193,ARG-12_1984-T179
Support,ARG-12_1984-T195,ARG-12_1984-T271
Support,ARG-12_1984-T200,ARG-12_1984-T195
Support,ARG-12_1984-T201,ARG-12_1984-T205
Support,ARG-12_1984-T202,ARG-12_1984-T205
Support,ARG-12_1984-T203,ARG-12_1984-T205
Support,ARG-12_1984-T21,ARG-12_1984-T78
Support,ARG-12_1984-T216,ARG-12_1984-T215
Support,ARG-12_1984-T216,ARG-12_1984-T224
Support,ARG-12_1984-T217,ARG-12_1984-T216
Support,ARG-12_1984-T22,ARG-12_1984-T21
Support,ARG-12_1984-T221,ARG-12_1984-T224
Support,ARG-12_1984-T223,ARG-12_1984-T275
Support,ARG-12_1984-T224,ARG-12_1984-T273
Support,ARG-12_1984-T227,ARG-12_1984-T266
Support,ARG-12_1984-T23,ARG-12_1984-T21
Support,ARG-12_1984-T232,ARG-12_1984-T233
Support,ARG-12_1984-T247,ARG-12_1984-T246
Support,ARG-12_1984-T251,ARG-12_1984-T200
Support,ARG-12_1984-T256,ARG-12_1984-T200
Support,ARG-12_1984-T258,ARG-12_1984-T205
Support,ARG-12_1984-T259,ARG-12_1984-T206
Support,ARG-12_1984-T264,ARG-12_1984-T220
Support,ARG-12_1984-T264,ARG-12_1984-T272
Support,ARG-12_1984-T265,ARG-12_1984-T221
Support,ARG-12_1984-T272,ARG-12_1984-T208
Support,ARG-12_1984-T272,ARG-12_1984-T264
Support,ARG-12_1984-T274,ARG-12_1984-T208
Support,ARG-12_1984-T275,ARG-12_1984-T273
Support,ARG-12_1984-T283,ARG-12_1984-T282
Support,ARG-12_1984-T284,ARG-12_1984-T283
Support,ARG-12_1984-T285,ARG-12_1984-T335
Support,ARG-12_1984-T286,ARG-12_1984-T285
Support,ARG-12_1984-T29,ARG-12_1984-T43
Support,ARG-12_1984-T299,ARG-12_1984-T300
Support,ARG-12_1984-T31,ARG-12_1984-T82
Support,ARG-12_1984-T315,ARG-12_1984-T341
Support,ARG-12_1984-T315,ARG-12_1984-T342
Support,ARG-12_1984-T32,ARG-12_1984-T31
Support,ARG-12_1984-T327,ARG-12_1984-T285
Support,ARG-12_1984-T328,ARG-12_1984-T285
Support,ARG-12_1984-T333,ARG-12_1984-T315
Support,ARG-12_1984-T334,ARG-12_1984-T333
Support,ARG-12_1984-T340,ARG-12_1984-T339
Support,ARG-12_1984-T342,ARG-12_1984-T315
Support,ARG-12_1984-T344,ARG-12_1984-T343
Support,ARG-12_1984-T346,ARG-12_1984-T348
Support,ARG-12_1984-T346,ARG-12_1984-T373
Support,ARG-12_1984-T350,ARG-12_1984-T409
Support,ARG-12_1984-T359,ARG-12_1984-T360
Support,ARG-12_1984-T370,ARG-12_1984-T366
Support,ARG-12_1984-T370,ARG-12_1984-T373
Support,ARG-12_1984-T382,ARG-12_1984-T385
Support,ARG-12_1984-T382,ARG-12_1984-T431
Support,ARG-12_1984-T385,ARG-12_1984-T382
Support,ARG-12_1984-T385,ARG-12_1984-T431
Support,ARG-12_1984-T389,ARG-12_1984-T427
Support,ARG-12_1984-T392,ARG-12_1984-T394
Support,ARG-12_1984-T394,ARG-12_1984-T392
Support,ARG-12_1984-T395,ARG-12_1984-T392
Support,ARG-12_1984-T395,ARG-12_1984-T394
Support,ARG-12_1984-T397,ARG-12_1984-T399
Support,ARG-12_1984-T399,ARG-12_1984-T425
Support,ARG-12_1984-T404,ARG-12_1984-T355
Support,ARG-12_1984-T409,ARG-12_1984-T348
Support,ARG-12_1984-T41,ARG-12_1984-T40
Support,ARG-12_1984-T41,ARG-12_1984-T87
Support,ARG-12_1984-T414,ARG-12_1984-T355
Support,ARG-12_1984-T419,ARG-12_1984-T370
Support,ARG-12_1984-T420,ARG-12_1984-T370
Support,ARG-12_1984-T429,ARG-12_1984-T374
Support,ARG-12_1984-T429,ARG-12_1984-T385
Support,ARG-12_1984-T43,ARG-12_1984-T31
Support,ARG-12_1984-T430,ARG-12_1984-T376
Support,ARG-12_1984-T431,ARG-12_1984-T382
Support,ARG-12_1984-T431,ARG-12_1984-T385
Support,ARG-12_1984-T45,ARG-12_1984-T39
Support,ARG-12_1984-T450,ARG-12_1984-T505
Support,ARG-12_1984-T453,ARG-12_1984-T506
Support,ARG-12_1984-T458,ARG-12_1984-T486
Support,ARG-12_1984-T461,ARG-12_1984-T460
Support,ARG-12_1984-T469,ARG-12_1984-T466
Support,ARG-12_1984-T470,ARG-12_1984-T469
Support,ARG-12_1984-T471,ARG-12_1984-T470
Support,ARG-12_1984-T479,ARG-12_1984-T446
Support,ARG-12_1984-T479,ARG-12_1984-T475
Support,ARG-12_1984-T481,ARG-12_1984-T483
Support,ARG-12_1984-T485,ARG-12_1984-T484
Support,ARG-12_1984-T485,ARG-12_1984-T486
Support,ARG-12_1984-T503,ARG-12_1984-T440
Support,ARG-12_1984-T504,ARG-12_1984-T446
Support,ARG-12_1984-T504,ARG-12_1984-T491
Support,ARG-12_1984-T506,ARG-12_1984-T459
Support,ARG-12_1984-T510,ARG-12_1984-T511
Support,ARG-12_1984-T512,ARG-12_1984-T511
Support,ARG-12_1984-T517,ARG-12_1984-T508
Support,ARG-12_1984-T518,ARG-12_1984-T517
Support,ARG-12_1984-T523,ARG-12_1984-T522
