relation_type,source_argument_id,target_argument_id
Attack,ARG-20_1992-T487,ARG-20_1992-T490
Attack,ARG-20_1992-T494,ARG-20_1992-T496
Attack,ARG-20_1992-T496,ARG-20_1992-T488
Attack,ARG-20_1992-T502,ARG-20_1992-T487
Attack,ARG-20_1992-T509,ARG-20_1992-T508
Attack,ARG-20_1992-T510,ARG-20_1992-T499
Attack,ARG-20_1992-T528,ARG-20_1992-T531
Attack,ARG-20_1992-T528,ARG-20_1992-T548
Attack,ARG-20_1992-T536,ARG-20_1992-T496
Attack,ARG-20_1992-T553,ARG-20_1992-T630
Attack,ARG-20_1992-T575,ARG-20_1992-T567
Attack,ARG-20_1992-T644,ARG-20_1992-T642
Attack,ARG-20_1992-T678,ARG-20_1992-T653
Attack,ARG-20_1992-T693,ARG-20_1992-T645
Attack,ARG-20_1992-T726,ARG-20_1992-T717
Equivalent,ARG-20_1992-T38,ARG-20_1992-T19
Equivalent,ARG-20_1992-T517,ARG-20_1992-T518
Equivalent,ARG-20_1992-T525,ARG-20_1992-T527
Equivalent,ARG-20_1992-T545,ARG-20_1992-T543
Equivalent,ARG-20_1992-T717,ARG-20_1992-T709
Equivalent,ARG-20_1992-T783,ARG-20_1992-T837
Equivalent,ARG-20_1992-T807,ARG-20_1992-T814
Support,ARG-20_1992-T10,ARG-20_1992-T4
Support,ARG-20_1992-T16,ARG-20_1992-T13
Support,ARG-20_1992-T17,ARG-20_1992-T18
Support,ARG-20_1992-T19,ARG-20_1992-T29
Support,ARG-20_1992-T2,ARG-20_1992-T3
Support,ARG-20_1992-T22,ARG-20_1992-T18
Support,ARG-20_1992-T26,ARG-20_1992-T22
Support,ARG-20_1992-T29,ARG-20_1992-T488
Support,ARG-20_1992-T3,ARG-20_1992-T4
Support,ARG-20_1992-T34,ARG-20_1992-T38
Support,ARG-20_1992-T42,ARG-20_1992-T53
Support,ARG-20_1992-T45,ARG-20_1992-T42
Support,ARG-20_1992-T46,ARG-20_1992-T53
Support,ARG-20_1992-T487,ARG-20_1992-T18
Support,ARG-20_1992-T489,ARG-20_1992-T16
Support,ARG-20_1992-T489,ARG-20_1992-T490
Support,ARG-20_1992-T496,ARG-20_1992-T536
Support,ARG-20_1992-T499,ARG-20_1992-T502
Support,ARG-20_1992-T503,ARG-20_1992-T502
Support,ARG-20_1992-T503,ARG-20_1992-T540
Support,ARG-20_1992-T509,ARG-20_1992-T508
Support,ARG-20_1992-T51,ARG-20_1992-T53
Support,ARG-20_1992-T510,ARG-20_1992-T487
Support,ARG-20_1992-T515,ARG-20_1992-T503
Support,ARG-20_1992-T517,ARG-20_1992-T551
Support,ARG-20_1992-T517,ARG-20_1992-T553
Support,ARG-20_1992-T52,ARG-20_1992-T53
Support,ARG-20_1992-T528,ARG-20_1992-T531
Support,ARG-20_1992-T528,ARG-20_1992-T532
Support,ARG-20_1992-T531,ARG-20_1992-T528
Support,ARG-20_1992-T531,ARG-20_1992-T532
Support,ARG-20_1992-T531,ARG-20_1992-T548
Support,ARG-20_1992-T532,ARG-20_1992-T487
Support,ARG-20_1992-T537,ARG-20_1992-T538
Support,ARG-20_1992-T538,ARG-20_1992-T501
Support,ARG-20_1992-T540,ARG-20_1992-T503
Support,ARG-20_1992-T542,ARG-20_1992-T503
Support,ARG-20_1992-T543,ARG-20_1992-T542
Support,ARG-20_1992-T548,ARG-20_1992-T531
Support,ARG-20_1992-T549,ARG-20_1992-T551
Support,ARG-20_1992-T551,ARG-20_1992-T517
Support,ARG-20_1992-T553,ARG-20_1992-T517
Support,ARG-20_1992-T559,ARG-20_1992-T487
Support,ARG-20_1992-T563,ARG-20_1992-T631
Support,ARG-20_1992-T567,ARG-20_1992-T566
Support,ARG-20_1992-T570,ARG-20_1992-T583
Support,ARG-20_1992-T573,ARG-20_1992-T589
Support,ARG-20_1992-T576,ARG-20_1992-T575
Support,ARG-20_1992-T577,ARG-20_1992-T576
Support,ARG-20_1992-T579,ARG-20_1992-T575
Support,ARG-20_1992-T584,ARG-20_1992-T583
Support,ARG-20_1992-T596,ARG-20_1992-T598
Support,ARG-20_1992-T597,ARG-20_1992-T598
Support,ARG-20_1992-T644,ARG-20_1992-T645
Support,ARG-20_1992-T652,ARG-20_1992-T649
Support,ARG-20_1992-T653,ARG-20_1992-T649
Support,ARG-20_1992-T655,ARG-20_1992-T649
Support,ARG-20_1992-T656,ARG-20_1992-T649
Support,ARG-20_1992-T668,ARG-20_1992-T669
Support,ARG-20_1992-T688,ARG-20_1992-T674
Support,ARG-20_1992-T693,ARG-20_1992-T694
Support,ARG-20_1992-T708,ARG-20_1992-T687
Support,ARG-20_1992-T710,ARG-20_1992-T709
Support,ARG-20_1992-T713,ARG-20_1992-T709
Support,ARG-20_1992-T714,ARG-20_1992-T713
Support,ARG-20_1992-T716,ARG-20_1992-T709
