relation_type,source_argument_id,target_argument_id
Attack,ARG-9_1980-T121,ARG-9_1980-T113
Attack,ARG-9_1980-T121,ARG-9_1980-T156
Attack,ARG-9_1980-T143,ARG-9_1980-T130
Attack,ARG-9_1980-T149,ARG-9_1980-T140
Attack,ARG-9_1980-T271,ARG-9_1980-T238
Attack,ARG-9_1980-T381,ARG-9_1980-T380
Attack,ARG-9_1980-T431,ARG-9_1980-T466
Support,ARG-9_1980-T10,ARG-9_1980-T9
Support,ARG-9_1980-T100,ARG-9_1980-T161
Support,ARG-9_1980-T118,ARG-9_1980-T117
Support,ARG-9_1980-T118,ARG-9_1980-T131
Support,ARG-9_1980-T131,ARG-9_1980-T118
Support,ARG-9_1980-T131,ARG-9_1980-T130
Support,ARG-9_1980-T135,ARG-9_1980-T118
Support,ARG-9_1980-T135,ARG-9_1980-T140
Support,ARG-9_1980-T14,ARG-9_1980-T3
Support,ARG-9_1980-T143,ARG-9_1980-T95
Support,ARG-9_1980-T162,ARG-9_1980-T163
Support,ARG-9_1980-T163,ARG-9_1980-T155
Support,ARG-9_1980-T167,ARG-9_1980-T166
Support,ARG-9_1980-T172,ARG-9_1980-T182
Support,ARG-9_1980-T188,ARG-9_1980-T225
Support,ARG-9_1980-T193,ARG-9_1980-T190
Support,ARG-9_1980-T203,ARG-9_1980-T206
Support,ARG-9_1980-T206,ARG-9_1980-T203
Support,ARG-9_1980-T213,ARG-9_1980-T217
Support,ARG-9_1980-T216,ARG-9_1980-T217
Support,ARG-9_1980-T218,ARG-9_1980-T217
Support,ARG-9_1980-T22,ARG-9_1980-T25
Support,ARG-9_1980-T22,ARG-9_1980-T26
Support,ARG-9_1980-T222,ARG-9_1980-T182
Support,ARG-9_1980-T223,ARG-9_1980-T174
Support,ARG-9_1980-T225,ARG-9_1980-T183
Support,ARG-9_1980-T226,ARG-9_1980-T198
Support,ARG-9_1980-T229,ARG-9_1980-T228
Support,ARG-9_1980-T234,ARG-9_1980-T229
Support,ARG-9_1980-T243,ARG-9_1980-T241
Support,ARG-9_1980-T245,ARG-9_1980-T247
Support,ARG-9_1980-T25,ARG-9_1980-T22
Support,ARG-9_1980-T25,ARG-9_1980-T26
Support,ARG-9_1980-T250,ARG-9_1980-T255
Support,ARG-9_1980-T258,ARG-9_1980-T256
Support,ARG-9_1980-T26,ARG-9_1980-T22
Support,ARG-9_1980-T26,ARG-9_1980-T25
Support,ARG-9_1980-T264,ARG-9_1980-T272
Support,ARG-9_1980-T265,ARG-9_1980-T272
Support,ARG-9_1980-T266,ARG-9_1980-T272
Support,ARG-9_1980-T267,ARG-9_1980-T272
Support,ARG-9_1980-T268,ARG-9_1980-T270
Support,ARG-9_1980-T27,ARG-9_1980-T30
Support,ARG-9_1980-T270,ARG-9_1980-T265
Support,ARG-9_1980-T293,ARG-9_1980-T298
Support,ARG-9_1980-T30,ARG-9_1980-T74
Support,ARG-9_1980-T305,ARG-9_1980-T304
Support,ARG-9_1980-T305,ARG-9_1980-T307
Support,ARG-9_1980-T312,ARG-9_1980-T318
Support,ARG-9_1980-T315,ARG-9_1980-T318
Support,ARG-9_1980-T316,ARG-9_1980-T318
Support,ARG-9_1980-T322,ARG-9_1980-T321
Support,ARG-9_1980-T331,ARG-9_1980-T332
Support,ARG-9_1980-T339,ARG-9_1980-T347
Support,ARG-9_1980-T374,ARG-9_1980-T380
Support,ARG-9_1980-T382,ARG-9_1980-T381
Support,ARG-9_1980-T382,ARG-9_1980-T385
Support,ARG-9_1980-T385,ARG-9_1980-T387
Support,ARG-9_1980-T389,ARG-9_1980-T387
Support,ARG-9_1980-T389,ARG-9_1980-T388
Support,ARG-9_1980-T390,ARG-9_1980-T388
Support,ARG-9_1980-T413,ARG-9_1980-T414
Support,ARG-9_1980-T424,ARG-9_1980-T426
Support,ARG-9_1980-T426,ARG-9_1980-T427
