argument_id,role,text,original_label,T_id,start_char,end_char,speaker,date,embedding
ARG-18_1992-T155,Claim,I've been there,Claim,T155,7514,7529,QUAYLE,1992-10-13,"[0.013561, 0.010647, 0.027639, -0.014806, 0.019202, -0.020403, -0.022578, 0.049177, 0.01343, 0.000813, 0.113852, -0.016288, 0.040694, -0.048498, 0.080823, -0.02023, -0.076401, -0.040006, -0.075244, -0.037747, -0.010412, 0.03856, -0.041111, 0.005272, -0.072184, 0.053742, 0.072366, 0.051341, -0.02978, 0.05303, 0.010882, -0.044772, -0.025257, -0.017201, 0.051682, 0.051492, 0.014888, -0.075141, 0.056701, -0.049114, 0.038734, -0.071321, 0.076475, -0.015101, 0.023539, -0.04769, -0.005878, 0.024757, -0.004135, 0.011602, 0.009184, 0.050359, -0.055075, -0.034923, 0.022187, 0.037696, 0.024195, 0.013447, 0.005615, -0.021902, -0.040312, 0.011492, -0.074663, 0.001115, -0.132156, 0.039414, -0.008276, -0.052629, 0.079812, 0.025377, -0.009586, -0.003979, -0.0227, 0.017024, -0.105678, -0.038875, 0.069831, 0.021032, 0.028932, 0.026028, 0.068401, -0.013782, -0.051785, -0.000533, -0.013597, -0.066385, -0.018891, -0.005257, 0.038964, 0.025785, 0.035049, 0.036153, 0.019076, -0.032693, -0.083691, -0.050012, 0.014781, 0.034631, 0.031201, 0.122603, 0.036188, 0.031123, 0.010537, 0.048218, -0.018221, 0.060451, -0.035774, -0.030481, -0.036473, 0.029383, -0.082597, -0.046654, 0.047422, -0.073833, 0.008763, 0.032175, 0.06241, 0.035963, -0.118901, -0.027901, 0.06268, 0.008899, -0.01277, 0.001935, -0.057617, -0.098651, 0.022956, 0.0, 0.045276, -0.082763, -0.006927, 0.10469, 0.013206, 0.075526, -0.139254, -0.071461, -0.02346, 0.037549, 0.053499, -0.037501, 0.008483, -0.043569, -0.074822, 0.048409, 0.00281, 0.050176, 0.0009, 0.017355, 0.010758, -0.055204, 0.047967, 0.025615, 0.110344, 0.108147, -0.04344, -0.074934, 0.068325, -0.0116, -0.051363, 0.061614, -0.018581, -0.038472, -0.027433, -0.022926, 0.032576, -0.109623, 0.010744, -0.005017, 0.020929, 0.05142, 0.001025, -0.015893, 0.064972, -0.023223, 0.015279, 0.04069, 0.071396, -0.005713, -0.045059, -0.034944, -0.018674, 0.027288, -0.060895, 0.009255, -0.006861, 0.060777, 0.046866, 0.07279, 0.05465, 0.040125, -0.02776, -0.002204, 0.007371, -0.044019, -0.094208, -0.052887, 0.037726, -0.053818, 0.02831, -0.018196, -0.025334, 0.024999, -0.082887, -0.013561, -0.02756, 0.046107, -0.053762, 0.000385, 0.023957, -0.020066, 0.073543, 0.015152, 0.000886, 0.109463, 0.013411, -0.048482, -0.078122, -0.015329, -0.068262, 0.037922, 0.111096, -0.008719, 0.034995, -0.0, -0.024516, 0.001042, -0.050809, -0.027844, 0.072965, -0.027963, -0.063917, -0.087306, -0.06302, -0.024549, -0.028043, 0.013703, 0.085037, -0.02901, 0.076813, 0.050148, 0.130295, -0.028438, -0.076769, -0.0036, -0.02608, 0.0224, 0.011465, -0.026642, -0.041905, -0.012682, 0.095834, -0.054229, -0.077578, -0.020638, 0.013434, -0.003061, -0.08964, 0.084886, 0.032191, 0.035551, 0.023862, -0.044443, 0.006379, -0.051741, 0.007369, -0.02893, 0.033402, 0.036734, -0.105576, 0.022826, -0.024847, -0.028102, 0.012294, -0.094621, -0.077756, 0.038789, -0.120608, -0.032829, -0.030045, 0.024683, 0.028608, -0.070201, 0.081849, -0.053703, -0.086575, -0.035938, -0.054019, -0.042462, 0.034632, -0.001736, -0.011305, 0.012984, 0.065517, 0.00118, -0.00366, -0.035213, -0.056721, 0.072858, 0.102356, 0.063803, -0.029339, 0.030815, 0.015593, -0.009408, 0.037202, 0.006088, -0.081501, -0.047905, -0.022217, 0.03264, 0.052288, -0.029601, 0.032299, -0.068144, -0.029902, -0.051368, 0.057081, 0.015499, -0.03699, -0.0, 0.026261, 0.053417, 0.018157, 0.081157, 0.014402, 0.01441, -0.01834, -0.014075, -0.01672, 0.005571, -0.102065, -0.024279, -0.059779, -0.017953, 0.065732, -0.024116, -0.000893, 0.071583, -0.021831, -0.004652, -0.098853, 0.045927, -0.138928, -0.010299, 0.048645, 0.086767, -0.004701, 0.098856, 0.028661, 0.022401, -0.054197, -0.024214, -0.126367, -0.007341, 0.042963, 0.004958, 0.036325, -0.091573, 0.039643, -0.080431, 0.041189, 0.085036, 0.005247, 0.104239, -0.070739, 0.126717, 0.058117, 0.004026, 0.026433, 0.056182, -0.069672, 0.015904, 0.033119, -0.012162, 0.034277, -0.050261, 0.012327, 0.016149, -0.028721, 0.028808, -0.018868, 0.020039, -0.132722, 0.011923]"
ARG-18_1992-T155,Premise,President Bush was flying to Malta in 1989 to meet with President Gorbachev,Premise,T88,7932,8007,QUAYLE,1992-10-13,
ARG-18_1992-T155,Premise,It was the first meeting between President Bush and President Gorbachev,Premise,T89,8009,8080,QUAYLE,1992-10-13,
ARG-18_1992-T155,Premise,They had known each other before,Premise,T90,8082,8114,QUAYLE,1992-10-13,
ARG-18_1992-T155,Premise,A coup broke out in the Philippines,Premise,T91,8116,8151,QUAYLE,1992-10-13,
ARG-18_1992-T155,Premise,I had to go to the situation room,Premise,T92,8153,8186,QUAYLE,1992-10-13,
ARG-18_1992-T155,Premise,I had to assemble the president's advisers,Premise,T93,8188,8230,QUAYLE,1992-10-13,
ARG-18_1992-T155,Premise,I talked to President Aquino,Premise,T94,8232,8260,QUAYLE,1992-10-13,
ARG-18_1992-T155,Premise,I made the recommendation to the president,Premise,T95,8262,8304,QUAYLE,1992-10-13,
ARG-18_1992-T155,Premise,The president made the decision,Premise,T96,8306,8337,QUAYLE,1992-10-13,
