argument_id,role,text,original_label,T_id,start_char,end_char,speaker,date,embedding
ARG-18_1992-T650,Claim,"we're going to have to get some love in this country between races, and between rich and poor",Claim,T650,67821,67914,STOCKDALE,1992-10-13,"[-0.069382, 0.028177, -0.062072, -0.019686, -0.01302, -0.043014, 0.027948, -0.012289, 0.030108, -0.012426, -0.003778, 0.022633, 0.059239, -0.060193, -0.008173, 0.028268, -0.065388, 0.006351, -0.079416, 0.09396, -0.018597, -0.003745, -0.037976, 0.044925, -0.085551, 0.025239, 0.03109, -0.004297, 0.040999, 0.056338, 0.072473, -0.015366, 0.086536, 0.059469, 0.047708, -0.022407, 0.087928, -0.038145, 0.021558, -0.067906, 0.107703, -0.00146, -0.003265, 0.077925, -0.013617, 0.051113, -0.051902, 0.04195, -0.039301, -0.03843, -0.023677, 0.064932, 0.001909, 0.027845, 0.022553, 0.045342, -0.021026, 0.010355, 0.035486, -0.066431, 0.026886, -0.016447, 0.093967, 0.045051, 0.007847, -0.024619, 0.001482, 0.080714, -0.049188, 0.04024, -0.073208, 0.016461, 0.017609, 0.04336, -0.011412, -0.027482, 0.045497, -0.054073, -0.092377, -0.006127, 0.012195, 0.061066, -0.038108, -0.063421, -0.067475, -0.050605, 0.010359, -0.044705, 0.119187, 0.002644, -0.038567, -0.035518, 0.090495, -0.04724, 0.047417, -0.051488, 0.020207, 0.078719, 0.006116, 0.051596, 0.027436, -0.019551, -0.010408, -0.062478, -0.001692, -0.055315, 0.001508, 0.042231, -0.022827, -0.014059, 0.026685, -0.023436, -0.010883, 0.038753, 0.040953, -0.062804, 0.023813, -0.046318, 0.095552, 0.02805, -0.005358, 0.04294, -0.090214, 0.062239, 0.041386, -0.036358, -0.023698, -0.0, -0.047683, 0.032597, -0.028781, -0.004072, -0.057719, -0.027735, -0.062863, 0.057392, -0.071696, 0.081484, 0.016344, 0.032621, 0.081312, 0.074084, -0.027247, -0.010449, -0.033725, -0.110165, -0.02004, -0.013409, 0.051214, 0.06123, 0.010717, -0.038218, -0.052177, -0.018902, -0.063607, -0.062243, 0.072084, -0.001504, -0.093044, 0.062294, 0.016335, 0.025637, 0.023046, -0.036219, 0.004908, 0.022088, -0.011676, -0.008878, -0.029068, 0.054462, 0.026708, 0.002145, 0.098994, 0.019178, 0.004168, 0.04071, -0.03685, -0.019118, -0.038092, 0.019515, 0.050455, -0.044574, -0.06303, -0.023862, -0.089305, 0.124147, -0.033419, -0.000525, -0.062512, -0.069743, -0.025553, 0.050746, -0.045574, -0.014591, -0.093486, 0.069963, -0.053798, -0.002748, 0.01238, -0.057317, -0.028213, 0.080386, 0.023337, 0.078827, 0.101673, -0.023659, -0.024047, -0.108246, -0.130818, 0.022308, 0.011481, 0.033851, 0.028647, -0.005691, 0.040221, -0.021307, 0.05436, 0.002784, -0.06365, -0.011759, 0.056576, -0.087394, -0.129003, -0.0, -0.035941, -0.026012, -0.045509, 0.034323, 0.080069, -0.012548, -0.048166, 0.001212, -0.057109, -0.073874, 0.051193, -0.084959, 0.045134, 0.094759, -0.030406, 0.023, 0.037572, 0.00843, -0.038607, 0.06024, -0.053827, 0.071237, -0.045626, 0.021582, -0.024114, 0.055515, 0.050976, -0.021279, 0.068589, 0.010949, -0.015527, -0.031624, -0.080656, 0.010063, 0.036928, 0.032498, -0.037717, -0.057856, -0.067008, -0.094821, -0.076009, -0.016257, -0.122245, -0.007346, -0.086525, 0.032927, -0.030517, 0.041658, -0.088063, -0.005552, -0.011725, -0.0499, 0.010187, -0.022842, -0.041117, -0.080692, 0.065835, -0.050355, 0.009467, 0.013329, -0.062313, -0.029986, -0.051647, -0.02898, 0.028974, -0.05076, 0.018403, 0.037312, -0.00746, 0.052734, 0.007274, -0.048429, -0.102104, -0.05976, 0.06663, 0.074022, 0.003832, -0.092002, -0.002729, -0.072506, -0.034097, -0.076851, -0.006407, 0.061819, 0.030395, 0.04977, -0.005709, 0.09737, 0.072216, 0.08082, -0.032975, -0.041187, -0.03581, 0.041536, 0.00065, -0.0, -0.015626, 0.069546, -0.027943, 0.069798, -0.040602, 0.041141, -0.027142, -0.096447, -0.06689, 0.010812, -0.01635, -0.091956, 0.022185, 0.002038, 0.00516, 0.076567, 0.00275, 0.007345, -0.0302, -0.026229, -0.091864, 0.040763, 0.028019, -0.086888, 0.034437, 0.031729, -0.051661, 0.014004, -0.050023, -0.049165, 0.013237, -0.03265, -0.079554, 0.018086, -0.017831, -0.02042, -0.087846, 0.032212, 0.050939, 0.014114, 0.005817, 0.066055, 0.031266, 0.037151, -0.024197, -0.042462, -0.082034, 0.101627, 0.063522, -0.01075, -0.021747, -0.019868, -0.023127, 0.034473, 0.123315, -0.050424, 0.014533, 0.123648, -0.025132, 0.017248, 0.066045, 0.021118, -0.080228, -0.041163]"
ARG-18_1992-T650,Premise,"I ran a civilization for several years, a civilization of 3 to 4 hundred wonderful men",Premise,T639,66880,66966,STOCKDALE,1992-10-13,
ARG-18_1992-T650,Premise,We had our own laws,Premise,T640,66968,66987,STOCKDALE,1992-10-13,
ARG-18_1992-T650,Premise,"We had our own, practically our own constitution",Premise,T641,66989,67037,STOCKDALE,1992-10-13,
ARG-18_1992-T650,Premise,I put up -- I was the -- I was the sovereign for a good bit of that,Premise,T642,67043,67110,STOCKDALE,1992-10-13,
ARG-18_1992-T650,Premise,I tried to analyze human predicaments in that microcosm of life in the -- in the world,Premise,T643,67116,67202,STOCKDALE,1992-10-13,
ARG-18_1992-T650,Premise,"I found out that when I really got down to putting out do's and don'ts, and lots of these included take torture for this and that, and this and that, and never take any amnesty, for reasons they all understood and went along with",Premise,T644,67208,67437,STOCKDALE,1992-10-13,
ARG-18_1992-T650,Premise,"one of the -- we had an acronym, BACKUS, and each one of those B-a-c-k was something for which you -- you had to make them hurt you before you did it",Premise,T645,67443,67592,STOCKDALE,1992-10-13,
ARG-18_1992-T650,Premise,"Bowing in public, making, making -- getting on the radio and so forth",Premise,T646,67594,67663,STOCKDALE,1992-10-13,
ARG-18_1992-T650,Premise,"But at the end it was US, BACKUS",Premise,T647,67665,67697,STOCKDALE,1992-10-13,
ARG-18_1992-T650,Premise,You got the double meaning there,Premise,T648,67699,67731,STOCKDALE,1992-10-13,
ARG-18_1992-T650,Premise,"the US could be called the US, but it was Unity Over Self, Loners Make Out",Premise,T649,67737,67811,STOCKDALE,1992-10-13,
