argument_id,role,text,original_label,T_id,start_char,end_char,speaker,date,embedding
ARG-31_2004-T373,Claim,"I believe the president made a huge mistake, a catastrophic mistake, not to live up to his own standard, which was: build a true global coalition, give the inspectors time to finish their job and go through the U.N. process to its end and go to war as a last resort",Claim,T373,84424,84689,KERRY,2004-10-08,"[-0.063426, 0.056638, 0.095312, -0.027129, 0.000909, -0.015202, 0.029793, 0.072521, -0.082601, 0.058186, 0.067563, 0.107721, 0.128727, 0.006947, 0.008893, 0.043392, 0.024297, -0.015433, -0.002176, 0.06844, 0.019692, 0.101729, 0.063674, 0.079808, 0.002853, 0.138091, -0.054907, 0.023992, -0.098732, -0.005505, 0.10286, -0.046899, 0.011252, 0.02698, 0.023725, 0.03631, 0.068195, 0.001506, 0.0722, -0.020959, 0.003061, 0.010323, -0.018633, 0.034032, -0.016401, 0.040037, 0.006148, -0.022312, 0.062393, 0.012905, -0.030968, 0.019263, -0.048554, -0.025842, -0.057242, -0.047489, -0.026518, -0.00168, 0.105822, 0.013907, -0.006884, 0.043708, 0.010836, -0.064992, 0.013488, -0.032027, 0.078291, -0.060884, -0.007248, 0.098795, 0.051075, 0.099619, 0.015071, 0.010652, -0.089191, 0.041088, 0.085396, 0.107647, 0.084558, 0.0086, -0.052934, 0.024668, 0.052654, -0.078383, 0.071403, -0.053397, -0.007481, -0.025007, 0.047667, -0.032955, -0.028765, -0.042033, 0.051173, 0.104054, 0.055458, 0.010792, 0.037231, 0.045511, -0.100992, -0.003271, 0.030301, -0.00148, -0.049583, -0.100176, -0.05837, -0.038627, 0.059583, 0.021021, -0.069391, 0.013329, -0.029995, -0.048264, 0.018995, -0.046982, -0.009579, 0.04162, -0.011583, -0.020174, -0.072589, 0.085002, 0.020179, -0.018521, -0.022927, 0.07363, 0.014711, -0.073288, 0.006833, 0.0, 0.028696, 0.01784, 0.029839, 0.071188, -0.065331, 0.037673, 0.043372, -0.068811, 0.012093, 0.006303, -0.009551, -0.013252, -0.030409, 0.1079, 0.011329, -0.002481, -0.072125, 0.030964, 0.072798, -0.04671, -0.035489, -0.058328, 0.09701, 0.042024, 0.086342, 0.024134, -0.025529, 0.089681, -0.0093, 0.016432, -0.006969, -0.0227, 0.022556, 0.069446, -0.049335, -0.074581, -0.024545, 0.017138, -0.084932, -0.045629, -0.017958, 0.087396, -0.073283, 0.050453, 0.068318, 0.020672, 0.010153, 0.004715, -0.107969, -0.05525, 0.03353, 0.026212, 0.000377, -0.022755, -0.119158, 0.038036, -0.040929, 0.053748, -0.029678, -0.019485, 0.081406, 0.00631, -0.008875, 0.029806, -0.039186, -0.039249, -0.048495, 0.008538, 0.030237, -0.008975, 0.037826, -0.052005, -0.02635, -0.004933, -0.058923, -0.034482, 0.051563, -0.009615, -0.006992, -0.102489, -0.011519, 0.083498, 0.11727, -0.016581, 0.01669, -0.124482, 0.005362, -0.013762, -0.033326, 0.034317, -0.034689, -0.060383, -0.023971, 0.009296, -0.033629, -0.0, -0.024126, 0.004156, 0.026887, 0.042832, -0.045458, -0.013615, 0.029897, 0.001627, -0.027985, -0.04794, 0.015772, -0.005161, -0.010362, 0.055484, -0.044906, 0.00772, 0.096812, -0.053823, -0.013304, -0.068541, 0.039583, 0.036758, -0.044464, 0.047315, -0.050703, -0.00442, -0.082034, -0.02414, -0.006482, -0.042022, 0.025297, -0.004109, 0.083205, 0.048073, 0.090454, 0.014904, 0.014111, 0.022008, -0.00595, -0.06055, 0.062121, -0.053613, -0.069388, -0.003251, -0.066877, -0.038614, 0.000437, -0.003272, -0.02354, 0.005098, -0.013702, -0.036636, -0.05706, -0.034854, 0.009598, 0.040033, -0.065325, -0.03439, -0.040745, 0.019651, -0.06012, -0.017967, -0.020021, -0.122507, -0.008819, 0.020528, -0.086102, -0.014557, 0.042383, 0.045976, 0.004142, -0.062194, -0.02112, -0.040332, 0.124995, -0.034563, -0.093343, 0.013125, -0.07634, 0.050221, 0.061099, -0.126608, 0.01405, -0.068734, 0.028318, 0.050918, 0.065009, -0.020499, -0.021266, 0.006796, -0.055877, -0.120218, -0.003065, 0.050659, -0.001564, -0.0, 0.067821, 0.066433, 0.030639, 0.020208, -0.026362, -0.005276, -0.011814, 0.023513, -0.009085, 0.056413, 0.004595, -0.027831, -0.008148, -0.016157, -0.028951, -0.005256, -0.049507, -0.019116, -0.041419, -0.061997, 0.023249, 0.033542, -0.045671, 0.022955, 0.102865, -0.004861, -0.085484, -0.019142, -0.053759, 0.070365, 0.043203, -0.074772, -0.001176, 0.005347, -0.08135, -0.085865, 0.080422, 0.025154, -0.008111, -0.039138, -0.007364, 0.038504, 0.077174, 0.006293, -0.001827, 0.089476, -0.092405, 0.070581, -0.009266, -0.024124, -0.051389, -0.045665, -0.082862, -0.007117, 0.063994, -0.021853, -0.001658, -0.037739, 0.019203, 0.016023, -0.018511, -0.078432, -0.021417, 0.070021]"
ARG-31_2004-T373,Premise,Was this really going to war as a last resort?,Premise,T401,84777,84823,KERRY,2004-10-08,
ARG-31_2004-T373,Premise,The president rushed our nation to war without a plan to win the peace,Premise,T374,84824,84894,KERRY,2004-10-08,
ARG-31_2004-T373,Premise,simple things weren't done,Premise,T375,84900,84926,KERRY,2004-10-08,
ARG-31_2004-T373,Premise,That's why Senator Lugar says: incompetent in the delivery of services,Premise,T376,84928,84998,KERRY,2004-10-08,
ARG-31_2004-T373,Premise,"That's why Senator Hagel, Republican, says, you know: beyond pitiful, beyond embarrassing, in the zone of dangerous",Premise,T377,85000,85115,KERRY,2004-10-08,
ARG-31_2004-T373,Premise,"We didn't guard 850,000 tons of ammo",Premise,T378,85117,85153,KERRY,2004-10-08,
ARG-31_2004-T373,Premise,That ammo is now being used against our kids,Premise,T379,85155,85199,KERRY,2004-10-08,
ARG-31_2004-T373,Premise,"Ten thousand out of 12,000 Humvees aren't armored",Premise,T380,85201,85250,KERRY,2004-10-08,
ARG-31_2004-T373,Premise,"I visited some of those kids with no limbs today, because they didn't have the armor on those vehicles",Premise,T381,85252,85354,KERRY,2004-10-08,
