subj,subj_type,subj_span,obj,obj_type,obj_span,relation
You've got some pretty strong-willed guys up there that argue with you,Premise,"(8447, 8517)",you can't just go up and say I'm going to fix it,Claim,"(8397, 8445)",Support
we'll continue to guarantee the peace in Europe,Claim,"(15074, 15121)",I want to see us keep fully staffed in NATO,Claim,"(15027, 15070)",Support
You can't do it with the school bureaucracy controlling everything,Claim,"(21174, 21240)",we have a new program that I hope people have heard about,Claim,"(21256, 21313)",Support
The American people are beginning to vote across racial lines,Premise,"(33822, 33883)",I believe that this country is electing more and more African Americans and Latinos and Asian Americans who are representing districts that are themselves not necessarily of a majority of their race,Claim,"(33622, 33820)",Support
"If in the next 5 minutes a television announcer came on and said, there is a major international crisis -- there is a major threat to the world or in this country a major threat -- my question is, who, if you were appointed to name 1 of the 3 of us, who would you choose?",Premise,"(38704, 38975)","Who has the perseverance, the character, the integrity, the maturity, to get the job done? I hope I'm that person",Claim,"(38976, 39089)",Support
It caused me to disrupt my private life and my business to get involved in this activity,Premise,"(483, 571)",That's how much I care about it,Claim,"(573, 604)",Support
The Social Security system was fixed about 5 years,Premise,"(7023, 7073)",I think it's projected out to be sound beyond that,Claim,"(7079, 7129)",Support
"NATO, for example, has kept the peace for many, many years",Premise,"(14963, 15021)",I want to see us keep fully staffed in NATO,Claim,"(15027, 15070)",Support
it works in Milwaukee,Premise,"(22024, 22045)",it works,Claim,"(22013, 22021)",Support
Look at all these women Senate candidates we have here,Premise,"(33965, 34019)",More and more women are being elected,Premise,"(33926, 33963)",Support
If the American people want to do it and not talk about it,Premise,"(39204, 39262)",I'm one person they ought to consider,Claim,"(39296, 39333)",Support
"if you knew my family and if you knew the private life I have, you would agree in a minute that that's a whole lot more fun than getting involved in politics",Premise,"(622, 779)",That's how much I care about it,Claim,"(573, 604)",Support
Growth in the economy is gonna add to the overall prosperity and wealth,Premise,"(7250, 7321)","on all of these things, a sound economy is the only way to get it going",Claim,"(7177, 7248)",Support
I believe you are going to just ask for conflagration that we'll get involved in the future,Claim,"(14870, 14961)","I think we will have a continuing responsibility, as the only remaining superpower, to stay involved",Claim,"(14662, 14762)",Support
the schools that are not chosen are improved -- competition does that,Premise,"(22141, 22210)",we've got to innovate through school choice,Claim,"(22215, 22258)",Support
"according to my mother and my wife and my daughter, this world would be a lot better place if women were running it most of the time",Premise,"(34035, 34167)",Look at all these women Senate candidates we have here,Premise,"(33965, 34019)",Support
If they just want to keep slow dancing and talk about it and not do it,Premise,"(39335, 39405)",I'm not your man,Claim,"(39407, 39423)",Support
I came from very modest background,Premise,"(818, 852)",I have lived the American dream,Claim,"(785, 816)",Support
"the full faith and credit of the US, in spite of our difficulties, is still pretty good",Claim,"(7502, 7589)",we have firm government credit to guarantee the pensions,Claim,"(7404, 7460)",Support
I want to see us keep fully staffed in NATO,Claim,"(15027, 15070)","I think we will have a continuing responsibility, as the only remaining superpower, to stay involved",Claim,"(14662, 14762)",Support
"The mayor up there, on the program",Premise,"(22101, 22135)",we've got to innovate through school choice,Claim,"(22215, 22258)",Support
women know what's it like to be paid an unequal amount for equal work,Premise,"(34377, 34446)",I do think there are special experiences and judgments and backgrounds and understandings that women bring to this process,Claim,"(34169, 34291)",Support
I've dealt my businesses,Premise,"(39470, 39494)",I'm one person they ought to consider,Claim,"(39296, 39333)",Support
"Nobody's been luckier than I've been, all the way across the spectrum",Premise,"(854, 923)",I have lived the American dream,Claim,"(785, 816)",Support
It's still the most respected credit,Claim,"(7591, 7627)","the full faith and credit of the US, in spite of our difficulties, is still pretty good",Claim,"(7502, 7589)",Support
"If we pull back in some isolation and say we don't have to do our share, or more than our share, anymore",Premise,"(14764, 14868)",I believe you are going to just ask for conflagration that we'll get involved in the future,Claim,"(14870, 14961)",Support
"they come to me and they say, please get the Congress to stop passing so many mandates telling us how to control things",Premise,"(22570, 22689)",The programs that we've been trying where you control everything and mandate it from Washington don't work,Claim,"(22346, 22452)",Support
They know what it's like not to have flexible working hours,Premise,"(34448, 34507)",I do think there are special experiences and judgments and backgrounds and understandings that women bring to this process,Claim,"(34169, 34291)",Support
I am results oriented,Premise,"(39425, 39446)",I'm one person they ought to consider,Claim,"(39296, 39333)",Support
the greatest riches of all are my wife and children,Premise,"(929, 980)",I have lived the American dream,Claim,"(785, 816)",Support
"Then finally, our government passes laws and freezes the plan in concrete",Premise,"(9184, 9257)",The reason Medicare and Medicaid are a mess is we froze them,Claim,"(9394, 9454)",Support
I hope people will recognize that this is something pretty good for mankind,Premise,"(15243, 15318)",you hear all the bad stuff that's happened on my watch,Premise,"(15187, 15241)",Attack
We know better how to do it in California or Texas or wherever it is,Premise,"(22691, 22759)",The programs that we've been trying where you control everything and mandate it from Washington don't work,Claim,"(22346, 22452)",Support
They know what it's like not to have family leave or childcare,Premise,"(34509, 34571)",I do think there are special experiences and judgments and backgrounds and understandings that women bring to this process,Claim,"(34169, 34291)",Support
I am action oriented,Premise,"(39448, 39468)",I'm one person they ought to consider,Claim,"(39296, 39333)",Support
I want to think that they're going to be able to afford an education,Premise,"(1864, 1932)",I think that that's an important part of being a parent,Claim,"(1934, 1989)",Support
"There are people all over the federal government, if they could just touch it with a screwdriver, could fix it",Premise,"(9489, 9599)",Everybody knows how to fix them,Claim,"(9456, 9487)",Support
I hope they'll think it's good that democracy and freedom is on the move,Premise,"(15320, 15392)","we're going to stay engaged, as long as I'm president, working to improve things",Claim,"(15398, 15478)",Support
You can't do it with the school bureaucracy controlling everything,Claim,"(21174, 21240)",you can't do it the old way,Claim,"(21145, 21172)",Support
I do think there are special experiences and judgments and backgrounds and understandings that women bring to this process,Claim,"(34169, 34291)",I think it would be a good thing for America if it happened,Claim,"(34576, 34635)",Support
you can do that with Congress,Claim,"(39628, 39657)",Everybody says you can't do that with Congress,Premise,"(39574, 39620)",Attack
"I don't think it's fair to say, you haven't had cancer. Therefore, you don't know what's it like",Claim,"(3218, 3314)",Are you suggesting that if somebody has means that the national debt doesn't affect them?,Claim,"(2035, 2124)",Attack
You don't finance long-term debt with short-term money,Claim,"(9825, 9879)",Why did our government do it? To get the interest rates down,Claim,"(9881, 9941)",Support
the fear of nuclear war is down,Premise,"(15150, 15181)",I hope people will recognize that this is something pretty good for mankind,Premise,"(15243, 15318)",Support
"it literally says to the communities, re-invent the schools, not just the bricks and mortar but the curriculum and everything else",Premise,"(21466, 21596)",we have a new program that I hope people have heard about,Claim,"(21256, 21313)",Support
More and more women are being elected,Premise,"(33926, 33963)",I think it would be a good thing for America if it happened,Claim,"(34576, 34635)",Support
Getting things done in three months that my competitors took 18 months to do,Premise,"(39496, 39572)",I'm one person they ought to consider,Claim,"(39296, 39333)",Support
because of the tremendous interest that goes into paying on that debt everything's more expensive,Premise,"(3458, 3555)",everybody's affected by the debt,Claim,"(3425, 3457)",Support
"when you look at what Germany pays for money and what we don't pay for money, you realize there's quite a spread",Premise,"(10025, 10137)",you realize this is a temporary thing and there's going to be another sucking sound that runs our deficit through the roof,Claim,"(10150, 10272)",Support
I hope people will recognize that this is something pretty good for mankind,Premise,"(15243, 15318)",I hope they'll think it's good that democracy and freedom is on the move,Premise,"(15320, 15392)",Support
Think anew,Premise,"(21598, 21608)",we have a new program that I hope people have heard about,Claim,"(21256, 21313)",Support
why do you keep picking military people,Premise,"(36351, 36390)","if won't be, General Waller would be",Claim,"(36302, 36338)",Attack
"I've been paying taxes just like you and Lord knows, I've paid my share -- over a billion in taxes",Premise,"(41457, 41555)",I didn't create this mess,Claim,"(41430, 41455)",Support
