source_unique_id,target_unique_id,source_id,target_id,relation_class,year
2004_39db5b331893c9f75986adbe9570d91c,2004_d86b6a2e64aff89c1ef42c83a901acdd,T441,T442,Support,2004
2004_7d8b96106dc5baf33fd1e963a66b3692,2004_d86b6a2e64aff89c1ef42c83a901acdd,T444,T442,Support,2004
2004_c0c3035b23a3c526c463cfe193b40127,2004_d86b6a2e64aff89c1ef42c83a901acdd,T445,T442,Support,2004
2004_c0c3035b23a3c526c463cfe193b40127,2004_150aa1dc2432088635504df7634b7c67,T445,T446,Support,2004
2004_150aa1dc2432088635504df7634b7c67,2004_cac7376c7d873274c1959140c0400d45,T446,T447,Support,2004
2004_cac7376c7d873274c1959140c0400d45,2004_d86b6a2e64aff89c1ef42c83a901acdd,T447,T442,Support,2004
2004_b77ff0da2106961e662e0166439eae7a,2004_8b2ed7b1bb2ce6f74d97d225abf39ae8,T452,T449,Support,2004
2004_82ba63415ca1d941bbf81a015f1aab31,2004_8b2ed7b1bb2ce6f74d97d225abf39ae8,T450,T449,Support,2004
2004_d8980f293e2b44a07c1e6504ce4da3e4,2004_82ba63415ca1d941bbf81a015f1aab31,T451,T450,Support,2004
2004_fc890c9842c2db7749648a7e9223e4e0,2004_cac7376c7d873274c1959140c0400d45,T448,T447,Support,2004
2004_9593436d32199dd772560c129b6bffcd,2004_c3cc5e9a2081040104153ae8c0b02959,T454,T453,Support,2004
2004_c3cc5e9a2081040104153ae8c0b02959,2004_8b2ed7b1bb2ce6f74d97d225abf39ae8,T453,T449,Support,2004
2004_5f054c5c8e926a0ac00e6e9632156157,2004_2e2d0ec828282affa7d253490517fbe0,T455,T456,Support,2004
2004_2e2d0ec828282affa7d253490517fbe0,2004_c3cc5e9a2081040104153ae8c0b02959,T456,T453,Support,2004
2004_2b5cd71cf34d9a4adc58e1b0abe8ebed,2004_b5b71c5cebce08d73fba542eb481edd9,T458,T457,Support,2004
2004_ca2e70422aab341cc072ae665b6039f8,2004_d07f8992e38a6a7b636db82c08a22ad8,T462,T461,Support,2004
2004_6b9b22fa092281ad858fa2d8780901ec,2004_d07f8992e38a6a7b636db82c08a22ad8,T463,T461,Attack,2004
2004_2b5cd71cf34d9a4adc58e1b0abe8ebed,2004_d07f8992e38a6a7b636db82c08a22ad8,T458,T461,Attack,2004
2004_2b5cd71cf34d9a4adc58e1b0abe8ebed,2004_6b9b22fa092281ad858fa2d8780901ec,T458,T463,Support,2004
2004_6b9b22fa092281ad858fa2d8780901ec,2004_a514fd9546898d4282eb095106ab7ba4,T463,T459,Support,2004
2004_b5b71c5cebce08d73fba542eb481edd9,2004_a514fd9546898d4282eb095106ab7ba4,T457,T459,Support,2004
2004_72b8f6af63d60d70c9f1369110bdb9c6,2004_a514fd9546898d4282eb095106ab7ba4,T460,T459,Support,2004
2004_72b8f6af63d60d70c9f1369110bdb9c6,2004_b5b71c5cebce08d73fba542eb481edd9,T460,T457,Support,2004
2004_6f5851a3350c15eca0f64038b4ae9112,2004_8b0dafaf5788852a40ac8212e2ca6627,T468,T469,Support,2004
2004_bd57fe25a5e70121748a18f98e0f34c5,2004_8b0dafaf5788852a40ac8212e2ca6627,T470,T469,Support,2004
2004_8b0dafaf5788852a40ac8212e2ca6627,2004_4a8daa7ae9f8ca03a63abb39cadbcd2d,T469,T467,Attack,2004
2004_6f5851a3350c15eca0f64038b4ae9112,2004_4a8daa7ae9f8ca03a63abb39cadbcd2d,T468,T467,Attack,2004
2004_d0d21c9ae3b462cf25f6e7e14c7a0464,2004_e533eb3938760f16bb1827a4d523ca31,T464,T465,Support,2004
2004_e533eb3938760f16bb1827a4d523ca31,2004_6f0b258cac5e369b8bc63a78cfc35ca7,T465,T466,Support,2004
2004_6f0b258cac5e369b8bc63a78cfc35ca7,2004_4a8daa7ae9f8ca03a63abb39cadbcd2d,T466,T467,Support,2004
2004_044eddb886343c1ce5d374563c95b3fb,2004_bd57fe25a5e70121748a18f98e0f34c5,T471,T470,Support,2004
2004_b4c390646eb9f86c8028b37ed48ec57b,2004_044eddb886343c1ce5d374563c95b3fb,T472,T471,Support,2004
2004_1591dd484044bc1e8496f6d08571f23a,2004_b4c390646eb9f86c8028b37ed48ec57b,T473,T472,Support,2004
2004_ce621fd39cce11ab46cb1ca509e84438,2004_1591dd484044bc1e8496f6d08571f23a,T474,T473,Support,2004
2004_9afb81baf723f3e8dff4f20b46471802,2004_ce621fd39cce11ab46cb1ca509e84438,T475,T474,Support,2004
2004_9e02d1a66bfa9c148afd14f770cf3b0c,2004_8b0dafaf5788852a40ac8212e2ca6627,T476,T469,Support,2004
2004_9e02d1a66bfa9c148afd14f770cf3b0c,2004_9afb81baf723f3e8dff4f20b46471802,T476,T475,Attack,2004
2004_7693e34983a4bf3cbcdb33d4b457f35f,2004_72bda23bc8b6283f146694bd945eb657,T479,T478,Attack,2004
2004_fe48e87b75ad751bf3124eb957d63f37,2004_7693e34983a4bf3cbcdb33d4b457f35f,T480,T479,Support,2004
2004_fe48e87b75ad751bf3124eb957d63f37,2004_f11d8e2e5de2e1146294d51bcde8898e,T480,T481,Support,2004
2004_f11d8e2e5de2e1146294d51bcde8898e,2004_72bda23bc8b6283f146694bd945eb657,T481,T478,Attack,2004
2004_d4c60a89c1aed125fc3cbbe62f97a7dd,2004_fa3eeaa47d79267c8c708e2bbb2e8ea0,T482,T483,Support,2004
2004_fa3eeaa47d79267c8c708e2bbb2e8ea0,2004_c133d396e82df957838a57657b0ad124,T483,T484,Support,2004
