subj,subj_type,subj_span,obj,obj_type,obj_span,relation
It's also a pleasure to be with my 2 opponents this evening,Premise,"(1826, 1885)",it's a special honor to share this stage with you,Claim,"(1916, 1965)",Support
Qualifications,Claim,"(7498, 7512)",I've done the job,Claim,"(7536, 7553)",Support
"What we do is work on that budget by an aggressive program, not a painful program, so that we can start borrowing less money and getting more investment money on the street through entrepreneurs who can build factories, who will hire people, and maybe we'll start manufacturing goods here in this country again",Premise,"(18015, 18325)",The lifeblood of our economy is investment,Claim,"(17826, 17868)",Support
Vice President Quayle and Senator Gore both served on the Senate Armed Services Committee,Premise,"(26242, 26331)",All 3 of you gentlemen have some expertise in defense and the armed forces,Claim,"(26166, 26240)",Support
that's a false choice,Claim,"(36679, 36700)",You don't have to have a choice between the environment and jobs,Claim,"(36702, 36766)",Attack
Bill Clinton and I support the right of a woman to choose,Claim,"(55908, 55965)",That doesn't mean we're pro-abortion,Premise,"(55978, 56014)",Attack
Let's talk about the cities,Premise,"(64773, 64800)","that's where a majority of Americans live, in urban areas",Premise,"(64810, 64867)",Support
character is the big variable in the success,Claim,"(76345, 76389)",Character of the leaders is the big variable in the success -- long term success -- of an administration,Claim,"(76391, 76495)",Support
Those of us who served in Vietnam looked at you as a national hero even before you were awarded the Congressional Medal of Honor,Premise,"(1967, 2095)",it's a special honor to share this stage with you,Claim,"(1916, 1965)",Support
I've been there,Claim,"(7514, 7529)",I've done the job,Claim,"(7536, 7553)",Support
The lifeblood of our economy is investment,Claim,"(17826, 17868)",right now when we pay $350 -- we borrow $350 billion a year it saps the money markets and the private investors are not getting their share,Premise,"(17874, 18013)",Attack
"Admiral Stockdale, of course, has a very distinguished military career",Premise,"(26333, 26403)",All 3 of you gentlemen have some expertise in defense and the armed forces,Claim,"(26166, 26240)",Support
you can have both,Claim,"(36770, 36787)",You don't have to have a choice between the environment and jobs,Claim,"(36702, 36766)",Support
we believe there are way too many abortions in this country,Claim,"(56025, 56084)",That doesn't mean we're pro-abortion,Premise,"(55978, 56014)",Attack
"that's where a majority of Americans live, in urban areas",Premise,"(64810, 64867)",they're facing a financial and social crisis,Claim,"(64873, 64917)",Support
I think there is a case to be made for putting emphasis on character over these issues that we've been batting back and forth and have a life of their own,Claim,"(76121, 76275)",Character of the leaders is the big variable in the success -- long term success -- of an administration,Claim,"(76391, 76495)",Support
"Mr. Vice President -- Dan, if I may -- it was 16 years ago that you and I went to the Congress on the very first day together",Premise,"(2101, 2226)",it's a special honor to share this stage with you,Claim,"(1916, 1965)",Support
I've been tested,Claim,"(7555, 7571)",I've done the job,Claim,"(7536, 7553)",Support
"Bill Clinton and I will create good, high-wage jobs for our people",Claim,"(18449, 18515)",Bill Clinton's top priority is putting America back to work,Claim,"(18388, 18447)",Support
They've already started in the defense budget,Premise,"(26490, 26535)",there are going to be major cuts,Claim,"(26456, 26488)",Support
Look at the president's record: clean air legislation passed the Democratic Congress because of the leadership of George Bush,Premise,"(36789, 36914)",It is the most comprehensive clean air act in our history,Claim,"(36916, 36973)",Support
the way to reduce them is by reducing the number of unwanted pregnancies,Claim,"(56090, 56162)",we believe there are way too many abortions in this country,Claim,"(56025, 56084)",Support
"Their streets, their schools are like war zones",Premise,"(65094, 65141)",they're facing a financial and social crisis,Claim,"(64873, 64917)",Support
"I went to a friend of mine in New York some years ago and he was a president of a major TV network and he said, you know, I think we have messed up this whole -- this election process -- it was an election year -- by stressing that -- putting out the dogma that issues are the thing to talk about, not character",Premise,"(76497, 76808)","He said, I felt so strongly about this, I went back and read the Lincoln-Douglas debates",Premise,"(76810, 76898)",Support
I'll make you a deal this evening,Premise,"(2228, 2261)","If you don't try to compare George Bush to Harry Truman, I won't compare you to Jack Kennedy",Claim,"(2263, 2355)",Support
I've done the job,Claim,"(7536, 7553)",I've done the job,Claim,"(7536, 7553)",Equivalent
the same way he has done in his state,Premise,"(18517, 18554)",Bill Clinton's top priority is putting America back to work,Claim,"(18388, 18447)",Support
He and I have both fought for change within the Democratic Party as well as within the country,Premise,"(26984, 27078)",Bill Clinton and I support a strong national defense,Claim,"(26930, 26982)",Support
we have a good record with which to stand,Premise,"(37028, 37069)",We are firmly behind preserving our environment,Claim,"(36975, 37022)",Support
the way to reduce them is by reducing the number of unwanted pregnancies,Claim,"(56090, 56162)",not vetoing family planning legislation the way George Bush has consistently done,Claim,"(56164, 56245)",Attack
"There's an epidemic of drugs, crime and violence",Premise,"(65044, 65092)",they're facing a financial and social crisis,Claim,"(64873, 64917)",Support
"He said, I felt so strongly about this, I went back and read the Lincoln-Douglas debates",Premise,"(76810, 76898)",Read those debates,Premise,"(76900, 76918)",Support
"Harry Truman, it's worth remembering, assumed the presidency when Franklin Roosevelt died here in Georgia",Premise,"(2505, 2610)",only one of many occasions when fate thrust a vice president into the Oval Office in a time of crisis,Premise,"(2614, 2715)",Support
Qualifications,Claim,"(7498, 7512)",I've done the job,Claim,"(7536, 7553)",Support
the same way he has done in his state,Premise,"(18517, 18554)","Bill Clinton and I will create good, high-wage jobs for our people",Claim,"(18449, 18515)",Support
"In the aftermath of the Cold War, the definition of strong national defense has obviously changed somewhat",Premise,"(27080, 27186)","George Bush wants to maintain at least 150,000 American soldiers in Europe, even though World War II ended 50 years ago",Premise,"(27201, 27320)",Attack
It is the most comprehensive clean air act in our history,Claim,"(36916, 36973)",We are firmly behind preserving our environment,Claim,"(36975, 37022)",Support
Bill Clinton and I support the right of a woman to choose,Claim,"(55908, 55965)",we believe that during the early stages of a pregnancy the government has no business coming in and ordering a woman to do what the government thinks is best,Claim,"(56330, 56487)",Support
The aid that once came from the federal and state governments has been drastically cut,Premise,"(64956, 65042)",they're facing a financial and social crisis,Claim,"(64873, 64917)",Support
Read those debates,Premise,"(76900, 76918)",Douglas is all character,Premise,"(76943, 76967)",Support
only one of many occasions when fate thrust a vice president into the Oval Office in a time of crisis,Premise,"(2614, 2715)",It's something to think about during the debate this evening,Claim,"(2717, 2777)",Support
I've been there,Claim,"(7514, 7529)",I've done the job,Claim,"(7536, 7553)",Support
Bill Clinton has created high-wage manufacturing jobs at 10 times the national average,Premise,"(18556, 18642)","Bill Clinton and I will create good, high-wage jobs for our people",Claim,"(18449, 18515)",Support
"In the aftermath of the Cold War, the definition of strong national defense has obviously changed somewhat",Premise,"(27080, 27186)",Bill Clinton and I support a strong national defense,Claim,"(26930, 26982)",Support
We are firmly behind preserving our environment,Claim,"(36975, 37022)",it's a false choice,Claim,"(37172, 37191)",Attack
we believe that during the early stages of a pregnancy the government has no business coming in and ordering a woman to do what the government thinks is best,Claim,"(56330, 56487)",What Dan Quayle and George Bush and Jerry Falwell and Pat Robertson think is the right decision in a given set of circumstances is their privilege,Premise,"(56489, 56635)",Attack
They've lost sources of tax revenue,Premise,"(64919, 64954)",they're facing a financial and social crisis,Claim,"(64873, 64917)",Support
Douglas is all character,Premise,"(76943, 76967)",He knows all of the little stinky numbers these guys do,Premise,"(76969, 77024)",Support
But our real discussion is going to be about change,Claim,"(2779, 2830)",Bill Clinton and I stand for change,Claim,"(2832, 2867)",Support
I've been tested,Claim,"(7555, 7571)",I've done the job,Claim,"(7536, 7553)",Support
Bill Clinton has created high-wage manufacturing jobs at 10 times the national average,Premise,"(18556, 18642)",Bill Clinton's top priority is putting America back to work,Claim,"(18388, 18447)",Support
Bill Clinton and I agree with so many military experts,Premise,"(27322, 27376)","it is time for the Europeans, who are so much wealthier now and more powerful than they were at the end of World War II to start picking up a little more of that tab themselves and not rely so exclusively on the US taxpayers for the defense of Europe",Claim,"(27394, 27644)",Support
it's a false choice,Claim,"(37172, 37191)",that's a false choice,Claim,"(36679, 36700)",Support
we believe that during the early stages of a pregnancy the government has no business coming in and ordering a woman to do what the government thinks is best,Claim,"(56330, 56487)",don't have the government order a woman to do what they think is the right thing to do,Premise,"(56643, 56729)",Attack
"It's becoming increasingly difficult to pay for public education, for transportation, for police and fire protection, the basic services that local government must provide",Premise,"(65143, 65314)",they're facing a financial and social crisis,Claim,"(64873, 64917)",Support
He knows all of the little stinky numbers these guys do,Premise,"(76969, 77024)",Abraham Lincoln had character,Premise,"(77026, 77055)",Support
we don't believe our nation can stand 4 more years of what we've had under George Bush and Dan Quayle,Premise,"(2876, 2977)",Bill Clinton and I stand for change,Claim,"(2832, 2867)",Support
I've been vice president for 4 years,Premise,"(7573, 7609)",I've been tested,Claim,"(7555, 7571)",Support
"according to the statistics coming from the Bush-Quayle Labor Dept, for the last 2 years in a role Bill Clinton's state has been number one among all 50 in the creation of jobs in the private sector",Premise,"(18655, 18853)","Bill Clinton and I will create good, high-wage jobs for our people",Claim,"(18449, 18515)",Support
