subj,subj_type,subj_span,obj,obj_type,obj_span,relation
Chris Stevens was one of our best,Premise,"(1671, 1704)",it was a tragedy,Claim,"(1639, 1655)",Support
The percentage of unemployed just fell below 8 percent for the first time in 43 months,Premise,"(22683, 22769)",The number-one issue here at home is jobs,Claim,"(22640, 22681)",Support
My mom and I had my grandmother move in with us who was facing Alzheimer's,Premise,"(34651, 34725)",we've all had tragedies in our lives,Premise,"(34562, 34598)",Support
"Of the Bush tax cuts for the wealthy, $800 million -- billion of that goes to people making a minimum of $1 million",Premise,"(47156, 47271)",the Bush tax cuts for the wealthy should be allowed to expire,Claim,"(47093, 47154)",Support
We want to make sure that the Taliban does not come back in and give Al Qaida a safe haven,Claim,"(61495, 61585)",We don't want to lose the gains we've gotten,Claim,"(61449, 61493)",Support
It is five times as large geographically,Premise,"(72345, 72385)",It's a different country,Premise,"(72319, 72343)",Support
"I guarantee you, that will not happen",Claim,"(84500, 84537)",I suspect that would happen,Claim,"(84471, 84498)",Support
People are in real trouble,Premise,"(93231, 93257)",The fact is that we're in a situation where we inherited a god-awful circumstance,Claim,"(93148, 93229)",Support
We lost three other brave Americans,Premise,"(1706, 1741)",it was a tragedy,Claim,"(1639, 1655)",Support
The economy was in free fall,Premise,"(23228, 23256)",Let's look at where we were when we came to office,Premise,"(23176, 23226)",Support
"Medicare was there for here, just like it's there for my mom right now who is a Florida senior",Premise,"(34727, 34821)",I think about what they've done for my own family,Premise,"(34600, 34649)",Support
We see no justification in these economic times for those,Premise,"(47273, 47330)",the Bush tax cuts for the wealthy should be allowed to expire,Claim,"(47093, 47154)",Support
"First time I was there in 2002, it was amazing to me what they were facing",Premise,"(61796, 61870)","when I think about Afghanistan, I think about the incredible job that our troops have done",Claim,"(61652, 61742)",Support
"it has one-fifth the population, that is Libya, one-fifth the population",Premise,"(72387, 72459)",It's a different country,Premise,"(72319, 72343)",Support
that people through their elected representatives in reaching a consensus in society through the democratic process should make this determination,Claim,"(83925, 84071)",We don't think that unelected judges should make this decision,Claim,"(83861, 83923)",Support
The fact is that we're in a situation where we inherited a god-awful circumstance,Claim,"(93148, 93229)",We acted to move to bring relief to the people who need the most help now,Claim,"(93259, 93332)",Support
we will find and bring to justice the men who did this,Claim,"(1830, 1884)",I can make absolutely two commitments to you and all the American people tonight,Claim,"(1743, 1823)",Support
the great recession hit,Premise,"(23268, 23291)",The economy was in free fall,Premise,"(23228, 23256)",Support
"After my dad died, my mom and I got Social Security survivors benefits",Premise,"(34823, 34893)",I think about what they've done for my own family,Premise,"(34600, 34649)",Support
"120,000 families by continuing that tax cut will get an additional $500 billion in tax relief in the next 10 years and their income is an average of $8 million",Premise,"(47475, 47634)",the Bush tax cuts for the wealthy should be allowed to expire,Claim,"(47093, 47154)",Support
"When I went to the Ahgandah (ph) Valley in Kandahar before the surge, I sat down with a young private in the 82nd from the Monamanee (ph) Indian reservation who would tell me what he did every day, and I was in awe",Premise,"(61872, 62086)","when I think about Afghanistan, I think about the incredible job that our troops have done",Claim,"(61652, 61742)",Support
It's in a part of the world where they're not going to see whatever would come from that war,Premise,"(72497, 72589)",It's a different country,Premise,"(72319, 72343)",Support
We pick people who are open-minded,Premise,"(84561, 84595)",We picked two people,Premise,"(84539, 84559)",Support
you probably detected my frustration with their attitude about the American people,Claim,"(93435, 93517)","and in the process, we -- in case you haven't noticed, we have strong disagreements",Claim,"(93341, 93424)",Support
we will get to the bottom of it,Claim,"(1900, 1931)",I can make absolutely two commitments to you and all the American people tonight,Claim,"(1743, 1823)",Support
9 million people lost their job,Premise,"(23293, 23324)",The economy was in free fall,Premise,"(23228, 23256)",Support
"helped me pay for college, it helped her go back to college in her 50s where she started a small business because of the new skills she got",Premise,"(34895, 35034)",I think about what they've done for my own family,Premise,"(34600, 34649)",Support
"They're not suggesting it, but my friends are insisting on it",Premise,"(47412, 47473)",They're not asking for this continued tax cut,Premise,"(47365, 47410)",Support
to see what they had in front of them,Premise,"(62092, 62129)","when I think about Afghanistan, I think about the incredible job that our troops have done",Claim,"(61652, 61742)",Support
It seep into a regional war,Premise,"(72591, 72618)",It's in a part of the world where they're not going to see whatever would come from that war,Premise,"(72497, 72589)",Support
They've been good justices,Premise,"(84597, 84623)",We pick people who are open-minded,Premise,"(84561, 84595)",Support
My friend says that 30 percent of the American people are takers,Premise,"(93519, 93583)",you probably detected my frustration with their attitude about the American people,Claim,"(93435, 93517)",Support
That's caring for the national security of the country,Claim,"(2228, 2282)","When you're looking at a president, Martha, it seems to me that you should take a look at his most important responsibility",Claim,"(2103, 2226)",Support
"$1.7 -- $1.6 trillion in wealth lost in equity in your homes, in retirement accounts for the middle class",Premise,"(23326, 23431)",The economy was in free fall,Premise,"(23228, 23256)",Support
