subj,subj_type,subj_span,obj,obj_type,obj_span,relation
We have achieved extraordinary prosperity,Premise,"(2116, 2157)",I think this is a very important moment for our country,Claim,"(2059, 2114)",Support
"if we can keep our prosperity going, if we can continue balancing the budget and paying down the debt, then the strong economy keeps generating surpluses",Premise,"(72275, 72428)",I do disagree,Claim,"(72252, 72265)",Support
I love mine,Premise,"(78979, 78990)",The man loves his wife and I appreciate that a lot,Claim,"(78923, 78973)",Support
A spirit of cooperation,Premise,"(86033, 86056)",It is going to require a new spirit,Claim,"(85996, 86031)",Support
eight years ago they campaigned on prescription drugs for seniors,Premise,"(8651, 8716)",four years ago they campaigned on getting prescription drugs for seniors,Premise,"(8722, 8794)",Support
"it focuses not only on increasing the supply, which I think we have to do, but also on working on the consumption side",Claim,"(18808, 18926)","My plan has not only a short-term component, but also a long-term component",Claim,"(18727, 18802)",Support
I was disappointed in the ruling,Claim,"(25446, 25478)",abortions ought to be more rare in America,Claim,"(25495, 25537)",Support
Milosevic has lost the election,Premise,"(33042, 33073)","His opponent, Kostunica, has won the election",Premise,"(33075, 33120)",Support
"if it's in our vital national interests, and that means whether our territory is threatened or people could be harmed, whether or not the alliances are -- our defense alliances are threatened, whether or not our friends in the Middle East are threatened",Premise,"(37357, 37610)",That would be a time to seriously consider the use of force,Claim,"(37612, 37671)",Support
we've got the biggest surpluses in all of American history,Premise,"(45731, 45789)",This is a very important moment in the history of our country,Claim,"(45662, 45723)",Support
"When the action in Kosovo was dragging on and we were searching for a solution to the problem, our country had defeated the adversary on the battlefield without a single American life being lost in combat",Premise,"(62149, 62353)",the dictator Milosevic was hanging on,Premise,"(62359, 62396)",Support
That's what governors end up doing,Premise,"(65553, 65587)",We end up being problem solvers,Claim,"(65589, 65620)",Support
"in this election, America has to make an important choice",Premise,"(2163, 2220)","Will we use our prosperity to enrich not just the few, but all of our families?",Premise,"(2222, 2301)",Support
the interest savings I would put right back into Social Security,Claim,"(72530, 72594)",That extends the life of Social Security for 55 years,Claim,"(72596, 72649)",Support
I love my family,Premise,"(79055, 79071)","The man loves his family a lot, and I appreciate that",Claim,"(78992, 79045)",Support
"It will require the ability of a Republican president to reach out across the partisan divide and to say to Democrats, let's come together to do what is right for America",Premise,"(86058, 86228)",It is going to require a new spirit,Claim,"(85996, 86031)",Support
they can't get it done,Claim,"(8881, 8903)",now they're campaigning on getting prescription drugs for seniors,Premise,"(8800, 8865)",Attack
in the short-term we have to free ourselves from the domination of the big oil companies that have the ability to manipulate the price from OPEC when they want to raise the price,Premise,"(18933, 19111)","My plan has not only a short-term component, but also a long-term component",Claim,"(18727, 18802)",Support
