subj,subj_type,subj_span,obj,obj_type,obj_span,relation
I can make American safer than President Bush has made us,Claim,"(2039, 2096)","Yes, I do",Claim,"(1697, 1706)",Support
the best way for Iraq to be safe and secure is for Iraqi citizens to be trained to do the job,Claim,"(21699, 21792)",that's what we're doing,Claim,"(21798, 21821)",Support
"we all know that in his state of the union message, he told Congress about nuclear materials that didn't exist",Premise,"(35177, 35287)",I think he has not been candid with the American people,Claim,"(35075, 35130)",Support
That was a great doctrine throughout the Cold War,Premise,"(53036, 53085)","The president always has the right, and always has had the right, for preemptive strike",Claim,"(52947, 53034)",Support
we signed an agreement with North Korea that my administration found out that was not being honored by the North Koreans,Premise,"(56572, 56692)","I decided that a better way to approach the issue was to get other nations involved, just besides us",Claim,"(56701, 56801)",Support
I defended this country as a young man in war,Premise,"(79430, 79475)",I will defend it as president of the United States,Claim,"(79481, 79531)",Support
we just have a different set of convictions about how you make America safe,Claim,"(2168, 2243)",I can make American safer than President Bush has made us,Claim,"(2039, 2096)",Support
That is the best way,Claim,"(21920, 21940)",the best way for Iraq to be safe and secure is for Iraqi citizens to be trained to do the job,Claim,"(21699, 21792)",Equivalent
It is not the kind of coalition we were described when we were talking about voting for this,Premise,"(35397, 35489)",I think he has not been candid with the American people,Claim,"(35075, 35130)",Support
it was always one of the things we argued about with respect to arms control,Premise,"(53091, 53167)","The president always has the right, and always has had the right, for preemptive strike",Claim,"(52947, 53034)",Support
"I decided that a better way to approach the issue was to get other nations involved, just besides us",Claim,"(56701, 56801)","North Korea, first, I do",Claim,"(56401, 56425)",Support
I believe when we're strongest when we reach out and lead the world and build strong alliances,Claim,"(79578, 79672)",I have a difference with this president,Claim,"(79537, 79576)",Support
I believe America is safest and strongest when we are leading the world and we are leading strong alliances,Claim,"(2245, 2352)",I can make American safer than President Bush has made us,Claim,"(2039, 2096)",Support
"We've got 100,000 trained now",Premise,"(21823, 21852)",the best way for Iraq to be safe and secure is for Iraqi citizens to be trained to do the job,Claim,"(21699, 21792)",Support
he promised America that he was going to build this coalition,Premise,"(35302, 35363)",It is not the kind of coalition we were described when we were talking about voting for this,Premise,"(35397, 35489)",Support
"No president, through all of American history, has ever ceded, and nor would I, the right to preempt in any way necessary to protect the United States of America",Premise,"(53169, 53330)","The president always has the right, and always has had the right, for preemptive strike",Claim,"(52947, 53034)",Support
