source_unique_id,target_unique_id,source_id,target_id,relation_class,year
1992_8bf3d1d381916c10fd46c2165b026c3c,1992_a4bd1ddce17260c5d8244f4a5ea0f079,T2,T1,Equivalent,1992
1992_6251a40d580c2a3a291009fb4b5f63dd,1992_8bf3d1d381916c10fd46c2165b026c3c,T3,T2,Equivalent,1992
1992_099bcacf96839b5face7ed595e8a0e87,1992_4ef5a9f33fe77807d5161a7e436234bb,T8,T7,Support,1992
1992_34dc05c1aff296b8f04edba433d5b338,1992_4ef5a9f33fe77807d5161a7e436234bb,T9,T7,Support,1992
1992_5cdb963f132315f196691be9fe764641,1992_4ef5a9f33fe77807d5161a7e436234bb,T10,T7,Support,1992
1992_a3cfe47539ed3ed32f46c138cbf2154f,1992_ef7c319714d90092d30d62724bec9797,T11,T4,Attack,1992
1992_99fb8ca8552cec5103a796676c333913,1992_ef7c319714d90092d30d62724bec9797,T12,T4,Attack,1992
1992_827683381563e06d6e9dc563581539fc,1992_ef7c319714d90092d30d62724bec9797,T13,T4,Support,1992
1992_52eab89517fa0ef8866ee87f8e8fba00,1992_827683381563e06d6e9dc563581539fc,T14,T13,Support,1992
1992_53a562776904db83b31722b608a874d1,1992_7076aa266e5edaadd9821ddbdbdf4112,T16,T17,Support,1992
1992_a936ca6a24c80128a4a380e5b91a8aa9,1992_ef7c319714d90092d30d62724bec9797,T5,T4,Support,1992
1992_4ef5a9f33fe77807d5161a7e436234bb,1992_ef7c319714d90092d30d62724bec9797,T7,T4,Support,1992
1992_0984ef42178a8655ecf7811be573f4e1,1992_19ad714a7c59843910e593530e44b1b1,T20,T21,Support,1992
1992_052d22ee07d04bfba1448b3151d6cac3,1992_19ad714a7c59843910e593530e44b1b1,T19,T21,Support,1992
1992_8cc97dfefe725094da64d8cb7ed0ddef,1992_19ad714a7c59843910e593530e44b1b1,T18,T21,Support,1992
1992_3ee16bd85959bfa54e3fe189a810decd,1992_c8bcf6994d557009f053ac57350a7c86,T23,T24,Support,1992
1992_facc6248ae8d303851eeb4f740e87921,1992_c8bcf6994d557009f053ac57350a7c86,T22,T24,Support,1992
1992_e310a05cbf82ec1ad85df5b06ccb75a9,1992_36a9b8a3078ea1319a6496c0c8fbbd3b,T25,T27,Support,1992
1992_4599723108fd44294c7de5ff96eee023,1992_36a9b8a3078ea1319a6496c0c8fbbd3b,T26,T27,Support,1992
1992_5b9a98124e0e85d4d5dcb1fcf5b7838f,1992_a320488e59f5a6853c21b354df918089,T30,T31,Support,1992
1992_1bae7fc73cb887d46b70eb051b65ba61,1992_a320488e59f5a6853c21b354df918089,T32,T31,Support,1992
1992_8023c54c9c4752f3f09fba1769e11d75,1992_2a008b4deca783e78574b960e89fa80f,T34,T33,Support,1992
1992_2a008b4deca783e78574b960e89fa80f,1992_87d6cbb1f673cc1f137817132c8c1d82,T33,T37,Support,1992
1992_a8f89e37b36ddbe58916016aeda2646f,1992_87d6cbb1f673cc1f137817132c8c1d82,T35,T37,Support,1992
1992_71885052df634a658ad4b0b411eaab41,1992_bdb38a0b4dbfc20c547a68971da89c94,T41,T38,Support,1992
1992_f1c57572993ffd4bf091df70eec336ab,1992_bdb38a0b4dbfc20c547a68971da89c94,T40,T38,Support,1992
1992_b5be8f23859d704b8858e6322c4846aa,1992_bdb38a0b4dbfc20c547a68971da89c94,T39,T38,Support,1992
1992_66559e33571d8b14de7d4ef7ceb54059,1992_511edd3d0270e1f4626a2d2a1d1c1938,T634,T400,Support,1992
1992_911f1030f2ce6319c920e2e62306393a,1992_440567ad685469f35d639ca6a68c10d1,T403,T556,Support,1992
1992_e512d773aa7f148933027028f172190d,1992_440567ad685469f35d639ca6a68c10d1,T402,T556,Equivalent,1992
1992_104c32cbba09a8e4f0f7aec6554d3966,1992_b660f976ced7680fb9940189ca49b37b,T405,T404,Support,1992
1992_b660f976ced7680fb9940189ca49b37b,1992_440567ad685469f35d639ca6a68c10d1,T404,T556,Support,1992
1992_440567ad685469f35d639ca6a68c10d1,1992_0821a01546572b165a43a5aaf54274e8,T556,T406,Equivalent,1992
1992_04e4f01eca4af1938a2e1f492b1a19b5,1992_911f1030f2ce6319c920e2e62306393a,T407,T403,Equivalent,1992
1992_e584e50352b6c5cd354167fe78731052,1992_861761c6449bbcb6163bba20cc49f16e,T409,T408,Equivalent,1992
1992_9ac68f21db1bb8780bf0bb656afec7f4,1992_e584e50352b6c5cd354167fe78731052,T410,T409,Support,1992
1992_74439945bf294afd1a21f8a1b9ee425d,1992_4c5b7d1a2ff6c0a4d064bc8e4f00cfc8,T635,T412,Support,1992
1992_d8771d79d38dcd61b021c4a014487bce,1992_87e8a66004e280683944b9e68ee28809,T413,T411,Support,1992
1992_4c5b7d1a2ff6c0a4d064bc8e4f00cfc8,1992_87e8a66004e280683944b9e68ee28809,T412,T411,Support,1992
1992_18cd52f6a1e6e2200034eb9af5e44953,1992_87e8a66004e280683944b9e68ee28809,T414,T411,Support,1992
1992_18cd52f6a1e6e2200034eb9af5e44953,1992_c45dd307472b6d6bdc2eefad67ca161d,T414,T415,Support,1992
1992_e182cc8c455168cb68db9881cb8414b9,1992_c70a9a0f7a60d8685146a60dc5371846,T420,T416,Support,1992
1992_d06f434dae67ba5dc8321e58fe14c646,1992_e182cc8c455168cb68db9881cb8414b9,T421,T420,Support,1992
1992_00d14b82098ed4269d964fe8e722a4b2,1992_73dd18c73c00619f2debabdc2a715137,T423,T422,Support,1992
1992_511edd3d0270e1f4626a2d2a1d1c1938,1992_6cdff060f5b4d19faaa53365b522b8e5,T400,T417,Support,1992
1992_c70a9a0f7a60d8685146a60dc5371846,1992_bd3d718b60c2844cec0b8e6ac4dc2799,T416,T418,Support,1992
1992_e584e50352b6c5cd354167fe78731052,1992_ff3cb7665f77bf6642e2db0e1c0e2c26,T409,T419,Equivalent,1992
1992_87e8a66004e280683944b9e68ee28809,1992_f08fbd3c6c39011539238dfa9a0487a7,T411,T636,Support,1992
1992_4924743ba29e7b30a12bab1d3d21a5f8,1992_f08fbd3c6c39011539238dfa9a0487a7,T424,T636,Support,1992
1992_daefed505c2579a81263d4cb2bc85e6e,1992_4924743ba29e7b30a12bab1d3d21a5f8,T425,T424,Support,1992
1992_62e72c35a8a0629af59f221ee8aaa67c,1992_4312b8710b7cb7f56de8fe4b884884d2,T428,T429,Support,1992
1992_173253e4d1457e91bae13426cb3d0dec,1992_4312b8710b7cb7f56de8fe4b884884d2,T637,T429,Support,1992
1992_4312b8710b7cb7f56de8fe4b884884d2,1992_6d21bb3f3016240cf24e296db7dc43e2,T429,T427,Support,1992
1992_b701a42c925b31f298778927fd8ff06f,1992_6d21bb3f3016240cf24e296db7dc43e2,T430,T427,Support,1992
1992_be9eb9177e8d40397ad692b6445d7394,1992_b701a42c925b31f298778927fd8ff06f,T431,T430,Support,1992
1992_32b4f8bc41c6f3c0e1180a8545f7bb2e,1992_6d21bb3f3016240cf24e296db7dc43e2,T432,T427,Support,1992
1992_29c1f593f1df295b4cd7cc20aa45f28e,1992_a9a21c939e97289e44c9dc9c7b9ffae3,T433,T434,Support,1992
1992_a9a21c939e97289e44c9dc9c7b9ffae3,1992_32b4f8bc41c6f3c0e1180a8545f7bb2e,T434,T432,Support,1992
1992_a9a21c939e97289e44c9dc9c7b9ffae3,1992_ef1eefb701ea15a6bdd662498fd0803c,T434,T435,Support,1992
1992_261727a98767b5bc21db161e23b9630f,1992_6ef6a7106125b401876807873f6c35b0,T437,T436,Support,1992
1992_6ef6a7106125b401876807873f6c35b0,1992_6d21bb3f3016240cf24e296db7dc43e2,T436,T427,Support,1992
1992_9b52336b06a7e7a0e9e988a428ba2f60,1992_6ef6a7106125b401876807873f6c35b0,T438,T436,Support,1992
