subj,subj_type,subj_span,obj,obj_type,obj_span,relation
"In 20 days, you will help decide who will lead this country into the next century",Premise,"(2094, 2175)",You should know as much as possible about each of us,Claim,"(2277, 2329)",Support
"if you have some of each -- and I have some age, some experience and some intelligence -- that adds up to wisdom",Premise,"(38929, 39041)","I think age is very -- you know, wisdom comes from age, experience and intelligence",Claim,"(38840, 38923)",Support
"that not everybody has an opportunity to prove they're qualified, I favor the right kind of Affirmative Action",Premise,"(42630, 42740)",I still believe that there is some discrimination,Premise,"(42576, 42625)",Support
the Justice Department had what we called the Piscataway case up in New Jersey,Premise,"(46421, 46499)",the President didn't quite give you all of the stuff on the quotas,Claim,"(46345, 46411)",Support
It was my very first bill,Premise,"(50240, 50265)",I'm very proud of it,Claim,"(50271, 50291)",Support
"We've lost 357,000 manufacturing jobs",Premise,"(54169, 54206)",The Bureau of Labor Statistics today said they made a mistake,Premise,"(54208, 54269)",Support
That's my policy,Premise,"(58162, 58178)",I'm for it,Claim,"(58150, 58160)",Support
we were afraid the very thing you mentioned would have happened,Premise,"(62357, 62420)","one thing I did was oppose the government takeover health care that President Clinton offered in 1993, which created 17 new taxes and 50 new bureaucracies and price controls",Claim,"(62174, 62347)",Support
I strongly supported the Motor Voter law,Claim,"(66561, 66601)",I think it's important to make voting more accessible,Claim,"(66495, 66548)",Support
You can also use those accounts for health care or education or a first home,Premise,"(70661, 70737)","we have in our economic pack, -- individual retirement accounts where we think it will encourage savings",Claim,"(70555, 70659)",Support
We have concluded with Japan 21 -- about to be 22 -- trade agreements now,Premise,"(74751, 74824)","since we did that, in the areas where we concluded, trade agreements or exports to Japan have gone up by 85 percent in the last four years and our trade deficit with Japan has gone down",Claim,"(74830, 75015)",Support
They see scandals almost on a daily basis,Premise,"(7117, 7158)",There's no doubt about it that many American people have lost their faith in government,Claim,"(7028, 7115)",Support
"Honor, duty, and country, that's what America is all about",Claim,"(79287, 79345)","no doubt about it, our founding fathers had a great deal of wisdom",Claim,"(78824, 78890)",Support
We don't need a constitutional amendment for kids to pray,Claim,"(82935, 82992)",what I did was to have the justice department and the education department for the first time ever issue a set of guidelines that we gave to every school in America,Claim,"(82998, 83162)",Support
Mentioned other parties,Claim,"(86927, 86950)",They have their differences,Claim,"(86952, 86979)",Support
"That could protect 3 million families, 700,000 kids",Claim,"(11832, 11883)",cover people who are between jobs for up to six months,Claim,"(11776, 11830)",Support
"we have 17,000 men and women today wearing our uniform that receive food stamps",Claim,"(14505, 14584)",It shouldn't happen in America,Claim,"(14586, 14616)",Support
there's less than 1 percent difference between my budget and the Republican budget on defens,Premise,"(17992, 18084)",I propose to spend 1.6 trillion dollars on defense between now and the year 2002,Claim,"(17907, 17987)",Support
"In fact, 1992 we had a bill come before us that all the states had to comply or they're going to lose certain money",Premise,"(22610, 22725)",We sent it to the Clinton Administration for implementation,Claim,"(22727, 22786)",Support
there are two different things,Premise,"(26713, 26743)",Social Security and Medicare are entirely different in terms of the financial stabilities,Claim,"(26745, 26834)",Support
twice we sent welfare reform to the president,Claim,"(30734, 30779)",he vetoed it,Claim,"(30784, 30796)",Support
Part of my tax package which is paid for in my balanced budget plan would exempt up to half a million dollars in gains from people when they sell their homes,Claim,"(35059, 35216)",we have a big plan to reduce the capital gains tax when people sell their homes,Claim,"(34978, 35057)",Support
"you must ask yourself, do you know enough about the candidates",Premise,"(2213, 2275)",You should know as much as possible about each of us,Claim,"(2277, 2329)",Support
I think it also is a strength,Claim,"(39043, 39072)","I think age is very -- you know, wisdom comes from age, experience and intelligence",Claim,"(38840, 38923)",Support
I still believe that there is some discrimination,Premise,"(42576, 42625)",I'm against giving anybody any kind of preference for something they're not qualified for,Claim,"(42473, 42562)",Support
"one teacher was white and one black and they had the same qualifications, you know they decided who would stay there",Premise,"(46559, 46675)",It's pretty clear that was a quota case,Claim,"(46501, 46540)",Support
I signed the Family Leave Act,Premise,"(50209, 50238)",I'm very proud of it,Claim,"(50271, 50291)",Support
We're going to do that with a more aggressive trade policy,Claim,"(54411, 54469)","It's probably going to take a much, much higher figure",Claim,"(54271, 54325)",Support
"I believe that any law- abiding, tax-paying citizen who shows up in the morning and doesn't break the law and doesn't interfere with his or her neighbors ought to have the ability to work in our country and shouldn't be subject to unfair discrimination",Claim,"(58192, 58444)",I'm for it,Claim,"(58150, 58160)",Support
Everybody would have been forced into managed care,Claim,"(62422, 62472)","one thing I did was oppose the government takeover health care that President Clinton offered in 1993, which created 17 new taxes and 50 new bureaucracies and price controls",Claim,"(62174, 62347)",Support
There was a big story I think in U.S.A,Premise,"(66603, 66641)",I strongly supported the Motor Voter law,Claim,"(66561, 66601)",Support
we've got a lot of people advocating we don't want to put our money into Social Security,Premise,"(70891, 70979)",I think one thing sooner or later we're going to have to consider is take a look at the Social Security system,Claim,"(70771, 70881)",Support
"It's coming back now, so they can buy even more American products",Premise,"(75091, 75156)",I think it will go down more,Claim,"(75162, 75190)",Support
They see ethical problems in the Whitehouse today,Premise,"(7160, 7209)",There's no doubt about it that many American people have lost their faith in government,Claim,"(7028, 7115)",Support
"the President of the United States, the highest office in the world, the most important office in the world, has a responsibility to young people, as we talked about earlier",Claim,"(79357, 79530)","Honor, duty, and country, that's what America is all about",Claim,"(79287, 79345)",Support
"saying that children could not be interfered with in religious advocacy when they were praying, when they were doing whatever they could do under the constitution",Claim,"(83164, 83326)",what I did was to have the justice department and the education department for the first time ever issue a set of guidelines that we gave to every school in America,Claim,"(82998, 83162)",Support
They have their differences,Claim,"(86952, 86979)",we have our differences,Claim,"(86870, 86893)",Support
we've added a million more children to the ranks of the insured through the Medicaid program,Premise,"(11023, 11115)",add another million children to the insured ranks through the Medicaid program,Claim,"(11569, 11647)",Support
We have men and women wearing our uniform in substandard housing,Claim,"(14618, 14682)",It shouldn't happen in America,Claim,"(14586, 14616)",Support
"the agreement -- the peace treaty with Jordan, I was -- I went to Jordan to sign that -- to be there",Premise,"(18264, 18364)",I worked very hard for peace in the Middle East,Premise,"(18125, 18172)",Support
they waited three and a half years,Claim,"(22792, 22826)",We sent it to the Clinton Administration for implementation,Claim,"(22727, 22786)",Support
we'd like to have a Social Security fund that has about 70 years of life instead of about 30 years of life,Premise,"(26974, 27080)","What we have to do is simply to make some adjustments to take account of the fact that the baby boomers, people like me, are bigger in number than the people that went just before us and the people that come just after us",Premise,"(27082, 27303)",Support
Took it three steps,Premise,"(30713, 30732)",twice we sent welfare reform to the president,Claim,"(30734, 30779)",Support
I think is the biggest capital gains benefit we could give to most ordinary Americans,Claim,"(35224, 35309)",Part of my tax package which is paid for in my balanced budget plan would exempt up to half a million dollars in gains from people when they sell their homes,Claim,"(35059, 35216)",Support
Sometimes the views have been distorted,Premise,"(2331, 2370)",There's been millions and millions of dollars of negative advertising spent distorting my views,Claim,"(2372, 2467)",Support
It's an advantage,Claim,"(39074, 39091)","I think age is very -- you know, wisdom comes from age, experience and intelligence",Claim,"(38840, 38923)",Support
I'm against giving anybody any kind of preference for something they're not qualified for,Claim,"(42473, 42562)",I have also worked hard to give people a chance to prove that they are qualified,Claim,"(42916, 42996)",Support
It shouldn't be that way,Premise,"(46677, 46701)",It's pretty clear that was a quota case,Claim,"(46501, 46540)",Support
it symbolizes what I think we ought to be doing,Premise,"(50300, 50347)",I'm very proud of it,Claim,"(50271, 50291)",Support
That's like a tax,Premise,"(54677, 54694)","regulations cost the average family right here, Democrat or Republican, about $7,000 a year",Claim,"(54577, 54668)",Support
it's hard to answer these things,Premise,"(58562, 58594)",I don't want to respond in kind to all these things,Claim,"(58736, 58787)",Support
I know they've appointed a commission to take a look at managed care,Claim,"(62590, 62658)",I think right now we got to go back,Claim,"(62553, 62588)",Support
Today of the millions of people who have now registered because of it,Claim,"(66643, 66712)",I strongly supported the Motor Voter law,Claim,"(66561, 66601)",Support
you have to protect the people who are already in the pipeline,Premise,"(71025, 71087)",You have to be very careful of that,Claim,"(70981, 71016)",Support
Until about five months ago the Japanese economy was in a deep recession,Premise,"(75017, 75089)","It's coming back now, so they can buy even more American products",Premise,"(75091, 75156)",Support
"They see 900 FBI files, private person, being gathered up by somebody in the Whitehouse",Premise,"(7211, 7298)",There's no doubt about it that many American people have lost their faith in government,Claim,"(7028, 7115)",Support
"when it comes to public ethics, he has a responsibility",Premise,"(79561, 79616)","the President of the United States, the highest office in the world, the most important office in the world, has a responsibility to young people, as we talked about earlier",Claim,"(79357, 79530)",Support
they were on a public school ground,Premise,"(83341, 83376)","saying that children could not be interfered with in religious advocacy when they were praying, when they were doing whatever they could do under the constitution",Claim,"(83164, 83326)",Support
We should have our differences,Claim,"(86895, 86925)",we have our differences,Claim,"(86870, 86893)",Support
add another million children to the insured ranks through the Medicaid program,Claim,"(11569, 11647)","In the next four years, I want to focus on the following things",Claim,"(11492, 11555)",Support
It shouldn't happen in America,Claim,"(14586, 14616)",it's time we take a look at the pay scales,Claim,"(14720, 14762)",Support
The agreement between the Palestinians and the Israelis was signed at the White House,Premise,"(18174, 18259)",I worked very hard for peace in the Middle East,Premise,"(18125, 18172)",Support
the first vote we had was whether or not you should put a little notice on cigarettes,Premise,"(22459, 22544)",I voted I for everything since that time,Premise,"(22568, 22608)",Support
"What we have to do is simply to make some adjustments to take account of the fact that the baby boomers, people like me, are bigger in number than the people that went just before us and the people that come just after us",Premise,"(27082, 27303)",I think what we'll plainly do is what we did in 1983 when Senator Dole served,Claim,"(27309, 27386)",Support
three of those checks were my grandparents,Premise,"(31320, 31362)","I'm standing here as someone who, a long time ago as the county attorney in Russell, Kansas, one of our jobs every month was go through all the welfare checks and sign them",Premise,"(31142, 31314)",Support
It was part of our other economic plan,Premise,"(35429, 35467)",We also have capital gains now for people that invest in new small businesses and hold the investment for five years,Claim,"(35311, 35427)",Support
I got lots of relatives,Premise,"(2765, 2788)",I might just say I'm from a large family,Claim,"(2723, 2763)",Support
I'm concerned about the future for young people,Premise,"(39342, 39389)",I'm looking at our economic plan,Claim,"(39301, 39333)",Support
"that not everybody has an opportunity to prove they're qualified, I favor the right kind of Affirmative Action",Premise,"(42630, 42740)","I've done more to eliminate Affirmative Action programs I didn't think were fair and tighten others up than my predecessors have, since affirmative action's been around",Claim,"(42742, 42910)",Support
There are 168 federal programs that allow quotas,Claim,"(46768, 46816)",He ended one,Claim,"(46818, 46830)",Support
I don't take credit for all the good things that have happened in America,Premise,"(50349, 50422)",I take credit for what I've tried to do to work with others to make good things happen,Claim,"(50428, 50514)",Support
"regulations cost the average family right here, Democrat or Republican, about $7,000 a year",Claim,"(54577, 54668)",It's put a lot of people out of business,Claim,"(54696, 54736)",Support
I get attacked so many times on these questions,Premise,"(58513, 58560)",I don't want to respond in kind to all these things,Claim,"(58736, 58787)",Support
"if we start to take choices away from people and if we drive them into one type care, eliminate fee-for-service altogether or eliminate the fact you can go to your own doctor, you have to go somewhere else",Premise,"(62712, 62917)",I think we've taken a giant step backward in the United States of America,Claim,"(62924, 62997)",Support
I think we need is more forums like this,Claim,"(66947, 66987)",I have so strongly supported campaign finance reform,Claim,"(67017, 67069)",Support
It's something you might consider,Premise,"(71089, 71122)",You have to be very careful of that,Claim,"(70981, 71016)",Support
I think it will go down more,Claim,"(75162, 75190)",that's one of the real success stories here of the work we've done,Claim,"(75208, 75274)",Support
There's no doubt about it that many American people have lost their faith in government,Claim,"(7028, 7115)",I've always tried in whatever I've done is to bring people together,Claim,"(7384, 7451)",Support
I'm not talking about private ethics,Premise,"(79780, 79816)",This is public ethics,Premise,"(79757, 79778)",Support
