subj,subj_type,subj_span,obj,obj_type,obj_span,relation
First question is what's in the best interests of the United States,Premise,"(1270, 1337)","I have, I have",Claim,"(1254, 1268)",Support
I think that it's the most important big major change that we can bring in our country,Claim,"(85186, 85272)",education is my number one priority,Claim,"(85141, 85176)",Support
We need to call upon Syria to release the three Israeli soldiers who have been captured,Claim,"(8069, 8156)","The first priority has to be on ending the violence, dampening down the tensions that have arisen there",Claim,"(7964, 8067)",Support
I thought the president made the right decision in joining NATO and bombing Serbia,Claim,"(15686, 15768)",I think it's a triumph,Claim,"(15662, 15684)",Support
The only thing an executive order can accomplish is to ban it in federal law enforcement agencies,Premise,"(37364, 37461)",I would also support a law in the Congress that would have the effect of doing the same thing,Claim,"(37467, 37560)",Support
I think marriage is a sacred institution between a man and a woman,Claim,"(47046, 47112)",I'm not for gay marriage,Claim,"(47020, 47044)",Support
the governor made an extensive statement on it and I have a very different view than the one he expressed,Premise,"(50257, 50362)",I hope that we can come back to the subject of education,Claim,"(50192, 50248)",Support
there's some who should be buying health care who choose not to,Premise,"(58721, 58784)",I've got a plan to do something about that. It's to make health care affordable and available this way,Claim,"(58610, 58712)",Support
I think that in this 21st century we will soon see the consequences of what's called global warming,Claim,"(69836, 69935)",I do,Claim,"(3373, 3377)",Support
important for the president to be credible with foreign nations,Premise,"(80701, 80764)",I think credibility is important,Claim,"(80591, 80623)",Support
What's in the best interests of our people,Premise,"(1339, 1381)","I have, I have",Claim,"(1254, 1268)",Support
it's about change,Premise,"(85068, 85085)",This race is about values,Premise,"(85041, 85066)",Support
We need to insist that Arafat send out instructions to halt some of the provocative acts of violence that have been going on,Claim,"(8158, 8282)","The first priority has to be on ending the violence, dampening down the tensions that have arisen there",Claim,"(7964, 8067)",Support
I supported them when they did so,Claim,"(15770, 15803)",I thought the president made the right decision in joining NATO and bombing Serbia,Claim,"(15686, 15768)",Support
I would also support a law in the Congress that would have the effect of doing the same thing,Claim,"(37467, 37560)","Yes, I would",Claim,"(37350, 37362)",Support
I appreciated the way the administration signed the Defense of Marriage Act,Premise,"(47118, 47193)",I think marriage is a sacred institution between a man and a woman,Claim,"(47046, 47112)",Support
I think that homeowners have to be respected and their right to have a gun if they wish to,Claim,"(50587, 50677)",I will not do anything to affect the rights of hunters or sportsmen,Claim,"(50518, 50585)",Support
"Some of the healthy folks, healthy young kids say I'll never get sick, therefore I don't need health care right now",Premise,"(58843, 58958)",For those what I think we need to do is to develop an investment-type vehicle that would be an incentive for them to invest,Claim,"(58960, 59083)",Support
There was a study just a few weeks ago suggesting that in summertime the north polar ice cap will be completely gone in 50 years,Premise,"(69937, 70065)",I think that in this 21st century we will soon see the consequences of what's called global warming,Claim,"(69836, 69935)",Support
It is going to be important for the president to be credible with Congress,Premise,"(80625, 80699)",I think credibility is important,Claim,"(80591, 80623)",Support
Is it in our nation's interests,Premise,"(1449, 1480)",When it comes to foreign policy that will be my guiding question,Claim,"(1383, 1447)",Support
it's about giving choices to the American people,Premise,"(85087, 85135)",This race is about values,Premise,"(85041, 85066)",Support
I think that we also have to keep a weather eye toward Saddam Hussein,Claim,"(8284, 8353)","The first priority has to be on ending the violence, dampening down the tensions that have arisen there",Claim,"(7964, 8067)",Support
it worked,Premise,"(16049, 16058)",I think it's good public policy,Claim,"(16008, 16039)",Support
I think that racial profiling is a serious problem,Claim,"(37572, 37622)","Yes, I would",Claim,"(37350, 37362)",Support
I've had a record of doing so in the State of Texas,Premise,"(47404, 47455)",I'm going to be respectful for people who may disagree with me,Claim,"(47340, 47402)",Support
"The problem I see is that there are too many guns getting into the hands of children, and criminals",Premise,"(50679, 50778)","people who, for whatever reason, some kind of history of stalking or domestic abuse really should not be able to get guns",Claim,"(50784, 50905)",Support
like medical savings accounts with rollover capacity,Premise,"(59085, 59137)",For those what I think we need to do is to develop an investment-type vehicle that would be an incentive for them to invest,Claim,"(58960, 59083)",Support
Already many people see the strange weather conditions that the old timers say they've never seen before in their lifetimes,Premise,"(70067, 70190)",I think that in this 21st century we will soon see the consequences of what's called global warming,Claim,"(69836, 69935)",Support
I think it's something that people need to consider,Claim,"(80775, 80826)",I think credibility is important,Claim,"(80591, 80623)",Support
Peace in the Middle East is in our nation's interests,Claim,"(1482, 1535)",When it comes to foreign policy that will be my guiding question,Claim,"(1383, 1447)",Support
