subj,subj_type,subj_span,obj,obj_type,obj_span,relation
"I believe that this president, regrettably, rushed us into a war, made decisions about foreign policy, pushed alliances away",Claim,"(2308, 2432)",America is now bearing this extraordinary burden where we are not as safe as we ought to be,Claim,"(2452, 2543)",Support
We have fought to try to raise the minimum wage in the last years,Premise,"(53529, 53594)",this is one of those issues that separates the president and myself,Claim,"(53460, 53527)",Support
"Nine out of 10 active-duty Army divisions are either in Iraq, going to Iraq or have come back from Iraq",Premise,"(61241, 61344)",Our military is overextended,Claim,"(61211, 61239)",Support
the best way to protect our citizens from guns is to prosecute those who commit crimes with guns,Claim,"(65726, 65822)",I believe in background checks at gun shows or anywhere to make sure that guns don't get in the hands of people that shouldn't have them,Claim,"(65584, 65720)",Support
I regret to say that this administration has even blocked steps that could help us move further along,Claim,"(68289, 68390)",we have not moved far enough along,Claim,"(68249, 68283)",Support
"I really was moved, as well as impressed, by the speech that he gave to the Congress",Premise,"(75809, 75893)","I think in those days after 9/11, I thought the president did a terrific job",Claim,"(75727, 75803)",Support
"like Franklin Roosevelt, I don't care whether an idea is a Republican idea or a Democrat idea",Premise,"(81845, 81938)",we need to be united as a country,Claim,"(81805, 81838)",Support
it turned out that the vaccine they were producing was contaminated,Premise,"(6657, 6724)",we took the right action and didn't allow contaminated medicine into our country,Claim,"(6733, 6813)",Support
I'm going to reverse that,Claim,"(11766, 11791)","reinstating what President Bush took away, which is called pay as you go",Claim,"(11147, 11219)",Support
We've expanded trade adjustment assistance,Claim,"(14835, 14877)",I've got policies to continue to grow our economy and create the jobs of the 21st century,Claim,"(14636, 14725)",Support
"I also know in a free society people, consenting adults can live the way they want to live",Claim,"(23226, 23316)",I do know that we have a choice to make in America,Claim,"(23071, 23121)",Support
the consumers are not involved in the decision-making process,Premise,"(30124, 30185)",Health-care costs are on the rise,Claim,"(30082, 30115)",Support
You choose your doctor,Claim,"(35657, 35679)",It gives you the choice,Claim,"(35519, 35542)",Support
people got their checks,Claim,"(40712, 40735)","I remember the 2000 campaign, people said if George W. gets elected, your check will be taken away",Premise,"(40606, 40704)",Attack
I see it as a security issue,Claim,"(48191, 48219)",I see it as a serious problem,Claim,"(48160, 48189)",Support
95 percent come in today uninspected,Premise,"(2814, 2850)",That's not good enough,Claim,"(2852, 2874)",Support
the Republican leadership of the House and Senate won't even let us have a vote on it,Claim,"(53600, 53685)",this is one of those issues that separates the president and myself,Claim,"(53460, 53527)",Support
Our military is overextended,Claim,"(61211, 61239)","I've proposed adding two active-duty divisions to the armed forces of the United States -- one combat, one support",Claim,"(61399, 61513)",Support
early in my administration I called the attorney general and the U. S. attorneys and said: Put together a task force all around the country to prosecute those who commit crimes with guns,Claim,"(65839, 66025)",the best way to protect our citizens from guns is to prosecute those who commit crimes with guns,Claim,"(65726, 65822)",Support
"many parts of our country, we still have discrimination",Claim,"(68788, 68843)",we have not moved far enough along,Claim,"(68249, 68283)",Support
"I think the hug Tom Daschle gave him at that moment was about as genuine a sense of there being no Democrats, no Republicans, we were all just Americans",Premise,"(75899, 76051)","I think in those days after 9/11, I thought the president did a terrific job",Claim,"(75727, 75803)",Support
I just care whether it works for America and whether it's going to make us stronger,Claim,"(81940, 82023)",we need to be united as a country,Claim,"(81805, 81838)",Support
we relied upon a company out of England to provide about half of the flu vaccines for the United States citizen,Premise,"(6540, 6651)",we took the right action and didn't allow contaminated medicine into our country,Claim,"(6733, 6813)",Support
I'm going to change that,Claim,"(11793, 11817)","reinstating what President Bush took away, which is called pay as you go",Claim,"(11147, 11219)",Support
We want to help pay for you to gain the skills necessary to fill the jobs of the 21st century,Claim,"(14879, 14972)",I've got policies to continue to grow our economy and create the jobs of the 21st century,Claim,"(14636, 14725)",Support
that is to treat people with tolerance and respect and dignity,Claim,"(23126, 23188)",I do know that we have a choice to make in America,Claim,"(23071, 23121)",Support
Most health-care costs are covered by third parties,Premise,"(30187, 30238)",the actual user of health care is not the purchaser of health care,Claim,"(30255, 30321)",Support
You choose your plan,Claim,"(35681, 35701)",It gives you the choice,Claim,"(35519, 35542)",Support
people got their checks,Claim,"(40712, 40735)",they'll continue to get their checks,Claim,"(40741, 40777)",Support
I see it as an economic issue,Claim,"(48221, 48250)",I see it as a serious problem,Claim,"(48160, 48189)",Support
95 percent come in today uninspected,Premise,"(2814, 2850)","there are a host of options that this president had available to him, like making sure that at all our ports in America containers are inspected",Premise,"(2641, 2785)",Attack
We're not allowed to vote on it,Premise,"(53687, 53718)",the Republican leadership of the House and Senate won't even let us have a vote on it,Claim,"(53600, 53685)",Support
what I would like to do is see the National Guard and Reserve be deployed differently here in our own country,Premise,"(61688, 61797)","I'm going to double the number of Special Forces so that we can fight a more effective war on terror, with less pressure on the National Guard and Reserve",Claim,"(61528, 61682)",Support
Neighborhoods are safer when we crack down on people who commit crimes with guns,Premise,"(66106, 66186)",early in my administration I called the attorney general and the U. S. attorneys and said: Put together a task force all around the country to prosecute those who commit crimes with guns,Claim,"(65839, 66025)",Support
I think that we have a long way to go,Claim,"(69096, 69133)",we have not moved far enough along,Claim,"(68249, 68283)",Equivalent
I've never seen such ideological squabbles in the Congress of the United States,Claim,"(76269, 76348)","the president who called himself a uniter, not a divider, is now presiding over the most divided America in the recent memory of our country",Claim,"(76127, 76267)",Support
These are dangerous times,Premise,"(82025, 82050)",I just care whether it works for America and whether it's going to make us stronger,Claim,"(81940, 82023)",Support
"Help us prioritize those who need to get the flu shot, the elderly and the young",Premise,"(7107, 7187)","if you're healthy, if you're younger, don't get a flu shot this year",Claim,"(7037, 7105)",Support
We're going to restore the fiscal discipline we had in the 1990s,Claim,"(11819, 11883)","reinstating what President Bush took away, which is called pay as you go",Claim,"(11147, 11219)",Support
Here's some help for you to go to a community college,Premise,"(14780, 14833)",I've got policies to continue to grow our economy and create the jobs of the 21st century,Claim,"(14636, 14725)",Support
It's important that we do that,Premise,"(23190, 23220)",that is to treat people with tolerance and respect and dignity,Claim,"(23126, 23188)",Support
the actual user of health care is not the purchaser of health care,Claim,"(30255, 30321)",there's a systemic problem,Claim,"(30054, 30080)",Support
"If you don't want to take the offer of the plan that I want to put forward, you don't have do",Premise,"(35703, 35796)",It gives you the choice,Claim,"(35519, 35542)",Support
I understand that they need to get better rates of return than the rates of return being given in the current Social Security trust,Premise,"(41460, 41591)",I believe that younger workers ought to be allowed to take some of their own money and put it in a personal savings account,Claim,"(41327, 41450)",Support
I see it as a human-rights issue,Claim,"(48256, 48288)",I see it as a serious problem,Claim,"(48160, 48189)",Support
Police officers are being cut from the streets of America,Premise,"(3037, 3094)",we can do a better job of homeland security.,Claim,"(3153, 3197)",Support
They don't want to raise the minimum wage,Claim,"(53720, 53761)",the Republican leadership of the House and Senate won't even let us have a vote on it,Claim,"(53600, 53685)",Support
when we are sharing the burdens of the world by working through our statesmanship at the highest levels and our diplomacy to bring other nations to our side,Claim,"(62147, 62303)",the most important thing to relieve the pressure on all of the armed forces is frankly to run a foreign policy that recognizes that America is strongest when we are working with real alliances,Claim,"(61953, 62145)",Support
that's the best way to secure America,Claim,"(66195, 66232)",the best way to protect our citizens from guns is to prosecute those who commit crimes with guns,Claim,"(65726, 65822)",Support
"there are too many people still in this country who feel the stark resistance of racism, and so we have a distance to travel",Premise,"(69545, 69669)",I think that we have a long way to go,Claim,"(69096, 69133)",Support
I've never seen members of a party locked out of meetings the way they're locked out today,Claim,"(76350, 76440)","the president who called himself a uniter, not a divider, is now presiding over the most divided America in the recent memory of our country",Claim,"(76127, 76267)",Support
we've been through a lot together during the last 3 3/4 years,Premise,"(83738, 83799)","We've come through a recession, a stock market decline, an attack on our country",Claim,"(83801, 83881)",Support
I want to make sure those who are most vulnerable get treated,Premise,"(7377, 7438)","I haven't gotten a flu shot, and I don't intend to",Claim,"(7318, 7368)",Support
"we start by rolling back George Bush's unaffordable tax cut for the wealthiest people, people earning more than $200,000 a year",Claim,"(12124, 12251)","reinstating what President Bush took away, which is called pay as you go",Claim,"(11147, 11219)",Support
here's some help for you to go get an education,Premise,"(14731, 14778)",I've got policies to continue to grow our economy and create the jobs of the 21st century,Claim,"(14636, 14725)",Support
that's to be honored,Premise,"(23322, 23342)","I also know in a free society people, consenting adults can live the way they want to live",Claim,"(23226, 23316)",Support
Health-care costs are on the rise,Claim,"(30082, 30115)",there's a systemic problem,Claim,"(30054, 30080)",Support
it's a net plus of $5 billion to them,Premise,"(36324, 36361)",I think they'll choose it,Claim,"(36289, 36314)",Support
