subj,subj_type,subj_span,obj,obj_type,obj_span,relation
"Clearly, Abraham Lincoln put it best when he said you serve your party best by serving the nation first",Premise,"(1874, 1977)","In my opinion, it is beneath Bob Dole to go after anyone personally",Claim,"(1805, 1872)",Support
We have lived through what Jean Kirpatrick called the bloodiest century in mankind's history,Premise,"(73518, 73610)",I think this is the most exciting time in the history of the world to be alive,Claim,"(73438, 73516)",Support
"Look around the world at other places where they have not paid attention to the necessity of promoting harmony of, between different ethnic, racial and religious, and cultural groups",Premise,"(11018, 11200)",Diversity is a great strength in America,Claim,"(10976, 11016)",Support
"Our country is as the Kerner Commission Report suggested a number of years ago was being split, but they said between white and black",Premise,"(14700, 14833)","It is so very important for Americans, white and black, Jew and Christian, immigrant and native-born, to sit down and talk and listen and begin to understand what it's like to come from that different perspective",Claim,"(14486, 14698)",Support
we have a President who vetoed a congressional ban on the ugly and gruesome practice of snatching life away from a child just moments before he or she enters the world,Premise,"(34424, 34591)",That is unacceptable,Claim,"(34593, 34613)",Support
The fighting has stopped in Bosnia,Premise,"(36353, 36387)","President Bill Clinton showed tremendous courage, vision, wisdom, and leadership in having our country take the lead in rallying our allies, bringing the warring factions together in Dayton, Ohio, and hammering out a peace agreement that has ended the war in Bosnia",Claim,"(36389, 36654)",Support
it's clear that the defense budget of this administration has taken defense as a percent of our national economy to a lower level than it was prior to Pearl Harbor,Premise,"(44967, 45130)","I don't think, Jim, that Bob Dole was suggesting that the defense of our country is a jobs or a socioeconomic program",Claim,"(44844, 44961)",Support
They invited the lobbyists for the biggest polluters in America to come into the Congress and literally rewrite the Clean Water Act and the Clean Air Act,Premise,"(48107, 48260)",The environment faces dire threats from the kind of legislation that Senator Dole and Speaker Newt Gingrich tried to pass by shutting down the government and attempting to force President Clinton to accept it,Claim,"(47897, 48105)",Support
it takes two bread winners to do what one breadwinner could have done just a relatively few short few years ago,Premise,"(57257, 57368)",That's not America,Claim,"(25528, 25546)",Support
"How in the name of American democracy can we say to eastern Europe that democratic capitalism will work there if we can't make it work in East L.A. or East Harlem or East Palo Alto, California?",Premise,"(64126, 64319)","Civility, responsibility, racial reconciliation, healing the wounds of our country has to be one of the greatest, most singularly important goals for this country here on the edge of the 21st Century",Claim,"(63925, 64124)",Support
"In my opinion, it is beneath Bob Dole to go after anyone personally",Claim,"(1805, 1872)",I can't think of a better way of serving this nation in 1996 than by electing Bob Dole as the President of the United States of America,Claim,"(1983, 2118)",Support
"We have defeated in this system of ours fascism, Nazism, communism, socialism is defunct or debunked around the world, the evil of apartheid has ended",Premise,"(73612, 73762)",I think this is the most exciting time in the history of the world to be alive,Claim,"(73438, 73516)",Support
"the first thing that we are trying to do is to create a million new jobs in the inner cities of this country, with tax credits for employers who hire people who are now unemployed",Claim,"(11365, 11544)",we ought to recognize that we have more work to do,Claim,"(11308, 11358)",Support
this country has yet to deal with the type of inclusionary policies,Claim,"(14417, 14484)","It is so very important for Americans, white and black, Jew and Christian, immigrant and native-born, to sit down and talk and listen and begin to understand what it's like to come from that different perspective",Claim,"(14486, 14698)",Support
I know it's a tragedy to many people both on the pro-choice and pro-life position,Premise,"(34339, 34420)",That is unacceptable,Claim,"(34593, 34613)",Support
