subj,subj_type,subj_span,obj,obj_type,obj_span,relation
"we have to build an economy that works for everyone, not just those at the top",Claim,"(2751, 2829)",The central question in this election is really what kind of country we want to be and what kind of future we’ll build together,Claim,"(2541, 2668)",Support
the wealthy are going to create tremendous jobs,Premise,"(23708, 23755)",I’m really calling for major jobs,Claim,"(23665, 23698)",Support
often determines where people live,Premise,"(41616, 41650)","Unfortunately, race still determines too much",Claim,"(41569, 41614)",Support
clearly we’re facing at this point two different kinds of adversaries,Premise,"(62553, 62622)","I think cyber security, cyber warfare will be one of the biggest challenges facing the next president",Claim,"(62442, 62543)",Support
I looked the other night,Premise,"(82976, 83000)",We have not been updating from the new standpoint,Premise,"(82925, 82974)",Support
She doesn’t have the stamina,Claim,"(88417, 88445)",She doesn’t have the look,Claim,"(88390, 88415)",Support
I support our democracy,Premise,"(92528, 92551)",I certainly will support the outcome of this election,Claim,"(92600, 92653)",Support
"we need new jobs, good jobs, with rising incomes",Premise,"(2842, 2890)",I want us to invest in you,Claim,"(2892, 2918)",Support
They’re going to expand their companies,Premise,"(23757, 23796)",They’re going to do a tremendous job,Premise,"(23798, 23834)",Support
determines what kind of education in their public schools they can get,Premise,"(41652, 41722)","Unfortunately, race still determines too much",Claim,"(41569, 41614)",Support
There are the independent hacking groups that do it mostly for commercial reasons to try to steal information that they then can use to make money,Premise,"(62624, 62770)",clearly we’re facing at this point two different kinds of adversaries,Premise,"(62553, 62622)",Support
"I was seeing B-52s, they’re old enough that your father, your grandfather could be flying them",Premise,"(83002, 83096)",We have not been updating from the new standpoint,Premise,"(82925, 82974)",Support
I don’t believe she does have the stamina,Claim,"(88488, 88529)",She doesn’t have the look,Claim,"(88390, 88415)",Support
"sometimes you win, sometimes you lose",Premise,"(92557, 92594)",I certainly will support the outcome of this election,Claim,"(92600, 92653)",Support
"That means jobs in infrastructure, in advanced manufacturing, innovation and technology, clean, renewable energy, and small business",Claim,"(2956, 3088)",I want us to invest in your future,Claim,"(2920, 2954)",Support
It’s a great thing for the middle class,Claim,"(23973, 24012)",it’s really not a great thing for the wealthy,Claim,"(23926, 23971)",Support
it determines how they’re treated in the criminal justice system,Premise,"(41734, 41798)","Unfortunately, race still determines too much",Claim,"(41569, 41614)",Support
"increasingly, we are seeing cyber attacks coming from states, organs of states",Premise,"(62776, 62854)",clearly we’re facing at this point two different kinds of adversaries,Premise,"(62553, 62622)",Support
China should go into North Korea,Claim,"(83528, 83560)",China should solve that problem for us,Claim,"(83488, 83526)",Support
"To be president of this country, you need tremendous stamina",Claim,"(88531, 88591)",She doesn’t have the look,Claim,"(88390, 88415)",Support
It’s not about us so much as it is about you and your families and the kind of country and future you want,Premise,"(92796, 92902)","Donald’s trying very hard to plant doubts about it, but I hope the people out there understand: This election’s really up to you",Premise,"(92666, 92794)",Support
most of the new jobs will come from small business,Premise,"(3098, 3148)","That means jobs in infrastructure, in advanced manufacturing, innovation and technology, clean, renewable energy, and small business",Claim,"(2956, 3088)",Support
it’s really not a great thing for the wealthy,Claim,"(23926, 23971)",I’m really calling for major jobs,Claim,"(23665, 23698)",Support
"Unfortunately, race still determines too much",Claim,"(41569, 41614)",Race remains a significant challenge in our country,Claim,"(41516, 41567)",Support
There’s no doubt now that Russia has used cyber attacks against all kinds of organizations in our country,Premise,"(62912, 63017)",I am deeply concerned about this,Claim,"(63023, 63055)",Support
China is totally powerful as it relates to North Korea,Claim,"(83562, 83616)",China should go into North Korea,Claim,"(83528, 83560)",Support
"You have to be able to negotiate, that’s right, with Japan, with Saudi Arabia",Premise,"(88822, 88899)",You have to be able to negotiate our trade deals,Claim,"(88772, 88820)",Support
"Donald’s trying very hard to plant doubts about it, but I hope the people out there understand: This election’s really up to you",Premise,"(92666, 92794)","I sure hope you will get out and vote as though your future depended on it, because I think it does",Claim,"(92907, 93006)",Support
"That starts with raising the national minimum wage and also guarantee, finally, equal pay for women’s work",Claim,"(3191, 3297)",We also have to make the economy fairer,Claim,"(3150, 3189)",Support
they can’t bring their money back into our country,Claim,"(24831, 24881)",they’re leaving our country to get their money,Claim,"(24775, 24821)",Support
We have to restore trust between communities and the police,Claim,"(41924, 41983)",we’ve got to do several things at the same time,Claim,"(41875, 41922)",Support
The most recent and troubling of these has been Russia,Premise,"(62856, 62910)","increasingly, we are seeing cyber attacks coming from states, organs of states",Premise,"(62776, 62854)",Support
Iran is one of their biggest trading partners,Premise,"(83742, 83787)",another one powerful is the worst deal I think I’ve ever seen negotiated that you started is the Iran deal,Claim,"(83634, 83740)",Support
"with all of the money they have, we’re defending them, and they’re not paying",Premise,"(88960, 89037)",I don’t believe that Hillary has the stamina,Claim,"(89147, 89191)",Support
We’re losing our jobs,Premise,"(93196, 93217)",We are a nation that is seriously troubled,Claim,"(93152, 93194)",Support
"If you help create the profits, you should be able to share in them, not just the executives at the top",Premise,"(3352, 3455)",I also want to see more companies do profit-sharing,Claim,"(3299, 3350)",Support
because of bureaucratic red tape,Claim,"(24883, 24915)",they’re leaving our country to get their money,Claim,"(24775, 24821)",Support
"We have to work to make sure that our police are using the best training, the best techniques",Claim,"(41985, 42078)",we’ve got to do several things at the same time,Claim,"(41875, 41922)",Support
one of the things he’s done is to let loose cyber attackers to hack into government files,Premise,"(63181, 63270)","Putin is playing a really…tough, long game here",Premise,"(63114, 63139)",Support
Iran has power over North Korea,Premise,"(83789, 83820)","when they made that horrible deal with Iran, they should have included the fact that they do something with respect to North Korea",Claim,"(83826, 83956)",Support
All you have to do is speak to them,Premise,"(89039, 89074)",I don’t believe that Hillary has the stamina,Claim,"(89147, 89191)",Support
People are pouring into our country,Premise,"(93219, 93254)",We are a nation that is seriously troubled,Claim,"(93152, 93194)",Support
I’ve heard from so many of you about the difficult choices you face and the stresses that you’re under,Premise,"(3547, 3649)",I want us to do more to support people who are struggling to balance family and work,Claim,"(3461, 3545)",Support
they can’t get together,Claim,"(24925, 24948)",they’re leaving our country to get their money,Claim,"(24775, 24821)",Support
that they’re well prepared to use force only when necessary,Claim,"(42080, 42139)",we’ve got to do several things at the same time,Claim,"(41875, 41922)",Support
to hack into personal files,Premise,"(63272, 63299)","Putin is playing a really…tough, long game here",Premise,"(63114, 63139)",Support
"when they made that horrible deal with Iran, they should have included the fact that they do something with respect to North Korea",Claim,"(83826, 83956)",another one powerful is the worst deal I think I’ve ever seen negotiated that you started is the Iran deal,Claim,"(83634, 83740)",Support
"as soon as he travels to 112 countries and negotiates a peace deal, a cease-fire, a release of dissidents, an opening of new opportunities in nations around the world, or even spends 11 hours testifying in front of a congressional committee, he can talk to me about stamina",Claim,"(89237, 89510)",I don’t believe she does have the stamina,Claim,"(88488, 88529)",Attack
"The other day, we were deporting 800 people",Premise,"(93256, 93299)",People are pouring into our country,Premise,"(93219, 93254)",Support
I’ve heard from so many of you about the difficult choices you face and the stresses that you’re under,Premise,"(3547, 3649)","let’s have paid family leave, earned sick days",Claim,"(3654, 3700)",Support
It’s probably $5 trillion that we can’t bring into our country,Claim,"(25187, 25249)",I happen to think it’s double that,Claim,"(25151, 25185)",Support
"Everyone should be respected by the law, and everyone should respect the law",Claim,"(42141, 42217)","I have, ever since the first day of my campaign, called for criminal justice reform",Claim,"(42284, 42367)",Support
hack into the Democratic National Committee,Premise,"(63301, 63344)","Putin is playing a really…tough, long game here",Premise,"(63114, 63139)",Support
they should have done something with respect to Yemen and all these other places,Claim,"(83962, 84042)",another one powerful is the worst deal I think I’ve ever seen negotiated that you started is the Iran deal,Claim,"(83634, 83740)",Support
We have made so many bad deals during the last,Premise,"(89623, 89669)","it’s bad, bad experience",Claim,"(89724, 89748)",Support
Ended up becoming citizens,Premise,"(93511, 93537)","perhaps they passed the wrong button, they pressed the wrong button, or perhaps worse than that, it was corruption, but these people that we were going to deport for good reason ended up becoming citizens",Premise,"(93305, 93509)",Support
Let’s be sure we have affordable child care and debt-free college,Claim,"(3702, 3767)",I want us to do more to support people who are struggling to balance family and work,Claim,"(3461, 3545)",Support
that starts with Secretary Clinton,Premise,"(25465, 25499)",we have no leadership,Claim,"(25428, 25449)",Support
"Right now, that’s not the case in a lot of our neighborhoods",Premise,"(42219, 42279)","I have, ever since the first day of my campaign, called for criminal justice reform",Claim,"(42284, 42367)",Support
We don’t want to engage in a different kind of warfare,Claim,"(63863, 63917)",we’re going to have to make it clear that we don’t want to use the kinds of tools that we have,Claim,"(63767, 63861)",Support
"One of the great giveaways of all time, of all time, including $400 million in cash",Premise,"(84150, 84233)",another one powerful is the worst deal I think I’ve ever seen negotiated that you started is the Iran deal,Claim,"(83634, 83740)",Support
you almost can’t name a good deal,Claim,"(89907, 89940)","it’s bad, bad experience",Claim,"(89724, 89748)",Support
it was 800,Premise,"(93543, 93553)","perhaps they passed the wrong button, they pressed the wrong button, or perhaps worse than that, it was corruption, but these people that we were going to deport for good reason ended up becoming citizens",Premise,"(93305, 93509)",Support
They’re going to Mexico,Premise,"(4553, 4576)",Our jobs are fleeing the country,Claim,"(4519, 4551)",Support
it could be put to use on the inner cities and lots of other things,Claim,"(25328, 25395)","with a little leadership, you’d get it in here very quickly",Claim,"(25263, 25322)",Support
I’ve laid out a platform that I think would begin to remedy some of the problems we have in the criminal justice system,Claim,"(42369, 42488)",we have to bring communities together in order to begin working on that as a mutual goal,Claim,"(42653, 42741)",Support
"we are not going to sit idly by and permit state actors to go after our information, our private-sector information or our public-sector information",Claim,"(63613, 63761)",we’re going to have to make it clear that we don’t want to use the kinds of tools that we have,Claim,"(63767, 63861)",Support
Nobody’s ever seen that before,Premise,"(84235, 84265)","One of the great giveaways of all time, of all time, including $400 million in cash",Premise,"(84150, 84233)",Support
"Whether it’s the Iran deal that you’re so in love with, where we gave them $150 billion back",Premise,"(89750, 89842)",We have made so many bad deals during the last,Premise,"(89623, 89669)",Support
"perhaps they passed the wrong button, they pressed the wrong button, or perhaps worse than that, it was corruption, but these people that we were going to deport for good reason ended up becoming citizens",Premise,"(93305, 93509)",We are a nation that is seriously troubled,Claim,"(93152, 93194)",Support
They’re going to many other countries,Premise,"(4578, 4615)",Our jobs are fleeing the country,Claim,"(4519, 4551)",Support
"It got us into the mess we were in, in 2008 and 2009",Premise,"(27106, 27158)",Trickle-down did not work,Claim,"(27079, 27104)",Support
"we also have to recognize, in addition to the challenges that we face with policing, there are so many good, brave police officers who equally want reform",Premise,"(42494, 42648)",we have to bring communities together in order to begin working on that as a mutual goal,Claim,"(42653, 42741)",Support
"I think they’ve been treating it as almost a probing, how far would we go, how much would we do",Claim,"(64010, 64105)",I was so—I was so shocked when Donald publicly invited Putin to hack into Americans,Claim,"(64122, 64205)",Support
"It was actually $1.7 billion in cash, obviously, I guess for the hostages",Premise,"(84296, 84369)",That turned out to be wrong,Premise,"(84267, 84294)",Support
he called this woman “Miss Piggy.”,Premise,"(90737, 90771)",one of the worst things he said was about a woman in a beauty contest,Claim,"(90595, 90664)",Support
"now it turns out it might be 1,800, and they don’t even know",Premise,"(93559, 93619)",People are pouring into our country,Premise,"(93219, 93254)",Support
they’re using our country as a piggy bank to rebuild China,Claim,"(4850, 4908)","we’re losing our good jobs, so many of them",Claim,"(4964, 5007)",Support
building the middle class,Premise,"(27427, 27452)",Those are the kinds of things that will really boost the economy,Claim,"(27628, 27692)",Support
"The gun epidemic is the leading cause of death of young African- American men, more than the next nine causes put together",Premise,"(42822, 42944)",we’ve got to get guns out of the hands of people who should not have them,Claim,"(42747, 42820)",Support
That is just unacceptable,Claim,"(64207, 64232)",I was so—I was so shocked when Donald publicly invited Putin to hack into Americans,Claim,"(64122, 64205)",Support
That turned out to be wrong,Premise,"(84267, 84294)",This is one of the worst deals ever made by any country in history,Claim,"(84461, 84527)",Support
"Then he called her “Miss Housekeeping,” because she was Latina",Premise,"(90772, 90834)",one of the worst things he said was about a woman in a beauty contest,Claim,"(90595, 90664)",Support
We are a nation that is seriously troubled,Claim,"(93152, 93194)",I want to make America great again,Claim,"(93116, 93150)",Support
They’re devaluing their currency,Premise,"(4696, 4728)",You look at what China is doing to our country in terms of making our product,Premise,"(4617, 4694)",Support
investing in the middle class,Premise,"(27454, 27483)",Those are the kinds of things that will really boost the economy,Claim,"(27628, 27692)",Support
We have to restore trust,Claim,"(41924, 41948)","So we have to do two things, as I said",Claim,"(42946, 42984)",Support
50 national security officials who served in Republican information—in administrations have said that Donald is unfit to be the commander- in-chief,Premise,"(64262, 64348)",That is just unacceptable,Claim,"(64207, 64232)",Support
"I think that once the nuclear alternative happens, it’s over",Claim,"(83250, 83310)",I would certainly not do first strike,Claim,"(83211, 83248)",Support
Her name is Alicia Machado,Premise,"(90926, 90952)","Donald, she has a name",Premise,"(90836, 90858)",Support
I don’t believe Hillary will,Claim,"(93770, 93798)",I certainly will support the outcome of this election,Claim,"(92600, 92653)",Attack
"When you look at what’s happening in Mexico, a friend of mine who builds plants said it’s the eighth wonder of the world",Premise,"(5009, 5129)","we’re losing our good jobs, so many of them",Claim,"(4964, 5007)",Support
making college debt-free so more young people can get their education,Premise,"(27485, 27554)",Those are the kinds of things that will really boost the economy,Claim,"(27628, 27692)",Support
We have to work with the police,Claim,"(43012, 43043)","So we have to do two things, as I said",Claim,"(42946, 42984)",Support
