subj,subj_type,subj_span,obj,obj_type,obj_span,relation
it is the economic recovery program that we presented when I took office in 1981.,Premise,"(3157, 3238)",I have a plan,Claim,"(3100, 3113)",Support
almost everybody agrees unless we get it down,Claim,"(13548, 13593)","the chances for long-term, healthy growth are nil",Claim,"(13595, 13644)",Support
"I should say, as Lincoln once said, that I could not -- I would be the most stupid man in the world if I thought I could confront the duties of the office I hold if I could not turn to someone who was stronger and greater than all others",Claim,"(23057, 23294)",I do resort to prayer,Claim,"(23300, 23321)",Support
when people vote,Premise,"(31784, 31800)",I think you're going to see a very strong verdict by the American people that they favor the approach that I'm talking about,Claim,"(31802, 31926)",Support
I have believed that in the appointment of judges that all that was specified in the party platform was that they respect the sanctity of human life.,Claim,"(41890, 42039)",I would want to see in any judge and with regard to any issue having to do with human life.,Claim,"(42050, 42141)",Support
they are the ones who didn't get any relief the first time around,Premise,"(52242, 52307)","In my opinion, as we deal with this deficit, people from about $70,000 a year on down have to be dealt with very, very carefully",Claim,"(52104, 52232)",Support
it is still going up,Premise,"(61637, 61657)",It has begun to decline,Claim,"(61608, 61631)",Support
"I think the President has done some things to raise the sense of spirit, morale, good feeling in this country",Claim,"(71804, 71913)",he's entitled to credit for that,Claim,"(71919, 71951)",Support
"The question, I think, should be enlarged",Claim,"(79562, 79603)","Is America better off than it was 4 years ago? And I believe the answer to that has to also be ""yes.''",Claim,"(79605, 79707)",Support
the double-digit inflation,Premise,"(3436, 3462)",I think were hurting the economy,Claim,"(3488, 3520)",Support
There is no question that we face this massive deficit,Claim,"(13488, 13542)","the chances for long-term, healthy growth are nil",Claim,"(13595, 13644)",Support
I have no hesitancy in saying so,Claim,"(23666, 23698)",it does play a part in my life,Claim,"(23634, 23664)",Support
They don't want this arms race.,Claim,"(31967, 31998)",The American people want arms control.,Claim,"(31928, 31966)",Support
"With me, abortion is not a problem of religion",Claim,"(42333, 42379)",there's been some reference without naming it here in the remarks of Mr. Mondale tied to injecting religion into government,Premise,"(42208, 42331)",Attack
"Under the 1981 tax bill, people making $200,000 a year got $60,000 in tax relief over 3 years, while people making $30,000 a year, all taxes considered, got no relief at all or their taxes actually went up",Premise,"(52309, 52514)",they are the ones who didn't get any relief the first time around,Premise,"(52242, 52307)",Support
it is a lower rate of increase than it was in the preceding years before we got here,Premise,"(61522, 61606)",there has been an increase in poverty,Claim,"(61479, 61516)",Support
"What I think we need, however, is not just that but to move forward, not just congratulating ourselves",Premise,"(71953, 72055)",challenging ourselves to get on with the business of dealing with America's problems,Claim,"(72060, 72144)",Support
I promised a new beginning,Claim,"(79708, 79734)","Is America better off than it was 4 years ago? And I believe the answer to that has to also be ""yes.''",Claim,"(79605, 79707)",Support
the high tax rates,Premise,"(3464, 3482)",I think were hurting the economy,Claim,"(3488, 3520)",Support
The President says it will disappear overnight because of some reason.,Premise,"(13715, 13785)",No one else believes that's the case,Claim,"(13786, 13822)",Support
it does play a part in my life,Claim,"(23634, 23664)",I do resort to prayer,Claim,"(23300, 23321)",Support
And they don't want this deadly new effort to bring weapons into the heavens.,Claim,"(31999, 32076)",The American people want arms control.,Claim,"(31928, 31966)",Support
it's a problem of the Constitution,Claim,"(42381, 42415)","With me, abortion is not a problem of religion",Claim,"(42333, 42379)",Support
they are the ones who didn't get any relief the first time around,Premise,"(52242, 52307)","That's why my proposal protects everybody from $25,000 a year or less against any tax increases",Claim,"(52516, 52611)",Support
single women heads of household have,Premise,"(61706, 61742)",for the first time there's been a turndown in the rate of poverty for them,Claim,"(61746, 61820)",Support
"I think in education, when he lectured the country about the importance of discipline",Claim,"(72146, 72231)",I think it helped a little bit,Claim,"(72264, 72294)",Support
"I think that most of the people in this country would say, yes, they are better off than they were 4 years ago",Claim,"(79450, 79560)","The question, I think, should be enlarged",Claim,"(79562, 79603)",Support
the stagflation that we were undergoing,Premise,"(3522, 3561)",I think were hurting the economy,Claim,"(3488, 3520)",Support
I'm standing up to the issue with an answer that's fair,Claim,"(13834, 13889)",I do,Claim,"(5819, 5823)",Support
"I should say, as Lincoln once said, that I could not -- I would be the most stupid man in the world if I thought I could confront the duties of the office I hold if I could not turn to someone who was stronger and greater than all others",Claim,"(23057, 23294)",I don't believe that I could carry on unless I had a belief in a higher authority and a belief that prayers are answered,Claim,"(23715, 23835)",Support
they want an American foreign policy that leads toward a safer world,Claim,"(32081, 32149)",The American people want arms control.,Claim,"(31928, 31966)",Support
"which guarantees life, liberty, and the pursuit of happiness to all of us",Claim,"(42580, 42653)","I believe that until and unless someone can establish that the unborn child is not a living human being, then that child is already protected by the Constitution",Claim,"(42417, 42578)",Support
they are the ones who didn't get any relief the first time around,Premise,"(52242, 52307)","treats those $70,000 and under in a way that is more beneficial than the way the President proposes with a sales tax or a flat tax",Claim,"(52617, 52747)",Support
We have found also in our studies,Premise,"(61822, 61855)","in this increase in poverty, it all had to do with their private earnings",Claim,"(61861, 61934)",Support
I think it helped a little bit,Claim,"(72264, 72294)",he's entitled to credit for that,Claim,"(71919, 71951)",Support
I promised a new beginning,Claim,"(79708, 79734)","So far, it is only a beginning",Claim,"(79736, 79766)",Support
the economy was so worsened that I was openly saying that what we had thought on the basis of our plan could have brought a balanced budget,Premise,"(3671, 3810)",that was no longer possible,Claim,"(3818, 3845)",Support
I think that's what leadership is all about,Claim,"(13891, 13934)",I do,Claim,"(5819, 5823)",Support
I don't believe that I could carry on unless I had a belief in a higher authority and a belief that prayers are answered,Claim,"(23715, 23835)",I do resort to prayer,Claim,"(23300, 23321)",Support
American people see this debt,Premise,"(32155, 32184)",they know it's got to come down,Claim,"(32190, 32221)",Support
I know there were weeks and weeks of testimony before a Senate committee,Premise,"(42724, 42796)",I think that this is what we should concentrate on,Claim,"(42659, 42709)",Support
