subj,subj_type,subj_span,obj,obj_type,obj_span,relation
that was the only way to guarantee that these states would not again become safe harbors for terror or for the development of deadly weapons,Premise,"(2820, 2960)",we also then finally had to stand up democracies in their stead afterwards,Claim,"(2736, 2810)",Support
They want to know that their president and their vice president will keep them safe,Claim,"(75763, 75846)",The American people want in their president and in their vice president basically three things,Claim,"(75667, 75761)",Support
We've made very clear from the beginning,Claim,"(84493, 84533)","John Kerry has been, as have I, been completely consistent about Iraq",Claim,"(84422, 84491)",Support
What he was doing was learning math on television,Premise,"(95488, 95537)",he was doing what he could do to get a better job in the mill where he worked,Premise,"(95584, 95661)",Support
"I don't think, based on his record, that he would pursue the kind of aggressive policies that need to be pursued if we're going to defeat these terrorists",Premise,"(22283, 22437)",I don't believe he has the qualities we need in a commander in chief,Claim,"(22206, 22274)",Support
They have an obligation to defend themselves,Claim,"(43033, 43077)","the Israeli people not only have the right to defend themselves, they should defend themselves",Claim,"(42937, 43031)",Equivalent
"we think the key is to address some basic, fundamental issues that the president's already working on",Claim,"(48059, 48160)",there are several things that I think need to be done and are being done,Claim,"(47842, 47914)",Support
Not done,Claim,"(53560, 53568)",They promised they were going to put $2 trillion of the surplus aside from Social Security,Premise,"(53468, 53558)",Attack
"last four years, we have gone from a $5 trillion projected surplus when George Bush took office to a $3 trillion projected deficit",Premise,"(53336, 53466)",we will do what they've not done,Claim,"(53252, 53284)",Support
I said then and I believe today that freedom does mean freedom for everybody,Premise,"(58446, 58522)",People ought to be free to choose any arrangement they want,Claim,"(58524, 58583)",Support
Senator Kerry's voted 10 times against medical liability reform,Premise,"(65361, 65424)","I don't believe Senator Edwards supports it, either, not the kind that would be meaningful",Claim,"(65430, 65520)",Support
I have not heard those numbers with respect to African- American women,Premise,"(73276, 73346)","Here in the United States, we've made significant progress",Claim,"(73216, 73274)",Support
"If I had it to recommend all over again, I would recommend exactly the same course of action",Premise,"(3900, 3992)",What we did in Iraq was exactly the right thing to do,Claim,"(3845, 3898)",Support
They want to know that they have good judgment,Claim,"(75848, 75894)",The American people want in their president and in their vice president basically three things,Claim,"(75667, 75761)",Support
we said it at the time -- that we had to confront Saddam Hussein,Premise,"(84562, 84626)",We've made very clear from the beginning,Claim,"(84493, 84533)",Support
I'd see my father sitting at a table,Premise,"(95385, 95421)",he was doing what he could do to get a better job in the mill where he worked,Premise,"(95584, 95661)",Support
We need to battle them overseas,Premise,"(22439, 22470)",we don't have to battle them here at home,Claim,"(22474, 22515)",Support
They certainly don't have a partner in Arafat,Claim,"(44108, 44153)",They don't have a partner for peace right now,Claim,"(44061, 44106)",Support
"We've, of course, been through a difficult recession",Premise,"(47916, 47968)",there are several things that I think need to be done and are being done,Claim,"(47842, 47914)",Support
Not done,Claim,"(53560, 53568)",we will do what they've not done,Claim,"(53252, 53284)",Support
They promised they were going to put $2 trillion of the surplus aside from Social Security,Premise,"(53468, 53558)",Not done,Claim,"(53560, 53568)",Support
It's really no one else's business,Premise,"(58585, 58619)",People ought to be free to choose any arrangement they want,Claim,"(58524, 58583)",Support
It's been blocked in the Senate,Premise,"(65328, 65359)",Senator Kerry's voted 10 times against medical liability reform,Premise,"(65361, 65424)",Support
"I was not aware that it was -- that they're in epidemic there, because we have made progress in terms of the overall rate of AIDS infection, and I think primarily through a combination of education and public awareness as well as the development, as a result of research, of drugs that allow people to live longer lives even though they are infected",Premise,"(73348, 73697)","Here in the United States, we've made significant progress",Claim,"(73216, 73274)",Support
The world is far safer today,Claim,"(3994, 4022)",What we did in Iraq was exactly the right thing to do,Claim,"(3845, 3898)",Support
they want to know that you'll tell them the truth,Claim,"(75900, 75949)",The American people want in their president and in their vice president basically three things,Claim,"(75667, 75761)",Support
that we had to have a coalition and a plan to be successful,Premise,"(84631, 84690)",We've made very clear from the beginning,Claim,"(84493, 84533)",Support
he was doing what he could do to get a better job in the mill where he worked,Premise,"(95584, 95661)",I was proud of him,Claim,"(95663, 95681)",Support
his judgment's flawed,Claim,"(22792, 22813)",we've questioned is his judgment,Claim,"(22754, 22786)",Support
they need a legitimate partner for peace,Premise,"(44159, 44199)",They don't have a partner for peace right now,Claim,"(44061, 44106)",Support
"the aftermath of 9/11, where we lost over a million jobs after that attack",Premise,"(47979, 48053)",there are several things that I think need to be done and are being done,Claim,"(47842, 47914)",Support
"last four years, we have gone from a $5 trillion projected surplus when George Bush took office to a $3 trillion projected deficit",Claim,"(53336, 53466)",we will do what they've not done,Claim,"(53252, 53284)",Support
Not done,Claim,"(53560, 53568)",we will do what they've not done,Claim,"(53252, 53284)",Support
he sets the policy for this administration,Premise,"(59335, 59377)",I support the president,Claim,"(59383, 59406)",Support
what we need to do is cap non-economic damages,Claim,"(65022, 65068)","We think it can be fixed, needs to be fixed",Claim,"(64958, 65001)",Support
"He has moved and proposed and gotten through the Congress authorization for $15 billion to help in the international effort, to be targeted in those places where we need to do everything we can, through a combination of education as well as providing the kinds of medicines that will help people control the infection",Premise,"(72897, 73214)",The president has been deeply concerned about it,Claim,"(72847, 72895)",Support
"Saddam Hussein is in jail, his government is no longer in power",Premise,"(4031, 4094)",The world is far safer today,Claim,"(3994, 4022)",Support
they want to know that you'll tell them the truth,Claim,"(75900, 75949)",John Kerry and I will tell the American people the truth,Claim,"(75951, 76007)",Support
they were going to do something about health care in this country. And they've done something: They've made it worse,Claim,"(85685, 85801)",They've seen a lot of it during their administration,Claim,"(85079, 85131)",Support
I knew that I lived in a country where I could get a college education,Premise,"(95739, 95809)",I was also hopeful,Claim,"(95711, 95729)",Support
"if you look at his record, he doesn't display the qualities of somebody who has conviction",Claim,"(23300, 23390)",his judgment's flawed,Claim,"(22792, 22813)",Support
It's important for America to participate in helping with that process,Premise,"(43850, 43920)","if Gaza's being used as a platform for attacking the Israeli people, that has to be stopped",Claim,"(43927, 44018)",Support
I think probably the most successful thing we can do with respect to ending poverty is to get people jobs,Claim,"(48162, 48267)",there are several things that I think need to be done and are being done,Claim,"(47842, 47914)",Support
we have plans on both of those subjects,Premise,"(54159, 54198)",I hope to get the chance to talk about health care and also about education,Claim,"(54074, 54149)",Support
"The Washington Post just reported they have several trillion dollars of additional tax cuts and spending, no suggestion of what they're going to do about it",Premise,"(53670, 53826)",we will do what they've not done,Claim,"(53252, 53284)",Support
