source_unique_id,target_unique_id,source_id,target_id,relation_class,year
2000_64e566dcc11b550cccf5af70a07e0834,2000_5c99267e2a514323a2963afa1a2d32cb,T581,T582,Support,2000
2000_5c99267e2a514323a2963afa1a2d32cb,2000_93d09c774d4d06ae90bd0581103ac2a1,T582,T583,Support,2000
2000_e7ac85e6259d3dae1112bc7f1e571c7b,2000_93d09c774d4d06ae90bd0581103ac2a1,T584,T583,Attack,2000
2000_54ccfa08b16f03e51c8d9d31c64931b5,2000_0b964a55752c625a4cfbcf7d0d77906c,T579,T580,Support,2000
2000_97f414aad9fbb2486e09d5eb8464b725,2000_1297e2791109c8139e3248a0230247dc,T576,T577,Attack,2000
2000_d6462ccd691cfca56ab7de3835c27f97,2000_c47cde1fe3fb8664f46d234c3d5fdc0f,T574,T585,Attack,2000
2000_31fda9fad06777cba6d34ec473c5d3c8,2000_c47cde1fe3fb8664f46d234c3d5fdc0f,T586,T585,Support,2000
2000_e7f86ac060ed3bdc8d21ae4b07bac11e,2000_6511e8cf5c28b371bb271bbb13a9d7dd,T572,T573,Support,2000
2000_d6462ccd691cfca56ab7de3835c27f97,2000_6511e8cf5c28b371bb271bbb13a9d7dd,T574,T573,Support,2000
2000_f7a041ba4c4c0d9e4c13f86f9b81033c,2000_1177212644a8af45a8b8913bce4c6db3,T575,T578,Attack,2000
2000_d6462ccd691cfca56ab7de3835c27f97,2000_1297e2791109c8139e3248a0230247dc,T574,T577,Attack,2000
2000_d09888f3fcb63c5d9b7a9d6631dc83c3,2000_2a7c432bf328cd96376b50b18a3f8dad,T569,T568,Attack,2000
2000_6511e8cf5c28b371bb271bbb13a9d7dd,2000_a6d9f71878d8069a20fbaeb6a3eac7c7,T573,T587,Attack,2000
2000_6511e8cf5c28b371bb271bbb13a9d7dd,2000_31f6a1effc494f30e770853dbcb98738,T573,T588,Attack,2000
2000_6511e8cf5c28b371bb271bbb13a9d7dd,2000_bfa8052290e7687310d6551a0e264204,T573,T571,Attack,2000
2000_6511e8cf5c28b371bb271bbb13a9d7dd,2000_7ea6a652c70a2a9b48810221c52924d6,T573,T570,Attack,2000
2000_ce203c404523d528ad85ba7c5b44c01f,2000_7b14340b7db0bdda8b65fa7cc39adf3e,T566,T567,Support,2000
2000_ce203c404523d528ad85ba7c5b44c01f,2000_1297e2791109c8139e3248a0230247dc,T566,T577,Attack,2000
2000_7b14340b7db0bdda8b65fa7cc39adf3e,2000_4f8a62dc55e8bfb24fb5d0f12b9766c0,T567,T565,Support,2000
2000_d1b0f2b3ecbb06a62d8dc19aeae6c9da,2000_4f8a62dc55e8bfb24fb5d0f12b9766c0,T564,T565,Support,2000
2000_6511e8cf5c28b371bb271bbb13a9d7dd,2000_4f8a62dc55e8bfb24fb5d0f12b9766c0,T573,T565,Support,2000
2000_2170cb8e4a7f52a2a4dff1b72371333c,2000_a30c097fe4da066e0c0a2389f1ce5935,T590,T589,Support,2000
2000_b150b1df3590f4ecdd99b51bd278b104,2000_a30c097fe4da066e0c0a2389f1ce5935,T1,T589,Support,2000
2000_05ab4f182d4cde843c0edc83ad76c66a,2000_a30c097fe4da066e0c0a2389f1ce5935,T2,T589,Support,2000
2000_5cbc1b422182be8ef89fe1f12a3fa5c3,2000_3124f5eadf26352d28f7bcf63a69a0be,T605,T603,Support,2000
2000_73ed6e77d02c2612c79dfd1ee959b45f,2000_b150b1df3590f4ecdd99b51bd278b104,T604,T1,Attack,2000
2000_73ed6e77d02c2612c79dfd1ee959b45f,2000_05ab4f182d4cde843c0edc83ad76c66a,T604,T2,Attack,2000
2000_5cbc1b422182be8ef89fe1f12a3fa5c3,2000_73ed6e77d02c2612c79dfd1ee959b45f,T605,T604,Support,2000
2000_63cad7319f96641fd6b977c8df8bf85c,2000_73ed6e77d02c2612c79dfd1ee959b45f,T606,T604,Support,2000
2000_73ed6e77d02c2612c79dfd1ee959b45f,2000_82b3c020b00ee122a8e905321dab46a1,T604,T602,Attack,2000
2000_e9abc96bbc5216779fdbe115941e7055,2000_82b3c020b00ee122a8e905321dab46a1,T596,T602,Attack,2000
2000_2630988fb50f98f300ab4e8cf7088bc6,2000_82b3c020b00ee122a8e905321dab46a1,T597,T602,Attack,2000
2000_d28efc2682372befaf8ad2c91b54254e,2000_82b3c020b00ee122a8e905321dab46a1,T598,T602,Attack,2000
2000_152b216301552770e39eab5ba5061432,2000_d28efc2682372befaf8ad2c91b54254e,T599,T598,Attack,2000
2000_152b216301552770e39eab5ba5061432,2000_73ed6e77d02c2612c79dfd1ee959b45f,T599,T604,Support,2000
2000_118fb80be8377c047139a67b46903189,2000_05ad2ed76abaa9546b63154c44ad6946,T601,T3,Attack,2000
2000_118fb80be8377c047139a67b46903189,2000_fd70efe337ed1e5db511b15725c66a1f,T601,T600,Support,2000
2000_c85862b6e6484ab10e753e5f820e2fca,2000_fd70efe337ed1e5db511b15725c66a1f,T4,T600,Support,2000
2000_68d53c64608eb67259d442581f8a4002,2000_b5a8e9569378f7af8921d4a4fb5fefee,T607,T608,Support,2000
2000_b5a8e9569378f7af8921d4a4fb5fefee,2000_1a31f320427c5acf49d9a023a61ab5d2,T608,T609,Support,2000
2000_1a31f320427c5acf49d9a023a61ab5d2,2000_9c0027e0eeb7103a74139d39d92142ee,T609,T595,Support,2000
2000_4a789326f1c15104317bf1f82d618eb2,2000_c462b0527257a5d94af7ca6c3cdb9d16,T593,T594,Support,2000
2000_c462b0527257a5d94af7ca6c3cdb9d16,2000_19db9b35ca90bdc79e200eaa73c48664,T594,T592,Support,2000
2000_c85862b6e6484ab10e753e5f820e2fca,2000_19db9b35ca90bdc79e200eaa73c48664,T4,T592,Support,2000
2000_5721a0de3e2f1256b8a8f98eef20d4f1,2000_19db9b35ca90bdc79e200eaa73c48664,T591,T592,Support,2000
2000_9c0027e0eeb7103a74139d39d92142ee,2000_4a789326f1c15104317bf1f82d618eb2,T595,T593,Support,2000
