subj,subj_type,subj_span,obj,obj_type,obj_span,relation
"middle-class Americans are basically the only group of Americans who've been taxed more in the 1980s and during the last 12 years, even though their incomes have gone down",Premise,"(2035, 2206)",There are many people who believe that the only way we can get this country turned around is to tax the middle class more and punish them more,Claim,"(1869, 2011)",Attack
It's been tried for 12 years and it's failed,Premise,"(91968, 92012)",I just believe it's time to change,Claim,"(91875, 91909)",Support
I think that the president has to be prepared to use the power of the nation when our vital interests are threatened,Claim,"(46026, 46142)",that is a part of being president,Claim,"(46267, 46300)",Support
"One-third of the president's budget is at the president's discretion, or really the Congress, since they appropriate every dime and tell a president how to spend every dime",Premise,"(49021, 49193)","There was one good thing that came out of that budget agreement, and that is we put a cap on discretionary spending",Claim,"(48904, 49019)",Support
that's where we are now,Claim,"(53373, 53396)",you have to develop consensus or you can't get anything done,Claim,"(53307, 53367)",Support
I happen to think she's a key person,Claim,"(57913, 57949)","when we look at the circle of the key people closest to you, your inner circle of advisers, we see white men only",Claim,"(57571, 57684)",Attack
"if you look at my life, until I got involved in this effort, I was one person",Premise,"(64598, 64675)",They're not correct,Claim,"(64574, 64593)",Support
or we won't get anything done,Claim,"(75261, 75290)",we've got to reform our government,Claim,"(75226, 75260)",Support
"you will raise taxes on the rich, people with incomes of $200,000 a year or higher",Claim,"(79974, 80056)","you will have to go lower than that, much lower",Claim,"(80090, 80137)",Support
I think I have the best plan of the 3 of us up here to do something about it,Claim,"(85712, 85788)",I'll win,Claim,"(85700, 85708)",Support
"The wealthiest Americans have been taxed much less, even though their incomes have gone up.",Premise,"(2208, 2299)",There are many people who believe that the only way we can get this country turned around is to tax the middle class more and punish them more,Claim,"(1869, 2011)",Attack
I offer a new approach. It's not trickle down economics,Claim,"(91911, 91966)",I just believe it's time to change,Claim,"(91875, 91909)",Support
when our treaty commitments are at stake,Claim,"(46144, 46184)",that is a part of being president,Claim,"(46267, 46300)",Support
"There was one good thing that came out of that budget agreement, and that is we put a cap on discretionary spending",Claim,"(48904, 49019)",We've put a cap on the growth of all that spending,Claim,"(49195, 49245)",Support
you have to develop consensus or you can't get anything done,Claim,"(53307, 53367)",We can't get anything done,Claim,"(53398, 53424)",Support
"The key people, the people beyond the glass ceiling",Premise,"(57843, 57894)",You don't see Margaret Tutwiler sitting in there with me today,Premise,"(57724, 57786)",Attack
the only difference between me and any other businessman that has the range of businesses that I have is I haven't had that many lawsuits,Claim,"(65256, 65393)","that's just another one of those little fruit-loopy things they make up to try to, instead of facing issues, to try to redefine a person that's running against them",Claim,"(65398, 65562)",Support
We have a government that doesn't work,Claim,"(75292, 75330)",we've got to reform our government,Claim,"(75226, 75260)",Support
