subj,subj_type,subj_span,obj,obj_type,obj_span,relation
"Elected officials have played along by promising to cure inflation while backing away from tough programs that might hurt one special interest group or another, and by actually adding inflationary elements to the system, such as indexing",Premise,"(2362, 2599)","They have gone for what is politically popular, rather than for what might work and amount to leadership",Claim,"(2601, 2705)",Support
"I believe that conservation, at course, is worthy in and of itself",Claim,"(10922, 10988)","Anything that would preserve, or help us use less energy, that would be fine, and I'm for it",Claim,"(10990, 11082)",Support
"you have a report, as we did recently, that six out of 10 CONUS Divisions in this country - Continental United States Army Divisions - simply could not pass a readiness test: that two out of three divisions that were to be allocated to the so-called Rapid Deployment Force could not meet a readiness test",Premise,"(19052, 19356)",I am well aware of the present deficiencies in the Armed Forces of this country,Claim,"(18966, 19045)",Support
"The mayors that I've talked to in some of our leading cities tell! me that the Federal grants that come with. for a specific cause or a specific objective, come with such red tape, such priorities established by a bureaucracy in Washington, that the local government's hands are tied with regard to using that money as they feel could best be used, and for what they think might be the top priority",Premise,"(26969, 27367)","If they had that money without those government restrictions, every one of them has told me they could make great savings and make far greater use of the money",Premise,"(27369, 27528)",Support
"When these Presidential Debates were held just four years ago, I remember the incumbent President, who was willing to debate, President Ford, telling the American people that they simply ought not to vote for somebody who promised more than they could deliver",Premise,"(35909, 36168)","I believe that all too often in past elections, politicians have simply been promising people things that they cannot deliver.",Claim,"(35782, 35908)",Support
"I don't think there's any way that we can suggest that because people believe in God and go to church, that they should not want reflected in those people and those causes they support, their own belief in morality, and in the high traditions and principles which we've abandoned so much in this country",Claim,"(44320, 44623)",I think that I have found a great hunger in America for a spiritual revival,Claim,"(44652, 44727)",Support
"I would just like to remark a concern that I have that we have criticized the failures of the Carter policy here rather considerably, both of us this evening",Premise,"(50143, 50300)",there might be some feeling of unfairness about this,Claim,"(50306, 50358)",Support
the people who are watching us tonight - 221 million Americans - are truly concerned about the poor rate of performance of the American economy over the last four years,Premise,"(3074, 3242)",I think it's very appropriate that the first question in this first debate of Campaign '80 should relate to the economy of the country,Claim,"(2910, 3044)",Support
I do not believe that conservation alone is the answer to the present energy problem,Claim,"(11088, 11172)","Anything that would preserve, or help us use less energy, that would be fine, and I'm for it",Claim,"(10990, 11082)",Attack
"you have a report, as we did recently, that six out of 10 CONUS Divisions in this country - Continental United States Army Divisions - simply could not pass a readiness test: that two out of three divisions that were to be allocated to the so-called Rapid Deployment Force could not meet a readiness test",Premise,"(19052, 19356)","in most cases, that failure to meet the test was because of a lack of manning requirements, an inability to fill many of the slots in those divisions",Premise,"(19362, 19511)",Support
"If they had that money without those government restrictions, every one of them has told me they could make great savings and make far greater use of the money",Premise,"(27369, 27528)",I think one of the problems today with the cities is Federal aid,Claim,"(26903, 26967)",Support
to tell the voters of this country exactly what I think it's going to cost,Premise,"(35698, 35772)","I believe that all too often in past elections, politicians have simply been promising people things that they cannot deliver.",Claim,"(35782, 35908)",Support
I think that I have found a great hunger in America for a spiritual revival,Claim,"(44652, 44727)",For a belief that law must be based on a higher law,Claim,"(44729, 44780)",Support
there might be some feeling of unfairness about this,Claim,"(50306, 50358)",he was not here to respond,Premise,"(50367, 50393)",Support
"Governor Reagan is not responsible for what has happened over the last four years, nor am I",Claim,"(3244, 3335)",The man who should be here tonight to respond to those charges chose not to attend,Premise,"(3337, 3419)",Attack
"all you're doing then is staving off, by a short time, the day when you would come to the end of the energy supply",Premise,"(11182, 11296)",I do not believe that conservation alone is the answer to the present energy problem,Claim,"(11088, 11172)",Support
"in most cases, that failure to meet the test was because of a lack of manning requirements, an inability to fill many of the slots in those divisions",Premise,"(19362, 19511)",I am well aware of the present deficiencies in the Armed Forces of this country,Claim,"(18966, 19045)",Support
"The mayors that I've talked to in some of our leading cities tell! me that the Federal grants that come with. for a specific cause or a specific objective, come with such red tape, such priorities established by a bureaucracy in Washington, that the local government's hands are tied with regard to using that money as they feel could best be used, and for what they think might be the top priority",Premise,"(26969, 27367)",I think one of the problems today with the cities is Federal aid,Claim,"(26903, 26967)",Support
"When these Presidential Debates were held just four years ago, I remember the incumbent President, who was willing to debate, President Ford, telling the American people that they simply ought not to vote for somebody who promised more than they could deliver",Premise,"(35909, 36168)",we've seen what has happened,Premise,"(36176, 36204)",Support
For a belief that law must be based on a higher law,Claim,"(44729, 44780)",For a return to traditions and values that we once had,Claim,"(44782, 44836)",Support
I believe it would have been much more unfair to have had John Anderson denied the right to participate in this debate,Claim,"(50399, 50517)",he was not here to respond,Premise,"(50367, 50393)",Attack
"I, first of all, oppose an election year tax cut",Claim,"(3531, 3579)",whether it is the 10% across-the-board tax cut promised to the taxpayers by my opponent in this debate tonight,Premise,"(3581, 3691)",Attack
I do not believe that conservation alone is the answer to the present energy problem,Claim,"(11088, 11172)","To say that we are limited, and at a dangerous point in this country with regard to energy, I think, is to ignore the fact",Claim,"(11298, 11420)",Support
"I have seen figures that indicate that perhaps as of September, 1980 - this very month - that there is a shortage of about 104,000 in the ranks between E-4 and E-9",Premise,"(19518, 19681)",I am well aware of the present deficiencies in the Armed Forces of this country,Claim,"(18966, 19045)",Support
Wouldn't it make a lot more sense if the government let them keep their own money there in the first place?,Claim,"(28172, 28279)","What I have been advocating is, why don't we start with the Federal Government turning back tax sources to states and local governments, as well as the responsibilities for those programs?",Claim,"(27530, 27718)",Support
we've seen what has happened,Premise,"(36176, 36204)",We haven't gotten either the economies in Government that were promised,Claim,"(36206, 36277)",Attack
For a belief that law must be based on a higher law,Claim,"(44729, 44780)","I don't think there's any way that we can suggest that because people believe in God and go to church, that they should not want reflected in those people and those causes they support, their own belief in morality, and in the high traditions and principles which we've abandoned so much in this country",Claim,"(44320, 44623)",Support
I want to express my appreciation to the League of Women Voters for adopting a course with which I believe the great majority of Americans are in agreement,Premise,"(50523, 50678)",I believe it would have been much more unfair to have had John Anderson denied the right to participate in this debate,Claim,"(50399, 50517)",Support
"I, first of all, oppose an election year tax cut",Claim,"(3531, 3579)",whether it is the $27.5 billion tax cut promised on the 20th of August by President Carter,Premise,"(3696, 3786)",Attack
"The fact is, that in today's oil wells, there is more oil still there than we have so far taken out and used",Premise,"(11422, 11530)","To say that we are limited, and at a dangerous point in this country with regard to energy, I think, is to ignore the fact",Claim,"(11298, 11420)",Attack
there were reports. public reports not long ago about ships that could not leave American ports because of a lack of crews,Premise,"(19687, 19809)",I am well aware of the present deficiencies in the Armed Forces of this country,Claim,"(18966, 19045)",Support
New York is being taxed for money that will then go to Detroit,Premise,"(27962, 28024)","Detroit is being taxed for money that, let's say, will go to Chicago",Premise,"(28030, 28098)",Support
we've seen what has happened,Premise,"(36176, 36204)","I believe that all too often in past elections, politicians have simply been promising people things that they cannot deliver.",Claim,"(35782, 35908)",Support
For a return to traditions and values that we once had,Claim,"(44782, 44836)","I don't think there's any way that we can suggest that because people believe in God and go to church, that they should not want reflected in those people and those causes they support, their own belief in morality, and in the high traditions and principles which we've abandoned so much in this country",Claim,"(44320, 44623)",Support
to be found by a special kind of people,Claim,"(50837, 50876)",people who had a special love for freedom and who had the courage to uproot themselves and leave hearth and homeland,Claim,"(50879, 50995)",Support
"we are confronting a budget deficit this year - and this fiscal year will end in about 10 days, and we are confronted with the possibility of a deficit of $60 billion, perhaps as much as $63 billion",Premise,"(3813, 4011)",that that simply would be irresponsible,Claim,"(4014, 4053)",Support
"as you go further and have to go deeper, you are adding to the cost of production",Premise,"(12143, 12224)",that prices may go up,Claim,"(12112, 12133)",Support
there were reports. public reports not long ago about ships that could not leave American ports because of a lack of crews,Premise,"(19687, 19809)","I talked to one of the leading former chiefs of Naval operations in my office a few weeks ago, who told me about 25,000 Chief Petty Officers being short",Premise,"(19811, 19963)",Support
"Detroit is being taxed for money that, let's say, will go to Chicago",Premise,"(28030, 28098)",Chicago is being taxed to help with the problems in Philadelphia,Premise,"(28106, 28170)",Support
we haven't gotten the 4% inflation that we were supposed to get at the end of Mr. Carter's first term,Premise,"(36279, 36380)",We haven't gotten either the economies in Government that were promised,Claim,"(36206, 36277)",Support
"Our Government, in its most sacred documents - the Constitution and the Declaration of Independence and all - speak of man being created, of a Creator",Premise,"(44838, 44988)",For a return to traditions and values that we once had,Claim,"(44782, 44836)",Support
people who had a special love for freedom and who had the courage to uproot themselves and leave hearth and homeland,Claim,"(50879, 50995)",this land was placed here between the two great oceans by some divine plan,Claim,"(50737, 50811)",Support
"we are confronting a budget deficit this year - and this fiscal year will end in about 10 days, and we are confronted with the possibility of a deficit of $60 billion, perhaps as much as $63 billion",Premise,"(3813, 4011)","I, first of all, oppose an election year tax cut",Claim,"(3531, 3579)",Support
"we are, indeed, an energy-rich nation",Claim,"(13074, 13111)","I think it is the Government, and the Government with its own restrictions and regulations, that is creating the energy crisis",Claim,"(12941, 13067)",Attack
"I talked to one of the leading former chiefs of Naval operations in my office a few weeks ago, who told me about 25,000 Chief Petty Officers being short",Premise,"(19811, 19963)",I am well aware of the present deficiencies in the Armed Forces of this country,Claim,"(18966, 19045)",Support
Chicago is being taxed to help with the problems in Philadelphia,Premise,"(28106, 28170)",Wouldn't it make a lot more sense if the government let them keep their own money there in the first place?,Claim,"(28172, 28279)",Attack
"Instead we had, I think, in the second quarter, a Consumer Price Index registering around 12%.",Premise,"(36382, 36476)",We haven't gotten either the economies in Government that were promised,Claim,"(36206, 36277)",Support
"Our Government, in its most sacred documents - the Constitution and the Declaration of Independence and all - speak of man being created, of a Creator",Premise,"(44838, 44988)",That we're a nation under God,Premise,"(44990, 45019)",Support
to be found by a special kind of people,Claim,"(50837, 50876)",this land was placed here between the two great oceans by some divine plan,Claim,"(50737, 50811)",Support
that that simply would be irresponsible,Claim,"(4014, 4053)","I, first of all, oppose an election year tax cut",Claim,"(3531, 3579)",Support
"the government has taken over 100 million acres of land out of circulation in Alaska, alone, that is believed by geologists to contain much in the line of minerals and energy sources",Premise,"(12752, 12934)","I think it is the Government, and the Government with its own restrictions and regulations, that is creating the energy crisis",Claim,"(12941, 13067)",Attack
"today, on the average, the average serviceman is at least 15% - and I happen to think that's a very modest estimate - 15% below what has happened to the cost of living over that period of time",Premise,"(20206, 20398)","I think that that is clearly related to the fact that, going back to the time when the all-volunteer Army was created in 1973 - and I worked hard for it and supported it - we simply have failed to keep pace with the cost of living",Claim,"(19970, 20200)",Support
"Detroit is being taxed for money that, let's say, will go to Chicago",Premise,"(28030, 28098)",Wouldn't it make a lot more sense if the government let them keep their own money there in the first place?,Claim,"(28172, 28279)",Attack
"nobody really knows, with the latest increase in the Wholesale Price Index - that's about 18% on an annualized basis - what it's going to be",Premise,"(36481, 36621)",We haven't gotten either the economies in Government that were promised,Claim,"(36206, 36277)",Support
That we're a nation under God,Premise,"(44990, 45019)",For a return to traditions and values that we once had,Claim,"(44782, 44836)",Support
