subj,subj_type,subj_span,obj,obj_type,obj_span,relation
"the president didn't find weapons of mass destruction in Iraq, so he's really turned his campaign into a weapon of mass deception",Premise,"(2384, 2513)",you've been bombarded with advertisements suggesting that I've changed a position on this or that or the other,Claim,"(2538, 2648)",Support
"What happens in those forests, because of lousy federal policy, is they grow to be -- they are not -- they're not harvested",Premise,"(57196, 57319)",We proposed and passed a healthy forest bill which was essential to working with -- particularly in Western states -- to make sure that our forests were protected,Claim,"(57032, 57194)",Support
there are a lot of ways to be competitive,Claim,"(61646, 61687)",this administration has not seized them and embraced them,Claim,"(61722, 61779)",Attack
I really don't think your rights are being watered down,Claim,"(67235, 67290)",I wouldn't support it if I thought that,Premise,"(67313, 67352)",Attack
I think we can save lives,Claim,"(71400, 71425)",I think we can do ethically guided embryonic stem-cell research,Claim,"(71432, 71495)",Support
I would pick somebody who would not allow their personal opinion to get in the way of the law,Claim,"(74794, 74887)",I would pick somebody who would strictly interpret the Constitution of the United States,Claim,"(74889, 74977)",Support
"I'm a Catholic, raised a Catholic",Premise,"(78269, 78302)",I was an altar boy,Premise,"(78304, 78322)",Support
I have made a lot of decisions,Premise,"(82716, 82746)","some of them little, like appointments to boards you never heard of",Premise,"(82752, 82819)",Support
I will never cede the authority of our country or our security to any other nation,Claim,"(87480, 87562)","I'll never give a veto over American security to any other entity -- not a nation, not a country, not an institution",Claim,"(87564, 87680)",Support
The hardest decision a president makes is ever to use force,Premise,"(6313, 6372)",obviously we hope that diplomacy works before you ever use force,Premise,"(6247, 6311)",Support
I have laid out a different plan,Premise,"(11481, 11513)",the president's plan is not working,Claim,"(11523, 11558)",Attack
I've made some decisions that have caused people to not understand the great values of our country,Claim,"(16720, 16818)",I love our values,Premise,"(16685, 16702)",Attack
it is a threat,Claim,"(21868, 21882)",it's a huge threat,Claim,"(21884, 21902)",Support
The all- volunteer army works,Premise,"(25465, 25494)",It works particularly when we pay our troops well,Premise,"(25496, 25545)",Support
the most important weapon in doing that is intelligence,Premise,"(31112, 31167)",I just think I can do that far more effectively,Claim,"(31055, 31102)",Support
Just want to make sure they're safe,Claim,"(36023, 36058)","When a drug comes in from Canada, I want to make sure it cures you and doesn't kill you",Claim,"(36060, 36147)",Support
We have a deficit because this country went into a recession,Premise,"(46267, 46327)",We have a deficit,Claim,"(46248, 46265)",Support
I support it,Claim,"(2745, 2757)",I haven't,Claim,"(2734, 2743)",Support
They're not taken care of,Premise,"(57321, 57346)","What happens in those forests, because of lousy federal policy, is they grow to be -- they are not -- they're not harvested",Premise,"(57196, 57319)",Support
There is a tax loophole right now,Premise,"(61809, 61842)","If you're a company in St. Louis working, trying to make jobs here, there is actually an incentive for you to go away",Premise,"(61844, 61961)",Support
"Every action being taken against terrorists requires court order, requires scrutiny",Premise,"(67354, 67437)",the tools now given to the terrorist fighters are the same tools that we've been using against drug dealers and white-collar criminals,Premise,"(67460, 67594)",Support
"I was at a forum with Michael J. Fox the other day in New Hampshire, who's suffering from Parkinson's, and he wants us to do stem cell, embryonic stem cell.",Premise,"(70805, 70961)","this fellow stood up, and he was quivering",Premise,"(70966, 71008)",Support
"Let me give you a couple of examples, I guess, of the kind of person I wouldn't pick",Premise,"(74979, 75063)","I wouldn't pick a judge who said that the Pledge of Allegiance couldn't be said in a school because it had the words ""under God"" in it",Premise,"(75065, 75199)",Support
I was an altar boy,Premise,"(78304, 78322)",Religion has been a huge part of my life,Premise,"(78324, 78364)",Support
"some of them little, like appointments to boards you never heard of",Premise,"(82752, 82819)",some of them big,Premise,"(82825, 82841)",Support
"I know, as I think you do, that our country is strongest when we lead the world, when we lead strong alliances",Claim,"(87686, 87796)","I'll never give a veto over American security to any other entity -- not a nation, not a country, not an institution",Claim,"(87564, 87680)",Support
"After 9/11, we had to look at the world differently",Claim,"(6374, 6425)","After 9/11, we had to recognize that when we saw a threat, we must take it seriously before it comes to hurt us",Claim,"(6427, 6538)",Support
You see that every night on television,Premise,"(11560, 11598)",There's chaos in Iraq,Premise,"(11600, 11621)",Support
I remember when Ronald Reagan was the president,Premise,"(16820, 16867)",he stood on principle,Premise,"(16869, 16890)",Support
If he'd let the inspectors do their job and go on,Premise,"(22041, 22090)",we wouldn't have 10 times the numbers of forces in Iraq that we have in Afghanistan chasing Osama bin Laden,Claim,"(22092, 22199)",Support
It works particularly when we pay our troops well,Premise,"(25496, 25545)","It works when we make sure they've got housing, like we have done in the last military budgets",Premise,"(25547, 25641)",Support
"Between the World Trade Center bombing in, what was it, 1993 or so, and the next time was five years, seven years",Premise,"(30807, 30920)",These people wait,Premise,"(30922, 30939)",Support
the FDA and that's why the surgeon general are looking very carefully to make sure it can be done in a safe way,Premise,"(36164, 36275)","When a drug comes in from Canada, I want to make sure it cures you and doesn't kill you",Claim,"(36060, 36147)",Support
