subj,subj_type,subj_span,obj,obj_type,obj_span,relation
I think we've seen a deterioration of values,Claim,"(1100, 1144)",I think for a while as a nation we condoned those things we should have condemned,Claim,"(1146, 1227)",Support
"These are American citizens, we care deeply about them",Claim,"(67831, 67885)","Peter, it's one of the most agonizing decisions a president has to make",Claim,"(67758, 67829)",Support
I see a man who is young,Premise,"(74801, 74825)",I am putting my confidence in a whole generation of people that are in their 30's and 40's,Claim,"(74830, 74920)",Support
I think we have to go to work on the problem of Third World debt,Claim,"(80437, 80501)",we've got to assist those Third World countries in dealing with this massive debt which they currently-which they have incurred and which is burdening them,Claim,"(80506, 80661)",Support
But there are two main focal points of this election,Premise,"(84127, 84179)",Opportunity and peace,Claim,"(84181, 84202)",Support
as a chief executive that's balanced ten budgets in a row,Premise,"(10652, 10709)",I've had to make those tough decisions and those tough choices,Premise,"(10711, 10773)",Support
"One thing I will not do is sock every business in the country and, thus, throw some people out of work",Claim,"(18164, 18266)",I want to keep this economic recovery going,Claim,"(18268, 18311)",Support
I don't question his concern about the war in Vietnam.,Premise,"(26253, 26307)",He introduced or supported legislation back then that suggested that kids of Massachusetts should be exempt from going overseas in that war,Premise,"(26308, 26447)",Support
I want to see the McKinney Act fully funded,Claim,"(31724, 31767)",I believe that that would help in terms of shelter,Claim,"(31769, 31819)",Support
There are two very different issues here,Premise,"(38969, 39009)",they've got to be dealt with separately,Claim,"(39015, 39054)",Support
I think it is good,Claim,"(45130, 45148)",I do strongly support the WIC program,Claim,"(45091, 45128)",Support
I think it was one of the things that Mr. Bush said about Mr. Reagan back in 1980,Claim,"(52120, 52201)",Of course that's a charge that's always made against any governor who runs for the presidency,Claim,"(52025, 52118)",Support
Be cautious,Premise,"(60317, 60328)","What I think we ought to do is take a look at perestroika and glasnost, welcome them, but keep our eyes open",Claim,"(60207, 60315)",Support
I think that's all wrong,Claim,"(1359, 1383)",I think for a while as a nation we condoned those things we should have condemned,Claim,"(1146, 1227)",Support
"Their families care deeply about them, want them back and understandably so",Premise,"(67887, 67962)","Peter, it's one of the most agonizing decisions a president has to make",Claim,"(67758, 67829)",Support
I see a young man that was elected to the Senate twice,Premise,"(74706, 74760)",to the House of Representatives twice,Premise,"(74762, 74799)",Support
we've got to assist those Third World countries in dealing with this massive debt which they currently-which they have incurred and which is burdening them,Claim,"(80506, 80661)","if we don't do something about it and assist them along with other nations around the world, we'll destroy their economies, destroy their future",Claim,"(80672, 80816)",Support
Opportunity and peace,Claim,"(84181, 84202)",I want to keep this expansion going,Claim,"(84204, 84239)",Support
I've had to make those tough decisions and those tough choices,Premise,"(10711, 10773)",let me lay out for you my own strategy for bring that deficit down,Claim,"(10576, 10642)",Support
More Americans at work today than any time in history,Premise,"(18313, 18366)",a greater percentage of the work force,Premise,"(18368, 18406)",Support
I don't question his passion,Premise,"(26206, 26234)",that's a certain passion,Claim,"(26454, 26478)",Support
when I talked at our convention about a thousand points of light,Premise,"(31837, 31901)",I was talking about the enormous numbers of shelters and organizations that help,Premise,"(31903, 31983)",Support
I think everybody knows that,Claim,"(39090, 39118)",I'm opposed to the death penalty,Claim,"(39056, 39088)",Support
"That might be the explanation, if you tell me the program",Premise,"(45032, 45089)",my fundamental philosophy is give local and state government as much control as possible,Claim,"(44942, 45030)",Support
"some of our finest presidents, some of our strongest international leaders were governors-Franklin Roosevelt, Woodrow Wilson, Theodore Roosevelt.",Premise,"(52234, 52379)",I think it was one of the things that Mr. Bush said about Mr. Reagan back in 1980,Claim,"(52120, 52201)",Support
the Soviet change is not fully established yet,Premise,"(60338, 60384)","What I think we ought to do is take a look at perestroika and glasnost, welcome them, but keep our eyes open",Claim,"(60207, 60315)",Support
it even seems to me that there was talk of legalizing or decriminalizing marijuana and other drugs,Premise,"(1255, 1353)",I think that's all wrong,Claim,"(1359, 1383)",Support
"Peter, it's one of the most agonizing decisions a president has to make",Claim,"(67758, 67829)",we want to do everything we can to bring them back,Claim,"(67967, 68017)",Support
to the House of Representatives twice,Premise,"(74762, 74799)",I see a man who is young,Premise,"(74801, 74825)",Support
"if we don't do something about it and assist them along with other nations around the world, we'll destroy their economies, destroy their future",Claim,"(80672, 80816)",at the same time will destroy markets that are important to our farmers,Claim,"(80822, 80893)",Support
we are the change,Claim,"(84265, 84282)","Yes, we want change",Claim,"(84241, 84260)",Attack
as a chief executive that's balanced ten budgets in a row,Premise,"(10652, 10709)",let me lay out for you my own strategy for bring that deficit down,Claim,"(10576, 10642)",Support
a greater percentage of the work force,Premise,"(18368, 18406)",I want to keep this economic recovery going,Claim,"(18268, 18311)",Support
that in my view it's misguided passion,Claim,"(26479, 26517)",that's a certain passion,Claim,"(26454, 26478)",Attack
I was talking about the enormous numbers of shelters and organizations that help,Premise,"(31903, 31983)",I believe that that would help in terms of shelter,Claim,"(31769, 31819)",Support
that's one of the reasons why my state has cut crime by more than any other industrial state in America,Premise,"(39162, 39265)",I'm also very tough on violent crime,Claim,"(39120, 39156)",Support
"I think part of the answer to this haunting of these children that are out there and suffering lies in extension of Medicaid, to challenge the states",Claim,"(45150, 45299)",maybe we're going to have to enforce more on the states in terms of Medicaid taking care of these,Claim,"(45305, 45402)",Support
"some of our finest presidents, some of our strongest international leaders were governors-Franklin Roosevelt, Woodrow Wilson, Theodore Roosevelt.",Premise,"(52234, 52379)",Of course that's a charge that's always made against any governor who runs for the presidency,Claim,"(52025, 52118)",Support
"Yes, I think it's fine to do business with them",Claim,"(60386, 60433)","What I think we ought to do is take a look at perestroika and glasnost, welcome them, but keep our eyes open",Claim,"(60207, 60315)",Attack
it even seems to me that there was talk of legalizing or decriminalizing marijuana and other drugs,Premise,"(1255, 1353)",I think for a while as a nation we condoned those things we should have condemned,Claim,"(1146, 1227)",Support
"if you do, it's an open invitation to other terrorists to take hostages and to blackmail us",Premise,"(68137, 68228)","you cannot make concessions to terrorists, ever, ever",Claim,"(68074, 68127)",Support
I see a young man who is a knowledgeable-in defense and there are three people on our ticket that are knowledgeable-in the whole-in the race-knowledgeable in defense,Premise,"(75254, 75419)",Dan Quayle is one of them and I am one of them,Claim,"(75424, 75470)",Support
thanks to the Congress we now have an agricultural credit bill which is helping and improving the situation with at least some of our farmers,Premise,"(81169, 81310)","I think it's going to require good, solid credit policies",Claim,"(81106, 81163)",Support
I am the change,Claim,"(84284, 84299)",we are the change,Claim,"(84265, 84282)",Support
let me lay out for you my own strategy for bring that deficit down,Claim,"(10576, 10642)","First, I've suggested that there are certain weapons systems which we don't need and we can't afford",Claim,"(10775, 10875)",Support
More Americans at work today than any time in history,Premise,"(18313, 18366)",I want to keep this economic recovery going,Claim,"(18268, 18311)",Support
that in my view it's misguided passion,Claim,"(26479, 26517)",He introduced or supported legislation back then that suggested that kids of Massachusetts should be exempt from going overseas in that war,Premise,"(26308, 26447)",Attack
The governor's wife has been very active in the homeless,Premise,"(31985, 32041)","My campaign chairman, Secretary Jim Baker's wife",Premise,"(32043, 32091)",Support
It's one of the reasons why we have the lowest murder rate of any industrial state in the country,Premise,"(39267, 39364)",I'm also very tough on violent crime,Claim,"(39120, 39156)",Support
my fundamental philosophy is give local and state government as much control as possible,Claim,"(44942, 45030)",maybe we're going to have to enforce more on the states in terms of Medicaid taking care of these,Claim,"(45305, 45402)",Attack
whether or not you're in a position to provide leadership to make those forces of change work for us and not against us,Claim,"(52628, 52747)",Its not the amount of time you spend in Washington,Premise,"(52380, 52430)",Support
I'm encouraged with what I see when I talk to Mr. -- what I hear when I talk to Mr. Gorbachev and Mr. Shevardnadz,Premise,"(60444, 60557)","Yes, I think it's fine to do business with them",Claim,"(60386, 60433)",Support
we've seen a deterioration in values,Claim,"(1388, 1424)",I think we've seen a deterioration of values,Claim,"(1100, 1144)",Equivalent
that's the tragedy of the Iran/Contra scandal,Claim,"(68234, 68279)","you cannot make concessions to terrorists, ever, ever",Claim,"(68074, 68127)",Support
I believe that he will be outstanding,Claim,"(75476, 75513)",Dan Quayle is one of them and I am one of them,Claim,"(75424, 75470)",Support
at the same time will destroy markets that are important to our farmers,Claim,"(80822, 80893)",I also believe we need an agricultural policy which doesn't cost us 15 to 20 to 25 billion dollars a year,Claim,"(80899, 81004)",Support
we are the change,Claim,"(84265, 84282)",I don't want to go back to malaise and misery index,Claim,"(84301, 84352)",Support
"First, I've suggested that there are certain weapons systems which we don't need and we can't afford",Claim,"(10775, 10875)",Mr. Bush has been critical of me for that,Premise,"(10877, 10918)",Attack
I believe that's the answer,Claim,"(18462, 18489)",What I will do is permit people to buy into Medicaid,Claim,"(18408, 18460)",Support
we have a big difference on issues,Premise,"(26524, 26558)","last year in the primary, he expressed his passion",Claim,"(26569, 26619)",Support
This isn't government,Premise,"(32093, 32114)",These are people that care,Premise,"(32116, 32142)",Support
It's one of the reasons why we have a drug education and prevention program that is reaching out and helping youngsters all over our state,Premise,"(39366, 39504)",I'm also very tough on violent crime,Claim,"(39120, 39156)",Support
