subj,subj_type,subj_span,obj,obj_type,obj_span,relation
I don't think you needed any more evidence than what you see now,Claim,"(2322, 2386)",the Congress has been put -- Democrats and Republicans have been put in a very difficult spot,Claim,"(2390, 2483)",Support
My recommendations on Bosnia,Premise,"(61622, 61650)",I admit I was the first one to recommend it,Premise,"(61652, 61695)",Support
because nobody got it,Premise,"(73664, 73685)","it was a lame attempt at a joke and yours was a lame attempt at a joke, too, I guess",Claim,"(73578, 73662)",Support
"When I got to the United States Senate and went on the Judiciary Committee as a young lawyer, I was of the view and had been trained in the view that the only thing that mattered was whether or not a nominee appointed, suggested by the president had a judicial temperament, had not committed a crime of moral turpitude, and was -- had been a good student",Premise,"(85678, 86032)","it didn't take me long -- it was hard to change, but it didn't take me long, but it took about five years for me to realize that the ideology of that judge makes a big difference",Premise,"(86037, 86215)",Support
"I like being able to answer these tough questions without the filter, even, of the mainstream media kind of telling viewers what they've just heard",Premise,"(90976, 91123)",I'd rather be able to just speak to the American people like we just did,Premise,"(91125, 91197)",Support
there was greed,Claim,"(8759, 8774)","it was the predator lenders, who tried to talk Americans into thinking that it was smart to buy a $300,000 house if we could only afford a $100,000 house",Claim,"(8573, 8726)",Support
"where I come from, it's called fairness, just simple fairness",Claim,"(14813, 14874)",The middle class is struggling,Claim,"(14876, 14906)",Support
that's the engine that is going to give us the economic growth and competitiveness that we need,Premise,"(21179, 21274)",We cannot slow up on education,Claim,"(21139, 21169)",Support
"so that we can start putting politics aside, even putting a campaign aside, and just do what's right to fix this economic problem that we are in",Premise,"(26651, 26795)",we also have John McCain to thank for bringing in a bipartisan effort people to the table,Claim,"(26561, 26650)",Support
as the nation's only Arctic state and being the governor of that state,Premise,"(30359, 30429)",Alaska feels and sees impacts of climate change more so than any other state,Claim,"(30431, 30507)",Support
"in an Obama-Biden administration, there will be absolutely no distinction from a constitutional standpoint or a legal standpoint between a same-sex and a heterosexual couple",Claim,"(36478, 36651)","The fact of the matter is that under the Constitution we should be granted -- same-sex couples should be able to have visitation rights in the hospitals, joint ownership of property, life insurance policies, et cetera",Claim,"(36652, 36869)",Support
I am very thankful that we do have a good plan and the surge and the counterinsurgency strategy in Iraq that has proven to work,Claim,"(39578, 39705)","I am thankful that that is part of the plan implemented under a great American hero, General Petraeus, and pushed hard by another great American, Senator John McCain",Claim,"(39707, 39872)",Support
Pakistan already has nuclear weapons,Premise,"(45387, 45423)",Pakistan already has deployed nuclear weapons,Premise,"(45425, 45470)",Support
the Congress has been put -- Democrats and Republicans have been put in a very difficult spot,Claim,"(2390, 2483)",it's evidence of the fact that the economic policies of the last eight years have been the worst economic policies we've ever had,Claim,"(1949, 2078)",Support
I admit I was the first one to recommend it,Premise,"(61652, 61695)",They saved tens of thousands of lives,Premise,"(61697, 61734)",Support
Of course we know what a vice president does,Claim,"(73687, 73731)","it was a lame attempt at a joke and yours was a lame attempt at a joke, too, I guess",Claim,"(73578, 73662)",Attack
"it didn't take me long -- it was hard to change, but it didn't take me long, but it took about five years for me to realize that the ideology of that judge makes a big difference",Premise,"(86037, 86215)",That's why I led the fight against Judge Bork,Claim,"(86217, 86262)",Support
I'd rather be able to just speak to the American people like we just did,Premise,"(91125, 91197)",And it's so important that the American people know of the choices that they have on November 4th,Premise,"(91199, 91296)",Support
"it was the predator lenders, who tried to talk Americans into thinking that it was smart to buy a $300,000 house if we could only afford a $100,000 house",Claim,"(8573, 8726)",there is corruption on Wall Street,Claim,"(8779, 8813)",Support
The middle class is struggling,Claim,"(14876, 14906)","The middle class under John McCain's tax proposal, 100 million families, middle class families, households to be precise, they got not a single change, they got not a single break in taxes",Premise,"(14908, 15096)",Attack
We'll probably have to slow that down,Claim,"(20543, 20580)",the one thing we might have to slow down is a commitment we made to double foreign assistance,Claim,"(20448, 20541)",Support
It is a crisis,Claim,"(26797, 26811)","It's a toxic mess, really, on Main Street that's affecting Wall Street",Claim,"(26813, 26883)",Support
Alaska feels and sees impacts of climate change more so than any other state,Claim,"(30431, 30507)",we know that it's real,Claim,"(30513, 30535)",Support
"The fact of the matter is that under the Constitution we should be granted -- same-sex couples should be able to have visitation rights in the hospitals, joint ownership of property, life insurance policies, et cetera",Claim,"(36652, 36869)",That's only fair,Claim,"(36871, 36887)",Support
"I am thankful that that is part of the plan implemented under a great American hero, General Petraeus, and pushed hard by another great American, Senator John McCain",Claim,"(39707, 39872)","I know that the other ticket opposed this surge, in fact, even opposed funding for our troops in Iraq and Afghanistan",Claim,"(39873, 39990)",Attack
