source_unique_id,target_unique_id,source_id,target_id,source_text,target_text,relation_class,year
2016_037ae4f0b20d9512e1c5aa4c30ae9eb2,2016_cb5c7a75a5f70b8ce87f6fdd3a9af865,T30,T31,"we have to build an economy that works for everyone, not just those at the top",The central question in this election is really what kind of country we want to be and what kind of future we'll build together,Support,2016
2016_1dafec421b9c1ccb4d4886b34a37ddae,2016_3c0fad61af4e26a3fb20c600849da0b6,T29,T32,"we need new jobs, good jobs, with rising incomes",I want us to invest in you,Support,2016
2016_d3be69c2fd17a18e746ff1d72b25ef8c,2016_072265ff0c925bf17a7467d0d62e8a17,T34,T33,"That means jobs in infrastructure, in advanced manufacturing, innovation and technology, clean, renewable energy, and small business",I want us to invest in your future,Support,2016
2016_d07d3220c1d1ad31053dc4fc242dbb8d,2016_d3be69c2fd17a18e746ff1d72b25ef8c,T35,T34,most of the new jobs will come from small business,"That means jobs in infrastructure, in advanced manufacturing, innovation and technology, clean, renewable energy, and small business",Support,2016
2016_d0edc47ddfc5170d074238a5aa60c612,2016_c547c143ddfa48fe4a017f2f644812c3,T37,T36,"That starts with raising the national minimum wage and also guarantee, finally, equal pay for women's work",We also have to make the economy fairer,Support,2016
2016_097acb5fa8537d08ea44dfb1670d20cd,2016_824bcd95a1ac55cd2c02f6193059c8f3,T39,T38,"If you help create the profits, you should be able to share in them, not just the executives at the top",I also want to see more companies do profit-sharing,Support,2016
2016_71eb4170f061b6a42906026400730885,2016_c2f47a5a42eb4a5de88c29146234364b,T41,T40,I've heard from so many of you about the difficult choices you face and the stresses that you're under,I want us to do more to support people who are struggling to balance family and work,Support,2016
2016_8da70257783f3c8eeda6330d66dd2698,2016_ce2dc3043d57ef4c3b535cb0987c6032,T47,T45,They're going to Mexico,Our jobs are fleeing the country,Support,2016
2016_a938ed6df6ca32664b856123154b53e6,2016_ce2dc3043d57ef4c3b535cb0987c6032,T46,T45,They're going to many other countries,Our jobs are fleeing the country,Support,2016
2016_6132cd228eddccdec4a25bcf1785d71c,2016_f6a1434fa50910b0c67a3942aa10dff1,T53,T55,they're using our country as a piggy bank to rebuild China,"we're losing our good jobs, so many of them",Support,2016
2016_81df72081ecb18c2b6296ce4b25e065a,2016_2fe67edb8b872bf50b57e4398e24d922,T49,T48,They're devaluing their currency,You look at what China is doing to our country in terms of making our product,Support,2016
2016_82e077595c2188043a0faf8f60def40c,2016_d31b6f9cde2cec36652042862ec5e404,T61,T56,"They're building some of the biggest plants anywhere in the world, some of the most sophisticated, some of the best plants","When you look at what's happening in Mexico, a friend of mine who builds plants said it's the eighth wonder of the world",Support,2016
2016_ba0ef1ceef431676012deae1a20c08d1,2016_e1abd48175dc3e3d21ddb914d90f89e5,T60,T59,"With the United States, as he said, not so much",Ford is leaving,Support,2016
2016_0688e3fc08a12c3aa9672fc8508f252c,2016_01623f1e5e26466a6785c7c4a341e7d2,T57,T58,"Thousands of jobs leaving Michigan, leaving Ohio","You see that, their small car division leaving",Support,2016
2016_ba3fb0c39c49b112e141a984aeea7680,2016_fb3ace143fa118d0cfd06bdddf6f1e68,T66,T65,"We have to stop our companies from leaving the United States and, with it, firing all of their people",we have to stop our jobs from being stolen from us,Support,2016
2016_da39a543fa970e0e8483c1ac066df27d,2016_dc554d9025331b4c5964e665e1d53cb0,T15,T69,"They left — fired 1,400 people",All you have to do is take a look at Carrier air conditioning in Indianapolis,Support,2016
2016_0d53b0a66ef048dfcaac7bd103475071,2016_dc554d9025331b4c5964e665e1d53cb0,T16,T69,They're going to Mexico,All you have to do is take a look at Carrier air conditioning in Indianapolis,Support,2016
2016_570990d456538067b9d37c61107e75bb,2016_a8d78eef3df0d6f3b3a5cfdda0064f9f,T72,T73,That's going to be a job creator like we haven't seen since Ronald Reagan,"Under my plan, I'll be reducing taxes tremendously, from 35 percent to 15 percent for companies, small and big businesses",Support,2016
2016_474ae1620c2d942da950e6587e5b2298,2016_e320cc8c9233fc48214c5e9e941916da,T78,T74,Companies will come,It's going to be a beautiful thing to watch,Support,2016
2016_21340034b26a1f3eb61c6d1d310832ec,2016_e320cc8c9233fc48214c5e9e941916da,T77,T74,They will build,It's going to be a beautiful thing to watch,Support,2016
2016_01a8c82e23b4fd8667a71d32b49211a1,2016_e320cc8c9233fc48214c5e9e941916da,T76,T74,They will expand,It's going to be a beautiful thing to watch,Support,2016
2016_e9c65770f1f6e199d6b1ab2c8d38ff23,2016_e320cc8c9233fc48214c5e9e941916da,T75,T74,New companies will start,It's going to be a beautiful thing to watch,Support,2016
2016_71ce50bfc50c35ed0d53cfa10b70479d,2016_a5cf3c7172eb5ec502db5c9ec1dfac49,T80,T79,we have to stop these countries from stealing our companies and our jobs,We have to renegotiate our trade deals,Support,2016
2016_54744421ee95000646e50045ac9d505c,2016_5c4c1788dfa952ae085823d1c6347578,T83,T84,we have to trade with the other 95 percent,"we need to have smart, fair trade deals",Support,2016
2016_8c956dd14e315f932bd876bfa226954f,2016_570990d456538067b9d37c61107e75bb,T86,T72,the kind of plan that Donald has put forth would be trickle-down economics all over again,That's going to be a job creator like we haven't seen since Ronald Reagan,Attack,2016
2016_d19a4257cca25f168749af3e7adbb85c,2016_769eec6e45d27e3d4960452c4b208da8,T94,T95,My father was a small-businessman,I have a different experience,Support,2016
2016_7ec1084c63143e320712c3e9a615a012,2016_769eec6e45d27e3d4960452c4b208da8,T93,T95,He worked really hard,I have a different experience,Support,2016
2016_5fabd4bab0ba2cb0b5f23be8579612f9,2016_8d6b0faed7e8e112beff6957e3e63d80,T99,T98,"He started his business with $14 million, borrowed from his father","You know, Donald was very fortunate in his life, and that's all to his benefit",Support,2016
2016_8d6b0faed7e8e112beff6957e3e63d80,2016_02067fd2bad460ec76da500ec257ac40,T98,T97,"You know, Donald was very fortunate in his life, and that's all to his benefit","he really believes that the more you help wealthy people, the better off we'll be and that everything will work out from there",Support,2016
2016_769eec6e45d27e3d4960452c4b208da8,2016_2c61510080df643f928790ab5db8ccfc,T95,T92,I have a different experience,I don't buy that,Support,2016
2016_43e045299b59d3161c63fad9b864c7f8,2016_2df24ffc1dc0adc76b03cd85f88ed1d6,T88,T87,the biggest tax cuts for the top percent of the people in this country than we've ever had,it would be the most extreme version,Support,2016
2016_6b89cd8352582411da6bd6f7ac409293,2016_7ec1084c63143e320712c3e9a615a012,T100,T93,"He printed drapery fabrics on long tables, where he pulled out those fabrics and he went down with a silkscreen and dumped the paint in and took the squeegee and kept going",He worked really hard,Support,2016
