subj,subj_type,subj_span,obj,obj_type,obj_span,relation
I was not put on the ballot by either of the 2 parties,Premise,"(1550, 1604)",I think the principal that separates me is that 5 and a half million people came together on their own and put me on the ballot,Claim,"(1421, 1548)",Support
Mr Bush sent two people in secret to toast the Chinese leaders and basically tell them not to worry about it,Premise,"(46961, 47069)",I think it is a mistake for us to do what this Administration did when all those kids went out there carrying the Statue of Liberty in Tiananmen Square,Claim,"(46808, 46959)",Support
I learned something from Vietnam,Premise,"(51149, 51181)","I am not going to commit US forces until I know what the mission is, till the military tell me that it can be completed, and till I know how they can come out",Claim,"(51183, 51341)",Support
I don't believe legalizing narcotics is the answer,Claim,"(57763, 57813)",I don't think that's the right answer,Claim,"(57724, 57761)",Equivalent
I think character is a very important question,Claim,"(8696, 8742)",I think the American people should be the judge of that,Claim,"(8639, 8694)",Support
Those are the people who in the 1980s had their incomes go up while their taxes went down,Premise,"(13507, 13596)","The tax increase I have proposed triggers in at family incomes of $200,000 and above",Premise,"(13421, 13505)",Support
for 40-some years we kept the peace,Premise,"(18009, 18044)","If you look at the cost of not keeping the peace in Europe, it would be exorbitant",Claim,"(18046, 18128)",Support
It's 10 cents a year cumulative,Premise,"(22901, 22932)","I think ""punish"" is the wrong word",Claim,"(22990, 23024)",Support
I think it's a good decision,Claim,"(27920, 27948)",I think it was the correct decision to do,Claim,"(27981, 28022)",Equivalent
There are great plans lying all over Washington nobody ever executes,Premise,"(32743, 32811)",we will start putting together teams to put together--to take all the plans that exist and do something with them,Claim,"(32609, 32722)",Support
We have low interest rates today,Premise,"(37789, 37821)",I don't think that's the problem today,Claim,"(37749, 37787)",Support
if you're not rich,Premise,"(41674, 41692)",you're not a superpower,Claim,"(41694, 41717)",Support
"I was not put on the ballot by any PAC money, by any foreign lobbyist money, by any special interest money",Premise,"(1550, 1581)",I think the principal that separates me is that 5 and a half million people came together on their own and put me on the ballot,Claim,"(1421, 1548)",Support
They rewarded him by opening negotiations with Iran to transfer nuclear technology,Premise,"(47071, 47153)",I think it is a mistake for us to do what this Administration did when all those kids went out there carrying the Statue of Liberty in Tiananmen Square,Claim,"(46808, 46959)",Support
both of them are very complicated situations,Premise,"(51073, 51117)","I am not going to commit US forces until I know what the mission is, till the military tell me that it can be completed, and till I know how they can come out",Claim,"(51183, 51341)",Support
I just don't believe that's the answer,Claim,"(57815, 57853)",I don't believe legalizing narcotics is the answer,Claim,"(57763, 57813)",Equivalent
I just think it's wrong,Claim,"(8993, 9016)",I think it's wrong to demonstrate against your own country or organize demonstrations against your own country in foreign soil,Claim,"(8865, 8991)",Equivalent
"The tax increase I have proposed triggers in at family incomes of $200,000 and above",Premise,"(13421, 13505)",that is where my income limit would trigger,Claim,"(13796, 13839)",Support
because of our fantastic success in winning the Cold War,Premise,"(18275, 18331)",we could do that,Claim,"(18255, 18271)",Support
It finally gets to 50 cents at the end of the 5th year,Premise,"(22934, 22988)","I think ""punish"" is the wrong word",Claim,"(22990, 23024)",Support
we're moving forward all around the world in a much more peaceful way,Premise,"(28057, 28126)",I think it was the correct decision to do,Claim,"(27981, 28022)",Support
It's like having a blueprint for a house you never built,Premise,"(32813, 32869)",There are great plans lying all over Washington nobody ever executes,Premise,"(32743, 32811)",Support
we have low interest rates that the Fed can control,Premise,"(37832, 37883)",We have low interest rates today,Premise,"(37789, 37821)",Support
you can't ship it all overseas,Claim,"(41912, 41942)",you've got to make it here,Claim,"(41944, 41970)",Support
where the people are more or less treated as objects to be programmed during the campaign with commercials and media events and fear messages and personal attacks and things of that nature,Premise,"(1977, 2165)","Over time we have developed a government that comes at the people, that comes from the top down",Claim,"(1880, 1975)",Support
That was their response to that sort of action,Premise,"(47155, 47201)",I think it is a mistake for us to do what this Administration did when all those kids went out there carrying the Statue of Liberty in Tiananmen Square,Claim,"(46808, 46959)",Support
American airplanes are helping today on humanitarian relief for Sarajevo,Premise,"(51359, 51431)",We are helping,Claim,"(51343, 51357)",Support
"Many of the countries below that used to say, well, this is the US' problem -- if you'd get the demand down, then we wouldn't have the problem -- are working cooperatively with the DEA and the military",Premise,"(58085, 58286)",We're doing a little better in interdiction,Claim,"(58040, 58083)",Support
It's a question of character and judgment,Claim,"(9267, 9308)",demonstrating -- it's not a question of patriotism,Claim,"(9215, 9265)",Attack
"we want to give modest middle-class tax relief to restore some fairness, especially to middle- class people with families with incomes of under $60,000",Premise,"(14063, 14214)","my plan triggers in at gross incomes, family incomes of $200,000 and above",Premise,"(13982, 14056)",Support
we could do that,Claim,"(18255, 18271)",We never would have got there,Claim,"(18333, 18362)",Support
I didn't create this problem,Premise,"(23038, 23066)",We're trying to solve it,Claim,"(23068, 23092)",Support
