subj,subj_type,subj_span,obj,obj_type,obj_span,relation
"That specific charge was made in a press statement by Gore campaign spokesman Mark Fabiani, not in a TV Guide",Premise,"(2054, 2163)",I was wrong when I said Vice President Gore's campaign commercials had called Governor Bush a bumbler,Claim,"(1951, 2052)",Support
"Laura and I are proud parents of teenage girls, twin daughters, and I know what you're saying",Premise,"(54913, 55006)",Government ought to stand on the side of parents,Claim,"(55008, 55056)",Support
"Sometimes people who are very idealistic and have great dreams, as young people do, are apt to stay at arm's length from the political process",Premise,"(59592, 59734)",they think their good hearts might be brittle,Premise,"(59743, 59788)",Support
I've had a record of bringing people from all walks of life into my administration,Premise,"(63628, 63710)",my administration is better off for it in Texas,Claim,"(63716, 63763)",Support
"If you make less than $60,000 a year and you decide to invest $1,000 in a savings account, you'll get a tax credit",Claim,"(68663, 68777)","which means in essence that the federal government will match your $1,000 with another $1,000",Premise,"(68779, 68872)",Support
The death penalty is a very serious business,Claim,"(72218, 72262)",I'm not proud of that,Claim,"(72195, 72216)",Attack
I think the record shows otherwise,Claim,"(75191, 75225)","we've heard a lot about -- from the governor about not much being done in the last eight years, as if the promises that I made eight years ago have not been kept.",Premise,"(75028, 75190)",Attack
we have seen a time of great challenge for our country,Premise,"(80545, 80599)",I believe that a lot of people are skeptical about people in politics today,Claim,"(80461, 80536)",Support
"when they have to try to purchase drugs they do so on their own, there's no kind of collective bargaining, no power of purchasing among seniors",Claim,"(9502, 9645)","I think one of the problems we have, particularly for seniors, is there is no prescription drug coverage in Medicare",Claim,"(9369, 9485)",Support
I am not in favor of government doing it all,Claim,"(13783, 13827)",I think that we should move step-by-step toward universal health coverage,Claim,"(13704, 13777)",Attack
I would darn sure sign it,Claim,"(18524, 18549)",I wish I knew the law,Claim,"(18494, 18515)",Support
I mentioned before that the local communities are having a harder time passing bond issues,Premise,"(25759, 25849)","Traditionally, if you've been involved in a campaign like that, you know that the parents with kids in school are the ones that turn out and vote",Premise,"(25851, 25996)",Support
I've been a leader,Premise,"(36228, 36246)",I've been a person who has to set a clear vision and convince people to follow,Claim,"(36248, 36326)",Support
for the last eight years I've been on the National Security Council,Premise,"(40341, 40408)","I suspended campaigning for two days, or parts of two days, to go back and participate in the meetings that charted the President's summit meeting that he just returned from earlier today",Premise,"(40434, 40621)",Support
I think somebody who doesn't want me to be president might have run that ad,Claim,"(45032, 45107)",I don't think I ran the ad,Claim,"(45004, 45030)",Attack
We've got a bumper crop this year,Premise,"(48928, 48961)",that's the good news,Claim,"(48967, 48987)",Support
he loved the vigorous discussion of ideas in our democracy,Premise,"(3400, 3458)",I would just like to say that this debate in a way is a living tribute to Mel Carnahan,Claim,"(3305, 3391)",Support
the message oftentimes gets undermined by the popular culture,Claim,"(55116, 55177)",Parents are teaching their children right from wrong,Premise,"(55058, 55110)",Attack
they think their good hearts might be brittle,Premise,"(59743, 59788)","if they invest their hopes and allow themselves to believe, then they're gonna be let down and disappointed",Claim,"(59794, 59901)",Support
I think it's important,Claim,"(10434, 10456)",I want a diverse administration,Claim,"(63828, 63859)",Support
not as generous,Premise,"(69073, 69088)","If you make more than $60,000 and up to 100 you'll still get a match",Claim,"(68999, 69067)",Support
The death penalty is a very serious business,Claim,"(72218, 72262)",I take my job seriously,Claim,"(72323, 72346)",Support
I think the record shows otherwise,Claim,"(75191, 75225)",I am a person who keeps promises,Claim,"(74979, 75011)",Support
"Since the assassination of our best leaders in the '60's, since the Vietnam War, since Watergate",Premise,"(80601, 80697)",I believe that a lot of people are skeptical about people in politics today,Claim,"(80461, 80536)",Support
I think step one to make sure prescription drugs is more affordable for seniors,Claim,"(9650, 9729)","when they have to try to purchase drugs they do so on their own, there's no kind of collective bargaining, no power of purchasing among seniors",Claim,"(9502, 9645)",Attack
That is a national outrage,Claim,"(14015, 14041)",That adds up to 44 million people,Premise,"(13980, 14013)",Attack
