subj,subj_type,subj_span,obj,obj_type,obj_span,relation
"This is obviously an area of great concern to the entire world, and to America in particular, which is to see a -- a complete change in the -- the structure and the -- the environment in the Middle East",Premise,"(2358, 2560)","With the Arab Spring, came a great deal of hope that there would be a change towards more moderation",Premise,"(2562, 2662)",Support
We've mobilized sanctions against that government,Premise,"(15067, 15116)","What we've done is organize the international community, saying Assad has to go",Claim,"(14986, 15065)",Support
"I absolutely believe that America has a -- a responsibility, and the privilege of helping defend freedom and promote the principles that -- that make the world more peaceful",Claim,"(28366, 28539)","those principles include human rights, human dignity, free enterprise, freedom of expression, elections",Claim,"(28545, 28648)",Support
that one doesn't sound good,Claim,"(39821, 39848)",it's not affordable,Claim,"(39853, 39872)",Support
Israel is a true friend,Premise,"(46366, 46389)",It is our greatest ally in the region,Premise,"(46391, 46428)",Support
we're going to be finished by 2014,Claim,"(65261, 65295)","when I'm president, we'll make sure we bring our troops out by the end of 2014",Claim,"(65301, 65379)",Support
We have to remain vigilant,Claim,"(75507, 75533)",I think it will continue to be terrorist networks,Claim,"(75456, 75505)",Support
"Over the last four years we've made real progress digging our way out of policies that gave us two prolonged wars, record deficits and the worst economic crisis since the Great Depression",Premise,"(91621, 91808)","Governor Romney wants to take us back to those policies, a foreign policy that's wrong and reckless",Claim,"(91814, 91913)",Attack
"With the Arab Spring, came a great deal of hope that there would be a change towards more moderation",Premise,"(2562, 2662)","opportunity for greater participation on the part of women in public life, and in economic life in the Middle East",Premise,"(2668, 2782)",Support
We have made sure that they are isolated,Premise,"(15118, 15158)","What we've done is organize the international community, saying Assad has to go",Claim,"(14986, 15065)",Support
"when there are elections, people tend to vote for peace",Premise,"(28658, 28713)","those principles include human rights, human dignity, free enterprise, freedom of expression, elections",Claim,"(28545, 28648)",Support
"we're going to cut about 5 percent of the discretionary budget, excluding military",Claim,"(39266, 39348)",You look at how we get to a balanced budget within eight to 10 years. We do it by getting -- by reducing spending in a whole series of programs,Claim,"(39536, 39679)",Support
It is our greatest ally in the region,Premise,"(46391, 46428)","if Israel is attacked, America will stand with Israel",Claim,"(46434, 46487)",Support
The commanders and the generals there are on track to do so,Premise,"(65381, 65440)","when I'm president, we'll make sure we bring our troops out by the end of 2014",Claim,"(65301, 65379)",Support
we are going to insist that China plays by the same rules as everybody else,Claim,"(75738, 75813)","China is both an adversary, but also a potential partner in the international community",Claim,"(75578, 75665)",Support
"Governor Romney wants to take us back to those policies, a foreign policy that's wrong and reckless",Claim,"(91814, 91913)","economic policies that won't create jobs, won't reduce our deficit, but will make sure that folks at the very top don't have to play by the same rules that you do",Claim,"(91915, 92077)",Support
"we've seen in nation after nation, a number of disturbing events",Claim,"(2797, 2861)","opportunity for greater participation on the part of women in public life, and in economic life in the Middle East",Premise,"(2668, 2782)",Attack
We have provided humanitarian assistance,Premise,"(15160, 15200)","What we've done is organize the international community, saying Assad has to go",Claim,"(14986, 15065)",Support
"those principles include human rights, human dignity, free enterprise, freedom of expression, elections",Claim,"(28545, 28648)",we want to promote those principles around the world,Claim,"(28743, 28795)",Support
You look at how we get to a balanced budget within eight to 10 years. We do it by getting -- by reducing spending in a whole series of programs,Claim,"(39536, 39679)",I get rid of is Obamacare,Claim,"(39704, 39729)",Support
I've made that clear throughout my presidency,Premise,"(46489, 46534)","if Israel is attacked, America will stand with Israel",Claim,"(46434, 46487)",Support
We've seen progress over the past several years,Premise,"(65442, 65489)",The commanders and the generals there are on track to do so,Premise,"(65381, 65440)",Support
"China is both an adversary, but also a potential partner in the international community",Claim,"(75578, 75665)",if it's following the rules,Premise,"(75666, 75693)",Attack
I've got a different vision for America,Claim,"(92083, 92122)","economic policies that won't create jobs, won't reduce our deficit, but will make sure that folks at the very top don't have to play by the same rules that you do",Claim,"(91915, 92077)",Attack
