subj,subj_type,subj_span,obj,obj_type,obj_span,relation
Our nation is involved in two wars,Premise,"(1831, 1865)",we are at a defining moment in our history,Premise,"(1787, 1829)",Support
"Our initial military success, we went in to Baghdad and everybody celebrated",Premise,"(35990, 36066)",then the war was very badly mishandled,Claim,"(36072, 36110)",Support
"it's been acknowledged by the commanders on the ground the situation is getting worse, not better",Premise,"(47072, 47169)",I think that we have to do it as quickly as possible,Claim,"(47010, 47062)",Support
the other countries in the region will feel compelling requirement to acquire nuclear weapons as well,Premise,"(59170, 59271)","if Iran acquires nuclear weapons, it is an existential threat to the State of Israel and it is a threat to other countries in the region",Claim,"(59025, 59161)",Support
a resurgent and very aggressive Russia is a threat to the peace and stability of the region,Premise,"(70793, 70884)","I think that, given what's happened over the last several weeks and months, our entire Russian approach has to be evaluated",Claim,"(70660, 70783)",Support
we have a safer nation,Claim,"(80633, 80655)",I think it's much less than it was the day after 9/11,Claim,"(80559, 80612)",Support
we are going through the worst financial crisis since the Great Depression,Premise,"(1871, 1945)",we are at a defining moment in our history,Premise,"(1787, 1829)",Support
then the war was very badly mishandled,Claim,"(36072, 36110)",I think the lessons of Iraq are very clear that you cannot have a failed strategy that will then cause you to nearly lose a conflict,Claim,"(35856, 35988)",Support
I think that we have to do it as quickly as possible,Claim,"(47010, 47062)","Yes, I think we need more troops",Claim,"(46929, 46961)",Support
we cannot allow a second Holocaust,Premise,"(59277, 59311)","if Iran acquires nuclear weapons, it is an existential threat to the State of Israel and it is a threat to other countries in the region",Claim,"(59025, 59161)",Support
Their actions in Georgia were unacceptable,Claim,"(70886, 70928)","I think that, given what's happened over the last several weeks and months, our entire Russian approach has to be evaluated",Claim,"(70660, 70783)",Support
"a commission to investigate 9/11, and find out what happened, and fix it",Premise,"(80962, 81034)","9/11, Senator Joe Lieberman and I decided that we needed a commission",Premise,"(80878, 80947)",Support
How's it going to affect my retirement savings or my ability to send my children to college,Premise,"(2266, 2357)",how's it going to affect me,Premise,"(2169, 2196)",Support
"I went to Iraq in 2003 and came back and said, we've got to change this strategy",Premise,"(36112, 36192)",we came up with a great general and a strategy that has succeeded,Claim,"(36315, 36380)",Support
we are seeing a major offensive taking place -- Al Qaida and Taliban crossing the border and attacking our troops in a brazen fashion,Premise,"(47267, 47400)",We had the highest fatalities among U.S. troops this past year than at any time since 2002,Claim,"(47171, 47261)",Support
The Russians are preventing significant action in the United Nations Security Council,Premise,"(59520, 59605)","I have proposed a league of democracies, a group of people - a group of countries that share common interests, common values, common ideals",Claim,"(59607, 59746)",Support
They were unwarranted,Premise,"(70930, 70951)",Their actions in Georgia were unacceptable,Claim,"(70886, 70928)",Support
they descended on Washington,Premise,"(81203, 81231)",we were stymied until the families of 9/11 came,Premise,"(81150, 81197)",Support
this could have an impact on all sectors of the economy,Premise,"(2090, 2145)",how's it going to affect me,Premise,"(2169, 2196)",Support
This strategy requires additional troops,Premise,"(36194, 36234)",we came up with a great general and a strategy that has succeeded,Claim,"(36315, 36380)",Support
We had the highest fatalities among U.S. troops this past year than at any time since 2002,Claim,"(47171, 47261)","Yes, I think we need more troops",Claim,"(46929, 46961)",Support
they also control a lot of the world's economic power,Claim,"(59748, 59801)","I have proposed a league of democracies, a group of people - a group of countries that share common interests, common values, common ideals",Claim,"(59607, 59746)",Support
it is absolutely critical for the next president to make clear that we have to follow through on our six-party -- or the six-point cease-fire,Claim,"(70972, 71113)","I think that, given what's happened over the last several weeks and months, our entire Russian approach has to be evaluated",Claim,"(70660, 70783)",Support
we were stymied until the families of 9/11 came,Premise,"(81150, 81197)",we were opposed by the administration,Premise,"(81051, 81088)",Support
How's it going to affect my job,Premise,"(2198, 2229)",how's it going to affect me,Premise,"(2169, 2196)",Support
it requires a fundamental change in strategy,Premise,"(36236, 36280)",we came up with a great general and a strategy that has succeeded,Claim,"(36315, 36380)",Support
what our commanders have said is we don't have the troops right now to deal with Afghanistan,Premise,"(47485, 47577)",we cannot separate Afghanistan from Iraq,Claim,"(47435, 47475)",Support
I think could have a beneficial effect,Claim,"(59882, 59920)","We could impose significant meaningful, painful sanctions on the Iranians",Claim,"(59803, 59876)",Support
"the Estonians, the Lithuanians, the Latvians, the Poles, the Czechs",Premise,"(71455, 71522)",we also have to affirm all the fledgling democracies in that region,Claim,"(71376, 71443)",Support
we were opposed by the administration,Premise,"(81051, 81088)",we got that legislation passed,Claim,"(81237, 81267)",Attack
How's it going to affect my house,Premise,"(2231, 2264)",how's it going to affect me,Premise,"(2169, 2196)",Support
This strategy has succeeded,Premise,"(36382, 36409)",we came up with a great general and a strategy that has succeeded,Claim,"(36315, 36380)",Support
I would send two to three additional brigades to Afghanistan,Claim,"(47582, 47642)",we cannot separate Afghanistan from Iraq,Claim,"(47435, 47475)",Support
The Iranians have a lousy government,Premise,"(59922, 59958)",their economy is lousy,Claim,"(59973, 59995)",Support
