subj,subj_type,subj_span,obj,obj_type,obj_span,relation
here are the facts,Claim,"(2989, 3007)","210,000 dead people in our country in just the last several months",Premise,"(3009, 3075)",Support
Joe Biden does,Claim,"(4145, 4159)","our plan is about what we need to do around a national strategy for contact tracing, for testing, for administration of the vaccine and making sure that it will be free for all",Premise,"(4165, 4341)",Support
Joe Biden does,Claim,"(4145, 4159)",Joe Biden is the best leader to do that,Claim,"(4494, 4533)",Support
President Donald Trump has put the health of America first,Claim,"(5521, 5579)",President Donald Trump did what no other American president had ever done,Claim,"(5682, 5755)",Support
President Donald Trump has put the health of America first,Claim,"(5521, 5579)",Joe Biden opposed that decision,Claim,"(5861, 5892)",Attack
I believe it's saved hundreds of thousands of American lives,Claim,"(6148, 6208)",with that time we were able to reinvent testing,Premise,"(6218, 6265)",Support
that's a great disservice to the sacrifices the American people have made,Claim,"(9279, 9352)",when you say what the American people have done over these last eight months hasn't worked,Premise,"(9187, 9277)",Support
one life lost is too many,Claim,"(10248, 10273)","the American people, I believe, deserve credit for the sacrifices that they have made, putting the health of their family and their neighbors first, our doctors, our nurses, our first responders",Claim,"(10311, 10505)",Support
We're about freedom and respecting the freedom of the American people,Claim,"(12776, 12845)",You respect the American people when you tell them the truth,Claim,"(12904, 12964)",Attack
I'll be the first in line to take it,Claim,"(14579, 14615)",if the doctors tell us that we should take it,Premise,"(14532, 14577)",Support
I'm not taking it,Claim,"(14682, 14699)",if Donald Trump tells us that we should take it,Premise,"(14633, 14680)",Support
would have lost 2 million American lives,Claim,"(17098, 17138)",If the swine flu had been as lethal as the coronavirus in 2009 when Joe Biden was vice president,Premise,"(16997, 17093)",Support
I think Joe has asked me to serve with him,Claim,"(19923, 19965)","he knows that we share, we share a purpose, which is about lifting up the American people.",Premise,"(19974, 20064)",Support
"The one thing we all know about Joe, he puts it all out there.",Claim,"(23164, 23226)","He, he is honest.",Claim,"(23227, 23244)",Support
"The one thing we all know about Joe, he puts it all out there.",Claim,"(23164, 23226)",He is forthright.,Claim,"(23245, 23262)",Support
"He, he is honest.",Claim,"(23227, 23244)",He is forthright.,Claim,"(23245, 23262)",Equivalent
"the American people have a president who is a businessman, he's a job-creator.",Claim,"(23613, 23691)","He's paid tens of millions of dollars in taxes, payroll taxes, property taxes.",Premise,"(23692, 23770)",Support
"the American people have a president who is a businessman, he's a job-creator.",Claim,"(23613, 23691)",He's created tens of thousands of American jobs.,Premise,"(23771, 23819)",Support
"On the other hand, you have Donald Trump, who measures the strength of the economy based on how rich people are doing.",Claim,"(25955, 26073)","Joe Biden believes you measure the health and the strength of America's economy based on the health, and the strength of the American worker and the American family.",Claim,"(25789, 25954)",Attack
"Which is why he passed a tax bill benefitting the top 1% and the biggest corporations of America, leading to a $2 trillion deficit that the American people are gonna have to pay for.",Premise,"(26074, 26256)","On day one, Joe Biden will repeal that tax bill.",Claim,"(26257, 26305)",Attack
"Which is why he passed a tax bill benefitting the top 1% and the biggest corporations of America, leading to a $2 trillion deficit that the American people are gonna have to pay for.",Premise,"(26074, 26256)",He'll get rid of it.,Claim,"(26306, 26326)",Attack
what he'll do with the money is invest it in the American people.,Claim,"(26331, 26396)",Joe Biden will use that money to invest in education.,Claim,"(26967, 27020)",Support
He'll invest in infrastructure.,Claim,"(26616, 26647)",Joe is gonna invest that money in what we need to do around innovation.,Claim,"(26749, 26820)",Equivalent
America had gone through the slowest economic recovery since the Great Depression,Claim,"(27952, 28033)",When President Trump and I took office,Premise,"(27912, 27950)",Support
"they tried to tax, and spend, and regulate, and bail our way back to a growing economy.",Claim,"(28069, 28156)",When Joe Biden was vice president,Premise,"(28035, 28068)",Support
we've already added back 11.6 million jobs,Claim,"(28800, 28842)","we had a president who cut taxes, rolled back regulation, unleashed American energy, fought for free and fair trade, and secured $4 trillion from the Congress of the United States to give direct payments to families, saved 50 million jobs through the paycheck protection program.",Premise,"(28851, 29130)",Support
oe Biden and Kamala Harris want to raise taxes.,Claim,"(29234, 29281)",They want to bury our economy under a $2 trillion Green New Deal,Premise,"(29282, 29346)",Support
Joe Biden says democracy's on the ballot.,Claim,"(29850, 29891)","oe Biden wants to go back to the economic surrender to China that when we took office, half of our international trade deficit was with China alone.",Premise,"(29566, 29714)",Support
Joe Biden says democracy's on the ballot.,Claim,"(29850, 29891)",Joe Biden wants to repeal all of the tariffs that President Trump put into effect to fight for American jobs and American workers.,Premise,"(29719, 29849)",Support
Joe Biden says democracy's on the ballot.,Claim,"(29850, 29891)",Make no mistake about it,Claim,"(29892, 29916)",Support
"He will not raise taxes on anybody who makes less than $400,000 a year",Claim,"(30514, 30584)","the truth and the fact is, Joe Biden has been very clear.",Premise,"(30456, 30513)",Support
He has been very clear about that.,Claim,"(31409, 31443)","Joe Biden will not raise taxes on anyone who makes less than $400,000 a year.",Premise,"(31263, 31340)",Support
they're coming for you.,Claim,"(33016, 33039)","If you have a pre-existing condition, heart disease, diabetes, breast cancer",Premise,"(32764, 32840)",Support
Joe Biden will not ban fracking.,Claim,"(38020, 38052)",That is a fact,Claim,"(38069, 38083)",Support
That is a fact,Claim,"(38069, 38083)",That is a fact.,Claim,"(38069, 38084)",Equivalent
Joe has a plan,Claim,"(39836, 39850)",we're going to invest that in renewable energy,Premise,"(39662, 39708)",Support
Joe has a plan,Claim,"(39836, 39850)",we're going to be about the creation of millions of jobs,Premise,"(39710, 39766)",Support
Joe has a plan,Claim,"(39836, 39850)","we will achieve net zero emissions by 2050, carbon neutral by 2035",Premise,"(39768, 39834)",Support
"We don't need a massive, $2 trillion Green New Deal that would impose all new mandates on American businesses and American families, Joe Biden wants us to retrofit 4 million",Claim,"(41344, 41517)",It makes no sense.,Claim,"(41609, 41627)",Support
